Record,DateTime,40,TambK,Rh,Presmb,TirK,Rain
     2,07/08/18 00:05:14,41, 297.2950,  68.4000,1012.1500, 251.8100,0
     4,07/08/18 00:05:54,41, 297.0450,  66.4900,1012.1500, 248.9400,0
     6,07/08/18 00:06:33,41, 296.9470,  68.8800,1012.1500, 244.3200,0
     8,07/08/18 00:07:12,41, 296.9040,  68.0900,1012.1500, 244.3800,0
    10,07/08/18 00:07:51,41, 296.9740,  69.6800,1012.0500, 244.0400,0
    12,07/08/18 00:10:09,41, 296.7360,  68.7900,1012.1500, 245.9300,0
    14,07/08/18 00:10:49,41, 296.7480,  68.3000,1012.1500, 257.2000,0
    16,07/08/18 00:11:28,41, 296.9310,  68.2200,1012.0500, 262.7500,0
    18,07/08/18 00:12:07,41, 297.1150,  67.9500,1012.0500, 263.5400,0
    20,07/08/18 00:12:46,41, 297.1850,  67.6000,1012.1500, 263.1100,0
    22,07/08/18 00:15:04,41, 297.3100,  66.1400,1012.1500, 260.4700,0
    24,07/08/18 00:15:43,41, 297.1540,  66.6000,1012.1500, 256.6400,0
    26,07/08/18 00:16:22,41, 297.0450,  67.3000,1012.1500, 255.6400,0
    28,07/08/18 00:17:02,41, 296.9590,  66.8600,1012.1500, 259.8100,0
    30,07/08/18 00:17:41,41, 296.9470,  68.2600,1012.1500, 263.9500,0
    32,07/08/18 00:19:58,41, 297.2130,  68.9600,1012.2500, 270.2600,0
    34,07/08/18 00:20:37,41, 297.0990,  67.3400,1012.2500, 270.4000,0
    36,07/08/18 00:21:16,41, 297.0130,  68.2400,1012.2500, 268.4700,0
    38,07/08/18 00:21:55,41, 296.9740,  69.2500,1012.2500, 268.5800,0
    40,07/08/18 00:22:34,41, 296.7790,  67.3400,1012.2500, 268.9500,0
    42,07/08/18 00:24:53,41, 296.7090,  68.4400,1012.2500, 275.1500,0
    44,07/08/18 00:25:32,41, 296.8490,  69.7700,1012.2500, 276.7700,0
    46,07/08/18 00:26:12,41, 296.7630,  68.5400,1012.1500, 278.8000,0
    48,07/08/18 00:26:51,41, 296.7790,  68.6500,1012.2500, 280.2000,0
    50,07/08/18 00:27:30,41, 296.7910,  68.5400,1012.1500, 279.7000,0
    52,07/08/18 00:29:47,41, 297.0990,  68.1900,1012.2500, 277.1800,0
    54,07/08/18 00:30:27,41, 297.6310,  70.0900,1012.3500, 278.0300,0
    56,07/08/18 00:31:06,41, 297.6310,  67.0100,1012.3500, 278.5500,0
    58,07/08/18 00:31:45,41, 297.5760,  65.8700,1012.3500, 277.9800,0
    60,07/08/18 00:32:24,41, 297.4080,  65.1400,1012.2500, 277.8800,0
    62,07/08/18 00:34:42,41, 297.3530,  67.1000,1012.3500, 277.9100,0
    64,07/08/18 00:35:21,41, 297.3260,  66.9900,1012.3500, 276.4200,0
    66,07/08/18 00:36:01,41, 297.3260,  66.8200,1012.3500, 274.3400,0
    68,07/08/18 00:36:41,41, 297.3920,  68.2200,1012.3500, 273.5100,0
    70,07/08/18 00:37:21,41, 297.3260,  68.2000,1012.3500, 257.3200,0
    72,07/08/18 00:39:38,41, 297.2670,  69.6400,1012.2500, 273.5700,0
    74,07/08/18 00:40:17,41, 297.1970,  69.6000,1012.3500, 272.0600,0
    76,07/08/18 00:40:57,41, 297.1700,  69.2300,1012.3500, 270.0100,0
