Record,DateTime,40,TambK,Rh,Presmb,TirK,Rain
     2,07/04/18 00:05:16,41, 305.0450,  63.0300, 998.3500, 259.0800,0
     4,07/04/18 00:05:56,41, 305.1030,  61.2800, 998.3500, 259.8400,0
     6,07/04/18 00:06:35,41, 305.1580,  61.9100, 998.3500, 259.7700,0
     8,07/04/18 00:07:15,41, 305.2830,  61.7900, 998.3500, 259.4400,0
    10,07/04/18 00:07:54,41, 305.2830,  60.4200, 998.3500, 259.9900,0
    12,07/04/18 00:10:12,41, 305.1580,  60.5900, 998.3500, 260.2100,0
    14,07/04/18 00:10:51,41, 305.0760,  59.4700, 998.3500, 259.6200,0
    16,07/04/18 00:11:30,41, 305.1150,  61.6800, 998.2500, 259.3900,0
    18,07/04/18 00:12:10,41, 305.1310,  61.7600, 998.3500, 259.4400,0
    20,07/04/18 00:12:49,41, 305.1310,  59.2900, 998.3500, 259.5500,0
    22,07/04/18 00:15:06,41, 305.2560,  59.1600, 998.3500, 259.3700,0
    24,07/04/18 00:15:46,41, 305.2440,  58.8500, 998.3500, 259.7400,0
    26,07/04/18 00:16:25,41, 305.1310,  59.7200, 998.3500, 259.2800,0
    28,07/04/18 00:17:04,41, 304.9200,  60.5200, 998.3500, 258.6900,0
    30,07/04/18 00:17:43,41, 304.8770,  61.0000, 998.2500, 259.5300,0
    32,07/04/18 00:20:01,41, 304.8770,  61.7500, 998.3500, 259.1400,0
    34,07/04/18 00:20:41,41, 304.9470,  62.7800, 998.3500, 259.2000,0
    36,07/04/18 00:21:20,41, 304.9740,  60.7400, 998.2500, 258.5700,0
    38,07/04/18 00:21:59,41, 305.0060,  61.0500, 998.3500, 258.8800,0
    40,07/04/18 00:22:38,41, 305.0450,  60.5800, 998.3500, 259.0400,0
    42,07/04/18 00:24:56,41, 305.0600,  59.9600, 998.3500, 258.9300,0
    44,07/04/18 00:25:35,41, 305.0330,  59.4600, 998.3500, 259.5900,0
    46,07/04/18 00:26:14,41, 305.2170,  61.5100, 998.3500, 259.3700,0
    48,07/04/18 00:26:53,41, 305.0880,  61.4300, 998.3500, 259.1700,0
    50,07/04/18 00:27:32,41, 305.0330,  60.5200, 998.3500, 259.2600,0
    52,07/04/18 00:29:50,41, 304.9200,  59.6300, 998.4500, 259.1000,0
    54,07/04/18 00:30:29,41, 304.9630,  59.6700, 998.3500, 259.2900,0
    56,07/04/18 00:31:09,41, 305.0060,  61.0200, 998.3500, 259.1400,0
    58,07/04/18 00:31:48,41, 305.0600,  61.4700, 998.3500, 259.8100,0
    60,07/04/18 00:32:28,41, 305.1150,  59.6300, 998.4500, 260.0100,0
    62,07/04/18 00:34:44,41, 305.5100,  60.1200, 998.3500, 260.4600,0
    64,07/04/18 00:35:24,41, 305.4820,  60.2100, 998.3500, 260.2300,0
    66,07/04/18 00:36:03,41, 305.4390,  60.2700, 998.3500, 260.4600,0
    68,07/04/18 00:36:42,41, 305.3690,  59.2500, 998.3500, 259.6900,0
    70,07/04/18 00:37:21,41, 305.3140,  58.9500, 998.3500, 260.7500,0
    72,07/04/18 00:39:38,41, 304.8920,  63.3300, 998.4500, 259.7600,0
    74,07/04/18 00:40:18,41, 305.0330,  63.2700, 998.4500, 259.9700,0
    76,07/04/18 00:40:57,41, 305.1580,  61.6500, 998.4500, 259.7800,0
    78,07/04/18 00:41:37,41, 305.1850,  60.5100, 998.3500, 260.0300,0
    80,07/04/18 00:42:16,41, 305.1460,  61.3800, 998.3500, 259.1600,0
    82,07/04/18 00:44:33,41, 305.0880,  61.4100, 998.4500, 259.6600,0
    84,07/04/18 00:45:13,41, 305.1150,  62.1600, 998.4500, 259.7500,0
    86,07/04/18 00:45:52,41, 305.1580,  60.7700, 998.4500, 259.2000,0
    88,07/04/18 00:46:32,41, 305.2560,  61.0100, 998.4500, 259.6200,0
    90,07/04/18 00:47:11,41, 305.2010,  60.7400, 998.4500, 259.9600,0
    92,07/04/18 00:49:29,41, 305.3420,  62.4800, 998.4500, 259.6100,0
    94,07/04/18 00:50:09,41, 305.3960,  63.0200, 998.4500, 259.4600,0
    96,07/04/18 00:50:49,41, 305.4670,  62.5600, 998.4500, 259.8000,0
    98,07/04/18 00:51:29,41, 305.5640,  62.6800, 998.5500, 260.1300,0
   100,07/04/18 00:52:08,41, 305.4390,  60.8000, 998.4500, 260.3000,0
   102,07/04/18 00:54:26,41, 305.4940,  59.9300, 998.3500, 260.0500,0
   104,07/04/18 00:55:05,41, 305.5100,  61.8400, 998.3500, 260.1600,0
   106,07/04/18 00:55:44,41, 305.4120,  59.5200, 998.4500, 260.2900,0
   108,07/04/18 00:56:23,41, 305.3140,  60.5200, 998.4500, 259.7400,0
   110,07/04/18 00:57:06,41, 305.1030,  60.2400, 998.3500, 259.2000,0
   112,07/04/18 00:59:25,41, 305.1580,  63.9000, 998.5500, 259.8000,0
   114,07/04/18 01:00:04,41, 305.3960,  63.9600, 998.4500, 259.9100,0
   116,07/04/18 01:00:47,41, 305.4940,  63.9600, 998.4500, 259.7100,0
   118,07/04/18 01:01:26,41, 305.6350,  63.8600, 998.3500, 259.5600,0
   120,07/04/18 01:02:05,41, 305.7480,  62.2500, 998.4500, 260.0200,0
   122,07/04/18 01:04:23,41, 305.7200,  59.4700, 998.3500, 259.5300,0
   124,07/04/18 01:05:02,41, 305.8450,  61.5900, 998.3500, 259.3900,0
   126,07/04/18 01:05:41,41, 305.8180,  60.5100, 998.4500, 259.7500,0
   128,07/04/18 01:06:20,41, 305.8450,  60.0200, 998.4500, 259.9700,0
   130,07/04/18 01:07:00,41, 305.7600,  61.5300, 998.4500, 260.5900,0
   132,07/04/18 01:09:17,41, 305.7480,  59.5800, 998.4500, 260.0100,0
   134,07/04/18 01:09:56,41, 305.7200,  59.6300, 998.4500, 259.9400,0
   136,07/04/18 01:10:35,41, 305.8300,  60.2700, 998.4500, 260.4200,0
   138,07/04/18 01:11:14,41, 305.8180,  60.0800, 998.5500, 260.6600,0
   140,07/04/18 01:11:53,41, 305.9980,  62.3300, 998.5500, 260.0000,0
   142,07/04/18 01:14:11,41, 306.1270,  62.8100, 998.5500, 260.5700,0
   144,07/04/18 01:14:50,41, 306.0840,  59.5800, 998.6500, 260.7100,0
   146,07/04/18 01:15:29,41, 306.1270,  60.0000, 998.5500, 261.1100,0
   148,07/04/18 01:16:08,41, 306.1810,  59.9500, 998.6500, 262.0800,0
   150,07/04/18 01:16:47,41, 306.2090,  58.9500, 998.5500, 266.8000,0
