Record,DateTime,50,Azdeg,Eldeg,TkBBK,Ch22.000,Ch22.234,Ch22.500,Ch23.000,Ch23.034,Ch23.500,Ch23.834,Ch24.000,Ch24.500,Ch25.000,Ch25.500,Ch26.000,Ch26.234,Ch26.500,Ch27.000,Ch27.500,Ch28.000,Ch28.500,Ch29.000,Ch29.500,Ch30.000,Ch51.248,Ch51.760,Ch52.280,Ch52.804,Ch53.336,Ch53.848,Ch54.400,Ch54.940,Ch55.500,Ch56.020,Ch56.660,Ch57.288,Ch57.964,Ch58.800,Ch
   807,07/10/18 06:41:47,51,  0.00, 90.00,315.375,, 89.074, 86.163,, 81.993,, 71.863,,, 56.849,,, 46.132,,,, 38.108,,,, 34.768,135.565,151.677,175.935,203.111,236.339,267.110,286.046,290.596,292.270,295.991,296.374,296.104,297.918,299.176,
   809,07/10/18 06:42:26,51,  0.00, 90.00,315.347,, 88.953, 85.694,, 82.465,, 71.598,,, 56.798,,, 46.542,,,, 39.279,,,, 35.538,136.963,154.648,174.894,203.246,237.554,268.858,286.302,290.357,292.811,296.481,297.587,296.323,295.973,297.281,
   811,07/10/18 06:44:43,51,  0.00, 90.00,315.257,, 88.471, 86.175,, 81.964,, 71.466,,, 57.423,,, 46.719,,,, 39.053,,,, 35.053,136.036,151.390,173.481,203.452,238.219,266.994,283.660,292.561,298.269,297.789,298.827,299.312,297.755,298.883,
   813,07/10/18 06:45:23,51,  0.00, 90.00,315.233,, 89.002, 85.991,, 81.717,, 71.828,,, 57.279,,, 46.396,,,, 38.818,,,, 35.723,133.746,151.390,176.276,205.506,236.935,264.236,280.178,290.228,292.605,297.178,298.304,296.901,300.324,297.343,
   815,07/10/18 06:46:02,51,  0.00, 90.00,315.207,, 91.520, 88.515,, 84.648,, 74.907,,, 60.347,,, 50.548,,,, 44.041,,,, 40.641,147.918,158.952,180.085,210.703,241.696,269.474,287.901,293.288,292.634,293.500,298.452,298.590,295.748,295.608,
   817,07/10/18 06:46:41,51,  0.00, 90.00,315.195,, 89.802, 87.011,, 83.212,, 71.879,,, 57.670,,, 48.394,,,, 40.698,,,, 37.094,135.022,151.668,176.102,212.086,242.431,263.718,283.075,291.367,296.201,299.026,296.761,296.047,297.941,297.014,
   819,07/10/18 06:47:21,51,  0.00, 90.00,315.179,, 87.742, 85.408,, 80.811,, 70.320,,, 56.691,,, 46.043,,,, 38.699,,,, 34.492,137.212,150.510,173.737,203.670,238.017,267.083,286.212,292.141,294.818,295.194,296.007,297.460,298.800,296.221,
   821,07/10/18 06:49:38,51,  0.00, 90.00,315.111,, 88.576, 84.908,, 81.904,, 70.850,,, 56.223,,, 46.559,,,, 38.912,,,, 35.230,133.502,147.861,173.118,201.252,238.438,271.068,286.898,289.664,294.915,300.722,299.412,295.372,293.634,293.643,
   823,07/10/18 06:50:17,51,  0.00, 90.00,315.097,, 87.610, 85.051,, 81.316,, 70.825,,, 55.813,,, 45.590,,,, 38.372,,,, 33.324,132.865,149.312,175.988,204.405,236.802,268.371,288.114,295.443,297.963,292.910,294.364,297.869,297.649,296.078,
   825,07/10/18 06:51:01,51,  0.00, 90.00,315.088,, 87.852, 85.473,, 81.570,, 71.305,,, 56.249,,, 45.873,,,, 37.938,,,, 34.550,135.469,147.976,170.722,202.278,238.712,266.657,283.651,292.898,295.064,295.541,297.561,296.198,293.530,296.901,
   827,07/10/18 06:51:40,51,  0.00, 90.00,315.059,, 88.011, 85.313,, 80.935,, 70.444,,, 56.324,,, 46.113,,,, 38.537,,,, 34.146,135.869,151.044,174.162,207.605,237.523,266.978,287.038,292.443,292.816,296.346,296.705,295.576,296.799,298.232,
   829,07/10/18 06:52:19,51,  0.00, 90.00,315.047,, 88.593, 86.321,, 82.313,, 71.360,,, 57.112,,, 47.560,,,, 39.908,,,, 36.194,136.062,150.245,173.415,204.584,241.819,266.218,283.810,293.590,296.342,292.417,292.964,295.714,298.953,299.903,
   831,07/10/18 06:54:37,51,  0.00, 90.00,314.986,, 87.765, 84.908,, 81.195,, 70.781,,, 56.294,,, 46.311,,,, 39.143,,,, 34.831,133.671,150.453,174.504,201.582,237.569,267.561,285.760,293.438,295.273,298.641,298.091,296.158,297.742,299.180,
   833,07/10/18 06:55:17,51,  0.00, 90.00,314.981,, 88.060, 85.390,, 81.245,, 70.860,,, 55.840,,, 46.031,,,, 38.343,,,, 34.900,136.265,150.303,175.196,206.127,239.631,267.240,281.872,292.207,296.465,292.825,294.024,296.971,298.790,297.659,
   835,07/10/18 06:55:55,51,  0.00, 90.00,314.988,, 87.857, 85.292,, 81.143,, 70.163,,, 55.089,,, 45.336,,,, 37.686,,,, 34.167,131.542,148.585,171.516,202.467,238.613,267.399,286.342,294.222,298.422,299.859,299.874,297.444,297.034,297.793,
   837,07/10/18 06:56:34,51,  0.00, 90.00,314.958,, 89.329, 86.217,, 82.754,, 71.836,,, 57.156,,, 47.045,,,, 40.032,,,, 36.581,134.110,154.153,180.524,207.804,236.531,264.719,286.587,292.759,290.839,292.316,297.196,299.327,297.062,296.786,
   839,07/10/18 06:57:14,51,  0.00, 90.00,314.942,, 88.706, 85.704,, 82.605,, 72.077,,, 57.530,,, 47.060,,,, 39.769,,,, 36.164,137.346,153.596,178.921,208.800,242.009,270.651,288.482,293.004,294.034,299.686,298.704,295.245,297.283,299.148,
   841,07/10/18 06:59:31,51,  0.00, 90.00,314.920,, 88.695, 85.827,, 81.909,, 70.493,,, 56.178,,, 46.044,,,, 38.251,,,, 34.288,137.665,149.261,171.659,204.061,236.326,262.038,283.712,295.015,293.330,291.380,295.944,295.834,293.749,296.895,
   843,07/10/18 07:00:10,51,  0.00, 90.00,314.932,, 88.381, 85.462,, 81.425,, 70.488,,, 56.057,,, 45.619,,,, 38.828,,,, 34.667,138.486,154.830,178.294,208.194,238.470,263.963,284.554,294.037,296.813,297.192,296.851,298.829,297.359,296.067,
   845,07/10/18 07:00:50,51,  0.00, 90.00,314.909,, 88.502, 85.358,, 81.450,, 70.797,,, 56.150,,, 46.151,,,, 37.467,,,, 34.402,132.109,150.005,172.060,201.357,234.247,266.534,284.639,292.676,295.446,298.251,297.332,294.039,295.688,298.585,
   847,07/10/18 07:01:29,51,  0.00, 90.00,314.914,, 88.532, 86.140,, 81.937,, 71.411,,, 56.574,,, 46.309,,,, 38.831,,,, 34.490,130.143,147.478,172.949,200.461,237.594,266.251,280.330,290.990,297.451,295.239,296.884,298.967,295.356,297.139,
   849,07/10/18 07:02:12,51,  0.00, 90.00,314.899,, 89.315, 85.937,, 82.510,, 71.584,,, 57.109,,, 46.574,,,, 39.431,,,, 35.992,132.879,148.833,172.035,203.109,241.654,271.819,285.540,290.987,294.832,293.739,296.031,298.706,297.329,296.166,
   851,07/10/18 07:04:29,51,  0.00, 90.00,314.877,, 89.276, 86.455,, 82.755,, 72.029,,, 56.893,,, 46.708,,,, 39.613,,,, 36.150,134.667,149.569,173.674,204.600,237.484,266.876,281.816,288.813,295.732,296.780,293.763,296.043,295.737,295.637,
   853,07/10/18 07:05:08,51,  0.00, 90.00,314.884,, 89.205, 86.560,, 82.897,, 72.286,,, 57.336,,, 47.440,,,, 40.222,,,, 36.256,135.034,154.985,176.707,203.878,238.105,265.322,285.180,292.777,290.815,293.689,297.872,300.546,301.249,297.604,
   855,07/10/18 07:05:47,51,  0.00, 90.00,314.878,, 89.408, 86.583,, 82.967,, 71.813,,, 56.982,,, 46.722,,,, 39.167,,,, 35.091,131.265,151.241,175.614,203.330,240.205,270.662,285.209,289.567,294.646,298.182,297.436,295.138,296.608,298.599,
   857,07/10/18 07:06:26,51,  0.00, 90.00,314.877,, 89.542, 86.360,, 82.597,, 71.563,,, 57.083,,, 46.831,,,, 39.353,,,, 35.700,134.997,153.419,176.658,202.625,233.477,265.707,284.754,291.461,293.946,295.567,296.848,297.978,298.604,295.373,
   859,07/10/18 07:07:05,51,  0.00, 90.00,314.872,, 89.486, 86.497,, 82.520,, 71.827,,, 57.357,,, 47.541,,,, 39.741,,,, 35.801,137.529,152.859,172.066,202.929,239.458,265.479,283.260,292.801,296.389,292.038,294.296,295.598,294.742,298.040,
   861,07/10/18 07:09:23,51,  0.00, 90.00,314.879,, 88.895, 86.233,, 82.182,, 71.750,,, 56.782,,, 46.032,,,, 37.939,,,, 34.319,132.952,152.447,174.596,201.975,238.245,269.427,288.239,294.498,294.786,296.037,297.732,297.483,297.048,297.443,
   863,07/10/18 07:10:02,51,  0.00, 90.00,314.877,, 88.938, 86.005,, 82.341,, 71.451,,, 56.689,,, 46.343,,,, 38.185,,,, 34.814,134.723,151.846,177.991,205.631,236.598,267.787,285.322,291.757,297.420,296.214,295.071,298.525,300.054,298.889,
   865,07/10/18 07:10:42,51,  0.00, 90.00,314.869,, 88.744, 86.366,, 81.924,, 71.185,,, 56.291,,, 45.869,,,, 38.289,,,, 34.414,134.937,154.516,175.643,205.499,238.996,265.947,285.615,294.625,296.305,295.114,297.370,298.151,298.890,296.045,
   867,07/10/18 07:11:22,51,  0.00, 90.00,314.879,, 89.054, 86.581,, 82.771,, 71.871,,, 57.594,,, 46.252,,,, 39.210,,,, 35.574,135.255,153.304,175.718,204.248,239.163,267.669,286.657,295.993,296.872,296.471,298.861,298.840,295.553,295.703,
   869,07/10/18 07:12:01,51,  0.00, 90.00,314.907,, 88.683, 86.577,, 82.271,, 71.329,,, 57.281,,, 46.527,,,, 38.231,,,, 34.720,139.022,155.409,175.134,203.867,240.758,268.103,284.498,293.994,295.724,296.064,298.520,299.749,298.567,296.132,
   871,07/10/18 07:14:19,51,  0.00, 90.00,314.903,, 89.814, 86.857,, 82.567,, 71.920,,, 56.926,,, 47.254,,,, 39.606,,,, 35.696,133.921,150.209,175.683,202.466,237.654,268.212,287.376,296.136,295.186,294.548,295.637,294.076,294.298,295.563,
   873,07/10/18 07:14:58,51,  0.00, 90.00,314.909,, 90.590, 87.759,, 84.535,, 73.064,,, 58.607,,, 47.739,,,, 41.874,,,, 37.100,136.827,152.693,179.257,205.563,238.232,270.028,288.561,291.764,292.899,295.829,296.044,295.599,296.927,299.581,
   875,07/10/18 07:15:38,51,  0.00, 90.00,314.914,, 90.730, 87.767,, 84.403,, 73.656,,, 58.582,,, 48.381,,,, 40.963,,,, 37.093,138.807,158.518,177.808,206.324,237.982,263.759,285.240,291.122,290.335,294.051,296.801,296.158,293.930,296.790,
   877,07/10/18 07:16:17,51,  0.00, 90.00,314.899,, 90.349, 88.006,, 83.408,, 72.849,,, 57.881,,, 47.219,,,, 39.495,,,, 35.982,136.417,152.462,175.864,204.595,235.142,267.514,288.141,290.787,292.677,291.959,294.744,297.287,297.702,294.942,
   879,07/10/18 07:16:56,51,  0.00, 90.00,314.923,, 90.089, 86.979,, 83.402,, 72.686,,, 58.052,,, 47.331,,,, 40.032,,,, 35.770,139.423,153.261,173.690,206.120,239.486,265.367,284.890,294.431,298.055,301.084,299.138,296.500,293.815,294.792,
   881,07/10/18 07:19:13,51,  0.00, 90.00,314.930,, 90.199, 87.286,, 84.099,, 73.283,,, 57.507,,, 47.349,,,, 40.001,,,, 36.434,136.809,155.841,176.174,201.173,234.259,266.913,284.632,291.574,296.543,296.725,294.537,293.765,298.007,299.729,
   883,07/10/18 07:19:53,51,  0.00, 90.00,314.938,, 89.568, 87.099,, 83.226,, 72.670,,, 57.602,,, 46.721,,,, 39.145,,,, 35.117,140.507,151.481,170.618,206.784,242.662,266.919,281.832,288.900,294.105,294.986,294.925,297.506,300.821,297.323,
   885,07/10/18 07:20:32,51,  0.00, 90.00,314.943,, 90.122, 87.194,, 83.277,, 72.118,,, 57.657,,, 46.740,,,, 39.849,,,, 34.945,135.839,150.701,171.822,202.034,240.331,266.761,282.403,291.048,296.658,296.797,295.932,298.093,300.815,300.225,
   887,07/10/18 07:21:11,51,  0.00, 90.00,314.956,, 90.288, 87.504,, 83.758,, 72.434,,, 57.199,,, 47.085,,,, 39.588,,,, 35.848,133.375,152.636,176.062,204.372,242.635,271.416,284.805,291.752,296.638,296.909,297.432,297.644,297.113,299.593,
   889,07/10/18 07:21:50,51,  0.00, 90.00,314.978,, 90.857, 88.068,, 84.337,, 73.559,,, 58.241,,, 47.887,,,, 40.159,,,, 36.694,136.705,150.888,174.367,209.030,239.148,266.343,285.657,291.034,291.896,295.329,296.695,296.810,295.932,296.401,
   891,07/10/18 07:24:08,51,  0.00, 90.00,314.974,, 89.740, 86.918,, 83.329,, 72.548,,, 57.468,,, 46.963,,,, 38.941,,,, 35.816,136.172,156.216,177.638,205.342,238.460,269.499,290.218,296.393,294.870,294.583,297.758,299.598,300.517,299.004,
   893,07/10/18 07:24:47,51,  0.00, 90.00,315.015,, 89.126, 87.081,, 82.985,, 72.093,,, 57.168,,, 47.173,,,, 38.562,,,, 34.632,132.780,148.463,173.247,202.821,235.138,267.380,286.879,289.919,293.947,298.044,296.708,295.967,298.481,300.616,
   895,07/10/18 07:25:26,51,  0.00, 90.00,315.021,, 89.493, 87.006,, 83.057,, 72.735,,, 57.199,,, 46.694,,,, 38.462,,,, 34.959,136.661,155.177,175.698,203.134,236.626,264.313,282.216,289.847,296.743,298.376,297.215,298.507,301.269,298.442,
   897,07/10/18 07:26:05,51,  0.00, 90.00,315.022,, 90.234, 87.037,, 83.665,, 72.701,,, 57.568,,, 47.070,,,, 39.173,,,, 35.176,135.102,150.871,174.885,207.331,240.926,267.472,287.702,293.837,291.570,295.801,298.288,298.632,299.526,297.327,
   899,07/10/18 07:26:44,51,  0.00, 90.00,315.051,, 90.680, 88.183,, 84.085,, 72.815,,, 58.071,,, 47.725,,,, 39.934,,,, 36.131,137.213,151.382,172.514,203.904,242.379,271.030,286.189,288.526,293.993,298.403,295.447,297.899,300.040,297.724,
   901,07/10/18 07:29:02,51,  0.00, 90.00,315.106,, 89.787, 87.415,, 83.497,, 72.502,,, 57.984,,, 46.796,,,, 39.522,,,, 35.071,135.367,147.700,173.835,203.879,238.165,267.540,286.131,292.725,298.381,298.988,297.732,297.480,297.973,296.618,
   903,07/10/18 07:29:42,51,  0.00, 90.00,315.132,, 90.896, 87.883,, 83.639,, 73.596,,, 57.981,,, 47.939,,,, 39.993,,,, 36.694,137.318,153.931,174.501,204.303,240.639,270.038,286.832,291.987,295.465,297.163,295.647,297.152,299.718,298.413,
   905,07/10/18 07:30:21,51,  0.00, 90.00,315.154,, 91.641, 88.624,, 85.084,, 74.340,,, 59.641,,, 49.503,,,, 41.453,,,, 37.998,140.599,155.292,176.726,209.380,242.782,266.128,282.943,292.131,294.439,296.220,297.837,297.471,299.391,300.189,
   907,07/10/18 07:31:02,51,  0.00, 90.00,315.161,, 90.759, 88.323,, 84.423,, 73.131,,, 58.102,,, 48.307,,,, 40.776,,,, 36.502,134.525,152.874,178.501,205.900,239.685,271.414,288.812,292.610,294.383,295.845,297.017,295.704,297.951,297.594,
   909,07/10/18 07:31:42,51,  0.00, 90.00,315.168,, 92.840, 90.300,, 86.315,, 76.116,,, 60.870,,, 50.975,,,, 43.489,,,, 40.768,141.291,156.874,180.999,207.299,240.788,269.519,286.437,293.233,298.149,298.743,298.994,297.186,298.516,297.950,
   911,07/10/18 07:33:59,51,  0.00, 90.00,315.227,, 90.504, 88.456,, 85.046,, 73.643,,, 59.061,,, 47.901,,,, 40.190,,,, 37.091,138.523,154.605,177.112,206.952,242.444,265.858,283.658,292.357,292.852,292.977,296.066,297.769,295.290,296.387,
   913,07/10/18 07:34:38,51,  0.00, 90.00,315.239,, 90.968, 88.128,, 84.261,, 73.087,,, 58.228,,, 47.496,,,, 39.930,,,, 36.451,141.333,152.976,172.729,202.308,235.355,267.823,287.046,293.041,291.496,292.323,296.953,296.577,298.063,298.834,
   915,07/10/18 07:35:17,51,  0.00, 90.00,315.266,, 90.210, 88.097,, 84.166,, 72.470,,, 57.631,,, 47.507,,,, 39.918,,,, 36.156,134.476,152.913,174.842,204.435,239.868,267.723,286.043,293.621,291.986,291.110,296.724,297.403,294.818,296.394,
   917,07/10/18 07:35:56,51,  0.00, 90.00,315.283,, 91.507, 89.684,, 84.642,, 74.886,,, 60.772,,, 49.997,,,, 43.074,,,, 39.482,143.845,160.287,178.750,206.750,239.550,268.013,283.361,289.424,294.017,295.699,294.521,295.536,298.739,297.628,
   919,07/10/18 07:36:36,51,  0.00, 90.00,315.295,, 92.033, 89.084,, 84.959,, 74.993,,, 59.915,,, 49.425,,,, 42.143,,,, 38.176,137.950,153.870,175.142,203.154,241.594,269.738,282.822,290.901,294.908,295.819,295.957,297.116,298.641,298.125,
   921,07/10/18 07:38:53,51,  0.00, 90.00,315.365,, 90.830, 87.896,, 83.740,, 73.449,,, 58.333,,, 48.258,,,, 40.302,,,, 36.996,139.859,153.619,175.737,205.288,237.343,267.887,284.498,292.857,297.215,298.552,298.906,298.884,297.848,294.825,
   923,07/10/18 07:39:32,51,  0.00, 90.00,315.377,, 90.182, 87.439,, 83.539,, 72.744,,, 58.661,,, 47.398,,,, 39.578,,,, 36.133,134.792,151.302,175.212,205.778,239.131,266.855,284.504,290.666,294.086,292.888,295.851,297.574,297.822,299.580,
   925,07/10/18 07:40:11,51,  0.00, 90.00,315.382,, 91.070, 88.355,, 84.406,, 73.342,,, 59.369,,, 48.356,,,, 41.281,,,, 37.360,141.885,153.874,176.474,205.273,239.307,266.102,286.952,295.668,295.483,295.757,299.065,300.244,298.286,298.518,
   927,07/10/18 07:40:51,51,  0.00, 90.00,315.404,, 90.285, 87.897,, 83.628,, 72.423,,, 58.249,,, 47.995,,,, 40.213,,,, 36.257,141.615,157.240,175.569,200.955,236.233,268.295,286.536,295.063,296.805,297.235,293.963,296.001,300.255,296.067,
   929,07/10/18 07:41:30,51,  0.00, 90.00,315.416,, 89.905, 87.753,, 83.368,, 72.783,,, 57.272,,, 47.175,,,, 39.808,,,, 35.702,135.156,150.690,171.945,201.940,238.977,264.754,283.515,293.427,296.263,292.436,293.041,297.480,298.248,295.090,
   931,07/10/18 07:43:49,51,  0.00, 90.00,315.464,, 91.238, 89.117,, 84.957,, 73.928,,, 59.459,,, 49.422,,,, 41.557,,,, 37.400,139.560,156.558,179.358,210.409,243.357,266.054,282.534,289.269,294.079,296.028,297.373,300.119,298.579,295.872,
   933,07/10/18 07:44:28,51,  0.00, 90.00,315.457,, 90.764, 88.157,, 83.966,, 72.851,,, 58.437,,, 47.673,,,, 40.335,,,, 36.128,132.571,153.324,176.180,201.369,236.749,268.877,287.313,296.821,299.664,297.090,294.421,297.286,301.944,297.157,
   935,07/10/18 07:45:07,51,  0.00, 90.00,315.487,, 90.655, 87.585,, 84.001,, 72.910,,, 57.972,,, 48.849,,,, 40.703,,,, 37.156,138.495,153.807,176.252,202.174,236.873,267.567,283.709,287.603,293.371,298.973,295.789,294.044,297.517,297.801,
   937,07/10/18 07:45:46,51,  0.00, 90.00,315.490,, 90.557, 88.000,, 84.347,, 73.881,,, 58.830,,, 48.126,,,, 40.859,,,, 36.521,134.333,154.875,177.682,203.671,236.148,267.797,288.891,293.401,295.478,296.335,296.193,295.997,296.618,298.000,
   939,07/10/18 07:46:25,51,  0.00, 90.00,315.499,, 90.531, 87.999,, 83.960,, 72.247,,, 58.087,,, 47.726,,,, 40.493,,,, 36.283,140.971,156.529,176.614,207.120,242.062,267.811,285.456,292.557,294.848,295.213,294.035,295.447,297.037,298.638,
   941,07/10/18 07:48:43,51,  0.00, 90.00,315.517,, 90.466, 87.744,, 84.036,, 73.160,,, 58.119,,, 47.393,,,, 39.279,,,, 36.468,139.685,156.733,176.088,205.346,239.843,268.301,290.392,295.821,294.767,296.111,294.313,293.591,297.740,298.067,
   943,07/10/18 07:49:23,51,  0.00, 90.00,315.546,, 90.305, 87.843,, 83.829,, 73.079,,, 57.498,,, 47.036,,,, 39.128,,,, 35.739,135.872,151.749,173.472,204.837,238.786,267.140,286.510,293.706,295.309,292.866,295.579,296.090,297.734,298.163,
   945,07/10/18 07:50:02,51,  0.00, 90.00,315.546,, 90.676, 88.226,, 84.366,, 73.137,,, 57.883,,, 47.704,,,, 40.543,,,, 36.707,136.695,153.355,176.920,207.746,239.010,266.580,285.525,292.690,295.550,300.073,299.205,294.454,296.262,298.375,
   947,07/10/18 07:50:42,51,  0.00, 90.00,315.556,, 90.873, 88.152,, 83.984,, 73.138,,, 58.469,,, 47.985,,,, 40.921,,,, 37.023,139.893,154.710,176.750,205.430,239.214,268.881,285.968,292.682,294.974,296.517,300.100,299.467,297.666,298.667,
   949,07/10/18 07:51:22,51,  0.00, 90.00,315.558,, 90.372, 87.246,, 83.592,, 72.908,,, 57.834,,, 47.318,,,, 39.371,,,, 35.955,131.874,151.373,175.600,203.469,240.729,270.106,284.173,291.671,295.500,296.672,296.935,296.907,297.351,294.863,
   951,07/10/18 07:53:39,51,  0.00, 90.00,315.596,, 90.608, 87.594,, 83.340,, 72.619,,, 56.950,,, 46.741,,,, 39.255,,,, 35.181,137.939,152.273,173.150,200.698,236.991,268.637,284.702,288.922,292.618,300.069,298.186,295.540,297.062,297.923,
   953,07/10/18 07:54:18,51,  0.00, 90.00,315.608,, 90.587, 87.829,, 83.763,, 72.855,,, 58.249,,, 47.432,,,, 39.969,,,, 36.441,135.302,154.829,176.876,202.830,234.527,267.318,285.982,289.158,291.570,295.907,295.697,294.995,296.965,300.748,
   955,07/10/18 07:54:58,51,  0.00, 90.00,315.624,, 90.450, 87.287,, 84.420,, 73.017,,, 58.323,,, 47.468,,,, 39.512,,,, 35.782,135.633,150.843,176.407,205.578,238.047,269.101,287.098,290.311,294.550,296.438,295.000,297.840,299.125,297.754,
   957,07/10/18 07:55:37,51,  0.00, 90.00,315.618,, 90.663, 88.294,, 83.856,, 72.996,,, 57.953,,, 47.495,,,, 39.679,,,, 36.017,140.873,152.823,176.728,209.280,241.011,267.073,284.541,292.263,294.728,294.811,296.313,297.868,297.439,297.987,
   959,07/10/18 07:56:16,51,  0.00, 90.00,315.637,, 90.427, 87.210,, 83.755,, 72.515,,, 58.118,,, 46.903,,,, 39.698,,,, 35.500,131.879,151.283,175.554,206.033,239.185,265.287,285.779,294.618,294.425,295.083,298.336,297.305,294.576,297.963,
   961,07/10/18 07:58:35,51,  0.00, 90.00,315.683,, 90.127, 87.940,, 83.798,, 72.942,,, 57.884,,, 48.156,,,, 40.030,,,, 35.522,138.071,152.951,171.351,199.985,238.128,267.079,285.854,293.759,297.381,296.761,297.959,299.275,297.283,297.755,
   963,07/10/18 07:59:14,51,  0.00, 90.00,315.665,, 90.228, 86.955,, 82.968,, 72.112,,, 57.530,,, 46.369,,,, 38.887,,,, 35.155,135.049,146.789,171.270,204.713,235.990,264.048,286.508,294.139,293.035,293.924,298.220,297.417,296.076,296.538,
   965,07/10/18 07:59:53,51,  0.00, 90.00,315.680,, 89.989, 87.108,, 82.914,, 71.946,,, 56.998,,, 46.893,,,, 38.583,,,, 35.073,138.116,153.337,174.227,206.064,239.551,266.316,285.769,293.805,294.655,296.314,297.325,297.384,298.837,297.751,
   967,07/10/18 08:00:32,51,  0.00, 90.00,315.707,, 90.124, 86.951,, 82.878,, 72.699,,, 57.149,,, 46.812,,,, 38.546,,,, 34.397,133.599,150.132,172.730,202.109,239.019,271.177,285.655,290.478,295.888,294.250,294.425,297.025,299.265,298.302,
   969,07/10/18 08:01:12,51,  0.00, 90.00,315.709,, 90.112, 87.368,, 82.896,, 72.093,,, 57.130,,, 46.241,,,, 38.121,,,, 34.618,135.349,153.315,173.780,203.471,240.753,268.531,284.596,292.603,295.131,294.164,295.325,298.654,300.692,298.097,
   971,07/10/18 08:03:29,51,  0.00, 90.00,315.743,, 89.030, 86.511,, 82.108,, 71.385,,, 56.455,,, 46.150,,,, 37.908,,,, 33.946,135.714,152.531,174.216,203.239,237.382,266.836,285.785,292.251,294.577,296.054,296.954,297.411,300.054,298.257,
   973,07/10/18 08:04:08,51,  0.00, 90.00,315.765,, 89.753, 86.755,, 83.125,, 71.800,,, 56.392,,, 46.009,,,, 38.887,,,, 34.460,133.564,150.629,173.394,203.816,237.391,268.257,288.187,292.995,295.126,297.860,297.855,298.682,299.218,298.315,
   975,07/10/18 08:04:47,51,  0.00, 90.00,315.773,, 89.190, 86.891,, 82.082,, 71.684,,, 56.604,,, 46.159,,,, 37.697,,,, 34.426,132.558,151.210,177.654,205.472,237.675,267.175,285.408,293.030,292.920,293.702,296.412,297.223,296.465,297.142,
   977,07/10/18 08:05:26,51,  0.00, 90.00,315.769,, 89.137, 86.283,, 82.807,, 71.592,,, 55.843,,, 46.232,,,, 38.297,,,, 34.226,133.342,146.722,169.681,201.851,236.909,265.498,285.205,296.517,299.753,296.439,295.021,293.753,297.046,297.721,
   979,07/10/18 08:06:06,51,  0.00, 90.00,315.788,, 89.278, 86.792,, 82.175,, 71.105,,, 56.039,,, 45.765,,,, 38.129,,,, 34.033,129.005,148.855,172.981,202.974,237.982,266.164,285.281,292.736,295.807,300.067,300.595,298.181,296.772,296.654,
   981,07/10/18 08:08:23,51,  0.00, 90.00,315.812,, 89.933, 86.579,, 83.425,, 71.360,,, 56.418,,, 46.609,,,, 38.639,,,, 34.636,134.117,151.323,173.259,202.761,237.401,267.991,285.619,293.964,298.444,297.385,297.071,297.930,298.644,297.563,
   983,07/10/18 08:09:03,51,  0.00, 90.00,315.807,, 89.701, 86.731,, 82.705,, 71.476,,, 56.085,,, 46.332,,,, 39.088,,,, 34.709,135.719,153.646,177.263,204.210,238.368,267.205,285.030,292.426,296.870,301.317,298.897,297.423,299.101,299.125,
   985,07/10/18 08:09:41,51,  0.00, 90.00,315.809,, 89.379, 86.746,, 82.608,, 71.438,,, 56.814,,, 45.650,,,, 38.424,,,, 34.134,135.807,151.909,174.153,203.291,236.657,267.869,285.894,290.991,294.565,298.199,296.958,295.932,297.490,297.644,
   987,07/10/18 08:10:21,51,  0.00, 90.00,315.809,, 89.730, 86.500,, 82.503,, 71.764,,, 56.669,,, 46.174,,,, 37.868,,,, 33.687,134.312,149.709,173.087,203.621,237.089,266.279,285.820,293.041,293.791,296.169,297.653,298.550,297.997,297.804,
   989,07/10/18 08:11:10,51,  0.00, 90.00,315.834,, 89.861, 87.004,, 82.666,, 71.766,,, 56.742,,, 46.206,,,, 38.630,,,, 34.583,133.037,149.267,173.684,203.635,236.751,266.747,286.711,293.370,295.572,297.260,298.280,296.631,298.080,298.025,
   991,07/10/18 08:13:27,51,  0.00, 90.00,315.818,, 89.810, 87.007,, 83.275,, 72.759,,, 57.077,,, 46.025,,,, 38.472,,,, 34.426,130.714,148.472,173.607,200.474,235.959,268.656,286.017,292.570,295.483,298.755,299.665,300.243,301.034,298.313,
   993,07/10/18 08:14:07,51,  0.00, 90.00,315.830,, 89.910, 86.923,, 82.762,, 71.342,,, 56.822,,, 45.868,,,, 38.349,,,, 34.521,133.692,150.182,173.398,204.702,240.913,268.003,285.921,292.890,292.809,295.378,297.753,296.727,299.133,299.589,
   995,07/10/18 08:14:46,51,  0.00, 90.00,315.847,, 89.309, 86.300,, 82.769,, 71.442,,, 56.437,,, 45.654,,,, 38.389,,,, 34.347,132.841,151.087,174.747,204.882,238.248,267.573,287.017,292.747,294.451,297.308,297.789,298.607,298.394,297.430,
   997,07/10/18 08:15:25,51,  0.00, 90.00,315.842,, 89.873, 86.240,, 82.962,, 71.837,,, 57.262,,, 45.958,,,, 38.441,,,, 33.973,134.485,147.825,172.341,204.256,239.229,267.904,287.566,292.947,294.976,297.791,298.274,297.086,295.596,296.455,
   999,07/10/18 08:16:04,51,  0.00, 90.00,315.854,, 89.887, 87.055,, 82.720,, 72.311,,, 57.745,,, 46.159,,,, 38.237,,,, 34.327,132.809,147.475,171.769,206.825,241.961,268.357,286.187,296.491,297.151,297.737,299.198,296.893,295.436,297.070,
