Record,DateTime,90,RainV,V1,V2,TkBB1K,TkBB2K,TCabK,Tirt0K,Tirt1K,T5K,T6K,T7K,Vdist,12V,8V,5V,3.3V,2.5V,5V,2.5VR,PresTK,PresV,PresrefV,Presmb,TambK,Rh,TirtK,TECV0,TEC0,Tant0K,Tknd0K,Tif0K,TCase0K,RCV08V,Vnd0on,Vnd0off,TECV1,TEC1,Tant1K,Tknd1K,Tif1K,TCase1K,RCV18V,Vnd1on,Vnd1off,R44,EWTilt,NSTilt,R47
 2043,07/07/2018 07:16:07,91,   0.16889,   0.00135,   0.00222, 313.66400, 313.53300,   0.02700, 309.35100, 306.17800,   0.03800,   0.01900,   0.00500,  24.31989,  12.07434,   8.04229,   4.99600,   3.28070,   2.47982,  -4.66729,   2.50165, 315.00700,   1.74312,   2.49639,1010.24000, 300.49700,  68.33900, 273.12000,  -1.82387,  -2.79900, 323.15300, 323.16700, 326.00900, 313.91900,   8.13287,   9.39146,   2.30888,  -0.23178,   0.23500, 322.53200, 323.14200, 326.20500, 313.97400,   8.02001,   9.90019,   2.43713, 270.00000,  -0.26805,   0.20108,9999.99000
 2065,07/07/2018 07:21:01,91,   0.17361,   0.00101,   0.00201, 313.56400, 313.43200,   0.00300, 309.25700, 306.16500,   0.00300,   0.00200,   0.00100,  24.32145,  12.07484,   8.04267,   4.99553,   3.28082,   2.47988,  -4.66667,   2.50173, 314.92400,   1.74313,   2.49649,1010.25000, 300.55600,  67.36700, 278.65000,  -1.61910,  -1.88700, 323.14000, 323.16700, 326.03800, 313.83200,   8.13279,   9.37434,   2.32079,  -1.90122,  -3.14200, 322.53000, 323.11200, 326.16800, 313.83800,   8.02136,   9.90153,   2.42739, 270.00000,  -0.26805,   0.21165,9999.99000
 2087,07/07/2018 07:25:56,91,   0.16349,   0.00106,   0.00034, 313.44400, 313.31000,   0.01900, 309.02800, 305.43900,   0.00300,   0.00100,   0.00400,  24.31885,  12.07468,   8.04239,   4.99557,   3.28068,   2.47974,  -4.66665,   2.50168, 314.82400,   1.74309,   2.49644,1010.24000, 300.24700,  69.72200, 259.90000,  -1.27610,  -1.17300, 323.16700, 323.15300, 326.02000, 313.69300,   8.13136,   9.37308,   2.30594,  -0.08255,   0.72200, 322.53600, 323.12600, 326.21300, 313.71300,   8.02010,   9.89994,   2.42362, 270.00000,  -0.27862,   0.22223,9999.99000
 2109,07/07/2018 07:30:55,91,   0.15995,   0.00132,   0.00155, 313.33400, 313.20500,   0.00100, 308.72900, 304.90600,   0.00100,   0.00100,   0.00200,  24.32085,  12.07495,   8.04257,   4.99554,   3.28084,   2.47988,  -4.66664,   2.50181, 314.71100,   1.74357,   2.49652,1010.31000, 299.89600,  68.72200, 260.67000,  -1.75590,  -2.47300, 323.12300, 323.12700, 326.04100, 313.46900,   8.13371,   9.37317,   2.31408,   0.10412,   1.06600, 322.56800, 323.15900, 326.21800, 313.55500,   8.02152,   9.90036,   2.42588, 270.00000,  -0.27862,   0.17993,9999.99000
 2131,07/07/2018 07:35:50,91,   0.17323,   0.00110,   0.00013, 313.19900, 313.06700,   0.00200, 308.60100, 305.11200,   0.00000,   0.00100,   0.00000,  24.32177,  12.07525,   8.04240,   4.99577,   3.28082,   2.47996,  -4.66680,   2.50175, 314.57600,   1.74325,   2.49650,1010.26000, 299.96600,  70.78900, 256.31000,  -1.74870,  -2.32300, 323.06900, 323.14800, 326.01700, 313.37800,   8.13270,   9.37401,   2.33429,  -0.23725,   0.12500, 322.54400, 323.14000, 326.21600, 313.44100,   8.02136,   9.91580,   2.42806, 270.00000,  -0.26805,   0.19050,9999.99000
 2153,07/07/2018 07:40:45,91,   0.17846,   0.00132,   0.00066, 313.10700, 312.97900,   0.00300, 308.74300, 305.84500,   0.00000,   0.00200,   0.00200,  24.32082,  12.07467,   8.04242,   4.99605,   3.28078,   2.47983,  -4.66641,   2.50171, 314.53300,   1.74304,   2.49652,1010.23000, 300.56700,  69.15600, 262.01000,  -1.20841,  -0.72300, 323.15900, 323.15700, 326.02700, 313.38500,   8.13354,   9.37459,   2.31752,  -0.85836,  -0.25400, 322.56300, 323.14000, 326.24800, 313.45200,   8.02136,   9.89885,   2.43427, 270.00000,  -0.26805,   0.19050,9999.99000
 2175,07/07/2018 07:45:40,91,   0.17451,   0.00118,   0.00201, 313.07200, 312.93900,   0.00100, 309.09200, 306.96300,   0.00300,   0.00100,   0.00200,  24.32146,  12.07466,   8.04247,   4.99599,   3.28085,   2.47977,  -4.66674,   2.50171, 314.57400,   1.74264,   2.49643,1010.14000, 301.24300,  66.71800, 264.31000,  -1.50736,  -1.42300, 323.10700, 323.14300, 326.02700, 313.64100,   8.13270,   9.37451,   2.31341,  -1.35905,  -1.20600, 322.49500, 323.11300, 326.20300, 313.67300,   8.02270,   9.89960,   2.42496, 270.00000,  -0.26805,   0.22223,9999.99000
 2197,07/07/2018 07:50:33,91,   0.16930,   0.00115,   0.00054, 313.10100, 312.97000,   0.00400, 309.44400, 307.34000,   0.00300,   0.00300,   0.00300,  24.31749,  12.07470,   8.04246,   4.99536,   3.28077,   2.47988,  -4.66687,   2.50169, 314.69900,   1.74257,   2.49636,1010.17000, 301.28200,  67.19500, 262.86000,  -1.38352,  -0.16800, 323.15600, 323.15100, 326.01400, 313.97000,   8.13270,   9.37594,   2.30703,  -0.23178,   0.01100, 322.58500, 323.13900, 326.22400, 313.93900,   8.02211,   9.90036,   2.42714, 270.00000,  -0.25747,   0.23280,9999.99000
 2219,07/07/2018 07:55:28,91,   0.15899,   0.00112,   0.00176, 313.16700, 313.03400,   0.00100, 309.50500, 306.81500,   0.00100,   0.00000,   0.00100,  24.31752,  12.07475,   8.04232,   4.99558,   3.28076,   2.47980,  -4.66713,   2.50173, 314.82200,   1.74235,   2.49647,1010.13000, 301.17300,  66.73400, 259.40000,  -1.19920,  -1.03500, 323.19400, 323.13000, 325.99600, 314.08700,   8.13253,   9.37476,   2.30930,  -0.78692,  -0.22700, 322.57400, 323.17700, 326.23600, 314.09700,   8.02136,   9.89935,   2.41187, 270.00000,  -0.29977,   0.22223,9999.99000
 2241,07/07/2018 08:00:21,91,   0.16843,   0.00127,   0.00189, 313.20000, 313.07200,   0.00400, 309.35500, 306.27500,   0.00300,   0.00100,   0.00100,  24.31935,  12.07478,   8.04234,   4.99552,   3.28079,   2.47981,  -4.66695,   2.50170, 314.87500,   1.74276,   2.49645,1010.19000, 300.65300,  66.53500, 249.31000,  -1.37948,  -1.14400, 323.16100, 323.14600, 326.00000, 314.06100,   8.13363,   9.37501,   2.30451,  -1.37691,  -1.38700, 322.54400, 323.12300, 326.21400, 314.05300,   8.02287,   9.91555,   2.42932, 270.00000,  -0.27862,   0.20108,9999.99000
 2263,07/07/2018 08:05:15,91,   0.17507,   0.00096,   0.00199, 313.21100, 313.08100,   0.00600, 309.14200, 305.71000,   0.00000,   0.00200,   0.00100,  24.32123,  12.07496,   8.04221,   4.99580,   3.28074,   2.47983,  -4.66601,   2.50168, 314.86600,   1.74290,   2.49644,1010.22000, 300.42700,  67.87800, 249.06000,  -0.20993,   0.17600, 323.14300, 323.12100, 326.05200, 313.93500,   8.13262,   9.37594,   2.31651,  -0.23697,   0.15300, 322.60400, 323.14300, 326.24100, 313.95000,   8.02169,   9.89843,   2.42949, 270.00000,  -0.26805,   0.23280,9999.99000
 2285,07/07/2018 08:10:10,91,   0.17680,   0.00133,   0.00092, 313.21300, 313.08300,   0.00200, 309.16500, 305.95800,   0.00500,   0.00000,   0.00200,  24.32054,  12.07529,   8.04263,   4.99568,   3.28086,   2.47990,  -4.66632,   2.50178, 314.88000,   1.74350,   2.49656,1010.29000, 300.54000,  66.69500, 249.53000,  -0.87837,  -0.04500, 323.14200, 323.16400, 326.01500, 313.89500,   8.13161,   9.37426,   2.30712,  -1.37836,  -1.46100, 322.54900, 323.11700, 326.22700, 313.90900,   8.02245,   9.91773,   2.42613, 270.00000,  -0.27862,   0.19050,9999.99000
 2307,07/07/2018 08:15:05,91,   0.16640,   0.00149,   0.00038, 313.20500, 313.07700,   0.00400, 309.12900, 305.69200,   0.00200,   0.00200,   0.00200,  24.31960,  12.07478,   8.04242,   4.99575,   3.28085,   2.47983,  -4.66608,   2.50170, 314.87200,   1.74318,   2.49646,1010.26000, 300.37200,  67.83900, 248.84000,  -1.58943,  -1.87700, 323.16400, 323.18000, 326.06300, 313.88400,   8.13136,   9.37501,   2.23279,  -0.83243,  -0.26800, 322.57900, 323.18000, 326.22900, 313.91700,   8.02136,   9.89675,   2.42865, 270.00000,  -0.26805,   0.21165,9999.99000
 2329,07/07/2018 08:19:59,91,   0.17612,   0.00117,   0.00101, 313.18300, 313.05000,   0.00300, 308.98100, 305.65800,   0.00300,   0.00100,   0.00100,  24.32006,  12.07502,   8.04239,   4.99608,   3.28085,   2.47989,  -4.66536,   2.50174, 314.81700,   1.74362,   2.49652,1010.32000, 300.58300,  68.37800, 256.49000,  -1.86275,  -2.90700, 323.11500, 323.13700, 326.02000, 313.81300,   8.13413,   9.39263,   2.29973,  -0.80420,  -0.11200, 322.59200, 323.21600, 326.18600, 313.76300,   8.02077,   9.89809,   2.42781, 270.00000,  -0.27862,   0.19050,9999.99000
 2351,07/07/2018 08:24:53,91,   0.16415,   0.00134,   0.00000, 313.18200, 313.05200,   0.00400, 309.31500, 307.12100,   0.00400,   0.00700,   0.01100,  24.31948,  12.07507,   8.04231,   4.99594,   3.28079,   2.47993,  -4.66582,   2.50174, 314.84100,   1.74350,   2.49647,1010.30000, 301.34100,  67.19500, 261.77000,  -0.86512,  -0.02200, 323.15300, 323.18300, 326.02500, 314.07900,   8.13321,   9.39381,   2.29613,  -0.13124,   0.47600, 322.53600, 323.14800, 326.25500, 314.00000,   8.02161,   9.89742,   2.42983, 270.00000,  -0.26805,   0.21165,9999.99000
 2373,07/07/2018 08:29:49,91,   0.15885,   0.00144,   0.00009, 313.22000, 313.09200,   0.00300, 309.50300, 307.02700,   0.00200,   0.00000,   0.00600,  24.31682,  12.07450,   8.04219,   4.99540,   3.28069,   2.47982,  -4.66613,   2.50160, 314.93000,   1.74357,   2.49640,1010.32000, 301.00100,  68.19500, 275.03000,  -1.79132,  -2.70400, 323.14600, 323.12600, 326.03400, 314.27000,   8.13346,   9.37258,   2.29873,   0.20264,   1.17600, 322.59200, 323.14300, 326.24100, 314.20000,   8.02161,   9.89918,   2.42387, 270.00000,  -0.20460,   0.24338,9999.99000
 2395,07/07/2018 08:34:43,91,   0.17381,   0.00154,   0.00008, 313.26600, 313.14400,   0.00100, 309.44400, 306.55900,   0.00100,   0.00000,   0.00000,  24.31994,  12.07489,   8.04228,   4.99577,   3.28070,   2.47978,  -4.66534,   2.50167, 314.95300,   1.74424,   2.49650,1010.41000, 300.79400,  69.19500, 255.32000,  -1.90825,  -3.12100, 323.13800, 323.12400, 326.00400, 314.35500,   8.13295,   9.37518,   2.30896,  -0.82264,  -0.22200, 322.57100, 323.13600, 326.24600, 314.21200,   8.02119,   9.90263,   2.43922, 270.00000,  -0.27862,   0.13763,9999.99000
 2417,07/07/2018 08:39:39,91,   0.17246,   0.00122,   0.00058, 313.27500, 313.14900,   0.00100, 309.25700, 305.77000,   0.00200,   0.00200,   0.00100,  24.32004,  12.07520,   8.04248,   4.99627,   3.28092,   2.47990,  -4.66513,   2.50175, 314.89900,   1.74446,   2.49651,1010.45000, 300.27500,  70.98800, 262.84000,  -1.08342,  -0.66600, 323.18700, 323.16100, 326.01900, 314.06000,   8.13472,   9.37585,   2.30175,  -0.97965,  -0.57300, 322.52700, 323.16200, 326.23300, 314.03100,   8.02203,   9.89893,   2.43100, 270.00000,  -0.24690,   0.22223,9999.99000
 2439,07/07/2018 08:44:33,91,   0.41629,   0.00223,   0.00092, 313.20100, 313.08700,   0.00200, 309.00700, 305.46900,   0.00200,   0.00400,   0.00400,  24.31503,  12.07457,   8.04243,   4.99588,   3.28082,   2.47974,  -4.67429,   2.50171, 314.77000,   1.74418,   2.49648,1010.41000, 299.86800,  73.04200, 280.41000,  -1.18134,  -0.79900, 323.09300, 323.15900, 326.02500, 313.84000,   8.13279,   9.39439,   2.30443,  -1.35300,  -1.78400, 322.56600, 323.13700, 326.23200, 313.77800,   8.02270,   9.90212,   2.42773, 270.00000,  -0.22575,   0.26453,9999.99000
 2461,07/07/2018 08:49:28,91,   0.16862,   0.00153,   0.00182, 313.14000, 313.01100,   0.00300, 308.97900, 305.82200,   0.00300,   0.00300,   0.00300,  24.31836,  12.07393,   8.04175,   4.99565,   3.28055,   2.47969,  -4.66797,   2.50152, 314.65600,   1.74444,   2.49622,1010.47000, 300.32900,  70.19900, 289.53000,  -1.61708,  -1.88000, 323.15300, 323.15900, 326.00800, 313.79100,   8.13295,   9.37451,   2.30200,  -1.90324,  -3.45400, 322.56900, 323.17400, 326.24100, 313.64900,   8.02035,   9.90137,   2.42722, 270.00000,  -0.24690,   0.24338,9999.99000
 2483,07/07/2018 08:54:22,91,   0.17612,   0.00143,   0.00152, 313.14300, 313.01000,   0.00400, 309.10300, 305.99400,   0.00300,   0.00200,   0.00100,  24.32223,  12.07543,   8.04264,   4.99619,   3.28085,   2.47991,  -4.66591,   2.50178, 314.67000,   1.74444,   2.49650,1010.44000, 300.30200,  68.94500, 289.24000,  -1.43305,  -1.37500, 323.16100, 323.14200, 326.03100, 313.78900,   8.13312,   9.37300,   2.30065,  -0.84655,  -0.35800, 322.57700, 323.14700, 326.23000, 313.72500,   8.02085,   9.90053,   2.41321, 270.00000,  -0.26805,   0.20108,9999.99000
 2505,07/07/2018 08:59:15,91,   0.17868,   0.00150,   0.00048, 313.10400, 312.98000,   0.00200, 309.10100, 306.03600,   0.00100,   0.00100,   0.00300,  24.32169,  12.07541,   8.04260,   4.99588,   3.28080,   2.47992,  -4.66519,   2.50178, 314.62200,   1.74460,   2.49649,1010.47000, 300.52500,  71.51500, 281.69000,  -0.88816,  -0.06500, 323.13000, 323.13700, 326.00800, 313.76400,   8.13287,   9.37434,   2.30896,  -0.83272,  -0.05300, 322.47900, 323.13600, 326.24400, 313.69800,   8.02262,   9.90153,   2.42446, 270.00000,  -0.23632,   0.23280,9999.99000
 2527,07/07/2018 09:05:17,91,   0.17259,   0.00120,   0.00000, 313.04800, 312.92400,   0.00200, 308.96900, 305.34500,   0.00300,   0.00200,   0.00800,  24.32153,  12.07481,   8.04238,   4.99604,   3.28074,   2.47983,  -4.66639,   2.50172, 314.55600,   1.74433,   2.49647,1010.37000, 299.92300,  72.54200, 278.77000,  -1.63436,  -2.29000, 323.12600, 323.13700, 326.02000, 313.79400,   8.13371,   9.37191,   2.30661,  -1.00442,  -0.42200, 322.60400, 323.17800, 326.19100, 313.71400,   8.02077,   9.90044,   2.42706, 270.00000,  -0.25747,   0.25395,9999.99000
 2549,07/07/2018 09:10:11,91,   0.40592,   0.00217,   0.00088, 313.01100, 312.85900,   0.00300, 308.63500, 304.97300,   0.00100,   0.00100,   0.00700,  24.31672,  12.07509,   8.04236,   4.99559,   3.28074,   2.47996,  -4.67472,   2.50174, 314.48100,   1.74411,   2.49638,1010.41000, 299.41900,  73.19900, 260.24000,  -1.60614,  -1.65400, 323.14800, 323.11500, 326.00300, 313.61600,   8.13262,   9.37367,   2.34260,   0.13408,   1.11400, 322.53600, 323.16400, 326.24000, 313.52600,   8.02127,   9.90044,   2.42555, 270.00000,  -0.20460,   0.22223,9999.99000
 2571,07/07/2018 09:15:07,91,   0.37071,   0.00206,   0.00102, 312.96200, 312.81600,   0.00300, 308.53400, 304.71100,   0.00600,   0.00200,   0.00300,  24.31593,  12.07557,   8.04264,   4.99629,   3.28084,   2.48008,  -4.67470,   2.50184, 314.41100,   1.74417,   2.49644,1010.37000, 299.19600,  76.38600, 250.98000,  -0.93539,  -0.08100, 323.16500, 323.14900, 326.00600, 313.42700,   8.13304,   9.37376,   2.30527,  -1.26658,  -0.70100, 322.48200, 323.14500, 326.20600, 313.41100,   8.02345,   9.90019,   2.42882, 270.00000,  -0.22575,   0.25395,9999.99000
 2593,07/07/2018 09:20:03,91,   0.36045,   0.00168,   0.00093, 312.88500, 312.74800,   0.00200, 308.33600, 304.46400,   0.00100,   0.00200,   0.00100,  24.31218,  12.07518,   8.04185,   4.99542,   3.28051,   2.47985,  -4.67497,   2.50164, 314.32700,   1.74322,   2.49634,1010.27000, 299.13800,  76.37500, 249.68000,  -1.73113,  -2.40000, 323.16500, 323.15900, 325.99800, 313.31700,   8.13295,   9.37535,   2.32347,  -1.49042,  -1.79700, 322.51700, 323.13700, 326.19900, 313.27300,   8.02136,   9.90195,   2.42613, 270.00000,  -0.22575,   0.24338,9999.99000
 2615,07/07/2018 09:24:59,91,   0.38086,   0.00182,   0.00101, 312.83400, 312.72500,   0.00400, 308.28800, 304.51600,   0.00200,   0.00000,   0.00100,  24.31629,  12.07532,   8.04278,   4.99528,   3.28092,   2.47973,  -4.67462,   2.50178, 314.31500,   1.74401,   2.49657,1010.37000, 299.15300,  74.01500, 264.27000,  -2.06233,  -3.36800, 323.09900, 323.15700, 326.03600, 313.18600,   8.13195,   9.37451,   2.23958,  -1.28645,  -1.02700, 322.52400, 323.16200, 326.24400, 313.16700,   8.02077,   9.91421,   2.42529, 270.00000,  -0.20460,   0.25395,9999.99000
 2637,07/07/2018 09:29:53,91,   0.38346,   0.00203,   0.00079, 312.77800, 312.66900,   0.00000, 308.28100, 304.64100,   0.00000,   0.00400,   0.00500,  24.31508,  12.07496,   8.04247,   4.99523,   3.28078,   2.47963,  -4.67518,   2.50172, 314.24500,   1.74363,   2.49653,1010.43000, 299.18100,  74.69100, 265.46000,  -1.62976,  -1.62500, 323.12300, 323.16500, 326.01200, 313.17500,   8.13354,   9.37392,   2.30477,  -1.23834,  -0.87700, 322.48900, 323.13900, 326.21600, 313.16900,   8.02211,   9.89986,   2.42538, 270.00000,  -0.20460,   0.26453,9999.99000
 2659,07/07/2018 09:34:49,91,   0.36105,   0.00220,   0.00069, 312.73700, 312.61100,   0.00300, 308.24100, 304.66000,   0.00300,   0.00100,   0.00200,  24.31472,  12.07539,   8.04249,   4.99609,   3.28073,   2.47996,  -4.67472,   2.50171, 314.18400,   1.74414,   2.49641,1010.42000, 299.16500,  75.26900, 274.18000,  -0.21972,   0.35400, 323.12600, 323.14600, 326.02200, 313.14300,   8.13237,   9.37342,   2.31785,  -1.44346,  -1.48600, 322.52800, 323.17500, 326.20000, 313.10200,   8.02228,   9.89977,   2.41321, 270.00000,  -0.21517,   0.26453,9999.99000
 2681,07/07/2018 09:39:44,91,   0.38436,   0.00141,   0.00000, 312.68100, 312.56500,   0.00400, 308.20300, 304.58600,   0.00200,   0.00300,   0.00300,  24.31459,  12.07478,   8.04257,   4.99582,   3.28076,   2.47986,  -4.67465,   2.50173, 314.13800,   1.74389,   2.49643,1010.38000, 299.01300,  75.53100, 271.87000,  -1.76425,  -2.07400, 323.08900, 323.15600, 326.00000, 313.14300,   8.13178,   9.37392,   2.30242,  -0.89812,  -1.41400, 322.53800, 323.15800, 326.26800, 313.03100,   8.02270,   9.89902,   2.42991, 270.00000,  -0.21517,   0.23280,9999.99000
 2703,07/07/2018 09:44:39,91,   0.38454,   0.00181,   0.00101, 312.62200, 312.50200,   0.00400, 308.07400, 304.21000,   0.00200,   0.00200,   0.00100,  24.31543,  12.07500,   8.04235,   4.99512,   3.28061,   2.47987,  -4.67591,   2.50170, 314.05600,   1.74453,   2.49639,1010.40000, 298.84500,  77.28500, 284.32000,  -1.81379,  -2.49100, 323.16800, 323.17200, 326.02800, 313.06200,   8.13354,   9.37552,   2.23447,  -0.93470,  -0.27900, 322.53200, 323.13400, 326.19400, 312.95100,   8.02211,   9.89885,   2.41086, 270.00000,  -0.24690,   0.24338,9999.99000
 2725,07/07/2018 09:49:33,91,   0.37181,   0.00232,   0.00092, 312.57500, 312.43300,   0.00300, 307.88400, 304.03100,   0.00900,   0.00600,   0.02100,  24.31625,  12.07573,   8.04253,   4.99551,   3.28066,   2.48007,  -4.67459,   2.50180, 313.97600,   1.74457,   2.49640,1010.47000, 298.56400,  77.78500, 284.24000,  -1.46848,  -1.17200, 323.11800, 323.15700, 326.00000, 312.79700,   8.13144,   9.37384,   2.31022,  -1.30374,  -0.99300, 322.50800, 323.15600, 326.23300, 312.82600,   8.02194,   9.90095,   2.42630, 270.00000,  -0.22575,   0.25395,9999.99000
 2747,07/07/2018 09:54:28,91,   0.37760,   0.00219,   0.00103, 312.48100, 312.33600,   0.00200, 307.62300, 303.67300,   0.00100,   0.00300,   0.00200,  24.31637,  12.07528,   8.04250,   4.99559,   3.28058,   2.47991,  -4.67457,   2.50176, 313.84900,   1.74553,   2.49633,1010.62000, 298.38400,  79.39000, 284.14000,  -1.88089,  -2.34600, 323.09700, 323.14500, 326.03600, 312.55300,   8.13270,   9.37367,   2.34059,  -1.76900,  -2.17300, 322.55700, 323.17400, 326.24400, 312.58700,   8.02219,   9.91731,   2.43100, 270.00000,  -0.21517,   0.26453,9999.99000
 2769,07/07/2018 09:59:23,91,   0.35953,   0.00206,   0.00087, 312.35100, 312.23200,   0.00300, 307.43900, 303.44500,   0.00000,   0.00100,   0.00300,  24.31524,  12.07480,   8.04206,   4.99492,   3.28051,   2.47973,  -4.67504,   2.50165, 313.72000,   1.74574,   2.49626,1010.66000, 298.28200,  80.41000, 285.05000,  -1.57417,  -1.69400, 323.08100, 323.16400, 325.99800, 312.35700,   8.13354,   9.37275,   2.30963,  -1.68977,  -1.95800, 322.51400, 323.15000, 326.18900, 312.42100,   8.02219,   9.90078,   2.42748, 270.00000,  -0.21517,   0.25395,9999.99000
 2791,07/07/2018 10:04:19,91,   0.40307,   0.00219,   0.00073, 312.25600, 312.12100,   0.00200, 307.22600, 303.15100,   0.00900,   0.00300,   0.00100,  24.31824,  12.07475,   8.04274,   4.99502,   3.28064,   2.47976,  -4.67485,   2.50173, 313.61600,   1.74621,   2.49640,1010.66000, 298.04400,  80.60100, 285.20000,  -2.34975,  -4.26600, 323.08500, 323.14600, 326.03300, 312.11500,   8.13379,   9.37367,   2.32280,  -1.92197,  -2.62800, 322.51900, 323.12500, 326.20200, 312.22800,   8.02060,   9.89935,   2.41455, 270.00000,  -0.21517,   0.28568,9999.99000
 2813,07/07/2018 10:09:15,91,   0.38172,   0.00233,   0.00071, 312.12000, 311.98900,   0.00400, 307.03300, 302.93400,   0.00300,   0.00300,   0.00200,  24.32003,  12.07448,   8.04294,   4.99495,   3.28067,   2.47980,  -4.67451,   2.50169, 313.48200,   1.74637,   2.49642,1010.63000, 297.94600,  81.50300, 282.42000,  -2.28841,  -3.79100, 323.05300, 323.14900, 326.01400, 311.97500,   8.13287,   9.37485,   2.31156,  -1.60709,  -1.38300, 322.52200, 323.12500, 326.24400, 312.02200,   8.02144,   9.91739,   2.42731, 270.00000,  -0.21517,   0.22223,9999.99000
 2835,07/07/2018 10:14:12,91,   0.36273,   0.00126,   0.00000, 311.98600, 311.86400,   0.00100, 306.93300, 302.96800,   0.00100,   0.00200,   0.00400,  24.31376,  12.07526,   8.04193,   4.99535,   3.28031,   2.47983,  -4.67562,   2.50166, 313.33800,   1.74640,   2.49634,1010.71000, 297.91900,  80.01100, 287.11000,  -2.23052,  -3.51200, 323.11900, 323.17500, 326.00300, 311.83900,   8.13253,   9.37359,   2.32456,  -2.21005,  -3.82800, 322.48400, 323.11000, 326.19200, 311.92300,   8.02194,   9.89944,   2.43150, 270.00000,  -0.21517,   0.25395,9999.99000
 2857,07/07/2018 10:19:06,91,   0.41645,   0.00210,   0.00099, 311.85900, 311.75100,   0.00000, 306.81800, 302.82300,   0.00000,   0.00000,   0.00000,  24.32007,  12.07463,   8.04286,   4.99466,   3.28063,   2.47973,  -4.67536,   2.50169, 313.24600,   1.74671,   2.49649,1010.78000, 297.84900,  81.59300, 287.86000,  -1.91027,  -2.26000, 323.06400, 323.14000, 325.99500, 311.77400,   8.13052,   9.39439,   2.31483,  -1.82316,  -2.13300, 322.53000, 323.14500, 326.21400, 311.83400,   8.02161,   9.89893,   2.43117, 270.00000,  -0.20460,   0.27510,9999.99000
 2879,07/07/2018 10:24:00,91,   0.40843,   0.00207,   0.00082, 311.74900, 311.64300,   0.00100, 306.73300, 302.82700,   0.00100,   0.00000,   0.00000,  24.31979,  12.07483,   8.04277,   4.99534,   3.28066,   2.47973,  -4.67430,   2.50175, 313.14500,   1.74634,   2.49647,1010.72000, 297.86400,  82.99600, 288.27000,  -1.71068,  -1.69000, 323.11600, 323.14300, 326.01400, 311.53500,   8.13262,   9.37501,   2.31861,  -1.03524,  -0.24300, 322.52700, 323.17000, 326.20800, 311.77200,   8.02178,   9.89986,   2.42513, 270.00000,  -0.23632,   0.24338,9999.99000
 2901,07/07/2018 10:28:56,91,   0.37813,   0.00148,   0.00111, 311.65500, 311.51500,   0.00200, 306.59700, 302.68500,   0.00000,   0.00100,   0.00100,  24.32068,  12.07497,   8.04239,   4.99556,   3.28043,   2.47988,  -4.67501,   2.50168, 313.02600,   1.74692,   2.49628,1010.83000, 297.76700,  82.95700, 288.17000,  -2.00560,  -2.57700, 323.10200, 323.20500, 325.98900, 311.68100,   8.13086,   9.37401,   2.31274,  -2.02222,  -2.60800, 322.51300, 323.14200, 326.23300, 311.65400,   8.02110,   9.91622,   2.43050, 270.00000,  -0.20460,   0.28568,9999.99000
 2923,07/07/2018 10:33:51,91,   0.40474,   0.00197,   0.00109, 311.55000, 311.41000,   0.00200, 306.55100, 302.74000,   0.00000,   0.00200,   0.00100,  24.32163,  12.07487,   8.04246,   4.99548,   3.28043,   2.47994,  -4.67525,   2.50176, 312.93700,   1.74764,   2.49623,1010.88000, 297.73900,  85.54600, 288.62000,  -2.38056,  -4.28700, 323.08500, 323.13700, 326.01100, 311.47500,   8.13245,   9.37459,   2.32339,  -1.72146,  -1.60600, 322.48100, 323.11000, 326.20500, 311.62500,   8.02152,   9.89952,   2.42580, 270.00000,  -0.21517,   0.26453,9999.99000
 2945,07/07/2018 10:38:46,91,   0.38556,   0.00106,   0.00107, 311.45800, 311.34400,   0.00300, 306.51700, 302.70200,   0.02200,   0.02000,   0.00300,  24.31897,  12.07471,   8.04288,   4.99536,   3.28063,   2.47979,  -4.67431,   2.50176, 312.90800,   1.74786,   2.49644,1010.99000, 297.63800,  83.00700, 288.86000,  -1.72623,  -1.45600, 323.05000, 323.12900, 326.03000, 311.45900,   8.13170,   9.37199,   2.31852,  -1.42618,  -0.92500, 322.52700, 323.14200, 326.19900, 311.52900,   8.02136,   9.90103,   2.43352, 270.00000,  -0.21517,   0.25395,9999.99000
 2967,07/07/2018 10:43:41,91,   0.37686,   0.00124,   0.00083, 311.36700, 311.27500,   0.00900, 306.46000, 302.62600,   0.00600,   0.00900,   0.02200,  24.31880,  12.07462,   8.04286,   4.99455,   3.28060,   2.47969,  -4.67560,   2.50170, 312.84600,   1.74750,   2.49639,1010.91000, 297.66900,  84.42500, 288.48000,  -1.93071,  -2.33900, 323.06900, 323.16800, 326.03800, 311.52900,   8.13069,   9.37577,   2.24822,  -1.71455,  -1.67500, 322.50500, 323.15100, 326.21400, 311.50500,   8.02169,   9.90078,   2.41715, 270.00000,  -0.21517,   0.25395,9999.99000
