Record,DateTime,300,Int.Vaporcm,Int.Liquidmm,CloudBasekm
    19,07/13/18 00:05:19,301,  4.445,  0.174,  7.500,
    25,07/13/18 00:05:58,301,  4.410,  0.168,  7.500,
    31,07/13/18 00:06:37,301,  4.470,  0.161,  7.500,
    37,07/13/18 00:07:16,301,  4.561,  0.072,  7.500,
    43,07/13/18 00:07:55,301,  4.428,  0.192,  7.250,
    49,07/13/18 00:10:13,301,  4.416,  0.201,  7.250,
    55,07/13/18 00:10:53,301,  4.522,  0.103,  7.250,
    61,07/13/18 00:11:32,301,  4.469,  0.169,  7.250,
    67,07/13/18 00:12:12,301,  4.530,  0.088,  6.750,
    73,07/13/18 00:12:51,301,  4.454,  0.147,  7.500,
    79,07/13/18 00:15:09,301,  4.479,  0.147,  6.750,
    85,07/13/18 00:15:50,301,  4.517,  0.124,  6.000,
    91,07/13/18 00:16:29,301,  4.455,  0.201,  5.000,
    97,07/13/18 00:17:08,301,  4.562,  0.117,  3.000,
   103,07/13/18 00:17:47,301,  4.392,  0.246,  7.500,
   109,07/13/18 00:20:05,301,  4.506,  0.152,  3.500,
   115,07/13/18 00:20:44,301,  4.532,  0.093,  4.000,
   121,07/13/18 00:21:23,301,  4.360,  0.230,  6.000,
   127,07/13/18 00:22:03,301,  4.427,  0.179,  5.250,
   133,07/13/18 00:22:42,301,  4.448,  0.159,  4.250,
   139,07/13/18 00:25:00,301,  4.622,  0.033,  6.500,
   145,07/13/18 00:25:39,301,  4.436,  0.168,  7.250,
   151,07/13/18 00:26:18,301,  4.427,  0.187,  7.250,
   157,07/13/18 00:26:58,301,  4.460,  0.142,  5.500,
   163,07/13/18 00:27:37,301,  4.466,  0.161,  4.250,
   169,07/13/18 00:29:55,301,  4.434,  0.237,  3.000,
   175,07/13/18 00:30:35,301,  4.572,  0.102,  1.700,
   181,07/13/18 00:31:14,301,  4.559,  0.103,  0.900,
   187,07/13/18 00:31:53,301,  4.489,  0.161,  0.900,
   193,07/13/18 00:32:33,301,  4.451,  0.178,  0.700,
   199,07/13/18 00:34:51,301,  4.409,  0.214,  1.900,
   205,07/13/18 00:35:30,301,  4.526,  0.123,  1.200,
   211,07/13/18 00:36:09,301,  4.384,  0.240,  2.500,
   217,07/13/18 00:36:48,301,  4.383,  0.229,  7.000,
   223,07/13/18 00:37:28,301,  4.419,  0.137,  7.500,
   229,07/13/18 00:39:45,301,  4.433,  0.144,  7.000,
   235,07/13/18 00:40:25,301,  4.414,  0.137,  7.750,
   241,07/13/18 00:41:04,301,  4.370,  0.164,  7.500,
   247,07/13/18 00:41:44,301,  4.401,  0.148,  7.750,
   253,07/13/18 00:42:22,301,  4.464,  0.081,  8.000,
   259,07/13/18 00:44:40,301,  4.434,  0.107,  7.250,
   265,07/13/18 00:45:20,301,  4.421,  0.148,  5.250,
   271,07/13/18 00:45:58,301,  4.413,  0.184,  7.500,
   277,07/13/18 00:46:38,301,  4.430,  0.116,  7.500,
   283,07/13/18 00:47:17,301,  4.427,  0.154,  5.250,
   289,07/13/18 00:49:35,301,  4.443,  0.154,  7.500,
   295,07/13/18 00:50:15,301,  4.425,  0.139,  7.500,
   301,07/13/18 00:50:55,301,  4.405,  0.155,  7.750,
   307,07/13/18 00:51:34,301,  4.419,  0.136,  7.500,
   313,07/13/18 00:52:13,301,  4.425,  0.145,  7.500,
   319,07/13/18 00:54:31,301,  4.459,  0.142,  7.500,
   325,07/13/18 00:55:10,301,  4.417,  0.154,  7.500,
   331,07/13/18 00:55:50,301,  4.374,  0.175,  7.750,
   337,07/13/18 00:56:29,301,  4.363,  0.164,  7.750,
   343,07/13/18 00:57:08,301,  4.401,  0.151,  7.750,
   349,07/13/18 00:59:26,301,  4.381,  0.153,  7.750,
   355,07/13/18 01:00:05,301,  4.400,  0.163,  7.500,
   361,07/13/18 01:00:44,301,  4.409,  0.155,  7.500,
   367,07/13/18 01:01:23,301,  4.389,  0.191,  6.500,
   373,07/13/18 01:02:03,301,  4.434,  0.150,  7.500,
   379,07/13/18 01:04:21,301,  4.459,  0.150,  4.000,
   385,07/13/18 01:05:00,301,  4.443,  0.148,  3.750,
   391,07/13/18 01:05:39,301,  4.458,  0.152,  2.250,
   397,07/13/18 01:06:19,301,  4.460,  0.168,  2.250,
   403,07/13/18 01:06:58,301,  4.471,  0.143,  4.000,
   409,07/13/18 01:09:16,301,  4.446,  0.137,  7.250,
   415,07/13/18 01:09:55,301,  4.454,  0.129,  6.000,
   421,07/13/18 01:10:34,301,  4.503,  0.126,  2.750,
   427,07/13/18 01:11:13,301,  4.515,  0.135,  1.200,
   433,07/13/18 01:11:52,301,  4.525,  0.145,  0.800,
   439,07/13/18 01:14:11,301,  4.480,  0.120,  7.500,
   445,07/13/18 01:14:50,301,  4.476,  0.120,  6.250,
   451,07/13/18 01:15:29,301,  4.483,  0.114,  7.500,
   457,07/13/18 01:16:08,301,  4.518,  0.097,  7.500,
   463,07/13/18 01:16:47,301,  4.461,  0.114,  7.500,
   469,07/13/18 01:19:05,301,  4.487,  0.121,  7.500,
   475,07/13/18 01:19:44,301,  4.445,  0.138,  7.250,
   481,07/13/18 01:20:23,301,  4.519,  0.110,  3.250,
   487,07/13/18 01:21:03,301,  4.487,  0.114,  6.750,
   493,07/13/18 01:21:43,301,  4.449,  0.132,  5.000,
   499,07/13/18 01:24:01,301,  4.510,  0.130,  7.250,
   505,07/13/18 01:24:40,301,  4.510,  0.134,  7.250,
   511,07/13/18 01:25:19,301,  4.550,  0.118,  7.250,
   517,07/13/18 01:25:58,301,  4.543,  0.117,  7.250,
   523,07/13/18 01:26:37,301,  4.563,  0.111,  7.250,
   529,07/13/18 01:28:55,301,  4.573,  0.119,  7.250,
   535,07/13/18 01:29:34,301,  4.521,  0.129,  7.250,
   541,07/13/18 01:30:14,301,  4.554,  0.112,  7.250,
   547,07/13/18 01:30:53,301,  4.560,  0.116,  7.000,
   553,07/13/18 01:31:33,301,  4.542,  0.114,  6.750,
   559,07/13/18 01:33:50,301,  4.517,  0.109,  6.500,
   565,07/13/18 01:34:30,301,  4.506,  0.105,  4.000,
   571,07/13/18 01:35:09,301,  4.538,  0.106,  5.250,
   577,07/13/18 01:35:48,301,  4.526,  0.116,  3.250,
   583,07/13/18 01:36:28,301,  4.588,  0.100,  3.000,
   589,07/13/18 01:38:45,301,  4.585,  0.120,  1.100,
