Record,DateTime,200,TambK,Rh,Presmb,TirK,Rain
    14,07/04/18 00:05:16,201, 305.0450,  63.0300, 998.3500, 259.0800,0
    20,07/04/18 00:05:56,201, 305.1030,  61.2800, 998.3500, 259.8400,0
    26,07/04/18 00:06:35,201, 305.1580,  61.9100, 998.3500, 259.7700,0
    32,07/04/18 00:07:15,201, 305.2830,  61.7900, 998.3500, 259.4400,0
    38,07/04/18 00:07:54,201, 305.2830,  60.4200, 998.3500, 259.9900,0
    44,07/04/18 00:10:12,201, 305.1580,  60.5900, 998.3500, 260.2100,0
    50,07/04/18 00:10:51,201, 305.0760,  59.4700, 998.3500, 259.6200,0
    56,07/04/18 00:11:30,201, 305.1150,  61.6800, 998.2500, 259.3900,0
    62,07/04/18 00:12:10,201, 305.1310,  61.7600, 998.3500, 259.4400,0
    68,07/04/18 00:12:49,201, 305.1310,  59.2900, 998.3500, 259.5500,0
    74,07/04/18 00:15:06,201, 305.2560,  59.1600, 998.3500, 259.3700,0
    80,07/04/18 00:15:46,201, 305.2440,  58.8500, 998.3500, 259.7400,0
    86,07/04/18 00:16:25,201, 305.1310,  59.7200, 998.3500, 259.2800,0
    92,07/04/18 00:17:04,201, 304.9200,  60.5200, 998.3500, 258.6900,0
    98,07/04/18 00:17:43,201, 304.8770,  61.0000, 998.2500, 259.5300,0
   104,07/04/18 00:20:01,201, 304.8770,  61.7500, 998.3500, 259.1400,0
   110,07/04/18 00:20:41,201, 304.9470,  62.7800, 998.3500, 259.2000,0
   116,07/04/18 00:21:20,201, 304.9740,  60.7400, 998.2500, 258.5700,0
   122,07/04/18 00:21:59,201, 305.0060,  61.0500, 998.3500, 258.8800,0
   128,07/04/18 00:22:38,201, 305.0450,  60.5800, 998.3500, 259.0400,0
   134,07/04/18 00:24:56,201, 305.0600,  59.9600, 998.3500, 258.9300,0
   140,07/04/18 00:25:35,201, 305.0330,  59.4600, 998.3500, 259.5900,0
   146,07/04/18 00:26:14,201, 305.2170,  61.5100, 998.3500, 259.3700,0
   152,07/04/18 00:26:53,201, 305.0880,  61.4300, 998.3500, 259.1700,0
   158,07/04/18 00:27:32,201, 305.0330,  60.5200, 998.3500, 259.2600,0
   164,07/04/18 00:29:50,201, 304.9200,  59.6300, 998.4500, 259.1000,0
   170,07/04/18 00:30:29,201, 304.9630,  59.6700, 998.3500, 259.2900,0
   176,07/04/18 00:31:09,201, 305.0060,  61.0200, 998.3500, 259.1400,0
   182,07/04/18 00:31:48,201, 305.0600,  61.4700, 998.3500, 259.8100,0
   188,07/04/18 00:32:28,201, 305.1150,  59.6300, 998.4500, 260.0100,0
   194,07/04/18 00:34:44,201, 305.5100,  60.1200, 998.3500, 260.4600,0
   200,07/04/18 00:35:24,201, 305.4820,  60.2100, 998.3500, 260.2300,0
   206,07/04/18 00:36:03,201, 305.4390,  60.2700, 998.3500, 260.4600,0
   212,07/04/18 00:36:42,201, 305.3690,  59.2500, 998.3500, 259.6900,0
   218,07/04/18 00:37:21,201, 305.3140,  58.9500, 998.3500, 260.7500,0
   224,07/04/18 00:39:38,201, 304.8920,  63.3300, 998.4500, 259.7600,0
   230,07/04/18 00:40:18,201, 305.0330,  63.2700, 998.4500, 259.9700,0
   236,07/04/18 00:40:57,201, 305.1580,  61.6500, 998.4500, 259.7800,0
   242,07/04/18 00:41:37,201, 305.1850,  60.5100, 998.3500, 260.0300,0
   248,07/04/18 00:42:16,201, 305.1460,  61.3800, 998.3500, 259.1600,0
   254,07/04/18 00:44:33,201, 305.0880,  61.4100, 998.4500, 259.6600,0
   260,07/04/18 00:45:13,201, 305.1150,  62.1600, 998.4500, 259.7500,0
   266,07/04/18 00:45:52,201, 305.1580,  60.7700, 998.4500, 259.2000,0
   272,07/04/18 00:46:32,201, 305.2560,  61.0100, 998.4500, 259.6200,0
   278,07/04/18 00:47:11,201, 305.2010,  60.7400, 998.4500, 259.9600,0
   284,07/04/18 00:49:29,201, 305.3420,  62.4800, 998.4500, 259.6100,0
   290,07/04/18 00:50:09,201, 305.3960,  63.0200, 998.4500, 259.4600,0
   296,07/04/18 00:50:49,201, 305.4670,  62.5600, 998.4500, 259.8000,0
   302,07/04/18 00:51:29,201, 305.5640,  62.6800, 998.5500, 260.1300,0
   308,07/04/18 00:52:08,201, 305.4390,  60.8000, 998.4500, 260.3000,0
   314,07/04/18 00:54:26,201, 305.4940,  59.9300, 998.3500, 260.0500,0
   320,07/04/18 00:55:05,201, 305.5100,  61.8400, 998.3500, 260.1600,0
   326,07/04/18 00:55:44,201, 305.4120,  59.5200, 998.4500, 260.2900,0
   332,07/04/18 00:56:23,201, 305.3140,  60.5200, 998.4500, 259.7400,0
   338,07/04/18 00:57:06,201, 305.1030,  60.2400, 998.3500, 259.2000,0
   344,07/04/18 00:59:25,201, 305.1580,  63.9000, 998.5500, 259.8000,0
   350,07/04/18 01:00:04,201, 305.3960,  63.9600, 998.4500, 259.9100,0
   356,07/04/18 01:00:47,201, 305.4940,  63.9600, 998.4500, 259.7100,0
   362,07/04/18 01:01:26,201, 305.6350,  63.8600, 998.3500, 259.5600,0
   368,07/04/18 01:02:05,201, 305.7480,  62.2500, 998.4500, 260.0200,0
   374,07/04/18 01:04:23,201, 305.7200,  59.4700, 998.3500, 259.5300,0
   380,07/04/18 01:05:02,201, 305.8450,  61.5900, 998.3500, 259.3900,0
   386,07/04/18 01:05:41,201, 305.8180,  60.5100, 998.4500, 259.7500,0
   392,07/04/18 01:06:20,201, 305.8450,  60.0200, 998.4500, 259.9700,0
   398,07/04/18 01:07:00,201, 305.7600,  61.5300, 998.4500, 260.5900,0
   404,07/04/18 01:09:17,201, 305.7480,  59.5800, 998.4500, 260.0100,0
   410,07/04/18 01:09:56,201, 305.7200,  59.6300, 998.4500, 259.9400,0
   416,07/04/18 01:10:35,201, 305.8300,  60.2700, 998.4500, 260.4200,0
   422,07/04/18 01:11:14,201, 305.8180,  60.0800, 998.5500, 260.6600,0
   428,07/04/18 01:11:53,201, 305.9980,  62.3300, 998.5500, 260.0000,0
   434,07/04/18 01:14:11,201, 306.1270,  62.8100, 998.5500, 260.5700,0
   440,07/04/18 01:14:50,201, 306.0840,  59.5800, 998.6500, 260.7100,0
   446,07/04/18 01:15:29,201, 306.1270,  60.0000, 998.5500, 261.1100,0
   452,07/04/18 01:16:08,201, 306.1810,  59.9500, 998.6500, 262.0800,0
   458,07/04/18 01:16:47,201, 306.2090,  58.9500, 998.5500, 266.8000,0
   464,07/04/18 01:19:04,201, 305.9000,  61.0900, 998.5500, 271.0000,0
   470,07/04/18 01:19:44,201, 305.9310,  60.2900, 998.6500, 261.8300,0
   476,07/04/18 01:20:23,201, 306.0950,  61.1800, 998.6500, 267.8200,0
   482,07/04/18 01:21:02,201, 306.3380,  60.5100, 998.6500, 279.1500,0
   488,07/04/18 01:21:41,201, 306.4630,  59.1000, 998.5500, 263.1800,0
   494,07/04/18 01:23:59,201, 306.4470,  57.9700, 998.5500, 264.4400,0
   500,07/04/18 01:24:38,201, 306.5600,  58.1800, 998.5500, 284.2800,0
   506,07/04/18 01:25:17,201, 306.5170,  56.7900, 998.6500, 294.5100,0
   512,07/04/18 01:25:56,201, 306.6030,  55.9800, 998.5500, 274.5700,0
   518,07/04/18 01:26:36,201, 306.7990,  58.9700, 998.6500, 288.3800,0
   524,07/04/18 01:28:54,201, 306.3380,  57.3000, 998.5500, 287.2500,0
   530,07/04/18 01:29:33,201, 306.1660,  59.2000, 998.6500, 263.3500,0
   536,07/04/18 01:30:12,201, 305.9980,  60.6800, 998.5500, 294.1200,0
   542,07/04/18 01:30:54,201, 305.9860,  62.9900, 998.5500, 265.5800,0
   548,07/04/18 01:31:33,201, 305.8180,  62.9200, 998.5500, 280.9300,0
   554,07/04/18 01:33:51,201, 305.3260,  63.4100, 998.6500, 280.5000,0
   560,07/04/18 01:34:30,201, 305.5800,  63.1500, 998.4500, 273.8100,0
   566,07/04/18 01:35:09,201, 305.8730,  62.7000, 998.5500, 261.5800,0
   572,07/04/18 01:35:48,201, 305.7910,  61.7100, 998.4500, 265.9400,0
