Record,DateTime,200,TambK,Rh,Presmb,TirK,Rain
    14,07/14/18 00:05:14,201, 304.9740,  66.8400,1011.7500, 251.2200,0
    20,07/14/18 00:05:54,201, 304.8770,  65.6900,1011.7500, 251.2000,0
    26,07/14/18 00:06:33,201, 304.7790,  64.9900,1011.6500, 250.1200,0
    32,07/14/18 00:07:13,201, 304.7520,  64.7700,1011.8500, 250.8800,0
    38,07/14/18 00:07:52,201, 304.7790,  65.9500,1011.7500, 251.0400,0
    44,07/14/18 00:10:10,201, 304.6700,  66.0800,1011.6500, 251.1100,0
    50,07/14/18 00:11:48,201, 304.6810,  66.1700,1011.6500, 251.2700,0
    56,07/14/18 00:12:28,201, 304.6540,  66.3600,1011.7500, 251.2600,0
    62,07/14/18 00:13:07,201, 304.7950,  66.6000,1011.6500, 251.5700,0
    68,07/14/18 00:13:46,201, 304.7520,  65.5600,1011.6500, 251.3100,0
    74,07/14/18 00:16:04,201, 304.8380,  65.7900,1011.6500, 251.8200,0
    80,07/14/18 00:16:43,201, 304.9470,  67.1800,1011.5500, 251.6400,0
    86,07/14/18 00:17:22,201, 304.9900,  66.5200,1011.7500, 251.9900,0
    92,07/14/18 00:18:02,201, 305.0880,  64.8300,1011.7500, 252.2800,0
    98,07/14/18 00:18:41,201, 305.1150,  64.2400,1011.6500, 251.8900,0
   104,07/14/18 00:20:59,201, 305.5210,  65.3500,1011.6500, 252.1300,0
   110,07/14/18 00:21:38,201, 305.5640,  64.2400,1011.7500, 252.6700,0
   116,07/14/18 00:22:17,201, 305.5800,  64.0800,1011.6500, 252.3700,0
   122,07/14/18 00:22:56,201, 305.6230,  63.8400,1011.7500, 252.0200,0
   128,07/14/18 00:23:36,201, 305.7050,  64.6900,1011.6500, 251.8700,0
   134,07/14/18 00:25:56,201, 305.8180,  63.5000,1011.6500, 252.7400,0
   140,07/14/18 00:26:36,201, 305.6500,  63.8400,1011.6500, 252.8200,0
   146,07/14/18 00:27:15,201, 305.7200,  64.0200,1011.6500, 252.9500,0
   152,07/14/18 00:27:54,201, 305.9000,  63.9000,1011.7500, 252.7600,0
   158,07/14/18 00:28:33,201, 305.8450,  61.4300,1011.6500, 252.6000,0
   164,07/14/18 00:30:50,201, 305.9000,  62.6200,1011.7500, 253.4300,0
   170,07/14/18 00:31:29,201, 305.9590,  63.4900,1011.7500, 253.2900,0
   176,07/14/18 00:32:09,201, 305.9860,  63.4900,1011.7500, 252.8800,0
   182,07/14/18 00:32:48,201, 305.9430,  61.7100,1011.7500, 252.8700,0
   188,07/14/18 00:33:27,201, 305.9590,  61.7800,1011.7500, 253.3700,0
   194,07/14/18 00:35:45,201, 305.9310,  61.1700,1011.6500, 253.0100,0
   200,07/14/18 00:36:24,201, 305.9860,  60.9500,1011.7500, 252.5700,0
   206,07/14/18 00:37:03,201, 306.0290,  62.6800,1011.6500, 253.0500,0
   212,07/14/18 00:37:42,201, 305.9700,  62.0900,1011.7500, 252.8900,0
