Record,DateTime,40,TambK,Rh,Presmb,TirK,Rain
     2,07/05/18 00:05:15,41, 297.0450,  97.9200,1002.8500, 295.4800,1
     4,07/05/18 00:05:54,41, 297.0990,  97.9200,1002.9500, 296.0500,1
     6,07/05/18 00:06:33,41, 297.0990,  97.9200,1002.8500, 294.6900,1
     8,07/05/18 00:07:12,41, 297.1270,  97.9200,1002.8500, 294.8100,1
    10,07/05/18 00:07:51,41, 297.1420,  97.9200,1002.8500, 294.3100,1
    12,07/05/18 00:08:51,41, 297.2240,  97.9200,1002.9500, 295.1800,1
    14,07/05/18 00:09:30,41, 297.2240,  97.9200,1002.8500, 296.5000,1
    16,07/05/18 00:10:09,41, 297.1700,  97.9200,1002.9500, 295.4900,1
    18,07/05/18 00:10:48,41, 297.1700,  97.9200,1002.8500, 295.0900,1
    20,07/05/18 00:11:27,41, 297.2240,  97.9200,1002.8500, 294.1500,1
    22,07/05/18 00:12:27,41, 297.2400,  97.9200,1002.8500, 295.1100,1
    24,07/05/18 00:13:06,41, 297.2240,  97.9200,1002.8500, 295.3900,1
    26,07/05/18 00:13:45,41, 297.2670,  97.9200,1002.9500, 296.8800,1
    28,07/05/18 00:14:24,41, 297.2670,  97.9200,1002.9500, 295.7500,1
    30,07/05/18 00:15:04,41, 297.3100,  97.9200,1002.8500, 295.6100,1
    32,07/05/18 00:16:04,41, 297.2400,  97.9200,1002.8500, 294.7400,1
    34,07/05/18 00:16:43,41, 297.2670,  97.9200,1002.8500, 296.1800,1
    36,07/05/18 00:17:22,41, 297.2670,  97.9200,1002.8500, 295.7700,1
    38,07/05/18 00:18:01,41, 297.2400,  97.9200,1002.8500, 295.6200,1
    40,07/05/18 00:18:40,41, 297.2400,  97.9200,1002.9500, 295.2500,1
    42,07/05/18 00:19:40,41, 297.2670,  97.9200,1002.8500, 295.0900,1
    44,07/05/18 00:20:19,41, 297.2950,  97.9200,1002.9500, 294.7400,1
    46,07/05/18 00:20:58,41, 297.2950,  97.9200,1002.9500, 295.1600,1
    48,07/05/18 00:21:37,41, 297.3260,  97.9200,1002.8500, 295.7600,1
    50,07/05/18 00:22:16,41, 297.3810,  97.9200,1002.8500, 296.2600,1
    52,07/05/18 00:23:15,41, 297.3530,  97.9200,1002.8500, 294.9000,1
    54,07/05/18 00:23:55,41, 297.3530,  97.9200,1002.8500, 296.4100,1
    56,07/05/18 00:24:34,41, 297.3380,  97.9200,1002.8500, 296.2000,1
    58,07/05/18 00:25:14,41, 297.3920,  97.9200,1002.8500, 296.4100,1
    60,07/05/18 00:25:53,41, 297.3920,  97.9200,1002.8500, 296.0600,1
    62,07/05/18 00:26:52,41, 297.4240,  97.9200,1002.9500, 296.7500,1
    64,07/05/18 00:27:31,41, 297.4240,  97.9200,1002.8500, 296.3600,1
    66,07/05/18 00:28:10,41, 297.4780,  97.9200,1003.0500, 296.8100,1
    68,07/05/18 00:28:50,41, 297.4630,  97.9200,1002.8500, 295.7700,1
