Record,DateTime,40,Tamb,Rh,Pres,Tir,VRain
  1549,07/07/2018 05:25:45,41, 301.1660,  60.3100,1008.7500, 247.7500,   0.1760
  1552,07/07/2018 05:26:24,41, 301.0800,  59.0500,1008.7500, 247.3300,   0.1740
  1555,07/07/2018 05:27:03,41, 301.1660,  60.2700,1008.7500, 247.7300,   0.1770
  1558,07/07/2018 05:27:42,41, 301.2050,  60.7100,1008.7500, 248.2400,   0.1770
  1568,07/07/2018 05:30:00,41, 300.9270,  59.3100,1008.6500, 248.0100,   0.1620
  1571,07/07/2018 05:30:40,41, 301.0800,  61.7000,1008.6500, 246.7800,   0.1770
  1574,07/07/2018 05:31:19,41, 301.1070,  61.2500,1008.7500, 247.1200,   0.1680
  1577,07/07/2018 05:31:58,41, 301.0800,  59.6600,1008.7500, 247.6300,   0.1620
  1580,07/07/2018 05:32:37,41, 300.9820,  60.2400,1008.6500, 247.2800,   0.1580
  1590,07/07/2018 05:34:54,41, 301.0680,  59.7200,1008.8500, 248.2200,   0.1750
  1593,07/07/2018 05:35:33,41, 301.0800,  61.0000,1008.7500, 247.6800,   0.1760
  1596,07/07/2018 05:36:12,41, 301.0370,  60.1600,1008.7500, 247.5800,   0.1710
  1599,07/07/2018 05:36:51,41, 301.0100,  59.9700,1008.7500, 247.6600,   0.1750
  1602,07/07/2018 05:37:31,41, 301.2320,  63.0700,1008.7500, 247.7400,   0.1780
  1612,07/07/2018 05:39:48,41, 301.0520,  60.7100,1008.6500, 246.7200,   0.1640
  1615,07/07/2018 05:40:28,41, 301.2050,  63.2000,1008.6500, 247.3600,   0.1770
  1618,07/07/2018 05:41:12,41, 301.1770,  62.0100,1008.6500, 246.9100,   0.1690
  1621,07/07/2018 05:41:51,41, 301.1230,  60.8200,1008.6500, 247.8000,   0.1640
  1624,07/07/2018 05:42:30,41, 301.0370,  59.9700,1008.5500, 247.2900,   0.1770
  1634,07/07/2018 05:44:48,41, 300.9820,  61.4300,1008.7500, 247.6100,   0.1750
  1637,07/07/2018 05:45:27,41, 300.8960,  59.8100,1008.7500, 247.7100,   0.1720
  1640,07/07/2018 05:46:06,41, 301.0100,  60.6600,1008.6500, 247.4200,   0.1760
  1643,07/07/2018 05:46:45,41, 301.0250,  60.1100,1008.7500, 247.6100,   0.1600
  1646,07/07/2018 05:47:24,41, 300.9980,  59.7700,1008.7500, 247.6300,   0.1580
  1656,07/07/2018 05:49:42,41, 301.1770,  59.1300,1008.6500, 247.9700,   0.1750
  1659,07/07/2018 05:50:21,41, 301.2630,  59.3900,1008.7500, 248.4700,   0.1740
  1662,07/07/2018 05:51:01,41, 301.3020,  60.2500,1008.7500, 247.7700,   0.1650
  1665,07/07/2018 05:51:40,41, 301.1070,  59.4300,1008.6500, 248.3000,   0.1620
  1668,07/07/2018 05:52:20,41, 301.1770,  62.0600,1008.6500, 248.8100,   0.1630
  1678,07/07/2018 05:54:37,41, 301.1770,  61.0000,1008.7500, 247.4300,   0.1630
  1681,07/07/2018 05:55:17,41, 301.1770,  60.2000,1008.7500, 247.5300,   0.1720
  1684,07/07/2018 05:55:56,41, 301.1070,  58.7000,1008.7500, 247.2200,   0.1730
  1687,07/07/2018 05:56:35,41, 301.0100,  59.8800,1008.7500, 247.0800,   0.1610
  1690,07/07/2018 05:57:14,41, 300.9550,  60.7700,1008.7500, 247.6600,   0.1760
  1700,07/07/2018 05:59:31,41, 301.0100,  57.2500,1008.7500, 246.9400,   0.1630
  1703,07/07/2018 06:00:11,41, 300.9820,  59.1800,1008.6500, 247.8000,   0.1580
  1706,07/07/2018 06:00:55,41, 301.0800,  60.6700,1008.7500, 247.9800,   0.1610
  1709,07/07/2018 06:01:33,41, 301.2630,  61.7600,1008.7500, 247.8300,   0.1590
  1712,07/07/2018 06:02:13,41, 301.1930,  61.4600,1008.8500, 247.8900,   0.1710
  1722,07/07/2018 06:04:30,41, 301.2050,  59.2200,1008.7500, 248.3000,   0.1770
  1725,07/07/2018 06:05:09,41, 301.1500,  59.0000,1008.7500, 247.5800,   0.1770
  1728,07/07/2018 06:05:49,41, 301.2320,  59.7900,1008.7500, 248.0900,   0.1570
  1731,07/07/2018 06:06:28,41, 301.3020,  60.5500,1008.7500, 248.2800,   0.1670
  1734,07/07/2018 06:07:07,41, 301.3610,  61.7800,1008.8500, 248.8200,   0.1600
  1744,07/07/2018 06:09:24,41, 301.2480,  59.7500,1008.7500, 247.7800,   0.1750
  1747,07/07/2018 06:10:03,41, 301.2320,  60.2700,1008.8500, 247.5800,   0.1680
  1750,07/07/2018 06:10:43,41, 301.1770,  60.1100,1008.7500, 247.1100,   0.1770
  1753,07/07/2018 06:11:23,41, 301.1770,  59.6200,1008.7500, 247.1900,   0.1770
  1756,07/07/2018 06:12:02,41, 301.2320,  60.3000,1008.7500, 247.6700,   0.1750
  1766,07/07/2018 06:14:20,41, 301.1350,  59.0200,1008.8500, 248.3800,   0.1710
  1769,07/07/2018 06:14:59,41, 301.1770,  58.8700,1008.7500, 248.2200,   0.1760
  1772,07/07/2018 06:15:38,41, 301.2320,  60.4000,1008.8500, 248.6300,   0.1610
  1775,07/07/2018 06:16:17,41, 301.1930,  60.8300,1008.8500, 247.5800,   0.1740
  1778,07/07/2018 06:16:56,41, 301.3020,  61.9100,1008.8500, 247.6300,   0.1580
  1788,07/07/2018 06:19:14,41, 301.5410,  60.4700,1008.8500, 247.8000,   0.1700
  1791,07/07/2018 06:19:53,41, 301.5410,  60.0500,1008.8500, 248.3500,   0.1760
  1794,07/07/2018 06:20:32,41, 301.5840,  60.9200,1008.8500, 249.1800,   0.1660
  1797,07/07/2018 06:21:11,41, 301.6970,  62.0400,1008.7500, 248.0200,   0.1770
  1800,07/07/2018 06:21:50,41, 301.7130,  60.9900,1008.7500, 249.1000,   0.1720
  1810,07/07/2018 06:24:08,41, 301.5840,  61.3600,1008.8500, 248.4100,   0.1590
  1813,07/07/2018 06:24:47,41, 301.6110,  63.8600,1008.7500, 249.4300,   0.1770
  1816,07/07/2018 06:25:26,41, 301.3880,  60.8800,1008.7500, 248.4800,   0.1590
  1819,07/07/2018 06:26:05,41, 301.3020,  60.0400,1008.7500, 248.9200,   0.1650
  1822,07/07/2018 06:26:44,41, 301.3020,  62.8200,1008.7500, 249.6300,   0.1750
  1832,07/07/2018 06:29:02,41, 301.2630,  62.4000,1008.7500, 248.5700,   0.1650
  1835,07/07/2018 06:29:41,41, 301.2750,  63.7500,1008.6500, 248.8600,   0.1780
  1838,07/07/2018 06:30:20,41, 301.2320,  63.0300,1008.7500, 248.1100,   0.1620
  1841,07/07/2018 06:31:00,41, 301.2320,  62.8700,1008.6500, 249.2800,   0.1620
  1844,07/07/2018 06:31:39,41, 301.2320,  64.0200,1008.7500, 248.8700,   0.1780
  1854,07/07/2018 06:33:57,41, 301.2630,  61.8200,1008.8500, 248.5300,   0.1780
  1857,07/07/2018 06:34:36,41, 301.1770,  61.4300,1008.6500, 248.6800,   0.1690
  1860,07/07/2018 06:35:16,41, 301.2320,  61.7900,1008.7500, 248.8900,   0.1760
  1863,07/07/2018 06:35:55,41, 301.2050,  61.4500,1008.8500, 249.0200,   0.1720
  1866,07/07/2018 06:36:34,41, 301.1230,  62.1500,1008.7500, 248.9400,   0.1770
  1876,07/07/2018 06:38:52,41, 300.9820,  62.1700,1008.7500, 248.8800,   0.1580
  1879,07/07/2018 06:39:31,41, 300.9270,  62.8600,1008.8500, 250.2600,   0.1780
  1882,07/07/2018 06:40:13,41, 300.8570,  62.3400,1008.7500, 249.5100,   0.1710
  1885,07/07/2018 06:40:56,41, 301.0100,  64.4500,1008.7500, 248.4500,   0.1580
  1888,07/07/2018 06:41:35,41, 301.0800,  65.1500,1008.8500, 249.3700,   0.1600
  1898,07/07/2018 06:43:53,41, 300.6740,  62.5300,1008.8500, 249.8700,   0.1640
  1901,07/07/2018 06:44:32,41, 300.6740,  63.6600,1008.7500, 249.7200,   0.1770
  1904,07/07/2018 06:45:11,41, 300.6740,  63.1100,1008.7500, 250.4900,   0.1770
  1907,07/07/2018 06:45:50,41, 300.6580,  64.0700,1008.8500, 255.7900,   0.1690
  1910,07/07/2018 06:46:29,41, 300.5760,  65.2000,1008.7500, 257.7800,   0.1660
  1920,07/07/2018 06:48:46,41, 300.2130,  65.0800,1008.7500, 251.5200,   0.1610
  1923,07/07/2018 06:49:26,41, 300.1540,  64.5200,1008.7500, 252.6400,   0.1610
  1926,07/07/2018 06:50:05,41, 300.0130,  64.5000,1008.7500, 252.7100,   0.1760
  1929,07/07/2018 06:50:45,41, 300.0130,  65.9400,1008.7500, 252.1400,   0.1590
  1932,07/07/2018 06:51:24,41, 299.9860,  64.6600,1008.7500, 251.7300,   0.1720
  1942,07/07/2018 06:53:41,41, 299.7480,  65.3300,1008.7500, 251.9400,   0.1630
  1945,07/07/2018 06:54:20,41, 299.7910,  66.4900,1008.7500, 254.6500,   0.1770
  1948,07/07/2018 06:54:59,41, 299.7910,  66.5400,1008.7500, 249.7300,   0.1770
  1951,07/07/2018 06:55:38,41, 299.9160,  67.7200,1008.8500, 250.4400,   0.1780
  1954,07/07/2018 06:56:17,41, 299.8340,  66.1400,1008.7500, 250.2900,   0.1680
  1964,07/07/2018 06:58:35,41, 299.8880,  65.5700,1008.8500, 250.3200,   0.1760
  1967,07/07/2018 06:59:14,41, 299.8880,  66.0700,1008.8500, 251.6300,   0.1600
  1970,07/07/2018 06:59:53,41, 299.9040,  66.6000,1008.7500, 258.6300,   0.1750
  1973,07/07/2018 07:00:32,41, 299.8450,  65.3100,1008.7500, 261.3500,   0.1590
  1976,07/07/2018 07:01:11,41, 299.7910,  65.6500,1008.8500, 261.1200,   0.1680
  1986,07/07/2018 07:03:29,41, 299.6660,  66.2200,1008.7500, 262.7100,   0.1750
  1989,07/07/2018 07:04:09,41, 299.5250,  64.3400,1008.8500, 264.6100,   0.1580
  1992,07/07/2018 07:04:49,41, 299.5100,  64.5000,1008.8500, 268.6900,   0.1770
  1995,07/07/2018 07:05:28,41, 299.6350,  67.6700,1008.9500, 270.2800,   0.1710
  1998,07/07/2018 07:06:08,41, 299.6660,  67.2400,1008.9500, 272.4400,   0.1700
  2008,07/07/2018 07:08:25,41, 299.8060,  65.7500,1008.9500, 279.3500,   0.1770
  2011,07/07/2018 07:09:05,41, 299.7480,  65.9200,1008.8500, 276.7300,   0.1770
  2014,07/07/2018 07:09:44,41, 299.8880,  66.7300,1008.8500, 276.3000,   0.1780
  2017,07/07/2018 07:10:23,41, 299.7910,  65.2200,1008.8500, 275.2500,   0.1770
  2020,07/07/2018 07:11:06,41, 299.8060,  66.1400,1008.9500, 277.1800,   0.1770
  2030,07/07/2018 07:13:23,41, 299.7910,  67.0300,1008.9500, 271.9800,   0.1630
  2033,07/07/2018 07:14:03,41, 299.7910,  66.9000,1008.9500, 274.8000,   0.1620
  2036,07/07/2018 07:14:42,41, 299.7360,  66.6700,1008.9500, 273.5400,   0.1610
  2039,07/07/2018 07:15:21,41, 299.6770,  66.6900,1008.9500, 267.8000,   0.1630
  2042,07/07/2018 07:16:00,41, 299.5950,  65.6000,1008.9500, 273.1200,   0.1760
  2052,07/07/2018 07:18:18,41, 299.6230,  65.5200,1008.9500, 277.4800,   0.1590
  2055,07/07/2018 07:18:57,41, 299.7630,  68.5100,1008.9500, 277.6500,   0.1780
  2058,07/07/2018 07:19:36,41, 299.7050,  67.1900,1008.9500, 276.6300,   0.1580
  2061,07/07/2018 07:20:16,41, 299.6350,  65.3300,1008.9500, 277.1600,   0.1770
  2064,07/07/2018 07:20:55,41, 299.6350,  64.6100,1008.8500, 278.0300,   0.1770
  2074,07/07/2018 07:23:12,41, 299.5680,  65.4900,1008.9500, 271.2900,   0.1680
  2077,07/07/2018 07:23:52,41, 299.5100,  65.9400,1008.8500, 269.6000,   0.1770
  2080,07/07/2018 07:24:31,41, 299.4390,  66.2500,1008.8500, 262.7600,   0.1740
  2083,07/07/2018 07:25:11,41, 299.4270,  67.7700,1008.9500, 259.5400,   0.1740
  2086,07/07/2018 07:25:50,41, 299.3570,  67.4400,1008.9500, 259.2700,   0.1660
  2096,07/07/2018 07:28:08,41, 299.2170,  67.6800,1008.9500, 264.4400,   0.1670
  2099,07/07/2018 07:28:47,41, 299.1620,  67.5600,1008.9500, 262.6900,   0.1600
  2102,07/07/2018 07:29:26,41, 299.0760,  67.2000,1009.0500, 264.5600,   0.1740
  2105,07/07/2018 07:30:05,41, 299.0600,  67.0200,1009.0500, 265.1000,   0.1700
  2108,07/07/2018 07:30:49,41, 298.9900,  66.3600,1009.0500, 261.8900,   0.1630
  2118,07/07/2018 07:33:06,41, 299.1030,  68.8100,1008.9500, 256.4700,   0.1590
  2121,07/07/2018 07:33:46,41, 299.1890,  70.1700,1008.9500, 256.4500,   0.1620
  2124,07/07/2018 07:34:26,41, 299.1030,  70.3500,1008.8500, 255.1400,   0.4110
  2127,07/07/2018 07:35:05,41, 299.0330,  69.4800,1009.0500, 256.4200,   0.3710
  2130,07/07/2018 07:35:44,41, 299.0600,  69.4200,1009.0500, 256.0600,   0.1730
  2140,07/07/2018 07:38:02,41, 299.3570,  67.0100,1008.8500, 260.3900,   0.1780
  2143,07/07/2018 07:38:41,41, 299.3690,  65.7400,1008.9500, 260.3200,   0.1590
  2146,07/07/2018 07:39:20,41, 299.4670,  65.5000,1008.9500, 259.4400,   0.1570
  2149,07/07/2018 07:39:59,41, 299.5680,  65.6200,1008.9500, 260.7100,   0.1760
  2152,07/07/2018 07:40:39,41, 299.6930,  67.4500,1008.9500, 261.8500,   0.1600
  2162,07/07/2018 07:42:57,41, 299.7630,  66.2700,1008.9500, 262.2400,   0.1730
  2165,07/07/2018 07:43:36,41, 299.9160,  66.5200,1008.8500, 264.2000,   0.1690
  2168,07/07/2018 07:44:15,41, 300.0990,  65.3600,1008.9500, 264.0000,   0.1780
  2171,07/07/2018 07:44:54,41, 300.0990,  64.2900,1008.8500, 264.4100,   0.1780
  2174,07/07/2018 07:45:33,41, 300.3100,  64.4300,1008.8500, 264.7800,   0.1620
  2184,07/07/2018 07:47:51,41, 300.4350,  63.2400,1008.8500, 264.1300,   0.1770
  2187,07/07/2018 07:48:30,41, 300.4900,  63.1700,1008.8500, 263.7400,   0.1770
  2190,07/07/2018 07:49:09,41, 300.5210,  63.9900,1008.8500, 263.1000,   0.1670
  2193,07/07/2018 07:49:48,41, 300.4200,  64.4500,1008.8500, 263.1400,   0.1720
  2196,07/07/2018 07:50:27,41, 300.4200,  65.3700,1008.8500, 263.0900,   0.1630
  2206,07/07/2018 07:52:45,41, 300.5060,  66.1300,1008.8500, 263.5100,   0.1740
  2209,07/07/2018 07:53:24,41, 300.3220,  62.5900,1008.8500, 263.4400,   0.1670
  2212,07/07/2018 07:54:03,41, 300.2670,  61.5100,1008.8500, 262.6600,   0.1770
  2215,07/07/2018 07:54:42,41, 300.3220,  63.6200,1008.8500, 262.2500,   0.1770
  2218,07/07/2018 07:55:21,41, 300.2950,  64.6600,1008.8500, 259.6900,   0.1770
  2228,07/07/2018 07:57:39,41, 300.0410,  64.6800,1008.8500, 257.1700,   0.1580
  2231,07/07/2018 07:58:18,41, 299.9860,  64.8200,1008.8500, 255.0300,   0.1650
  2234,07/07/2018 07:58:57,41, 299.8880,  64.6600,1008.9500, 252.3300,   0.1740
  2237,07/07/2018 07:59:36,41, 299.9160,  65.9500,1008.8500, 250.3100,   0.1780
  2240,07/07/2018 08:00:15,41, 299.7910,  65.0900,1008.9500, 249.8100,   0.1720
  2250,07/07/2018 08:02:32,41, 299.6500,  67.8600,1008.9500, 249.4200,   0.1600
  2253,07/07/2018 08:03:11,41, 299.6070,  67.6800,1008.9500, 249.2200,   0.1670
  2256,07/07/2018 08:03:50,41, 299.5250,  65.5400,1008.8500, 249.3700,   0.1610
  2259,07/07/2018 08:04:29,41, 299.5680,  66.5000,1008.9500, 249.0400,   0.1610
  2262,07/07/2018 08:05:09,41, 299.5680,  66.2700,1008.9500, 249.6000,   0.1770
  2272,07/07/2018 08:07:27,41, 299.7910,  67.3900,1008.9500, 249.2900,   0.1600
  2275,07/07/2018 08:08:06,41, 299.9160,  66.6900,1008.9500, 248.3000,   0.1770
  2278,07/07/2018 08:08:45,41, 299.9160,  68.0200,1009.0500, 248.9100,   0.1770
  2281,07/07/2018 08:09:24,41, 299.7910,  66.5300,1008.9500, 247.9700,   0.1750
  2284,07/07/2018 08:10:04,41, 299.6770,  65.0600,1008.9500, 248.9500,   0.1750
  2294,07/07/2018 08:12:22,41, 299.7630,  66.2200,1008.9500, 249.7900,   0.1630
  2297,07/07/2018 08:13:01,41, 299.6930,  67.3500,1008.9500, 249.4700,   0.1650
  2300,07/07/2018 08:13:40,41, 299.6350,  67.7400,1009.0500, 250.7600,   0.1770
  2303,07/07/2018 08:14:19,41, 299.5370,  66.1100,1009.0500, 248.8200,   0.1580
  2306,07/07/2018 08:14:59,41, 299.4550,  65.2800,1008.9500, 248.9400,   0.1740
  2316,07/07/2018 08:17:16,41, 299.3850,  65.5300,1008.9500, 249.9800,   0.1770
  2319,07/07/2018 08:17:56,41, 299.3570,  65.5600,1009.0500, 252.2700,   0.1630
  2322,07/07/2018 08:18:35,41, 299.3690,  65.5000,1009.0500, 253.9100,   0.1600
  2325,07/07/2018 08:19:14,41, 299.5800,  67.7600,1008.9500, 255.2100,   0.1780
  2328,07/07/2018 08:19:53,41, 299.6770,  66.6900,1009.0500, 257.5700,   0.1770
  2338,07/07/2018 08:22:10,41, 300.2520,  64.7000,1009.0500, 263.2900,   0.1770
  2341,07/07/2018 08:22:49,41, 300.2950,  64.5700,1009.0500, 259.4700,   0.1770
  2344,07/07/2018 08:23:28,41, 300.4080,  65.6500,1009.0500, 261.8800,   0.1660
  2347,07/07/2018 08:24:07,41, 300.3220,  63.5800,1009.1500, 264.5700,   0.1620
  2350,07/07/2018 08:24:46,41, 300.4780,  65.2500,1009.0500, 265.5800,   0.1780
  2360,07/07/2018 08:27:03,41, 300.3530,  64.2400,1009.1500, 252.9300,   0.1780
  2363,07/07/2018 08:27:43,41, 300.2400,  64.5200,1009.1500, 250.7600,   0.1740
  2366,07/07/2018 08:28:24,41, 300.2400,  65.1100,1009.0500, 253.8200,   0.1730
  2369,07/07/2018 08:29:03,41, 300.2130,  65.4400,1009.0500, 263.3600,   0.1770
  2372,07/07/2018 08:29:42,41, 300.1540,  66.2300,1009.0500, 271.9000,   0.1600
  2382,07/07/2018 08:32:00,41, 299.9590,  66.7300,1009.0500, 273.8200,   0.1780
  2385,07/07/2018 08:32:39,41, 300.1110,  69.3800,1009.0500, 262.7300,   0.1590
  2388,07/07/2018 08:33:18,41, 300.0840,  68.1900,1009.0500, 254.2000,   0.1630
  2391,07/07/2018 08:33:58,41, 299.9860,  67.6000,1009.1500, 264.9000,   0.1750
  2394,07/07/2018 08:34:36,41, 299.9590,  67.5500,1009.0500, 256.6900,   0.1770
  2404,07/07/2018 08:36:56,41, 299.5950,  67.1400,1009.1500, 252.6400,   0.1750
  2407,07/07/2018 08:37:35,41, 299.4670,  67.0100,1009.1500, 253.5400,   0.1770
  2410,07/07/2018 08:38:14,41, 299.3570,  68.1700,1009.1500, 252.3300,   0.1780
  2413,07/07/2018 08:38:53,41, 299.3850,  68.5100,1009.0500, 257.1000,   0.1780
  2416,07/07/2018 08:39:33,41, 299.3850,  68.9700,1009.1500, 261.3300,   0.1770
  2426,07/07/2018 08:41:51,41, 299.2320,  70.1700,1009.1500, 258.2900,   0.1740
  2429,07/07/2018 08:42:30,41, 299.1620,  70.4300,1009.1500, 253.8000,   0.3790
  2432,07/07/2018 08:43:09,41, 299.0920,  71.1100,1009.1500, 255.5400,   0.3960
  2435,07/07/2018 08:43:48,41, 298.9510,  70.2200,1009.1500, 271.2400,   0.3790
  2438,07/07/2018 08:44:27,41, 298.9510,  70.9200,1009.1500, 281.3000,   0.3770
  2448,07/07/2018 08:46:45,41, 299.0600,  71.7700,1009.1500, 277.3400,   0.3780
  2451,07/07/2018 08:47:24,41, 299.0600,  71.7700,1009.1500, 285.2400,   0.3780
  2454,07/07/2018 08:48:03,41, 299.0330,  69.0900,1009.1500, 289.4700,   0.4000
  2457,07/07/2018 08:48:42,41, 299.2010,  68.6000,1009.1500, 289.1300,   0.1680
  2460,07/07/2018 08:49:21,41, 299.4270,  68.3100,1009.1500, 289.6300,   0.1740
  2470,07/07/2018 08:51:39,41, 299.4120,  68.4800,1009.2500, 288.3500,   0.1700
  2473,07/07/2018 08:52:18,41, 299.3850,  68.8800,1009.1500, 288.7400,   0.1600
  2476,07/07/2018 08:52:58,41, 299.4270,  69.3600,1009.2500, 288.9900,   0.1780
  2479,07/07/2018 08:53:36,41, 299.4390,  67.8500,1009.2500, 288.8400,   0.1720
  2482,07/07/2018 08:54:16,41, 299.3960,  66.9200,1009.2500, 288.5500,   0.1750
  2492,07/07/2018 08:56:33,41, 299.5370,  69.0400,1009.2500, 284.8400,   0.1620
  2495,07/07/2018 08:57:12,41, 299.4820,  68.0200,1009.0500, 286.0800,   0.1690
  2498,07/07/2018 08:57:51,41, 299.5100,  67.4900,1009.1500, 285.0500,   0.1760
  2501,07/07/2018 08:58:30,41, 299.5680,  67.5100,1009.0500, 285.7000,   0.1690
  2504,07/07/2018 08:59:09,41, 299.6230,  68.9700,1009.0500, 282.4300,   0.1660
  2514,07/07/2018 09:01:27,41, 299.6070,  69.8000,1009.1500, 283.9600,   0.1610
  2517,07/07/2018 09:02:36,41, 299.4390,  68.6500,1009.1500, 272.5100,   0.1770
  2520,07/07/2018 09:03:44,41, 299.2600,  68.7600,1009.1500, 266.4500,   0.1710
  2523,07/07/2018 09:04:28,41, 299.1620,  69.6100,1009.0500, 276.3400,   0.1740
  2526,07/07/2018 09:05:09,41, 299.0920,  70.7200,1009.0500, 276.9400,   0.1630
  2536,07/07/2018 09:07:28,41, 298.5020,  71.8400,1009.2500, 269.0800,   0.3700
  2539,07/07/2018 09:08:07,41, 298.5560,  73.8600,1009.1500, 266.0200,   0.3580
  2542,07/07/2018 09:08:46,41, 298.5840,  74.3000,1009.1500, 256.0100,   0.3760
  2545,07/07/2018 09:09:25,41, 298.5560,  72.7500,1009.1500, 255.9400,   0.3840
  2548,07/07/2018 09:10:04,41, 298.5840,  71.3800,1009.1500, 259.5400,   0.3750
  2558,07/07/2018 09:12:25,41, 298.4740,  72.5100,1009.1500, 253.7200,   0.4060
  2561,07/07/2018 09:13:04,41, 298.4860,  73.6200,1009.0500, 255.7700,   0.3670
  2564,07/07/2018 09:13:43,41, 298.3450,  72.8700,1009.0500, 257.4200,   0.3750
  2567,07/07/2018 09:14:22,41, 298.3180,  73.3000,1009.0500, 255.9800,   0.3690
  2570,07/07/2018 09:15:01,41, 298.3180,  74.2600,1009.0500, 251.8000,   0.3810
  2580,07/07/2018 09:17:19,41, 298.1500,  74.1600,1009.0500, 249.4600,   0.3630
  2583,07/07/2018 09:17:58,41, 298.2360,  74.6500,1009.0500, 249.2500,   0.3850
  2586,07/07/2018 09:18:37,41, 298.3060,  75.0600,1008.9500, 249.5200,   0.3580
  2589,07/07/2018 09:19:17,41, 298.2050,  74.0300,1009.0500, 249.5300,   0.3820
  2592,07/07/2018 09:19:57,41, 298.2360,  74.6600,1009.0500, 249.7000,   0.3940
  2602,07/07/2018 09:22:14,41, 298.3060,  73.7100,1009.0500, 249.2900,   0.3790
  2605,07/07/2018 09:22:53,41, 298.3060,  72.5600,1009.0500, 249.8900,   0.3760
  2608,07/07/2018 09:23:33,41, 298.2910,  71.8400,1009.1500, 250.3100,   0.3690
  2611,07/07/2018 09:24:13,41, 298.3060,  72.7500,1009.0500, 257.0900,   0.3780
  2614,07/07/2018 09:24:52,41, 298.2630,  72.0400,1009.0500, 264.3200,   0.3670
  2624,07/07/2018 09:27:10,41, 298.2910,  73.3200,1009.0500, 264.6600,   0.3880
  2627,07/07/2018 09:27:49,41, 298.2630,  72.7700,1009.0500, 259.1200,   0.3890
  2630,07/07/2018 09:28:28,41, 298.2360,  72.4500,1009.0500, 260.8500,   0.3830
  2633,07/07/2018 09:29:07,41, 298.2480,  72.8400,1008.9500, 264.8800,   0.3870
  2636,07/07/2018 09:29:46,41, 298.2630,  72.1800,1009.1500, 266.1600,   0.3740
  2646,07/07/2018 09:32:05,41, 298.2910,  73.5400,1009.0500, 267.0100,   0.3870
  2649,07/07/2018 09:32:44,41, 298.3060,  73.6700,1009.0500, 269.2900,   0.3780
  2652,07/07/2018 09:33:24,41, 298.2360,  72.3300,1009.1500, 269.2900,   0.3770
  2655,07/07/2018 09:34:03,41, 298.2200,  72.7600,1009.1500, 272.3800,   0.3980
  2658,07/07/2018 09:34:43,41, 298.2360,  73.2600,1009.1500, 274.8200,   0.3890
  2668,07/07/2018 09:37:01,41, 298.2750,  74.2200,1009.1500, 270.7600,   0.3900
  2671,07/07/2018 09:37:40,41, 298.2360,  73.8200,1009.1500, 270.3200,   0.3730
  2674,07/07/2018 09:38:19,41, 298.2360,  73.7900,1009.1500, 271.0400,   0.3760
  2677,07/07/2018 09:38:58,41, 298.1500,  72.7400,1009.0500, 271.3600,   0.3830
  2680,07/07/2018 09:39:37,41, 298.1770,  73.4900,1009.0500, 271.7000,   0.3750
  2690,07/07/2018 09:41:56,41, 297.9820,  73.5400,1009.0500, 278.9700,   0.3700
  2693,07/07/2018 09:42:35,41, 298.0410,  74.3400,1009.1500, 281.7500,   0.3760
  2696,07/07/2018 09:43:15,41, 297.9700,  73.3300,1009.0500, 282.3000,   0.3970
  2699,07/07/2018 09:43:54,41, 297.9550,  73.8800,1009.1500, 282.4100,   0.4070
  2702,07/07/2018 09:44:33,41, 297.9550,  75.5000,1009.1500, 284.5100,   0.3860
  2712,07/07/2018 09:46:50,41, 297.8140,  76.1200,1009.1500, 282.0800,   0.3970
  2715,07/07/2018 09:47:29,41, 297.8570,  76.5700,1009.1500, 282.1400,   0.3670
  2718,07/07/2018 09:48:08,41, 297.8300,  76.5700,1009.1500, 283.9500,   0.3540
  2721,07/07/2018 09:48:47,41, 297.7870,  76.6600,1009.2500, 283.9900,   0.3990
  2724,07/07/2018 09:49:26,41, 297.7170,  76.1900,1009.1500, 284.1300,   0.3960
  2734,07/07/2018 09:51:44,41, 297.5760,  75.9900,1009.1500, 283.7400,   0.3580
  2737,07/07/2018 09:52:24,41, 297.5490,  76.6500,1009.2500, 285.9700,   0.3790
  2740,07/07/2018 09:53:03,41, 297.5060,  76.4600,1009.1500, 285.5100,   0.3630
  2743,07/07/2018 09:53:42,41, 297.4510,  76.2400,1009.1500, 284.9200,   0.4010
  2746,07/07/2018 09:54:21,41, 297.5210,  77.1200,1009.3500, 284.7000,   0.3850
  2756,07/07/2018 09:56:39,41, 297.4510,  77.2800,1009.3500, 286.8600,   0.4010
  2759,07/07/2018 09:57:19,41, 297.4780,  78.8500,1009.3500, 286.8300,   0.3740
  2762,07/07/2018 09:57:59,41, 297.4240,  78.8100,1009.3500, 286.0600,   0.3790
  2765,07/07/2018 09:58:38,41, 297.4080,  77.8200,1009.3500, 281.9400,   0.3850
  2768,07/07/2018 09:59:17,41, 297.3810,  78.3900,1009.3500, 284.7400,   0.3640
  2778,07/07/2018 10:01:35,41, 297.2670,  77.6100,1009.3500, 285.5800,   0.3860
  2781,07/07/2018 10:02:15,41, 297.2400,  77.9200,1009.3500, 285.4100,   0.3770
  2784,07/07/2018 10:02:54,41, 297.2560,  78.9500,1009.3500, 285.0000,   0.4050
  2787,07/07/2018 10:03:34,41, 297.2560,  79.6000,1009.3500, 285.7200,   0.3790
  2790,07/07/2018 10:04:13,41, 297.1540,  78.5900,1009.3500, 285.3600,   0.3960
  2800,07/07/2018 10:06:31,41, 297.1540,  78.9500,1009.4500, 283.7800,   0.3800
