Record,DateTime,40,TambK,Rh,Presmb,TirK,Rain
     2,07/09/18 00:05:15,41, 294.3960,  97.9200,1015.0500, 291.1300,0
     4,07/09/18 00:05:54,41, 294.3960,  97.9200,1014.9500, 291.2900,0
     6,07/09/18 00:06:33,41, 294.4940,  97.9200,1015.0500, 291.4000,0
     8,07/09/18 00:07:12,41, 294.4940,  97.9200,1014.9500, 291.3000,0
    10,07/09/18 00:07:51,41, 294.4350,  97.9200,1014.9500, 291.5000,0
    12,07/09/18 00:10:08,41, 294.4510,  97.9200,1014.9500, 291.3700,0
    14,07/09/18 00:10:48,41, 294.4240,  97.9200,1015.0500, 291.5700,0
    16,07/09/18 00:11:28,41, 294.3960,  97.9200,1014.9500, 291.4300,0
    18,07/09/18 00:12:07,41, 294.4780,  97.9200,1015.0500, 291.4300,0
    20,07/09/18 00:12:46,41, 294.4780,  97.9200,1014.9500, 291.4500,0
    22,07/09/18 00:15:04,41, 294.4670,  97.9200,1015.1500, 291.6200,0
    24,07/09/18 00:15:43,41, 294.4940,  97.9200,1015.0500, 291.3100,0
    26,07/09/18 00:16:22,41, 294.4510,  97.9200,1015.1500, 291.4100,0
    28,07/09/18 00:17:02,41, 294.4780,  97.9200,1015.1500, 291.3000,0
    30,07/09/18 00:17:41,41, 294.4940,  97.9200,1015.1500, 291.3900,0
    32,07/09/18 00:20:00,41, 294.6030,  97.9200,1015.1500, 291.3000,0
    34,07/09/18 00:20:39,41, 294.5760,  97.9200,1015.1500, 291.3800,0
    36,07/09/18 00:21:21,41, 294.4940,  97.9200,1015.1500, 291.7000,0
    38,07/09/18 00:22:00,41, 294.5210,  97.9200,1015.1500, 291.2700,0
    40,07/09/18 00:22:39,41, 294.4940,  97.9200,1015.1500, 290.9500,0
    42,07/09/18 00:24:56,41, 294.5920,  97.9200,1015.1500, 291.5800,0
    44,07/09/18 00:25:35,41, 294.5330,  97.9200,1015.1500, 290.9600,0
    46,07/09/18 00:26:15,41, 294.4940,  97.9200,1015.1500, 291.2000,0
    48,07/09/18 00:26:54,41, 294.5210,  97.9200,1015.1500, 291.5100,0
    50,07/09/18 00:27:33,41, 294.5210,  97.9200,1015.1500, 291.3200,0
    52,07/09/18 00:29:50,41, 294.4940,  97.9200,1015.0500, 291.1200,0
    54,07/09/18 00:30:29,41, 294.5210,  97.9200,1015.0500, 291.1200,0
    56,07/09/18 00:31:09,41, 294.4940,  97.9200,1015.0500, 291.5700,0
    58,07/09/18 00:31:48,41, 294.5210,  97.9200,1015.0500, 291.6400,0
    60,07/09/18 00:32:27,41, 294.4940,  97.9200,1015.0500, 291.3600,0
    62,07/09/18 00:34:44,41, 294.4940,  97.9200,1015.0500, 291.8500,0
    64,07/09/18 00:35:23,41, 294.5210,  97.9200,1015.0500, 291.4100,0
    66,07/09/18 00:36:02,41, 294.5490,  97.9200,1015.1500, 291.3100,0
    68,07/09/18 00:36:41,41, 294.5210,  97.9200,1015.1500, 291.5100,0
    70,07/09/18 00:37:20,41, 294.4940,  97.9200,1015.1500, 291.5900,0
    72,07/09/18 00:39:38,41, 294.5210,  97.9200,1015.1500, 291.4300,0
    74,07/09/18 00:40:20,41, 294.5490,  97.9200,1015.1500, 291.1300,0
    76,07/09/18 00:41:00,41, 294.6190,  97.9200,1015.2500, 291.5400,0
    78,07/09/18 00:41:39,41, 294.6350,  97.9200,1015.2500, 291.4400,0
    80,07/09/18 00:42:18,41, 294.6740,  97.9200,1015.2500, 291.2300,0
    82,07/09/18 00:44:35,41, 294.7320,  97.9200,1015.2500, 291.4500,0
    84,07/09/18 00:45:17,41, 294.7320,  97.9200,1015.2500, 291.8400,0
    86,07/09/18 00:45:57,41, 294.6620,  97.9200,1015.2500, 291.1300,0
    88,07/09/18 00:46:37,41, 294.6190,  97.9200,1015.3500, 291.5200,0
    90,07/09/18 00:47:16,41, 294.5920,  97.9200,1015.3500, 291.7200,0
    92,07/09/18 00:49:33,41, 294.6190,  97.9200,1015.2500, 290.9900,0
    94,07/09/18 00:50:13,41, 294.5920,  97.9200,1015.3500, 291.4700,0
    96,07/09/18 00:50:52,41, 294.5920,  97.9200,1015.1500, 291.5600,0
    98,07/09/18 00:51:31,41, 294.5640,  97.9200,1015.2500, 291.3900,0
   100,07/09/18 00:52:10,41, 294.5330,  97.9200,1015.1500, 291.6000,0
   102,07/09/18 00:54:28,41, 294.6460,  97.9200,1015.2500, 291.0500,0
   104,07/09/18 00:55:07,41, 294.6460,  97.9200,1015.3500, 291.1700,0
   106,07/09/18 00:55:46,41, 294.6190,  97.9200,1015.2500, 291.3600,0
   108,07/09/18 00:56:26,41, 294.6190,  97.9200,1015.3500, 291.0400,0
   110,07/09/18 00:57:05,41, 294.5920,  97.9200,1015.3500, 291.3500,0
   112,07/09/18 00:59:23,41, 294.5210,  97.9200,1015.3500, 291.3800,0
   114,07/09/18 01:00:02,41, 294.5330,  97.9200,1015.4500, 291.6600,0
   116,07/09/18 01:00:41,41, 294.5920,  97.9200,1015.4500, 290.9900,0
   118,07/09/18 01:01:21,41, 294.5640,  97.9200,1015.3500, 291.5000,0
   120,07/09/18 01:02:00,41, 294.5920,  97.9200,1015.3500, 291.3900,0
   122,07/09/18 01:04:18,41, 294.6740,  97.9200,1015.4500, 291.7700,0
   124,07/09/18 01:04:57,41, 294.6890,  97.9200,1015.3500, 291.4800,0
   126,07/09/18 01:05:36,41, 294.6740,  97.9200,1015.4500, 291.1600,0
   128,07/09/18 01:06:16,41, 294.6740,  97.9200,1015.5500, 291.3200,0
   130,07/09/18 01:06:55,41, 294.6190,  97.9200,1015.4500, 291.3800,0
   132,07/09/18 01:09:13,41, 294.5920,  97.9200,1015.4500, 291.6200,0
   134,07/09/18 01:09:52,41, 294.6190,  97.9200,1015.5500, 291.1900,0
   136,07/09/18 01:10:32,41, 294.5920,  97.9200,1015.4500, 291.1600,0
   138,07/09/18 01:11:11,41, 294.5920,  97.9200,1015.5500, 291.3000,0
   140,07/09/18 01:11:51,41, 294.6190,  97.9200,1015.4500, 291.4800,0
   142,07/09/18 01:14:08,41, 294.6190,  97.9200,1015.5500, 291.6100,0
   144,07/09/18 01:14:48,41, 294.6190,  97.9200,1015.4500, 291.8300,0
   146,07/09/18 01:15:27,41, 294.5920,  97.9200,1015.5500, 291.7100,0
   148,07/09/18 01:16:07,41, 294.5760,  97.9200,1015.5500, 291.4000,0
   150,07/09/18 01:16:47,41, 294.5760,  97.9200,1015.5500, 291.7800,0
   152,07/09/18 01:19:04,41, 294.6890,  97.9200,1015.5500, 291.2500,0
   154,07/09/18 01:19:44,41, 294.6890,  97.9200,1015.5500, 291.3300,0
   156,07/09/18 01:20:23,41, 294.6740,  97.9200,1015.5500, 291.5200,0
   158,07/09/18 01:21:03,41, 294.6620,  97.9200,1015.5500, 291.0900,0
   160,07/09/18 01:21:43,41, 294.7320,  97.9200,1015.7500, 291.4600,0
   162,07/09/18 01:24:00,41, 294.6740,  97.9200,1015.6500, 291.3700,0
   164,07/09/18 01:24:39,41, 294.6620,  97.9200,1015.6500, 291.4900,0
   166,07/09/18 01:25:19,41, 294.6350,  97.9200,1015.6500, 291.4500,0
   168,07/09/18 01:25:58,41, 294.6350,  97.9200,1015.6500, 291.4800,0
   170,07/09/18 01:26:37,41, 294.6460,  97.9200,1015.6500, 291.4600,0
   172,07/09/18 01:28:55,41, 294.5920,  97.9200,1015.6500, 291.5700,0
   174,07/09/18 01:29:34,41, 294.6190,  97.9200,1015.6500, 291.5500,0
   176,07/09/18 01:30:13,41, 294.6460,  97.9200,1015.7500, 291.4900,0
   178,07/09/18 01:30:52,41, 294.6190,  97.9200,1015.6500, 291.2700,0
   180,07/09/18 01:31:31,41, 294.5920,  97.9200,1015.5500, 291.5900,0
   182,07/09/18 01:33:48,41, 294.5490,  97.9200,1015.6500, 291.6200,0
   184,07/09/18 01:34:27,41, 294.5490,  97.9200,1015.5500, 291.5600,0
   186,07/09/18 01:35:06,41, 294.5210,  97.9200,1015.6500, 291.3700,0
   188,07/09/18 01:35:46,41, 294.4780,  97.9200,1015.6500, 291.6200,0
   190,07/09/18 01:36:25,41, 294.4240,  97.9200,1015.6500, 291.3700,0
   192,07/09/18 01:38:42,41, 294.3100,  97.9200,1015.5500, 291.7600,0
   194,07/09/18 01:39:21,41, 294.2830,  97.9200,1015.5500, 291.5700,0
   196,07/09/18 01:40:00,41, 294.2670,  97.9200,1015.5500, 291.9400,0
   198,07/09/18 01:40:42,41, 294.2400,  97.9200,1015.5500, 291.5700,0
   200,07/09/18 01:41:21,41, 294.2130,  97.9200,1015.6500, 292.6900,0
   202,07/09/18 01:43:39,41, 294.1580,  97.9200,1015.4500, 292.0300,0
   204,07/09/18 01:44:18,41, 294.1150,  97.9200,1015.5500, 291.8600,0
   206,07/09/18 01:44:57,41, 294.1700,  97.9200,1015.4500, 291.8100,0
   208,07/09/18 01:45:36,41, 294.1420,  97.9200,1015.5500, 292.2400,0
   210,07/09/18 01:46:15,41, 294.1150,  97.9200,1015.4500, 292.1800,0
   212,07/09/18 01:48:33,41, 294.1420,  97.9200,1015.4500, 291.9500,1
   214,07/09/18 01:49:12,41, 294.1850,  97.9200,1015.4500, 291.7600,1
   216,07/09/18 01:49:51,41, 294.1700,  97.9200,1015.4500, 292.5200,1
   218,07/09/18 01:50:31,41, 294.1850,  97.9200,1015.3500, 292.7900,1
   220,07/09/18 01:51:10,41, 294.1700,  97.9200,1015.4500, 292.8900,1
   222,07/09/18 01:52:10,41, 294.2400,  97.9200,1015.4500, 293.7800,1
   224,07/09/18 01:52:50,41, 294.2130,  97.9200,1015.4500, 293.3200,1
   226,07/09/18 01:53:29,41, 294.2280,  97.9200,1015.4500, 293.9200,1
   228,07/09/18 01:54:08,41, 294.1970,  97.9200,1015.4500, 293.6300,1
   230,07/09/18 01:54:47,41, 294.2280,  97.9200,1015.4500, 293.3200,1
   232,07/09/18 01:55:47,41, 294.1850,  97.9200,1015.4500, 293.9400,1
   234,07/09/18 01:56:26,41, 294.1420,  97.9200,1015.4500, 293.8200,1
   236,07/09/18 01:57:06,41, 294.2280,  97.9200,1015.3500, 294.0700,1
   238,07/09/18 01:57:45,41, 294.2560,  97.9200,1015.4500, 294.1700,1
   240,07/09/18 01:58:24,41, 294.2280,  97.9200,1015.5500, 294.1000,1
   242,07/09/18 01:59:23,41, 294.2400,  97.9200,1015.4500, 293.5900,1
   244,07/09/18 02:00:02,41, 294.2280,  97.9200,1015.4500, 293.6200,1
   246,07/09/18 02:00:42,41, 294.1970,  97.9200,1015.4500, 293.4100,1
   248,07/09/18 02:01:21,41, 294.1850,  97.9200,1015.4500, 292.7900,1
   250,07/09/18 02:02:00,41, 294.2280,  97.9200,1015.4500, 292.7900,1
   252,07/09/18 02:03:00,41, 294.2400,  97.9200,1015.4500, 292.3500,1
   254,07/09/18 02:03:39,41, 294.2670,  97.9200,1015.3500, 291.8900,1
   256,07/09/18 02:04:18,41, 294.3100,  97.9200,1015.3500, 291.4800,1
   258,07/09/18 02:04:57,41, 294.3960,  97.9200,1015.4500, 291.8300,1
   260,07/09/18 02:05:37,41, 294.3260,  97.9200,1015.3500, 291.8400,1
   262,07/09/18 02:06:36,41, 294.3260,  97.9200,1015.4500, 292.0600,1
   264,07/09/18 02:07:15,41, 294.3380,  97.9200,1015.4500, 291.7800,1
   266,07/09/18 02:07:55,41, 294.3960,  97.9200,1015.3500, 291.6800,1
   268,07/09/18 02:08:34,41, 294.3380,  97.9200,1015.4500, 291.6500,1
   270,07/09/18 02:09:13,41, 294.3960,  97.9200,1015.3500, 291.4800,1
   272,07/09/18 02:10:12,41, 294.4240,  97.9200,1015.3500, 291.7200,1
   274,07/09/18 02:10:52,41, 294.4510,  97.9200,1015.3500, 291.6600,1
   276,07/09/18 02:11:32,41, 294.4940,  97.9200,1015.3500, 291.6500,1
   278,07/09/18 02:12:10,41, 294.4510,  97.9200,1015.3500, 291.7100,1
   280,07/09/18 02:12:49,41, 294.4670,  97.9200,1015.2500, 291.8500,1
   282,07/09/18 02:13:49,41, 294.5490,  97.9200,1015.2500, 291.8200,1
