Record,DateTime,40,TambK,Rh,Presmb,TirK,Rain
     2,07/13/18 00:05:15,41, 304.2200,  70.8100,1013.6500, 258.6400,0
     4,07/13/18 00:05:54,41, 304.3880,  69.5200,1013.7500, 258.6100,0
     6,07/13/18 00:06:33,41, 304.5840,  68.1500,1013.6500, 257.6200,0
     8,07/13/18 00:07:12,41, 304.8650,  67.8200,1013.6500, 258.0000,0
    10,07/13/18 00:07:51,41, 305.1150,  66.3200,1013.7500, 260.3000,0
    12,07/13/18 00:10:09,41, 305.2010,  65.5200,1013.6500, 258.8600,0
    14,07/13/18 00:10:49,41, 305.1030,  66.1500,1013.6500, 259.3300,0
    16,07/13/18 00:11:28,41, 305.3690,  68.0500,1013.7500, 259.6400,0
    18,07/13/18 00:12:08,41, 305.5920,  67.4200,1013.7500, 260.0100,0
    20,07/13/18 00:12:47,41, 305.5210,  63.9100,1013.6500, 258.4000,0
    22,07/13/18 00:15:05,41, 305.2010,  64.4700,1013.7500, 261.6000,0
    24,07/13/18 00:15:46,41, 305.4390,  66.1500,1013.6500, 265.4300,0
    26,07/13/18 00:16:25,41, 305.6890,  65.6800,1013.6500, 270.9400,0
    28,07/13/18 00:17:04,41, 305.9000,  64.8600,1013.6500, 284.2500,0
    30,07/13/18 00:17:43,41, 305.9430,  64.4000,1013.6500, 259.2800,0
    32,07/13/18 00:20:01,41, 306.0840,  64.2300,1013.6500, 281.5700,0
    34,07/13/18 00:20:40,41, 306.1660,  64.0400,1013.6500, 278.7000,0
    36,07/13/18 00:21:19,41, 306.2360,  63.3200,1013.6500, 267.0500,0
    38,07/13/18 00:21:58,41, 306.3770,  63.6100,1013.5500, 269.4500,0
    40,07/13/18 00:22:38,41, 306.3650,  63.5300,1013.7500, 276.3600,0
    42,07/13/18 00:24:56,41, 306.1540,  61.7800,1013.5500, 262.5500,0
    44,07/13/18 00:25:35,41, 306.2360,  63.5200,1013.6500, 258.4700,0
    46,07/13/18 00:26:14,41, 306.1270,  64.9300,1013.6500, 259.2900,0
    48,07/13/18 00:26:54,41, 305.9430,  64.1200,1013.6500, 268.2500,0
    50,07/13/18 00:27:33,41, 305.7480,  64.2800,1013.6500, 276.3400,0
    52,07/13/18 00:29:51,41, 305.9000,  63.8300,1013.6500, 282.5900,0
    54,07/13/18 00:30:31,41, 305.7200,  63.0900,1013.6500, 291.1600,0
    56,07/13/18 00:31:10,41, 305.5800,  64.2100,1013.7500, 293.3000,0
    58,07/13/18 00:31:49,41, 305.7200,  64.4400,1013.5500, 293.2000,0
    60,07/13/18 00:32:29,41, 305.7200,  64.7400,1013.5500, 293.9500,0
    62,07/13/18 00:34:47,41, 305.7750,  65.1800,1013.6500, 289.1800,0
    64,07/13/18 00:35:26,41, 305.6230,  65.1900,1013.5500, 292.9500,0
    66,07/13/18 00:36:05,41, 305.5100,  65.0600,1013.6500, 288.4300,0
    68,07/13/18 00:36:44,41, 305.7050,  64.6300,1013.6500, 259.0200,0
    70,07/13/18 00:37:24,41, 305.7480,  65.0000,1013.6500, 258.0900,0
    72,07/13/18 00:39:41,41, 305.2830,  65.7300,1013.5500, 261.2300,0
    74,07/13/18 00:40:21,41, 305.5210,  65.8600,1013.6500, 256.5900,0
    76,07/13/18 00:41:00,41, 305.6500,  64.5200,1013.5500, 258.1200,0
    78,07/13/18 00:41:39,41, 305.7480,  63.7300,1013.5500, 257.0000,0
    80,07/13/18 00:42:18,41, 305.8730,  62.3800,1013.4500, 256.5100,0
    82,07/13/18 00:44:36,41, 306.2090,  61.0100,1013.5500, 259.3200,0
    84,07/13/18 00:45:16,41, 306.2790,  61.5300,1013.6500, 269.0300,0
    86,07/13/18 00:45:55,41, 306.3060,  61.7800,1013.5500, 258.1700,0
    88,07/13/18 00:46:34,41, 306.2670,  60.9200,1013.5500, 257.4000,0
    90,07/13/18 00:47:13,41, 306.2790,  60.2500,1013.4500, 267.4100,0
    92,07/13/18 00:49:31,41, 306.4900,  61.9900,1013.4500, 257.4400,0
    94,07/13/18 00:50:10,41, 306.5450,  62.3700,1013.4500, 257.0900,0
    96,07/13/18 00:50:50,41, 306.5600,  60.9300,1013.4500, 256.9800,0
    98,07/13/18 00:51:30,41, 306.6150,  61.0500,1013.5500, 257.2200,0
   100,07/13/18 00:52:09,41, 306.6850,  60.8800,1013.4500, 257.5700,0
   102,07/13/18 00:54:27,41, 306.8960,  60.4900,1013.4500, 257.8300,0
   104,07/13/18 00:55:06,41, 307.0210,  60.9000,1013.4500, 257.0400,0
   106,07/13/18 00:55:46,41, 306.6850,  58.9600,1013.4500, 256.5100,0
   108,07/13/18 00:56:25,41, 306.8690,  60.3600,1013.4500, 257.0100,0
   110,07/13/18 00:57:04,41, 306.8100,  59.3000,1013.4500, 256.8900,0
   112,07/13/18 00:59:22,41, 306.8960,  59.7000,1013.4500, 256.9800,0
   114,07/13/18 01:00:01,41, 306.9240,  59.1400,1013.4500, 257.1800,0
   116,07/13/18 01:00:40,41, 307.0640,  59.2100,1013.4500, 258.4200,0
   118,07/13/18 01:01:19,41, 307.0210,  58.1400,1013.4500, 263.5800,0
   120,07/13/18 01:01:59,41, 307.0520,  58.1700,1013.4500, 257.9400,0
   122,07/13/18 01:04:17,41, 306.7130,  60.7900,1013.3500, 278.2700,0
   124,07/13/18 01:04:56,41, 306.6850,  61.9000,1013.4500, 278.2600,0
   126,07/13/18 01:05:35,41, 306.5880,  63.2900,1013.4500, 287.8200,0
   128,07/13/18 01:06:15,41, 306.3490,  64.9500,1013.4500, 288.7700,0
   130,07/13/18 01:06:54,41, 305.9860,  67.1300,1013.4500, 277.2800,0
   132,07/13/18 01:09:12,41, 304.9900,  69.3600,1013.4500, 259.4100,0
   134,07/13/18 01:09:51,41, 304.8380,  71.8500,1013.4500, 266.2600,0
   136,07/13/18 01:10:30,41, 304.5410,  72.3400,1013.3500, 285.4000,0
   138,07/13/18 01:11:09,41, 304.1770,  73.9300,1013.4500, 292.9700,0
   140,07/13/18 01:11:48,41, 304.1770,  76.4000,1013.4500, 295.0500,0
   142,07/13/18 01:14:07,41, 303.5760,  76.9800,1013.3500, 257.8700,0
   144,07/13/18 01:14:46,41, 303.3650,  78.1600,1013.4500, 264.7000,0
   146,07/13/18 01:15:25,41, 303.5330,  79.8400,1013.3500, 257.7900,0
   148,07/13/18 01:16:04,41, 303.7170,  79.9700,1013.4500, 257.9400,0
   150,07/13/18 01:16:43,41, 303.4780,  78.1500,1013.3500, 258.5700,0
   152,07/13/18 01:19:01,41, 303.9670,  75.8800,1013.4500, 257.0800,0
   154,07/13/18 01:19:40,41, 303.7710,  73.7100,1013.3500, 259.7200,0
   156,07/13/18 01:20:19,41, 303.9240,  73.9300,1013.3500, 282.5500,0
   158,07/13/18 01:20:59,41, 304.2600,  77.2500,1013.3500, 262.0100,0
   160,07/13/18 01:21:39,41, 304.1230,  73.5200,1013.4500, 271.7400,0
   162,07/13/18 01:23:57,41, 304.2750,  73.7400,1013.3500, 258.9700,0
   164,07/13/18 01:24:36,41, 304.3300,  71.3800,1013.4500, 258.8000,0
   166,07/13/18 01:25:15,41, 304.5560,  72.9900,1013.4500, 259.0700,0
   168,07/13/18 01:25:54,41, 304.7400,  74.3300,1013.4500, 258.8700,0
   170,07/13/18 01:26:33,41, 304.7240,  72.1600,1013.4500, 258.5300,0
   172,07/13/18 01:28:51,41, 304.4700,  73.3200,1013.3500, 258.6100,0
   174,07/13/18 01:29:30,41, 304.2910,  74.8300,1013.3500, 259.2000,0
   176,07/13/18 01:30:09,41, 304.1500,  75.5300,1013.4500, 259.4000,0
   178,07/13/18 01:30:49,41, 304.0640,  77.1900,1013.4500, 260.9400,0
   180,07/13/18 01:31:29,41, 304.0950,  78.6800,1013.3500, 261.7200,0
   182,07/13/18 01:33:46,41, 303.9120,  80.0100,1013.3500, 263.4000,0
   184,07/13/18 01:34:26,41, 303.9390,  79.5600,1013.4500, 278.4500,0
   186,07/13/18 01:35:05,41, 303.9120,  78.2500,1013.3500, 270.2200,0
   188,07/13/18 01:35:44,41, 303.7710,  77.0200,1013.3500, 282.9200,0
   190,07/13/18 01:36:24,41, 303.6580,  78.6700,1013.3500, 284.8300,0
   192,07/13/18 01:38:41,41, 303.2520,  79.7500,1013.3500, 294.4600,0
   194,07/13/18 01:39:20,41, 303.1270,  80.4500,1013.3500, 292.3400,0
   196,07/13/18 01:39:59,41, 303.0290,  80.7400,1013.4500, 263.9400,0
   198,07/13/18 01:40:39,41, 302.8880,  81.0900,1013.3500, 257.8700,0
   200,07/13/18 01:41:18,41, 302.8020,  81.8900,1013.4500, 257.8800,0
   202,07/13/18 01:43:36,41, 303.3380,  83.0100,1013.4500, 261.7800,0
   204,07/13/18 01:44:15,41, 303.4900,  79.3200,1013.3500, 259.0300,0
   206,07/13/18 01:44:55,41, 303.6150,  78.7700,1013.3500, 258.8400,0
   208,07/13/18 01:45:35,41, 303.7170,  80.1800,1013.2500, 258.0800,0
   210,07/13/18 01:46:14,41, 303.9120,  79.7700,1013.3500, 257.8900,0
   212,07/13/18 01:48:31,41, 304.0950,  76.0600,1013.2500, 257.4100,0
   214,07/13/18 01:49:10,41, 304.1770,  76.7700,1013.2500, 257.0700,0
   216,07/13/18 01:49:50,41, 304.1930,  75.5700,1013.2500, 257.2600,0
   218,07/13/18 01:50:30,41, 304.4000,  75.0800,1013.2500, 257.3200,0
   220,07/13/18 01:51:09,41, 304.3020,  74.5400,1013.2500, 257.1700,0
   222,07/13/18 01:53:27,41, 304.4310,  76.3400,1013.3500, 258.0700,0
   224,07/13/18 01:54:06,41, 304.4310,  74.7000,1013.2500, 257.3700,0
   226,07/13/18 01:54:45,41, 304.5840,  76.4800,1013.2500, 258.4100,0
   228,07/13/18 01:55:24,41, 304.5840,  75.3300,1013.2500, 260.1700,0
   230,07/13/18 01:56:03,41, 304.5290,  75.0800,1013.1500, 261.8700,0
   232,07/13/18 01:58:21,41, 304.2750,  76.3700,1013.2500, 258.2800,0
   234,07/13/18 01:59:00,41, 304.3730,  76.5900,1013.1500, 258.2700,0
   236,07/13/18 01:59:40,41, 304.4000,  76.3200,1013.1500, 258.4200,0
   238,07/13/18 02:00:20,41, 304.5290,  76.9500,1013.2500, 258.2600,0
   240,07/13/18 02:00:59,41, 304.7520,  78.1300,1013.1500, 258.6800,0
   242,07/13/18 02:03:17,41, 304.5020,  75.8600,1013.0500, 258.2000,0
   244,07/13/18 02:03:56,41, 304.5840,  76.6600,1013.1500, 258.4700,0
   246,07/13/18 02:04:35,41, 304.5680,  75.7700,1013.1500, 258.3100,0
   248,07/13/18 02:05:14,41, 304.5290,  76.7500,1013.1500, 258.6500,0
   250,07/13/18 02:05:53,41, 304.5290,  76.4000,1013.1500, 259.6300,0
   252,07/13/18 02:08:11,41, 304.3730,  76.7100,1013.1500, 259.4800,0
   254,07/13/18 02:08:50,41, 304.5560,  78.4300,1013.1500, 261.5900,0
   256,07/13/18 02:09:30,41, 304.7090,  78.1800,1013.2500, 272.9400,0
   258,07/13/18 02:10:08,41, 304.7240,  78.4500,1013.1500, 272.3100,0
   260,07/13/18 02:10:48,41, 304.5680,  77.4100,1013.1500, 285.1600,0
   262,07/13/18 02:13:06,41, 303.8690,  79.5800,1013.2500, 257.8300,0
   264,07/13/18 02:13:45,41, 304.0640,  80.3200,1013.1500, 257.3600,0
   266,07/13/18 02:14:24,41, 304.1620,  80.0800,1013.1500, 259.0300,0
   268,07/13/18 02:15:03,41, 304.2480,  78.6100,1013.1500, 261.0400,0
   270,07/13/18 02:15:42,41, 304.2480,  78.0000,1013.1500, 259.2000,0
   272,07/13/18 02:18:00,41, 304.1930,  77.2700,1013.1500, 258.6900,0
   274,07/13/18 02:18:39,41, 304.1350,  77.7000,1013.0500, 259.0200,0
