Record,DateTime,40,TambK,Rh,Presmb,TirK,Rain
     2,07/02/18 00:05:16,41, 299.4550,  97.9200,1008.6500, 295.8400,0
     4,07/02/18 00:05:55,41, 299.3850,  97.9200,1008.6500, 296.2700,0
     6,07/02/18 00:06:34,41, 299.3690,  97.9200,1008.6500, 296.0800,0
     8,07/02/18 00:07:13,41, 299.3690,  97.9200,1008.6500, 296.3400,0
    10,07/02/18 00:07:52,41, 299.3300,  97.9200,1008.6500, 295.7500,0
    12,07/02/18 00:10:11,41, 299.3300,  97.9200,1008.6500, 296.0400,0
    14,07/02/18 00:10:51,41, 299.3300,  97.9200,1008.5500, 296.4800,0
    16,07/02/18 00:11:30,41, 299.2990,  97.9200,1008.6500, 296.1100,0
    18,07/02/18 00:12:10,41, 299.2710,  97.9200,1008.6500, 295.4200,0
    20,07/02/18 00:12:49,41, 299.2440,  97.9200,1008.6500, 295.5900,0
    22,07/02/18 00:15:07,41, 299.2710,  97.9200,1008.6500, 295.7000,0
    24,07/02/18 00:15:46,41, 299.2990,  97.9200,1008.7500, 296.4100,0
    26,07/02/18 00:16:25,41, 299.2990,  97.9200,1008.6500, 295.6200,0
    28,07/02/18 00:17:05,41, 299.2990,  97.9200,1008.7500, 294.8800,0
    30,07/02/18 00:17:44,41, 299.3300,  97.9200,1008.7500, 295.0600,0
    32,07/02/18 00:20:01,41, 299.2170,  97.9200,1008.7500, 294.6300,0
    34,07/02/18 00:20:45,41, 299.2440,  97.9200,1008.8500, 295.2800,0
    36,07/02/18 00:21:24,41, 299.2710,  97.9200,1008.7500, 295.4600,0
    38,07/02/18 00:22:03,41, 299.2870,  97.9200,1008.8500, 293.3700,0
    40,07/02/18 00:22:43,41, 299.2990,  97.9200,1008.8500, 295.3800,0
    42,07/02/18 00:25:01,41, 299.3300,  97.9200,1008.8500, 292.9300,0
    44,07/02/18 00:25:41,41, 299.3570,  97.9200,1008.8500, 294.8200,0
    46,07/02/18 00:26:20,41, 299.3570,  97.9200,1008.8500, 295.4100,0
    48,07/02/18 00:26:59,41, 299.4120,  97.9200,1008.7500, 291.9000,0
    50,07/02/18 00:27:39,41, 299.3690,  97.9200,1008.8500, 291.2500,0
    52,07/02/18 00:29:57,41, 299.4670,  97.9200,1008.8500, 293.6000,0
    54,07/02/18 00:30:36,41, 299.4670,  97.9200,1008.8500, 294.7900,0
    56,07/02/18 00:31:16,41, 299.4550,  97.9200,1008.7500, 295.0800,0
    58,07/02/18 00:31:55,41, 299.4550,  97.9200,1008.8500, 293.9600,0
    60,07/02/18 00:32:34,41, 299.4550,  97.9200,1008.8500, 288.5500,0
    62,07/02/18 00:34:52,41, 299.5100,  97.9200,1008.8500, 291.3500,0
    64,07/02/18 00:35:32,41, 299.4980,  97.9200,1008.8500, 294.1600,0
    66,07/02/18 00:36:11,41, 299.4980,  97.9200,1008.8500, 291.3100,0
    68,07/02/18 00:36:52,41, 299.5100,  97.9200,1008.8500, 290.4900,0
    70,07/02/18 00:37:31,41, 299.5370,  97.9200,1008.8500, 289.8900,0
    72,07/02/18 00:39:50,41, 299.5250,  97.9200,1008.8500, 293.3900,0
    74,07/02/18 00:40:31,41, 299.5520,  97.9200,1008.9500, 291.0500,0
    76,07/02/18 00:41:10,41, 299.5520,  97.9200,1008.9500, 292.7200,0
    78,07/02/18 00:41:49,41, 299.5520,  97.9200,1008.9500, 295.1100,0
    80,07/02/18 00:42:28,41, 299.5250,  97.9200,1008.9500, 290.6400,0
    82,07/02/18 00:44:46,41, 299.5680,  97.9200,1008.7500, 289.4200,0
