Record,DateTime,300,Int.Vaporcm,Int.Liquidmm,CloudBasekm
  1201,07/07/18 03:18:41,301,  3.504,  0.220,  8.500,
  1207,07/07/18 03:19:20,301,  3.527,  0.218,  9.000,
  1213,07/07/18 03:19:59,301,  3.611,  0.170,  8.750,
  1219,07/07/18 03:22:22,301,  3.644,  0.104,  8.750,
  1225,07/07/18 03:23:01,301,  3.603,  0.122,  8.500,
  1231,07/07/18 03:23:40,301,  3.544,  0.158,  9.250,
  1237,07/07/18 03:24:20,301,  3.481,  0.223,  8.750,
  1243,07/07/18 03:24:59,301,  3.650,  0.108,  8.750,
  1249,07/07/18 03:27:16,301,  3.632,  0.113,  9.000,
  1255,07/07/18 03:27:55,301,  3.494,  0.210,  9.250,
  1261,07/07/18 03:28:34,301,  3.572,  0.170,  8.750,
  1267,07/07/18 03:29:13,301,  3.673,  0.102,  9.000,
  1273,07/07/18 03:29:52,301,  3.615,  0.164,  8.500,
  1279,07/07/18 03:32:10,301,  3.594,  0.190,  8.750,
  1285,07/07/18 03:32:49,301,  3.593,  0.156,  9.000,
  1291,07/07/18 03:33:28,301,  3.625,  0.144,  9.000,
  1297,07/07/18 03:34:07,301,  3.556,  0.204,  9.000,
  1303,07/07/18 03:34:46,301,  3.607,  0.172,  8.500,
  1309,07/07/18 03:37:03,301,  3.647,  0.124,  9.000,
  1315,07/07/18 03:37:42,301,  3.602,  0.189,  8.750,
  1321,07/07/18 03:38:21,301,  3.608,  0.171,  8.500,
  1327,07/07/18 03:39:01,301,  3.584,  0.189,  8.500,
  1333,07/07/18 03:39:40,301,  3.725,  0.070,  8.500,
  1339,07/07/18 03:41:57,301,  3.668,  0.134,  8.500,
  1345,07/07/18 03:42:36,301,  3.532,  0.232,  9.000,
  1351,07/07/18 03:43:16,301,  3.617,  0.149,  9.000,
  1357,07/07/18 03:43:55,301,  3.570,  0.197,  8.250,
  1363,07/07/18 03:44:34,301,  3.551,  0.218,  9.000,
  1369,07/07/18 03:46:52,301,  3.563,  0.199,  9.000,
  1375,07/07/18 03:47:31,301,  3.640,  0.103,  9.000,
  1381,07/07/18 03:48:10,301,  3.652,  0.109,  8.500,
  1387,07/07/18 03:48:50,301,  3.492,  0.215,  8.250,
  1393,07/07/18 03:49:29,301,  3.643,  0.112,  8.750,
  1399,07/07/18 03:51:47,301,  3.676,  0.095,  8.750,
  1405,07/07/18 03:52:26,301,  3.572,  0.180,  8.750,
  1411,07/07/18 03:53:05,301,  3.592,  0.173,  9.000,
  1417,07/07/18 03:53:45,301,  3.625,  0.136,  8.750,
  1423,07/07/18 03:54:24,301,  3.598,  0.151,  8.750,
  1429,07/07/18 03:56:42,301,  3.670,  0.109,  8.750,
  1435,07/07/18 03:57:21,301,  3.595,  0.159,  9.000,
  1441,07/07/18 03:58:00,301,  3.592,  0.144,  9.000,
  1447,07/07/18 03:58:39,301,  3.546,  0.178,  9.000,
  1453,07/07/18 03:59:18,301,  3.597,  0.160,  9.000,
  1459,07/07/18 04:01:36,301,  3.628,  0.152,  8.500,
  1465,07/07/18 04:02:15,301,  3.611,  0.143,  8.750,
  1471,07/07/18 04:02:55,301,  3.622,  0.124,  9.000,
  1477,07/07/18 04:03:34,301,  3.649,  0.117,  9.000,
  1483,07/07/18 04:04:14,301,  3.587,  0.152,  9.000,
  1489,07/07/18 04:06:31,301,  3.616,  0.139,  8.750,
  1495,07/07/18 04:07:10,301,  3.581,  0.176,  9.000,
  1501,07/07/18 04:07:49,301,  3.591,  0.157,  8.750,
  1507,07/07/18 04:08:28,301,  3.670,  0.071,  8.750,
  1513,07/07/18 04:09:07,301,  3.518,  0.200,  9.250,
  1519,07/07/18 04:11:26,301,  3.636,  0.131,  8.750,
  1525,07/07/18 04:12:05,301,  3.593,  0.166,  8.750,
  1531,07/07/18 04:12:44,301,  3.626,  0.162,  8.750,
  1537,07/07/18 04:13:23,301,  3.649,  0.157,  9.000,
  1543,07/07/18 04:14:03,301,  3.591,  0.196,  8.750,
  1549,07/07/18 04:16:21,301,  3.609,  0.188,  8.750,
  1555,07/07/18 04:17:00,301,  3.553,  0.193,  8.750,
  1561,07/07/18 04:17:39,301,  3.549,  0.200,  8.500,
  1567,07/07/18 04:18:18,301,  3.640,  0.122,  8.250,
  1573,07/07/18 04:18:57,301,  3.657,  0.115,  9.000,
  1579,07/07/18 04:21:15,301,  3.648,  0.152,  8.750,
  1585,07/07/18 04:21:54,301,  3.565,  0.212,  8.500,
  1591,07/07/18 04:22:33,301,  3.625,  0.161,  8.750,
  1597,07/07/18 04:23:12,301,  3.597,  0.163,  8.750,
  1603,07/07/18 04:23:51,301,  3.586,  0.172,  8.500,
  1609,07/07/18 04:26:09,301,  3.585,  0.209,  8.750,
  1615,07/07/18 04:26:48,301,  3.575,  0.229,  8.750,
  1621,07/07/18 04:27:28,301,  3.656,  0.142,  8.500,
  1627,07/07/18 04:28:07,301,  3.688,  0.136,  9.000,
  1633,07/07/18 04:28:46,301,  3.713,  0.107,  8.750,
  1639,07/07/18 04:31:04,301,  3.584,  0.205,  9.000,
  1645,07/07/18 04:31:43,301,  3.699,  0.105,  8.500,
  1651,07/07/18 04:32:22,301,  3.711,  0.080,  8.750,
  1657,07/07/18 04:33:01,301,  3.479,  0.281,  9.000,
  1663,07/07/18 04:33:41,301,  3.618,  0.148,  9.000,
  1669,07/07/18 04:35:58,301,  3.624,  0.192,  8.750,
  1675,07/07/18 04:36:38,301,  3.710,  0.108,  8.750,
  1681,07/07/18 04:37:17,301,  3.632,  0.157,  8.750,
  1687,07/07/18 04:37:56,301,  3.672,  0.137,  8.750,
  1693,07/07/18 04:38:35,301,  3.650,  0.167,  9.000,
  1699,07/07/18 04:40:54,301,  3.564,  0.249,  8.500,
  1705,07/07/18 04:41:33,301,  3.577,  0.215,  8.750,
  1711,07/07/18 04:42:12,301,  3.617,  0.185,  8.750,
  1717,07/07/18 04:42:51,301,  3.595,  0.185,  9.000,
  1723,07/07/18 04:43:30,301,  3.595,  0.172,  8.500,
  1729,07/07/18 04:45:48,301,  3.675,  0.102,  9.000,
  1735,07/07/18 04:46:27,301,  3.708,  0.074,  8.750,
  1741,07/07/18 04:47:06,301,  3.676,  0.094,  9.000,
  1747,07/07/18 04:47:46,301,  3.699,  0.078,  9.000,
  1753,07/07/18 04:48:25,301,  3.494,  0.264,  8.750,
  1759,07/07/18 04:50:43,301,  3.594,  0.165,  9.000,
  1765,07/07/18 04:51:22,301,  3.594,  0.150,  8.750,
  1771,07/07/18 04:52:01,301,  3.495,  0.233,  8.500,
  1777,07/07/18 04:52:40,301,  3.594,  0.161,  8.500,
  1783,07/07/18 04:53:19,301,  3.662,  0.101,  9.000,
  1789,07/07/18 04:55:36,301,  3.549,  0.196,  8.750,
  1795,07/07/18 04:56:15,301,  3.503,  0.234,  8.750,
  1801,07/07/18 04:56:54,301,  3.570,  0.165,  9.000,
  1807,07/07/18 04:57:33,301,  3.613,  0.143,  8.750,
  1813,07/07/18 04:58:12,301,  3.714,  0.091,  8.500,
  1819,07/07/18 05:00:30,301,  3.683,  0.103,  8.750,
  1825,07/07/18 05:01:09,301,  3.723,  0.063,  8.500,
  1831,07/07/18 05:01:48,301,  3.590,  0.183,  8.750,
  1837,07/07/18 05:02:27,301,  3.631,  0.150,  8.500,
  1843,07/07/18 05:03:06,301,  3.574,  0.198,  8.500,
  1849,07/07/18 05:05:24,301,  3.613,  0.139,  8.750,
  1855,07/07/18 05:06:03,301,  3.669,  0.084,  9.000,
  1861,07/07/18 05:06:42,301,  3.596,  0.160,  9.000,
  1867,07/07/18 05:07:21,301,  3.636,  0.119,  8.500,
  1873,07/07/18 05:08:00,301,  3.578,  0.178,  8.750,
  1879,07/07/18 05:10:25,301,  3.621,  0.154,  8.750,
  1885,07/07/18 05:11:04,301,  3.639,  0.139,  9.000,
  1891,07/07/18 05:11:43,301,  3.568,  0.183,  8.750,
  1897,07/07/18 05:12:23,301,  3.679,  0.111,  8.250,
  1903,07/07/18 05:13:02,301,  3.633,  0.155,  9.000,
  1909,07/07/18 05:15:20,301,  3.574,  0.215,  8.750,
  1915,07/07/18 05:15:59,301,  3.529,  0.236,  8.750,
  1921,07/07/18 05:16:38,301,  3.662,  0.126,  9.000,
  1927,07/07/18 05:17:18,301,  3.662,  0.155,  8.750,
  1933,07/07/18 05:17:57,301,  3.632,  0.153,  8.750,
  1939,07/07/18 05:20:15,301,  3.708,  0.120,  8.750,
  1945,07/07/18 05:20:54,301,  3.667,  0.158,  8.250,
  1951,07/07/18 05:21:33,301,  3.610,  0.182,  8.750,
  1957,07/07/18 05:22:13,301,  3.601,  0.168,  9.000,
  1963,07/07/18 05:22:52,301,  3.622,  0.134,  8.750,
  1969,07/07/18 05:25:10,301,  3.611,  0.173,  8.500,
  1975,07/07/18 05:25:49,301,  3.692,  0.097,  8.750,
  1981,07/07/18 05:26:28,301,  3.626,  0.152,  9.000,
  1987,07/07/18 05:27:07,301,  3.696,  0.096,  8.750,
  1993,07/07/18 05:27:46,301,  3.621,  0.180,  8.750,
  1999,07/07/18 05:30:04,301,  3.558,  0.180,  8.750,
  2005,07/07/18 05:30:44,301,  3.538,  0.195,  9.000,
  2011,07/07/18 05:31:23,301,  3.563,  0.190,  8.750,
  2017,07/07/18 05:32:02,301,  3.545,  0.216,  8.250,
  2023,07/07/18 05:32:41,301,  3.730,  0.068,  8.750,
  2029,07/07/18 05:34:59,301,  3.682,  0.109,  9.000,
  2035,07/07/18 05:35:37,301,  3.689,  0.105,  8.750,
  2041,07/07/18 05:36:16,301,  3.516,  0.240,  9.000,
  2047,07/07/18 05:36:55,301,  3.617,  0.166,  9.000,
  2053,07/07/18 05:37:35,301,  3.625,  0.148,  9.000,
  2059,07/07/18 05:39:52,301,  3.632,  0.128,  9.000,
  2065,07/07/18 05:40:36,301,  3.547,  0.197,  9.000,
  2071,07/07/18 05:41:16,301,  3.620,  0.143,  9.250,
  2077,07/07/18 05:41:55,301,  3.653,  0.132,  8.750,
  2083,07/07/18 05:42:34,301,  3.577,  0.189,  9.000,
  2089,07/07/18 05:44:52,301,  3.662,  0.127,  9.000,
  2095,07/07/18 05:45:31,301,  3.593,  0.179,  9.000,
  2101,07/07/18 05:46:10,301,  3.563,  0.178,  8.750,
  2107,07/07/18 05:46:49,301,  3.625,  0.132,  9.250,
  2113,07/07/18 05:47:28,301,  3.610,  0.166,  9.000,
  2119,07/07/18 05:49:46,301,  3.697,  0.115,  8.750,
  2125,07/07/18 05:50:25,301,  3.574,  0.222,  8.750,
  2131,07/07/18 05:51:05,301,  3.619,  0.171,  8.750,
  2137,07/07/18 05:51:45,301,  3.578,  0.219,  8.500,
  2143,07/07/18 05:52:24,301,  3.750,  0.083,  8.500,
  2149,07/07/18 05:54:41,301,  3.573,  0.194,  8.750,
  2155,07/07/18 05:55:21,301,  3.563,  0.218,  8.750,
  2161,07/07/18 05:56:00,301,  3.622,  0.154,  9.000,
  2167,07/07/18 05:56:39,301,  3.681,  0.101,  8.750,
  2173,07/07/18 05:57:18,301,  3.547,  0.210,  9.000,
  2179,07/07/18 05:59:35,301,  3.583,  0.186,  8.750,
  2185,07/07/18 06:00:19,301,  3.500,  0.269,  8.500,
  2191,07/07/18 06:00:59,301,  3.617,  0.160,  8.750,
  2197,07/07/18 06:01:37,301,  3.621,  0.166,  8.500,
  2203,07/07/18 06:02:17,301,  3.714,  0.098,  8.750,
  2209,07/07/18 06:04:34,301,  3.636,  0.153,  8.750,
  2215,07/07/18 06:05:13,301,  3.611,  0.174,  9.000,
  2221,07/07/18 06:05:53,301,  3.626,  0.144,  8.250,
  2227,07/07/18 06:06:32,301,  3.550,  0.225,  8.750,
  2233,07/07/18 06:07:11,301,  3.623,  0.168,  8.750,
  2239,07/07/18 06:09:28,301,  3.515,  0.258,  9.000,
  2245,07/07/18 06:10:07,301,  3.609,  0.142,  9.000,
  2251,07/07/18 06:10:47,301,  3.530,  0.228,  8.250,
  2257,07/07/18 06:11:27,301,  3.595,  0.185,  9.000,
  2263,07/07/18 06:12:06,301,  3.565,  0.211,  9.000,
  2269,07/07/18 06:14:24,301,  3.747,  0.074,  8.500,
  2275,07/07/18 06:15:03,301,  3.657,  0.143,  8.750,
  2281,07/07/18 06:15:42,301,  3.667,  0.171,  8.500,
  2287,07/07/18 06:16:21,301,  3.639,  0.176,  8.750,
  2293,07/07/18 06:17:00,301,  3.704,  0.113,  8.750,
  2299,07/07/18 06:19:18,301,  3.713,  0.124,  8.750,
  2305,07/07/18 06:19:57,301,  3.571,  0.212,  9.000,
  2311,07/07/18 06:20:36,301,  3.686,  0.128,  8.500,
  2317,07/07/18 06:21:15,301,  3.641,  0.196,  8.750,
  2323,07/07/18 06:21:54,301,  3.711,  0.130,  8.500,
  2329,07/07/18 06:24:12,301,  3.748,  0.147,  8.750,
  2335,07/07/18 06:24:51,301,  3.727,  0.142,  8.500,
  2341,07/07/18 06:25:30,301,  3.630,  0.198,  8.750,
  2347,07/07/18 06:26:09,301,  3.732,  0.088,  8.500,
  2353,07/07/18 06:26:48,301,  3.673,  0.169,  8.250,
  2359,07/07/18 06:29:06,301,  3.670,  0.172,  8.750,
  2365,07/07/18 06:29:45,301,  3.650,  0.179,  8.500,
  2371,07/07/18 06:30:24,301,  3.771,  0.068,  8.750,
  2377,07/07/18 06:31:04,301,  3.673,  0.156,  8.500,
  2383,07/07/18 06:31:43,301,  3.690,  0.166,  8.750,
  2389,07/07/18 06:34:01,301,  3.611,  0.219,  9.000,
  2395,07/07/18 06:34:40,301,  3.683,  0.144,  8.500,
  2401,07/07/18 06:35:19,301,  3.623,  0.220,  8.500,
  2407,07/07/18 06:35:59,301,  3.657,  0.152,  8.250,
  2413,07/07/18 06:36:38,301,  3.708,  0.149,  8.250,
  2419,07/07/18 06:38:56,301,  3.630,  0.219,  8.750,
  2425,07/07/18 06:39:35,301,  3.621,  0.236,  8.000,
  2431,07/07/18 06:40:21,301,  3.622,  0.223,  8.500,
  2437,07/07/18 06:41:00,301,  3.584,  0.247,  8.750,
  2443,07/07/18 06:41:39,301,  3.640,  0.181,  8.750,
  2449,07/07/18 06:43:57,301,  3.740,  0.118,  8.500,
  2455,07/07/18 06:44:35,301,  3.670,  0.141,  8.500,
  2461,07/07/18 06:45:15,301,  3.700,  0.141,  8.500,
  2467,07/07/18 06:45:54,301,  3.638,  0.193,  7.500,
  2473,07/07/18 06:46:33,301,  3.714,  0.169,  7.000,
  2479,07/07/18 06:48:50,301,  3.687,  0.157,  8.000,
  2485,07/07/18 06:49:30,301,  3.749,  0.121,  8.250,
  2491,07/07/18 06:50:09,301,  3.703,  0.145,  8.250,
  2497,07/07/18 06:50:49,301,  3.725,  0.117,  8.250,
