Record,DateTime,50,Azdeg,Eldeg,TkBBK,Ch22.000,Ch22.234,Ch22.500,Ch23.000,Ch23.034,Ch23.500,Ch23.834,Ch24.000,Ch24.500,Ch25.000,Ch25.500,Ch26.000,Ch26.234,Ch26.500,Ch27.000,Ch27.500,Ch28.000,Ch28.500,Ch29.000,Ch29.500,Ch30.000,Ch51.248,Ch51.760,Ch52.280,Ch52.804,Ch53.336,Ch53.848,Ch54.400,Ch54.940,Ch55.500,Ch56.020,Ch56.660,Ch57.288,Ch57.964,Ch58.800,Ch
   479,07/07/18 03:59:13,51,  0.00, 90.00,311.056,, 70.254, 67.673,, 64.665,, 55.979,,, 44.527,,, 36.131,,,, 30.546,,,, 27.218,123.383,141.719,167.582,196.157,232.151,265.282,281.339,285.440,292.326,295.154,291.052,292.105,293.785,292.249,
   481,07/07/18 04:01:30,51,  0.00, 90.00,311.084,, 70.207, 67.734,, 64.789,, 56.664,,, 44.231,,, 36.225,,,, 30.941,,,, 26.779,122.588,141.564,166.364,196.752,228.963,260.079,278.253,285.341,288.157,292.334,293.221,293.122,294.534,294.640,
   483,07/07/18 04:02:10,51,  0.00, 90.00,311.096,, 71.085, 67.206,, 64.469,, 55.742,,, 44.835,,, 36.009,,,, 29.966,,,, 27.339,123.417,143.431,166.626,195.114,231.751,263.470,281.952,287.460,293.682,295.567,294.689,294.987,295.238,296.049,
   485,07/07/18 04:02:49,51,  0.00, 90.00,311.109,, 70.753, 67.063,, 64.393,, 55.674,,, 44.496,,, 35.872,,,, 30.375,,,, 26.660,123.673,139.005,165.748,196.405,231.848,261.461,279.084,286.532,287.402,290.550,295.060,294.098,291.260,292.617,
   487,07/07/18 04:03:29,51,  0.00, 90.00,311.111,, 70.613, 67.430,, 64.659,, 56.233,,, 44.308,,, 36.239,,,, 30.533,,,, 26.623,121.578,141.266,166.270,196.972,231.116,261.427,284.160,288.277,288.193,290.474,293.609,294.020,292.065,292.927,
   489,07/07/18 04:04:08,51,  0.00, 90.00,311.123,, 70.557, 67.353,, 64.529,, 56.482,,, 44.606,,, 35.690,,,, 30.136,,,, 27.140,125.750,140.200,167.191,199.032,231.410,263.965,284.935,291.463,294.587,293.175,291.583,291.014,293.864,294.631,
   491,07/07/18 04:06:26,51,  0.00, 90.00,311.160,, 70.615, 67.281,, 64.504,, 56.298,,, 44.359,,, 36.248,,,, 30.074,,,, 26.815,123.052,141.220,165.707,197.225,232.827,262.061,280.673,286.977,289.348,293.537,293.985,291.725,293.929,294.842,
   493,07/07/18 04:07:05,51,  0.00, 90.00,311.162,, 71.051, 67.979,, 65.153,, 55.992,,, 44.174,,, 36.260,,,, 30.337,,,, 26.889,127.434,141.424,164.059,197.028,234.930,264.263,281.817,286.234,290.752,293.802,292.602,293.582,295.084,295.443,
   495,07/07/18 04:07:44,51,  0.00, 90.00,311.163,, 70.140, 67.133,, 64.454,, 56.184,,, 44.218,,, 36.230,,,, 29.886,,,, 27.205,125.053,141.946,165.295,196.869,232.942,260.762,278.120,288.777,294.363,293.141,292.217,294.010,295.096,294.035,
   497,07/07/18 04:08:23,51,  0.00, 90.00,311.182,, 70.153, 67.579,, 64.703,, 55.668,,, 44.257,,, 35.712,,,, 30.981,,,, 27.295,120.875,138.441,162.919,196.839,233.184,260.074,277.727,289.950,292.091,290.429,291.000,292.043,292.571,292.400,
   499,07/07/18 04:09:02,51,  0.00, 90.00,311.206,, 70.432, 66.990,, 64.144,, 56.475,,, 43.537,,, 35.802,,,, 30.071,,,, 27.030,124.101,141.882,168.222,199.877,232.359,262.388,280.689,287.704,290.279,289.225,290.850,291.496,292.032,294.572,
   501,07/07/18 04:11:20,51,  0.00, 90.00,311.230,, 71.586, 67.763,, 65.294,, 56.273,,, 44.976,,, 36.250,,,, 30.627,,,, 27.476,125.158,140.374,164.936,197.728,233.745,260.775,280.828,292.356,293.090,293.195,295.010,292.963,291.495,292.133,
   503,07/07/18 04:11:59,51,  0.00, 90.00,311.234,, 70.879, 67.886,, 64.796,, 56.211,,, 44.637,,, 36.065,,,, 30.205,,,, 27.030,126.025,141.903,165.311,196.534,232.388,261.908,281.119,288.449,292.787,292.351,293.463,291.162,292.460,293.609,
   505,07/07/18 04:12:38,51,  0.00, 90.00,311.243,, 70.933, 67.980,, 64.806,, 56.948,,, 44.628,,, 37.240,,,, 31.367,,,, 27.380,126.968,139.988,164.640,199.415,233.670,260.450,280.025,289.687,291.406,291.090,291.949,294.188,295.749,295.193,
   507,07/07/18 04:13:18,51,  0.00, 90.00,311.262,, 71.281, 68.328,, 65.081,, 57.071,,, 45.499,,, 35.752,,,, 30.815,,,, 27.501,123.766,143.054,166.548,198.352,232.713,261.379,282.640,291.023,291.589,288.944,291.478,295.139,297.090,295.431,
   509,07/07/18 04:13:57,51,  0.00, 90.00,311.273,, 71.697, 68.162,, 65.095,, 56.676,,, 44.785,,, 36.390,,,, 30.795,,,, 27.546,124.640,143.737,168.597,198.870,231.880,262.221,284.693,290.322,290.768,293.929,293.186,292.670,296.387,294.848,
   511,07/07/18 04:16:15,51,  0.00, 90.00,311.312,, 71.317, 68.467,, 65.173,, 56.495,,, 45.165,,, 36.937,,,, 30.862,,,, 26.863,126.015,142.478,165.399,200.419,233.765,261.017,281.263,287.400,292.074,294.628,293.100,290.841,291.667,292.970,
   513,07/07/18 04:16:55,51,  0.00, 90.00,311.317,, 71.240, 67.390,, 64.250,, 56.387,,, 44.298,,, 35.948,,,, 29.888,,,, 27.404,125.614,143.868,166.738,196.964,231.329,261.591,281.301,289.272,292.506,293.647,291.421,292.731,294.105,293.183,
   515,07/07/18 04:17:34,51,  0.00, 90.00,311.294,, 70.769, 67.478,, 64.450,, 56.398,,, 43.786,,, 36.271,,,, 30.674,,,, 27.291,126.843,143.043,166.263,196.941,231.570,259.314,278.925,290.845,293.463,288.407,291.510,295.378,296.415,295.061,
   517,07/07/18 04:18:13,51,  0.00, 90.00,311.334,, 71.086, 67.803,, 64.705,, 56.320,,, 44.625,,, 35.694,,,, 30.789,,,, 27.093,125.004,140.337,164.374,194.487,228.990,260.603,280.450,288.743,292.190,293.570,293.985,292.785,294.104,296.146,
   519,07/07/18 04:18:52,51,  0.00, 90.00,311.345,, 70.749, 67.728,, 64.493,, 56.340,,, 44.794,,, 36.269,,,, 30.511,,,, 26.582,122.248,143.844,166.135,191.888,231.171,265.130,285.204,288.880,287.647,288.950,292.324,292.883,294.340,294.229,
   521,07/07/18 04:21:09,51,  0.00, 90.00,311.360,, 72.290, 67.625,, 65.119,, 57.033,,, 44.724,,, 36.321,,,, 30.728,,,, 27.515,125.470,141.298,165.468,197.098,230.705,259.337,280.667,289.537,289.055,289.566,293.538,293.135,294.123,293.252,
   523,07/07/18 04:21:49,51,  0.00, 90.00,311.370,, 71.380, 67.892,, 64.905,, 57.059,,, 44.737,,, 36.155,,,, 29.864,,,, 27.345,126.814,143.983,166.236,197.667,233.090,259.471,277.867,289.328,294.117,293.248,292.900,292.908,295.334,294.627,
   525,07/07/18 04:22:28,51,  0.00, 90.00,311.387,, 70.847, 67.756,, 64.676,, 56.946,,, 44.762,,, 35.837,,,, 30.705,,,, 26.887,124.294,140.732,167.541,198.328,230.436,262.694,282.384,287.460,288.883,289.841,292.102,295.531,295.971,293.027,
   527,07/07/18 04:23:07,51,  0.00, 90.00,311.406,, 71.364, 67.759,, 65.250,, 56.151,,, 44.782,,, 36.341,,,, 30.440,,,, 27.507,125.425,140.058,166.065,199.671,232.711,261.420,279.457,288.838,292.219,294.648,294.157,291.059,292.289,295.205,
   529,07/07/18 04:23:46,51,  0.00, 90.00,311.381,, 71.150, 67.536,, 64.956,, 56.170,,, 44.757,,, 36.309,,,, 30.575,,,, 27.236,127.442,141.536,165.957,196.127,228.802,260.964,283.742,290.317,289.347,290.471,293.328,293.949,292.216,293.474,
   531,07/07/18 04:26:03,51,  0.00, 90.00,311.422,, 71.196, 68.125,, 65.395,, 56.696,,, 44.415,,, 36.347,,,, 29.791,,,, 26.894,125.261,143.397,167.711,198.777,232.836,259.948,279.045,287.376,291.765,295.209,293.327,292.309,294.052,293.548,
   533,07/07/18 04:26:43,51,  0.00, 90.00,311.423,, 71.520, 68.530,, 65.480,, 56.931,,, 45.155,,, 36.210,,,, 30.538,,,, 27.728,126.340,146.189,166.882,198.729,232.342,259.635,281.856,290.748,291.379,290.972,293.170,293.171,294.390,294.219,
   535,07/07/18 04:27:22,51,  0.00, 90.00,311.441,, 71.445, 68.224,, 65.033,, 56.783,,, 45.199,,, 36.603,,,, 30.763,,,, 27.317,124.888,140.198,164.502,197.288,231.855,259.135,277.619,288.601,291.166,288.501,290.936,294.251,292.304,292.902,
   537,07/07/18 04:28:02,51,  0.00, 90.00,311.437,, 71.667, 68.210,, 65.526,, 57.406,,, 44.820,,, 36.932,,,, 30.579,,,, 27.146,123.439,143.328,164.475,197.796,233.192,262.801,281.654,288.381,288.086,289.346,293.122,293.775,291.518,292.234,
   539,07/07/18 04:28:41,51,  0.00, 90.00,311.447,, 71.285, 68.559,, 65.644,, 56.691,,, 45.178,,, 36.367,,,, 30.931,,,, 27.888,124.134,138.353,164.828,197.584,233.684,262.320,280.818,288.458,291.485,291.908,292.971,293.293,295.251,292.192,
   541,07/07/18 04:30:58,51,  0.00, 90.00,311.502,, 71.175, 67.689,, 65.045,, 56.938,,, 44.935,,, 35.883,,,, 30.344,,,, 27.585,126.511,142.212,166.077,199.721,234.121,260.661,279.875,286.307,287.965,293.050,292.746,291.308,292.313,293.970,
   543,07/07/18 04:31:38,51,  0.00, 90.00,311.502,, 70.218, 67.855,, 64.909,, 56.765,,, 44.768,,, 36.707,,,, 30.589,,,, 27.309,121.964,142.623,166.675,194.717,230.255,262.179,281.155,290.901,292.916,293.498,295.123,295.975,295.771,294.866,
   545,07/07/18 04:32:17,51,  0.00, 90.00,311.506,, 71.023, 68.060,, 64.841,, 56.824,,, 44.468,,, 36.268,,,, 30.651,,,, 27.457,122.457,140.283,163.607,192.747,231.898,263.949,280.877,286.938,291.020,294.104,292.042,291.176,293.985,292.252,
   547,07/07/18 04:32:56,51,  0.00, 90.00,311.528,, 70.498, 68.146,, 64.744,, 56.556,,, 44.434,,, 36.227,,,, 30.633,,,, 26.930,129.440,145.693,168.922,200.059,234.640,263.025,282.435,291.499,290.699,291.841,294.882,295.459,294.007,292.564,
   549,07/07/18 04:33:35,51,  0.00, 90.00,311.523,, 71.327, 67.674,, 64.925,, 56.724,,, 44.421,,, 36.474,,,, 30.057,,,, 27.536,127.222,140.892,162.793,197.355,235.715,263.084,279.651,289.331,293.005,293.213,293.972,294.977,293.254,291.526,
   551,07/07/18 04:35:53,51,  0.00, 90.00,311.563,, 71.318, 67.809,, 65.396,, 56.733,,, 45.040,,, 36.602,,,, 31.005,,,, 27.283,123.321,143.563,168.044,198.461,232.564,261.899,280.013,285.531,288.661,290.022,292.801,293.228,293.244,293.615,
   553,07/07/18 04:36:32,51,  0.00, 90.00,311.582,, 71.416, 68.229,, 65.091,, 56.831,,, 45.060,,, 36.160,,,, 31.072,,,, 26.963,124.855,138.556,163.820,197.369,230.420,259.521,280.094,287.697,290.512,291.232,292.819,293.567,294.543,293.265,
   555,07/07/18 04:37:12,51,  0.00, 90.00,311.586,, 71.075, 67.987,, 65.297,, 56.760,,, 44.575,,, 36.307,,,, 30.680,,,, 27.745,123.333,142.520,168.134,195.860,230.586,262.885,282.954,289.040,291.139,292.746,293.224,291.206,291.691,294.464,
   557,07/07/18 04:37:51,51,  0.00, 90.00,311.601,, 71.141, 68.340,, 65.468,, 56.825,,, 45.196,,, 35.780,,,, 30.818,,,, 27.485,123.215,141.552,166.189,197.627,232.517,259.858,281.768,291.459,291.869,290.030,292.846,296.105,295.165,292.432,
   559,07/07/18 04:38:30,51,  0.00, 90.00,311.606,, 71.279, 68.370,, 65.570,, 57.635,,, 44.959,,, 36.346,,,, 30.797,,,, 27.329,125.369,142.168,166.612,199.314,235.640,265.153,282.038,289.360,293.646,292.939,292.587,291.367,294.370,294.830,
   561,07/07/18 04:40:48,51,  0.00, 90.00,311.651,, 70.922, 68.116,, 65.520,, 56.751,,, 44.947,,, 36.279,,,, 30.276,,,, 27.294,128.040,146.716,168.373,195.735,229.018,262.672,283.303,286.474,288.934,294.680,295.026,295.101,294.946,292.549,
   563,07/07/18 04:41:27,51,  0.00, 90.00,311.671,, 70.393, 67.694,, 65.231,, 56.567,,, 44.957,,, 36.209,,,, 29.892,,,, 26.927,121.764,146.179,170.390,199.262,230.935,259.001,280.593,288.931,292.264,295.894,294.109,293.335,296.649,296.491,
   565,07/07/18 04:42:07,51,  0.00, 90.00,311.689,, 71.608, 68.078,, 65.385,, 56.773,,, 44.676,,, 36.541,,,, 30.087,,,, 27.545,123.897,143.004,167.146,199.982,232.494,259.482,281.082,289.395,289.032,290.519,293.385,294.818,293.999,293.974,
   567,07/07/18 04:42:46,51,  0.00, 90.00,311.707,, 71.103, 67.951,, 64.937,, 56.668,,, 44.557,,, 36.264,,,, 30.571,,,, 27.235,128.240,141.680,165.246,199.263,234.218,264.628,283.543,288.710,290.851,293.553,294.899,295.338,297.273,296.035,
   569,07/07/18 04:43:25,51,  0.00, 90.00,311.723,, 71.333, 67.652,, 65.102,, 56.295,,, 44.385,,, 36.249,,,, 31.012,,,, 27.522,124.482,144.365,167.026,194.789,231.659,261.912,280.599,290.689,294.912,294.860,293.857,293.305,295.896,295.333,
   571,07/07/18 04:45:42,51,  0.00, 90.00,311.749,, 70.817, 67.798,, 64.667,, 56.314,,, 44.658,,, 36.337,,,, 29.736,,,, 27.247,122.774,138.305,165.923,197.501,231.948,261.547,282.342,288.643,288.456,290.889,293.862,292.107,291.979,293.427,
   573,07/07/18 04:46:21,51,  0.00, 90.00,311.781,, 71.000, 67.789,, 64.577,, 56.446,,, 44.772,,, 36.218,,,, 30.279,,,, 27.461,120.533,138.641,166.821,197.761,229.575,260.614,282.430,291.043,295.025,294.962,294.236,293.651,295.210,295.192,
   575,07/07/18 04:47:01,51,  0.00, 90.00,311.798,, 71.062, 67.835,, 64.941,, 56.700,,, 44.357,,, 35.914,,,, 30.326,,,, 27.405,122.045,139.483,163.718,198.589,235.013,262.598,281.383,289.558,290.577,294.345,293.061,292.032,295.120,293.793,
   577,07/07/18 04:47:40,51,  0.00, 90.00,311.776,, 71.144, 67.638,, 65.138,, 56.330,,, 44.641,,, 36.109,,,, 30.671,,,, 26.895,122.993,138.915,162.745,198.151,234.401,260.457,279.896,291.615,292.000,289.196,292.244,293.959,295.003,294.480,
   579,07/07/18 04:48:19,51,  0.00, 90.00,311.810,, 70.812, 67.775,, 64.865,, 56.529,,, 44.425,,, 35.768,,,, 30.587,,,, 27.414,128.641,145.185,168.511,199.884,230.615,261.331,284.611,290.180,292.033,294.990,294.162,294.078,295.146,294.607,
   581,07/07/18 04:50:37,51,  0.00, 90.00,311.847,, 70.923, 67.703,, 64.836,, 56.520,,, 44.202,,, 36.046,,,, 30.339,,,, 27.428,125.390,141.373,167.491,197.123,231.118,263.940,284.755,289.231,292.591,295.213,293.204,292.346,292.692,293.106,
   583,07/07/18 04:51:16,51,  0.00, 90.00,311.868,, 71.284, 67.425,, 64.708,, 56.236,,, 43.665,,, 36.003,,,, 30.505,,,, 26.816,122.263,141.935,167.755,197.405,231.152,261.915,282.712,290.503,295.066,292.585,291.276,294.698,297.940,292.914,
   585,07/07/18 04:51:55,51,  0.00, 90.00,311.876,, 70.969, 66.620,, 64.423,, 55.893,,, 44.693,,, 35.833,,,, 29.791,,,, 27.360,128.273,144.437,167.119,195.414,230.057,262.126,280.589,287.139,290.854,292.231,294.055,293.443,293.696,294.861,
   587,07/07/18 04:52:34,51,  0.00, 90.00,311.880,, 70.568, 67.801,, 64.587,, 56.607,,, 44.315,,, 36.025,,,, 30.669,,,, 27.682,126.293,143.277,163.576,193.713,231.071,260.616,282.673,288.818,290.694,293.801,293.379,292.607,290.849,292.951,
   589,07/07/18 04:53:13,51,  0.00, 90.00,311.868,, 70.934, 68.128,, 64.590,, 56.577,,, 44.049,,, 36.217,,,, 30.435,,,, 26.570,121.110,138.885,165.816,198.497,234.162,261.715,281.420,289.166,291.870,291.186,293.070,291.610,291.953,293.443,
   591,07/07/18 04:55:31,51,  0.00, 90.00,311.898,, 70.415, 67.280,, 64.481,, 56.084,,, 45.193,,, 35.585,,,, 30.859,,,, 27.128,125.493,144.972,166.122,197.566,231.744,261.002,282.650,291.361,292.378,291.352,291.467,294.573,294.936,293.178,
   593,07/07/18 04:56:10,51,  0.00, 90.00,311.909,, 70.685, 67.327,, 64.531,, 55.736,,, 44.303,,, 36.039,,,, 30.531,,,, 27.426,128.063,144.040,165.216,198.383,233.680,260.294,279.749,288.462,290.852,291.033,292.289,294.890,295.988,294.914,
   595,07/07/18 04:56:49,51,  0.00, 90.00,311.918,, 70.633, 67.164,, 64.078,, 56.342,,, 44.511,,, 35.689,,,, 30.467,,,, 27.067,124.455,143.922,165.303,195.772,232.673,262.923,283.667,288.910,287.214,291.210,294.060,292.237,290.868,294.021,
   597,07/07/18 04:57:28,51,  0.00, 90.00,311.916,, 71.014, 67.451,, 64.393,, 56.407,,, 44.620,,, 36.244,,,, 30.305,,,, 27.450,124.849,143.796,164.642,194.094,232.244,264.118,283.719,289.904,292.693,292.002,291.367,293.839,296.102,294.574,
   599,07/07/18 04:58:07,51,  0.00, 90.00,311.933,, 71.257, 67.763,, 64.664,, 56.711,,, 44.684,,, 36.284,,,, 31.064,,,, 27.756,123.036,138.004,164.433,195.567,231.251,260.443,279.077,285.871,290.099,294.286,294.001,294.384,296.786,294.482,
   601,07/07/18 05:00:24,51,  0.00, 90.00,311.966,, 70.755, 67.596,, 64.869,, 56.248,,, 44.701,,, 36.295,,,, 30.327,,,, 26.482,123.416,140.011,165.927,195.323,228.951,262.506,284.407,288.351,289.101,290.427,293.193,292.087,293.528,294.412,
   603,07/07/18 05:01:03,51,  0.00, 90.00,311.952,, 70.597, 67.163,, 64.393,, 56.349,,, 44.671,,, 36.728,,,, 30.619,,,, 27.000,121.601,139.209,162.728,194.133,230.231,259.479,277.807,286.583,289.488,292.878,293.249,293.262,292.645,292.220,
   605,07/07/18 05:01:42,51,  0.00, 90.00,311.939,, 71.279, 67.538,, 65.041,, 56.543,,, 44.680,,, 35.998,,,, 30.446,,,, 27.527,127.980,145.487,161.984,192.751,236.033,262.887,280.710,286.628,287.212,293.728,294.453,293.891,294.967,296.976,
   607,07/07/18 05:02:21,51,  0.00, 90.00,311.965,, 70.845, 67.506,, 64.955,, 56.576,,, 44.327,,, 36.190,,,, 30.182,,,, 27.148,123.720,141.844,165.686,195.751,229.954,260.238,279.636,287.964,289.770,289.693,293.112,295.613,294.603,291.789,
   609,07/07/18 05:03:01,51,  0.00, 90.00,311.966,, 71.803, 67.891,, 64.811,, 56.694,,, 44.847,,, 36.062,,,, 30.185,,,, 27.560,128.094,142.253,165.449,197.777,230.186,259.672,281.660,289.580,290.770,296.091,294.196,291.725,294.496,294.096,
   611,07/07/18 05:05:18,51,  0.00, 90.00,312.002,, 70.999, 67.218,, 64.597,, 56.847,,, 44.261,,, 36.208,,,, 30.767,,,, 27.053,126.023,139.588,166.404,197.309,229.103,262.618,285.620,291.420,290.262,291.736,293.232,292.127,292.183,294.897,
   613,07/07/18 05:05:58,51,  0.00, 90.00,312.020,, 70.772, 68.250,, 64.814,, 56.013,,, 44.613,,, 35.724,,,, 29.883,,,, 26.725,124.307,139.549,161.251,194.626,234.641,262.458,279.682,290.302,289.778,290.227,292.735,294.209,291.959,294.106,
   615,07/07/18 05:06:37,51,  0.00, 90.00,312.030,, 70.466, 67.517,, 64.472,, 56.473,,, 44.226,,, 36.188,,,, 30.375,,,, 27.322,124.663,141.932,164.123,197.709,236.230,262.423,280.036,286.663,290.197,295.267,293.769,293.291,295.124,294.617,
   617,07/07/18 05:07:16,51,  0.00, 90.00,312.019,, 70.749, 67.512,, 64.711,, 56.331,,, 44.622,,, 36.393,,,, 29.824,,,, 27.008,126.823,141.810,162.689,194.114,229.666,264.198,285.485,291.098,291.213,290.002,291.916,293.301,294.327,295.801,
   619,07/07/18 05:07:55,51,  0.00, 90.00,312.060,, 70.777, 67.542,, 64.213,, 56.161,,, 44.192,,, 36.173,,,, 30.267,,,, 27.100,123.782,144.220,168.187,195.739,228.057,263.171,284.312,287.650,288.908,295.355,294.712,292.098,294.465,296.125,
   621,07/07/18 05:10:13,51,  0.00, 90.00,312.075,, 70.749, 67.673,, 64.659,, 56.555,,, 44.596,,, 35.622,,,, 29.869,,,, 27.824,123.725,140.812,166.484,198.931,231.802,260.860,283.396,288.736,288.500,289.771,293.102,294.249,297.198,296.643,
   623,07/07/18 05:10:59,51,  0.00, 90.00,312.079,, 71.029, 68.094,, 64.981,, 56.200,,, 45.016,,, 36.112,,,, 30.832,,,, 26.952,126.472,139.146,165.220,198.335,231.228,264.821,285.262,288.340,287.728,290.279,294.072,294.628,292.729,294.571,
   625,07/07/18 05:11:38,51,  0.00, 90.00,312.092,, 71.552, 67.457,, 64.769,, 56.135,,, 44.739,,, 36.443,,,, 30.075,,,, 26.903,126.260,143.790,165.351,197.235,233.614,262.708,281.065,291.315,292.290,290.707,293.005,293.941,293.824,294.391,
   627,07/07/18 05:12:17,51,  0.00, 90.00,312.094,, 70.551, 67.330,, 64.789,, 56.907,,, 44.701,,, 36.157,,,, 30.639,,,, 27.513,125.386,141.211,164.634,193.892,226.629,260.637,284.164,291.007,291.304,292.103,291.828,291.796,294.205,295.810,
   629,07/07/18 05:12:56,51,  0.00, 90.00,312.104,, 70.989, 67.739,, 64.859,, 56.485,,, 44.462,,, 36.138,,,, 30.335,,,, 26.687,124.270,140.374,166.676,198.560,233.616,264.567,280.509,285.726,290.498,292.309,291.842,295.183,298.337,295.090,
   631,07/07/18 05:15:15,51,  0.00, 90.00,312.145,, 71.041, 67.963,, 64.861,, 56.698,,, 44.282,,, 36.540,,,, 30.650,,,, 27.091,124.996,145.685,168.868,197.310,229.542,263.397,282.894,288.970,292.161,290.807,292.540,295.124,297.000,296.464,
   633,07/07/18 05:15:54,51,  0.00, 90.00,312.173,, 71.529, 67.421,, 64.662,, 56.591,,, 44.847,,, 36.475,,,, 30.593,,,, 26.471,126.373,145.852,168.149,199.593,233.980,260.648,282.670,291.799,291.867,291.012,295.181,295.751,295.469,294.620,
   635,07/07/18 05:16:33,51,  0.00, 90.00,312.147,, 70.946, 68.012,, 64.972,, 56.238,,, 44.859,,, 36.744,,,, 30.040,,,, 27.701,122.625,140.064,166.253,197.928,234.616,263.850,278.292,287.567,292.856,292.724,294.189,294.047,294.492,294.676,
   637,07/07/18 05:17:12,51,  0.00, 90.00,312.187,, 71.050, 68.043,, 65.025,, 56.958,,, 44.998,,, 36.687,,,, 30.262,,,, 27.702,122.979,142.574,168.049,196.421,231.622,263.266,279.257,286.792,293.000,295.787,294.278,293.815,296.671,295.120,
   639,07/07/18 05:17:52,51,  0.00, 90.00,312.175,, 71.451, 68.432,, 65.327,, 56.571,,, 44.782,,, 36.405,,,, 29.659,,,, 27.419,128.385,140.199,164.178,197.573,234.262,262.644,283.532,292.308,293.292,291.228,294.080,297.291,296.154,293.843,
   641,07/07/18 05:20:10,51,  0.00, 90.00,312.197,, 70.990, 68.158,, 65.235,, 57.335,,, 45.014,,, 36.345,,,, 30.761,,,, 27.051,124.897,139.884,165.616,197.571,231.729,261.399,283.159,290.885,290.234,289.288,293.539,295.028,296.928,296.782,
   643,07/07/18 05:20:49,51,  0.00, 90.00,312.200,, 71.272, 68.427,, 65.294,, 57.116,,, 44.699,,, 36.612,,,, 30.813,,,, 27.459,125.395,141.607,165.708,193.817,229.528,258.875,278.345,287.557,290.446,289.890,292.968,292.464,294.208,294.526,
   645,07/07/18 05:21:28,51,  0.00, 90.00,312.232,, 71.112, 67.949,, 65.159,, 56.861,,, 45.092,,, 36.139,,,, 30.254,,,, 27.807,128.573,141.154,164.493,199.672,233.334,262.128,283.600,290.129,289.401,292.830,295.107,293.539,294.910,295.555,
   647,07/07/18 05:22:07,51,  0.00, 90.00,312.253,, 71.549, 67.460,, 64.858,, 56.275,,, 44.581,,, 36.484,,,, 30.376,,,, 27.600,127.681,140.783,164.662,200.329,235.729,265.169,285.034,288.819,293.290,295.397,293.398,294.787,296.632,294.897,
   649,07/07/18 05:22:46,51,  0.00, 90.00,312.238,, 70.496, 67.737,, 64.678,, 56.253,,, 44.188,,, 36.452,,,, 30.275,,,, 27.141,122.359,141.463,167.441,196.128,232.558,262.123,283.062,291.895,291.689,291.410,293.574,292.835,290.705,291.825,
   651,07/07/18 05:25:04,51,  0.00, 90.00,312.296,, 70.865, 67.864,, 64.755,, 56.413,,, 44.391,,, 36.039,,,, 30.180,,,, 26.737,122.192,145.352,168.126,193.060,228.424,263.775,282.554,285.303,288.133,293.314,296.196,296.838,293.449,293.032,
   653,07/07/18 05:25:43,51,  0.00, 90.00,312.296,, 71.661, 68.331,, 64.932,, 56.518,,, 44.748,,, 35.867,,,, 30.652,,,, 26.707,123.153,138.091,164.492,198.827,233.175,260.813,280.399,290.762,292.349,291.072,293.453,296.217,295.369,293.521,
   655,07/07/18 05:26:22,51,  0.00, 90.00,312.317,, 71.846, 68.193,, 65.337,, 56.268,,, 44.679,,, 36.401,,,, 30.236,,,, 27.594,126.418,142.849,164.015,194.222,234.022,266.631,282.369,287.563,292.823,294.805,294.014,294.063,296.755,295.653,
   657,07/07/18 05:27:02,51,  0.00, 90.00,312.332,, 71.203, 67.826,, 64.946,, 57.086,,, 45.053,,, 35.926,,,, 30.645,,,, 27.047,126.643,139.860,162.512,192.597,231.421,265.190,282.737,288.334,292.769,293.309,293.364,292.209,292.106,292.137,
   659,07/07/18 05:27:41,51,  0.00, 90.00,312.334,, 71.036, 67.769,, 65.841,, 56.698,,, 44.319,,, 36.635,,,, 30.233,,,, 26.995,124.796,145.019,166.309,193.711,232.430,265.421,280.659,286.570,292.194,291.251,292.082,295.279,295.177,293.052,
   661,07/07/18 05:29:58,51,  0.00, 90.00,312.367,, 70.003, 67.992,, 64.815,, 56.230,,, 43.612,,, 36.161,,,, 30.004,,,, 26.736,126.622,144.369,164.973,193.947,233.637,264.865,285.065,290.028,290.437,294.645,295.046,293.831,293.026,294.740,
   663,07/07/18 05:30:38,51,  0.00, 90.00,312.371,, 70.455, 67.506,, 64.575,, 56.268,,, 44.037,,, 35.658,,,, 30.240,,,, 26.823,127.190,145.246,164.654,195.416,234.904,264.827,282.535,289.830,292.203,292.629,293.630,294.204,294.313,296.410,
   665,07/07/18 05:31:17,51,  0.00, 90.00,312.370,, 71.393, 67.488,, 64.463,, 56.219,,, 44.629,,, 36.889,,,, 30.376,,,, 27.471,128.186,143.870,164.698,195.611,233.065,263.373,282.237,290.193,292.360,292.534,294.076,294.728,292.652,293.356,
   667,07/07/18 05:31:56,51,  0.00, 90.00,312.409,, 70.677, 67.888,, 64.965,, 55.861,,, 44.723,,, 35.983,,,, 29.862,,,, 27.342,130.829,143.472,163.921,193.513,230.375,263.178,281.880,286.571,289.221,295.398,295.094,296.419,295.481,293.194,
   669,07/07/18 05:32:35,51,  0.00, 90.00,312.397,, 71.233, 67.641,, 65.479,, 57.072,,, 44.488,,, 35.396,,,, 30.081,,,, 27.035,122.745,140.647,163.192,191.842,231.145,265.771,281.738,286.897,289.589,292.894,295.203,295.751,296.970,296.453,
   671,07/07/18 05:34:53,51,  0.00, 90.00,312.406,, 71.088, 67.762,, 64.971,, 56.994,,, 45.246,,, 36.167,,,, 30.120,,,, 26.955,122.780,142.337,164.732,195.685,234.244,266.972,282.749,287.877,293.193,293.298,293.617,294.036,293.786,293.627,
