Record,DateTime,200,TambK,Rh,Presmb,TirK,Rain
    14,07/03/18 00:05:14,201, 300.3920,  88.6100, 998.8500, 278.3500,0
    20,07/03/18 00:05:53,201, 300.4200,  87.8600, 998.8500, 279.4100,0
    26,07/03/18 00:06:32,201, 300.3650,  87.9200, 998.8500, 286.3600,0
    32,07/03/18 00:07:11,201, 300.3650,  88.5700, 998.7500, 286.9500,0
    38,07/03/18 00:07:50,201, 300.4200,  88.2000, 998.7500, 283.3900,0
    44,07/03/18 00:10:08,201, 300.5330,  89.8800, 998.6500, 290.2700,0
    50,07/03/18 00:10:47,201, 300.4900,  88.4000, 998.7500, 290.2400,0
    56,07/03/18 00:11:26,201, 300.4900,  87.9400, 998.7500, 284.4800,0
    62,07/03/18 00:12:06,201, 300.4510,  87.9400, 998.6500, 286.0500,0
    68,07/03/18 00:12:45,201, 300.4200,  87.0000, 998.7500, 289.9000,0
    74,07/03/18 00:15:03,201, 300.4200,  88.3500, 998.6500, 291.9600,0
    80,07/03/18 00:15:41,201, 300.4200,  88.5700, 998.6500, 293.6500,0
    86,07/03/18 00:16:21,201, 300.4200,  87.8200, 998.6500, 292.7300,0
    92,07/03/18 00:17:00,201, 300.4510,  88.1300, 998.6500, 286.8600,0
    98,07/03/18 00:17:39,201, 300.4510,  88.7200, 998.5500, 292.0700,0
   104,07/03/18 00:19:57,201, 300.3380,  87.9400, 998.5500, 285.7300,0
   110,07/03/18 00:20:36,201, 300.3380,  88.1100, 998.5500, 290.0700,0
   116,07/03/18 00:21:15,201, 300.3650,  88.9300, 998.5500, 284.0600,0
   122,07/03/18 00:21:55,201, 300.3530,  88.1300, 998.5500, 285.3000,0
   128,07/03/18 00:22:35,201, 300.4510,  87.9700, 998.4500, 291.7800,0
   134,07/03/18 00:24:54,201, 300.4510,  87.9900, 998.5500, 288.4900,0
   140,07/03/18 00:25:33,201, 300.4350,  87.4600, 998.5500, 292.4300,0
   146,07/03/18 00:26:12,201, 300.4780,  87.8900, 998.4500, 293.2200,0
   152,07/03/18 00:26:51,201, 300.4900,  87.9500, 998.3500, 293.0700,0
   158,07/03/18 00:27:31,201, 300.5210,  87.6700, 998.4500, 291.8200,0
   164,07/03/18 00:29:48,201, 300.3220,  87.3100, 998.5500, 292.0400,0
   170,07/03/18 00:30:28,201, 300.2670,  87.0400, 998.3500, 293.8600,0
   176,07/03/18 00:31:07,201, 300.2670,  86.9700, 998.3500, 292.7300,0
   182,07/03/18 00:31:46,201, 300.2400,  87.4000, 998.4500, 293.5900,0
   188,07/03/18 00:32:26,201, 300.2130,  88.2600, 998.4500, 293.6800,0
   194,07/03/18 00:34:44,201, 300.1810,  87.2800, 998.3500, 292.2300,0
   200,07/03/18 00:35:23,201, 300.1810,  87.6700, 998.3500, 293.4600,0
   206,07/03/18 00:36:02,201, 300.2130,  87.8400, 998.3500, 293.6000,0
   212,07/03/18 00:36:41,201, 300.2130,  88.3900, 998.2500, 292.8300,0
   218,07/03/18 00:37:21,201, 300.2830,  88.6800, 998.2500, 291.6000,0
   224,07/03/18 00:39:39,201, 300.2950,  88.2500, 998.2500, 293.0800,0
   230,07/03/18 00:40:19,201, 300.3380,  88.3100, 998.3500, 293.2800,0
   236,07/03/18 00:41:02,201, 300.2950,  88.5900, 998.3500, 292.8600,0
   242,07/03/18 00:41:41,201, 300.3100,  87.9800, 998.3500, 289.5700,0
   248,07/03/18 00:42:20,201, 300.3920,  87.9900, 998.2500, 290.5900,0
   254,07/03/18 00:44:38,201, 300.4630,  87.0500, 998.2500, 291.1400,0
   260,07/03/18 00:45:17,201, 300.5330,  87.4600, 998.2500, 287.6600,0
   266,07/03/18 00:45:56,201, 300.4780,  87.0000, 998.2500, 291.3500,0
   272,07/03/18 00:46:35,201, 300.4630,  87.2700, 998.2500, 286.6100,0
   278,07/03/18 00:47:14,201, 300.5330,  87.1000, 998.2500, 293.1100,0
   284,07/03/18 00:49:32,201, 300.2950,  85.7000, 998.2500, 293.3300,0
   290,07/03/18 00:50:11,201, 300.2240,  85.5200, 998.2500, 293.6600,0
   296,07/03/18 00:50:50,201, 300.1420,  85.4700, 998.2500, 293.5500,0
   302,07/03/18 00:51:29,201, 300.1810,  87.1300, 998.2500, 293.4100,0
   308,07/03/18 00:52:08,201, 300.1540,  87.6400, 998.2500, 292.9300,0
   314,07/03/18 00:54:27,201, 300.1110,  87.5800, 998.1500, 288.7400,0
   320,07/03/18 00:55:06,201, 300.1420,  88.0700, 998.2500, 292.8600,0
   326,07/03/18 00:55:45,201, 300.1700,  88.5300, 998.1500, 293.6600,0
   332,07/03/18 00:56:24,201, 300.1110,  87.8500, 998.3500, 290.7700,0
   338,07/03/18 00:57:03,201, 300.1270,  88.9000, 998.1500, 293.8900,0
   344,07/03/18 00:59:20,201, 299.9590,  87.4300, 998.2500, 293.2600,0
   350,07/03/18 00:59:59,201, 300.0130,  87.6000, 998.1500, 293.5400,0
   356,07/03/18 01:00:38,201, 299.9590,  87.9500, 998.2500, 293.5000,0
   362,07/03/18 01:01:17,201, 299.9430,  88.3800, 998.0500, 292.9100,0
   368,07/03/18 01:01:57,201, 299.9430,  88.8400, 998.2500, 293.4200,0
   374,07/03/18 01:04:28,201, 299.9160,  88.8800, 998.1500, 293.9300,0
   380,07/03/18 01:05:07,201, 299.9160,  88.7000, 998.1500, 290.4400,0
