Record,Date/Time,10,Tamb(K),Rh(%),Pres(mb),Tir(K),Rain,Az(deg),El(deg),TkBB(K), Ch  22.234, Ch  23.034, Ch  23.834, Ch  26.234, Ch  30.000, Ch  51.248, Ch  52.280, Ch  53.848, Ch  54.940, Ch  56.660, Ch  57.288, Ch  58.800, Ch 
Record,Date/Time,40,Tamb(K),Rh(%),Pres(mb),Tir(K),Rain
Record,Date/Time,50,Az(deg),El(deg),TkBB(K), Ch  22.000, Ch  22.234, Ch  22.500, Ch  23.000, Ch  23.034, Ch  23.500, Ch  23.834, Ch  24.000, Ch  24.500, Ch  25.000, Ch  25.500, Ch  26.000, Ch  26.234, Ch  26.500, Ch  27.000, Ch  27.500, Ch  28.000, Ch  28.500, Ch  29.000, Ch  29.500, Ch  30.000, Ch  51.248, Ch  51.760, Ch  52.280, Ch  52.804, Ch  53.336, Ch  53.848, Ch  54.400, Ch  54.940, Ch  55.500, Ch  56.020, Ch  56.660, Ch  57.288, Ch  57.964, Ch  58.800, Ch 
Record,Date/Time,80,ID,SNR,Tamb(K),Rh(%),Pres(mb),Tir(K),Rain,Az(deg),El(deg),TkBB(K), Ch  22.234, Ch  23.034, Ch  23.834, Ch  26.234, Ch  30.000, Ch  51.248, Ch  52.280, Ch  53.848, Ch  54.940, Ch  56.660, Ch  57.288, Ch  58.800, Ch 
     1,07/11/18 00:05:13,51,  0.00, 90.00,314.767,, 95.001, 92.636,, 88.649,, 77.055,,, 60.990,,, 48.964,,,, 40.469,,,, 37.225,141.134,154.539,176.604,209.661,241.864,267.178,285.496,292.709,292.700,294.054,295.376,294.629,295.013,296.611,
     2,07/11/18 00:05:14,41, 301.4590,  91.0700,1016.6500, 284.7200,0
     3,07/11/18 00:05:51,51,  0.00, 90.00,314.778,, 94.803, 92.042,, 88.656,, 76.481,,, 59.917,,, 49.586,,,, 40.455,,,, 36.357,136.947,151.127,173.433,201.370,235.231,268.734,286.761,292.941,295.899,296.417,296.745,296.729,294.392,294.667,
     4,07/11/18 00:05:53,41, 301.5290,  89.4700,1016.6500, 285.4400,0
     5,07/11/18 00:06:31,51,  0.00, 90.00,314.804,, 94.495, 92.293,, 88.010,, 76.347,,, 60.670,,, 49.060,,,, 40.982,,,, 36.436,135.397,155.413,174.381,203.154,239.387,265.921,282.944,292.204,294.185,291.977,292.518,292.913,293.031,295.481,
     6,07/11/18 00:06:32,41, 301.6810,  88.5800,1016.7500, 281.5600,0
     7,07/11/18 00:07:11,51,  0.00, 90.00,314.831,, 94.451, 91.990,, 88.199,, 76.856,,, 60.495,,, 49.111,,,, 40.576,,,, 36.542,137.458,153.590,175.149,201.750,239.605,266.953,284.195,295.772,295.244,291.982,295.410,299.468,297.004,297.586,
     8,07/11/18 00:07:12,41, 301.7950,  88.1100,1016.6500, 284.1100,0
     9,07/11/18 00:07:50,51,  0.00, 90.00,314.875,, 94.729, 92.569,, 88.596,, 76.898,,, 61.562,,, 48.807,,,, 40.854,,,, 36.137,132.733,149.718,175.496,204.234,238.828,268.522,282.437,291.144,294.868,294.469,293.535,295.683,297.564,295.880,
    10,07/11/18 00:07:51,41, 301.9200,  87.9800,1016.7500, 276.9700,0
    11,07/11/18 00:10:07,51,  0.00, 90.00,314.960,, 94.844, 92.615,, 88.544,, 76.468,,, 60.254,,, 48.864,,,, 40.578,,,, 36.768,132.699,149.178,173.950,202.836,235.536,265.076,283.987,288.117,289.620,295.472,296.291,292.887,293.576,295.489,
    12,07/11/18 00:10:09,41, 302.2280,  88.0700,1016.7500, 277.5000,0
