Record,Date/Time,30,TkBB(K),Tnd(K) Ch  22.000,R Ch  22.000,Tnd(K) Ch  22.234,R Ch  22.234,Tnd(K) Ch  22.500,R Ch  22.500,Tnd(K) Ch  23.000,R Ch  23.000,Tnd(K) Ch  23.034,R Ch  23.034,Tnd(K) Ch  23.500,R Ch  23.500,Tnd(K) Ch  23.834,R Ch  23.834,Tnd(K) Ch  24.000,R Ch  24.000,Tnd(K) Ch  24.500,R Ch  24.500,Tnd(K) Ch  25.000,R Ch  25.000,Tnd(K) Ch  25.500,R Ch  25.500,Tnd(K) Ch  26.000,R Ch  26.000,Tnd(K) Ch  26.234,R Ch  26.234,Tnd(K) Ch  26.500,R Ch  26.500,Tnd(K) Ch  27.000,R Ch  27.000,Tnd(K) Ch  27.500,R Ch  27.500,Tnd(K) Ch  28.000,R Ch  28.000,Tnd(K) Ch  28.500,R Ch  28.500,Tnd(K) Ch  29.000,R Ch  29.000,Tnd(K) Ch  29.500,R Ch  29.500,Tnd(K) Ch  30.000,R Ch  30.000
Record,Date/Time,20,TkBB(K),Tnd(K) Ch  1,R Ch  1,Tnd(K) Ch  2,R Ch  2,Tnd(K) Ch  3,R Ch  3,Tnd(K) Ch  4,R Ch  4,Tnd(K) Ch  5,R Ch  5
    51,07/14/2018 02:33:02,31,316.124, 197.331, 0.998590, 196.810, 0.998407, 187.647, 0.999341, 159.844, 0.999455, 156.251, 0.999397, 135.786, 0.999601, 122.445, 0.999587, 118.250, 1.000000, 110.125, 0.999266, 109.018, 0.999047, 113.445, 0.998794, 133.254, 0.998826, 135.437, 0.998761, 134.611, 0.999417, 124.371, 0.998714, 111.679, 0.999118, 111.069, 0.999092,  95.077, 0.999239,  83.402, 0.999172, 102.767, 0.999228, 150.859, 0.999205
    52,07/14/2018 02:37:56,31,316.183, 197.242, 0.999147, 197.565, 0.998981, 187.427, 0.999574, 159.573, 0.999540, 156.603, 0.999350, 136.024, 0.999206, 122.538, 0.999763, 119.388, 1.000000, 110.374, 0.999438, 109.221, 0.999469, 113.827, 0.999102, 133.301, 0.999635, 135.538, 0.999355, 134.546, 0.999514, 124.499, 0.999637, 111.697, 0.999801, 111.085, 0.999766,  95.127, 0.999849,  83.534, 0.999702, 103.048, 0.999469, 150.884, 0.999400
    53,07/14/2018 02:42:50,31,316.245, 196.560, 0.999907, 196.323, 0.999760, 186.649, 0.999785, 158.718, 0.999633, 155.581, 0.999756, 134.858, 0.999516, 121.948, 0.999394, 118.465, 1.000000, 109.450, 0.999277, 108.766, 0.999526, 113.302, 0.999358, 132.975, 0.999543, 135.154, 0.999466, 133.873, 0.998980, 124.118, 0.999344, 111.323, 0.999035, 110.708, 0.999171,  94.686, 0.998578,  83.279, 0.999419, 102.365, 0.998760, 150.545, 0.999114
    54,07/14/2018 02:47:45,31,316.308, 198.396, 0.999510, 198.009, 0.999444, 188.260, 0.999676, 160.627, 0.999962, 157.170, 0.999793, 136.552, 0.999905, 122.986, 0.999858, 120.348, 1.000000, 110.776, 0.999829, 109.641, 0.999875, 114.082, 0.999870, 133.668, 0.999845, 135.874, 0.999800, 134.800, 0.999943, 124.742, 0.999553, 112.145, 0.999650, 111.193, 0.999529,  95.284, 0.999177,  83.576, 0.999695, 103.175, 0.999763, 151.154, 0.999885
    55,07/14/2018 02:52:39,31,316.365, 197.248, 0.999498, 196.872, 0.999473, 187.203, 0.999785, 159.673, 0.999925, 156.406, 0.999917, 135.495, 0.999821, 122.453, 0.999929, 118.992, 1.000000, 110.021, 0.999804, 109.114, 0.999922, 113.544, 0.999797, 133.184, 0.999871, 135.310, 0.999886, 134.252, 0.999815, 124.419, 0.999901, 111.615, 0.999640, 110.976, 0.999632,  94.886, 0.999368,  83.222, 0.999851, 102.746, 0.999812, 150.650, 0.999857
    56,07/14/2018 02:57:33,31,316.422, 197.870, 0.999503, 197.410, 0.999419, 187.910, 0.999560, 159.830, 0.999797, 156.856, 0.999572, 135.853, 0.999834, 122.607, 0.999414, 119.189, 1.000000, 110.495, 0.999474, 109.269, 0.999459, 113.815, 0.999256, 133.790, 0.999231, 135.769, 0.999253, 134.906, 0.999305, 124.433, 0.998967, 111.797, 0.998426, 111.316, 0.998271,  95.254, 0.998193,  83.554, 0.998794, 103.140, 0.999231, 151.250, 0.998952
    57,07/14/2018 03:02:28,31,316.498, 198.218, 0.999883, 197.802, 0.999966, 188.148, 0.999899, 160.132, 0.999827, 156.788, 0.999968, 136.164, 0.999718, 122.804, 0.999601, 119.198, 1.000000, 110.695, 0.999594, 109.396, 0.999695, 114.077, 0.999719, 133.848, 0.999657, 135.785, 0.999526, 134.691, 0.999455, 124.758, 0.999512, 111.863, 0.999128, 111.356, 0.998862,  95.250, 0.998607,  83.466, 0.999202, 103.106, 0.999111, 151.203, 0.998809
    58,07/14/2018 03:07:22,31,316.596, 199.074, 0.999771, 198.812, 0.999821, 188.859, 0.999989, 161.097, 0.999884, 157.320, 0.999933, 136.853, 0.999836, 123.238, 0.999997, 120.068, 1.000000, 111.288, 0.999909, 109.878, 0.999931, 114.519, 0.999902, 134.081, 0.999923, 136.394, 0.999972, 135.318, 0.999902, 125.184, 0.999935, 112.217, 0.999947, 111.555, 0.999967,  95.652, 0.999751,  83.698, 0.999938, 103.473, 0.999913, 151.770, 0.999991
    59,07/14/2018 03:12:17,31,316.655, 199.595, 0.999303, 199.446, 0.999267, 189.536, 0.999793, 161.337, 0.999917, 158.292, 0.999786, 137.474, 0.999905, 123.944, 0.999843, 120.163, 1.000000, 111.522, 0.999695, 110.166, 0.999811, 114.695, 0.999707, 134.596, 0.999931, 136.733, 0.999701, 135.646, 0.999783, 125.439, 0.999722, 112.533, 0.999760, 111.834, 0.999624,  95.703, 0.999618,  84.025, 0.999782, 103.778, 0.999712, 151.824, 0.999940
    60,07/14/2018 03:17:12,31,316.746, 198.824, 0.999247, 198.177, 0.999400, 188.745, 0.999650, 160.797, 0.999796, 157.878, 0.999704, 136.952, 0.999824, 123.379, 0.999875, 120.097, 1.000000, 111.102, 0.999820, 109.996, 0.999723, 114.324, 0.999577, 134.386, 0.999693, 136.354, 0.999581, 135.306, 0.999898, 125.196, 0.999469, 112.245, 0.999749, 111.587, 0.999650,  95.462, 0.999190,  83.793, 0.999776, 103.412, 0.999882, 151.649, 0.999894
    61,07/14/2018 03:22:07,31,316.860, 197.956, 0.999613, 197.724, 0.999681, 187.935, 0.999928, 160.386, 0.999951, 156.877, 0.999931, 136.518, 0.999873, 122.997, 0.999979, 120.203, 1.000000, 110.780, 0.999991, 109.537, 0.999874, 114.053, 0.999867, 133.841, 0.999961, 135.986, 0.999968, 134.949, 0.999949, 124.929, 0.999869, 112.172, 0.999990, 111.309, 0.999956,  95.413, 0.999777,  83.585, 0.999976, 103.386, 0.999925, 151.159, 0.999926
    62,07/14/2018 03:27:02,31,317.015, 197.953, 0.999978, 197.200, 0.999939, 187.604, 0.999815, 159.839, 0.999849, 156.544, 0.999934, 136.174, 0.999707, 122.760, 0.999781, 119.019, 1.000000, 110.506, 0.999825, 109.231, 0.999875, 113.801, 0.999950, 133.595, 0.999883, 135.769, 0.999919, 134.660, 0.999806, 124.580, 0.999695, 111.939, 0.999392, 111.277, 0.999446,  95.312, 0.998874,  83.577, 0.999412, 103.235, 0.999698, 151.119, 0.999553
    63,07/14/2018 03:31:56,31,317.178, 198.550, 0.999770, 197.888, 0.999692, 187.540, 0.999380, 160.281, 0.999452, 156.667, 0.999617, 136.142, 0.999594, 122.888, 0.999204, 118.959, 1.000000, 110.577, 0.999233, 109.450, 0.999352, 113.836, 0.999385, 133.682, 0.999453, 135.786, 0.999507, 134.914, 0.999173, 124.509, 0.999469, 111.749, 0.998849, 111.188, 0.999061,  95.164, 0.998597,  83.499, 0.999056, 103.134, 0.998982, 150.947, 0.998538
    64,07/14/2018 03:36:50,31,317.309, 198.235, 0.999954, 198.353, 0.999885, 187.718, 0.999764, 160.352, 0.999662, 157.099, 0.999859, 136.213, 0.999347, 122.724, 0.999493, 119.459, 1.000000, 110.345, 0.999544, 109.514, 0.999906, 114.197, 0.999758, 133.907, 0.999812, 136.078, 0.999765, 134.960, 0.999618, 124.846, 0.999764, 112.093, 0.999461, 111.334, 0.999611,  95.441, 0.999120,  83.640, 0.999523, 103.239, 0.999469, 151.690, 0.999255
    65,07/14/2018 03:41:45,31,317.461, 197.517, 0.999964, 197.600, 0.999876, 187.729, 0.999835, 159.900, 0.999792, 156.732, 0.999876, 136.060, 0.999728, 122.649, 0.999607, 119.049, 1.000000, 110.529, 0.999507, 109.495, 0.999870, 113.749, 0.999611, 133.680, 0.999764, 135.768, 0.999788, 134.671, 0.999791, 124.625, 0.999810, 111.773, 0.999520, 111.095, 0.999660,  95.034, 0.999185,  83.441, 0.999767, 103.001, 0.999514, 151.140, 0.999537
    66,07/14/2018 03:46:42,31,317.585, 200.503, 0.999863, 200.765, 0.999765, 190.952, 0.999386, 162.535, 0.999328, 159.203, 0.999673, 138.177, 0.999518, 124.179, 0.999331, 121.183, 1.000000, 111.873, 0.999267, 110.629, 0.999510, 115.247, 0.999531, 135.050, 0.999528, 137.063, 0.999513, 135.966, 0.999206, 125.714, 0.999182, 112.746, 0.999069, 112.186, 0.999263,  96.115, 0.998493,  84.283, 0.999370, 103.965, 0.999297, 152.442, 0.998865
    67,07/14/2018 03:51:37,31,317.675, 199.539, 0.999373, 199.205, 0.999441, 189.451, 0.999565, 161.068, 0.999722, 157.674, 0.999635, 137.078, 0.999735, 123.552, 0.999760, 119.948, 1.000000, 111.051, 0.999581, 110.135, 0.999673, 114.368, 0.999228, 134.208, 0.999488, 136.243, 0.999198, 135.208, 0.999489, 125.017, 0.999391, 112.233, 0.999649, 111.480, 0.999600,  95.538, 0.999848,  83.779, 0.999735, 103.283, 0.999631, 151.664, 0.999519
    68,07/14/2018 03:56:31,31,317.746, 200.136, 0.999205, 200.276, 0.999271, 190.471, 0.999666, 162.261, 0.999700, 158.812, 0.999630, 137.635, 0.999656, 123.985, 0.999822, 119.982, 1.000000, 111.649, 0.999530, 110.358, 0.999493, 114.984, 0.999267, 134.566, 0.999342, 136.856, 0.999314, 135.848, 0.999619, 125.639, 0.999444, 112.355, 0.999796, 111.968, 0.999690,  95.722, 0.999811,  83.894, 0.999669, 103.509, 0.999613, 151.964, 0.999703
    69,07/14/2018 04:01:27,31,317.817, 199.576, 0.999678, 199.222, 0.999752, 189.058, 0.999820, 161.549, 0.999913, 158.001, 0.999887, 137.132, 0.999860, 123.720, 0.999905, 120.421, 1.000000, 111.114, 0.999688, 109.894, 0.999953, 114.509, 0.999705, 134.244, 0.999853, 136.479, 0.999807, 135.240, 0.999785, 125.123, 0.999828, 112.322, 0.999766, 111.718, 0.999780,  95.638, 0.999744,  83.804, 0.999804, 103.559, 0.999693, 151.660, 0.999742
    70,07/14/2018 04:06:21,31,317.839, 199.748, 0.999688, 199.127, 0.999825, 189.666, 0.999752, 161.311, 0.999827, 158.060, 0.999841, 137.119, 0.999919, 123.503, 0.999545, 120.231, 1.000000, 111.276, 0.999814, 110.141, 0.999723, 114.626, 0.999723, 134.322, 0.999651, 136.421, 0.999649, 135.399, 0.999728, 125.263, 0.999648, 112.195, 0.999005, 111.733, 0.999422,  95.620, 0.998526,  83.820, 0.999487, 103.435, 0.999593, 151.622, 0.999658
    71,07/14/2018 04:11:15,31,317.887, 199.655, 0.999741, 199.675, 0.999589, 189.981, 0.999695, 161.505, 0.999922, 158.567, 0.999783, 137.462, 0.999918, 124.036, 0.999748, 120.172, 1.000000, 111.325, 0.999673, 110.177, 0.999788, 114.933, 0.999627, 134.694, 0.999695, 136.559, 0.999719, 135.574, 0.999755, 125.468, 0.999623, 112.629, 0.999699, 111.781, 0.999484,  95.795, 0.999424,  83.950, 0.999716, 103.746, 0.999675, 152.005, 0.999785
    72,07/14/2018 04:16:10,31,317.877, 198.930, 0.999302, 198.672, 0.999166, 189.724, 0.999580, 161.562, 0.999679, 157.727, 0.999511, 137.060, 0.999630, 123.392, 0.999575, 119.924, 1.000000, 111.316, 0.999299, 109.896, 0.999457, 114.587, 0.998912, 134.462, 0.999337, 136.493, 0.999054, 135.447, 0.999382, 125.214, 0.999298, 112.284, 0.999547, 111.729, 0.999322,  95.477, 0.999686,  83.774, 0.999570, 103.338, 0.999203, 151.490, 0.998960
    73,07/14/2018 04:21:05,31,317.895, 199.028, 0.999571, 198.950, 0.999411, 189.056, 0.999553, 161.150, 0.999470, 157.772, 0.999652, 137.138, 0.999527, 123.459, 0.999613, 119.702, 1.000000, 111.133, 0.999330, 109.774, 0.999836, 114.528, 0.999287, 134.142, 0.999785, 136.355, 0.999594, 135.326, 0.999535, 125.098, 0.999797, 112.361, 0.999738, 111.735, 0.999745,  95.477, 0.999693,  83.837, 0.999716, 103.366, 0.999510, 151.705, 0.999679
    74,07/14/2018 04:25:59,31,317.929, 197.487, 0.998994, 196.992, 0.998904, 186.943, 0.999358, 159.085, 0.999495, 155.945, 0.999302, 135.608, 0.999451, 122.396, 0.999407, 118.816, 1.000000, 110.385, 0.999096, 109.115, 0.999137, 113.786, 0.998530, 133.530, 0.998856, 135.853, 0.999084, 134.778, 0.998976, 124.856, 0.998810, 111.826, 0.999147, 111.471, 0.999331,  95.184, 0.999509,  83.556, 0.999071, 103.181, 0.998881, 151.076, 0.998932
    75,07/14/2018 04:30:55,31,317.959, 198.069, 0.998843, 197.777, 0.998858, 187.329, 0.999164, 160.381, 0.999447, 156.442, 0.999224, 136.101, 0.999216, 122.681, 0.999392, 119.094, 1.000000, 110.468, 0.999024, 109.302, 0.999389, 113.996, 0.998590, 133.660, 0.998700, 136.005, 0.998685, 134.731, 0.998940, 124.585, 0.998823, 111.853, 0.999361, 111.194, 0.999242,  95.118, 0.999482,  83.486, 0.999144, 103.003, 0.999006, 150.833, 0.999129
    76,07/14/2018 04:35:50,31,317.982, 197.411, 0.997671, 197.159, 0.997786, 186.727, 0.998639, 159.720, 0.998683, 156.169, 0.998214, 135.667, 0.998190, 122.540, 0.998534, 118.962, 1.000000, 110.247, 0.997904, 109.024, 0.997448, 113.599, 0.996945, 133.426, 0.997463, 135.555, 0.997724, 134.546, 0.997443, 124.441, 0.997744, 111.721, 0.998578, 111.155, 0.998235,  95.058, 0.998861,  83.291, 0.998331, 102.779, 0.997177, 150.995, 0.997863
    77,07/14/2018 04:40:45,31,318.031, 198.831, 0.998892, 198.917, 0.999210, 188.955, 0.999525, 160.801, 0.999611, 157.859, 0.999327, 136.939, 0.999471, 123.353, 0.999598, 119.654, 1.000000, 110.694, 0.999287, 109.751, 0.999251, 114.285, 0.998735, 134.031, 0.998975, 136.134, 0.998968, 135.133, 0.999086, 124.872, 0.999068, 111.972, 0.999412, 111.455, 0.999419,  95.465, 0.999733,  83.551, 0.999337, 103.379, 0.998883, 151.316, 0.999331
    78,07/14/2018 04:45:39,31,318.088, 198.821, 0.999553, 198.341, 0.999591, 188.460, 0.999746, 160.976, 0.999896, 157.431, 0.999782, 136.670, 0.999796, 122.842, 0.999794, 119.660, 1.000000, 110.776, 0.999689, 109.857, 0.999813, 114.114, 0.999495, 134.070, 0.999685, 136.171, 0.999616, 135.165, 0.999652, 124.801, 0.999555, 112.198, 0.999627, 111.598, 0.999592,  95.328, 0.999674,  83.503, 0.999672, 103.066, 0.999385, 151.314, 0.999429
    79,07/14/2018 04:50:34,31,318.128, 198.725, 0.999309, 198.437, 0.999287, 188.834, 0.999580, 160.924, 0.999493, 157.726, 0.999289, 136.698, 0.999366, 123.149, 0.999614, 119.267, 1.000000, 110.932, 0.999281, 109.763, 0.999390, 114.365, 0.998744, 134.034, 0.999076, 136.248, 0.999029, 135.225, 0.999169, 125.039, 0.998981, 112.285, 0.999447, 111.651, 0.999577,  95.448, 0.999786,  83.859, 0.999417, 103.251, 0.999163, 151.627, 0.999265
    80,07/14/2018 04:55:28,31,318.170, 198.719, 0.999260, 199.058, 0.999469, 188.813, 0.999756, 160.857, 0.999929, 157.796, 0.999568, 137.036, 0.999917, 123.467, 0.999804, 119.813, 1.000000, 111.054, 0.999750, 109.800, 0.999709, 114.397, 0.999477, 133.881, 0.999278, 136.212, 0.999535, 135.261, 0.999603, 124.758, 0.999413, 112.328, 0.999439, 111.550, 0.999408,  95.451, 0.999187,  83.685, 0.999498, 103.542, 0.999597, 151.184, 0.999722
    81,07/14/2018 05:00:23,31,318.230, 199.522, 0.999668, 198.851, 0.999686, 188.849, 0.999817, 161.149, 0.999963, 157.689, 0.999903, 136.971, 0.999950, 123.310, 0.999770, 120.335, 1.000000, 110.984, 0.999709, 109.708, 0.999900, 114.416, 0.999637, 134.229, 0.999687, 136.434, 0.999712, 135.190, 0.999702, 125.232, 0.999738, 112.436, 0.999674, 111.614, 0.999711,  95.586, 0.999360,  83.843, 0.999773, 103.269, 0.999601, 151.629, 0.999771
    82,07/14/2018 05:05:18,31,318.307, 199.019, 0.999932, 198.644, 0.999894, 188.863, 0.999829, 160.996, 0.999810, 157.402, 0.999960, 136.742, 0.999823, 123.411, 0.999852, 120.060, 1.000000, 111.021, 0.999822, 110.084, 0.999872, 114.417, 0.999972, 134.083, 0.999831, 136.419, 0.999832, 135.309, 0.999795, 125.111, 0.999636, 112.273, 0.999551, 111.840, 0.999463,  95.621, 0.999170,  83.816, 0.999430, 103.463, 0.999754, 151.891, 0.999657
    83,07/14/2018 05:10:13,31,318.433, 198.558, 0.999401, 198.269, 0.999421, 188.070, 0.999741, 160.445, 0.999818, 157.001, 0.999716, 136.590, 0.999804, 123.094, 0.999841, 119.828, 1.000000, 110.666, 0.999604, 109.455, 0.999774, 114.106, 0.999440, 133.951, 0.999688, 136.181, 0.999489, 134.930, 0.999687, 124.627, 0.999641, 111.899, 0.999875, 111.287, 0.999793,  95.304, 0.999846,  83.523, 0.999704, 103.220, 0.999722, 151.163, 0.999648
    84,07/14/2018 05:15:09,31,318.594, 198.918, 0.999639, 198.434, 0.999646, 188.567, 0.999780, 160.481, 0.999940, 156.888, 0.999707, 136.411, 0.999931, 122.914, 0.999791, 118.930, 1.000000, 110.749, 0.999735, 109.951, 0.999713, 114.322, 0.999715, 133.761, 0.999780, 136.081, 0.999612, 134.809, 0.999671, 125.048, 0.999546, 112.131, 0.999592, 111.511, 0.999654,  95.416, 0.999525,  83.619, 0.999631, 103.313, 0.999826, 151.546, 0.999877
    85,07/14/2018 05:20:04,31,318.783, 199.431, 0.999451, 198.848, 0.999733, 189.180, 0.999898, 161.379, 0.999948, 157.648, 0.999900, 137.113, 0.999989, 123.363, 0.999860, 119.275, 1.000000, 110.899, 0.999910, 109.993, 0.999852, 114.660, 0.999866, 134.274, 0.999776, 136.215, 0.999832, 135.251, 0.999845, 125.213, 0.999520, 112.352, 0.999545, 111.695, 0.999337,  95.581, 0.999271,  83.711, 0.999539, 103.325, 0.999693, 151.581, 0.999873
    86,07/14/2018 05:25:00,31,318.976, 197.246, 0.998507, 196.826, 0.998720, 186.823, 0.998952, 158.919, 0.999234, 155.492, 0.998920, 135.267, 0.999165, 121.922, 0.998858, 118.448, 1.000000, 109.646, 0.998622, 108.860, 0.998699, 113.030, 0.997819, 133.048, 0.998072, 134.912, 0.997849, 133.714, 0.998075, 123.742, 0.997633, 111.131, 0.997823, 110.354, 0.997445,  94.610, 0.997987,  82.876, 0.997332, 102.296, 0.996868, 150.034, 0.997088
    87,07/14/2018 05:29:55,31,319.207, 199.199, 0.999091, 198.419, 0.999300, 188.531, 0.999551, 161.113, 0.999677, 157.308, 0.999588, 136.533, 0.999634, 123.239, 0.999800, 118.091, 1.000000, 110.749, 0.999582, 109.476, 0.999684, 114.154, 0.999293, 133.972, 0.999578, 136.215, 0.999418, 134.925, 0.999562, 124.787, 0.999647, 111.990, 0.999715, 111.456, 0.999815,  95.451, 0.999894,  83.678, 0.999690, 103.186, 0.999513, 151.379, 0.999673
    88,07/14/2018 05:34:51,31,319.421, 199.402, 0.998397, 198.680, 0.998611, 189.032, 0.998981, 160.801, 0.999330, 157.796, 0.998840, 136.938, 0.999436, 123.366, 0.998920, 119.535, 1.000000, 110.794, 0.998667, 109.731, 0.998823, 114.250, 0.998236, 134.170, 0.998427, 136.221, 0.997999, 135.164, 0.998470, 125.038, 0.998191, 112.172, 0.998334, 111.602, 0.998478,  95.684, 0.998253,  83.728, 0.998280, 103.435, 0.998715, 151.411, 0.998736
    89,07/14/2018 05:39:47,31,319.707, 198.763, 0.998450, 198.651, 0.998632, 188.630, 0.999429, 160.819, 0.999508, 157.540, 0.999341, 136.719, 0.999530, 123.034, 0.999032, 119.154, 1.000000, 110.551, 0.999125, 109.539, 0.999226, 114.128, 0.998606, 133.952, 0.998708, 136.106, 0.998440, 134.918, 0.999111, 124.809, 0.998762, 112.001, 0.999344, 111.294, 0.999062,  95.266, 0.999261,  83.522, 0.998873, 103.106, 0.998868, 151.445, 0.999011
    90,07/14/2018 05:44:43,31,320.061, 199.179, 0.999461, 199.118, 0.999563, 189.149, 0.999749, 161.433, 0.999881, 157.739, 0.999585, 137.217, 0.999807, 123.331, 0.999831, 118.938, 1.000000, 110.950, 0.999764, 109.906, 0.999773, 114.239, 0.999592, 134.215, 0.999817, 136.320, 0.999591, 134.976, 0.999687, 125.120, 0.999715, 112.341, 0.999782, 111.717, 0.999785,  95.521, 0.999839,  83.783, 0.999842, 103.501, 0.999790, 151.660, 0.999855
    91,07/14/2018 05:49:38,31,320.417, 199.298, 0.998436, 198.467, 0.998715, 189.382, 0.999093, 161.012, 0.999204, 157.456, 0.999086, 136.984, 0.999331, 123.531, 0.999175, 119.360, 1.000000, 110.875, 0.998942, 109.852, 0.999006, 114.095, 0.998626, 134.276, 0.998476, 136.398, 0.998543, 135.091, 0.999077, 124.989, 0.998447, 112.165, 0.998955, 111.761, 0.998783,  95.587, 0.999022,  83.799, 0.998843, 103.379, 0.998760, 151.460, 0.998580
    92,07/14/2018 05:54:32,31,320.810, 199.627, 0.998544, 199.577, 0.998870, 190.040, 0.999060, 162.037, 0.999171, 158.291, 0.998512, 137.383, 0.999149, 123.847, 0.999174, 119.694, 1.000000, 111.278, 0.999098, 110.029, 0.998702, 114.395, 0.998535, 134.318, 0.998689, 136.459, 0.998381, 135.511, 0.998768, 125.344, 0.998967, 112.417, 0.998833, 111.950, 0.998972,  95.689, 0.999316,  83.870, 0.999051, 103.501, 0.999325, 151.576, 0.999123
    93,07/14/2018 05:59:27,31,321.154, 199.757, 0.998865, 198.790, 0.998797, 190.103, 0.999194, 161.466, 0.999432, 158.131, 0.999192, 137.404, 0.999537, 123.559, 0.999474, 119.610, 1.000000, 110.748, 0.998977, 109.840, 0.999368, 114.290, 0.998703, 133.937, 0.999015, 136.200, 0.998819, 135.310, 0.999093, 124.843, 0.998966, 112.189, 0.999050, 111.651, 0.999172,  95.520, 0.999408,  83.616, 0.999328, 103.374, 0.998995, 151.355, 0.999343
    94,07/14/2018 06:04:22,31,321.495, 199.245, 0.998149, 198.229, 0.998482, 188.485, 0.998805, 160.818, 0.999352, 157.109, 0.998626, 136.715, 0.999133, 122.977, 0.999041, 118.961, 1.000000, 110.691, 0.998430, 109.252, 0.998634, 113.872, 0.998034, 133.939, 0.998510, 135.858, 0.998373, 134.687, 0.998280, 124.919, 0.998623, 111.921, 0.998587, 111.458, 0.998638,  95.346, 0.999026,  83.501, 0.998938, 103.145, 0.998643, 151.046, 0.998675
    95,07/14/2018 06:09:16,31,321.760, 198.958, 0.997391, 197.966, 0.997995, 188.277, 0.998547, 160.430, 0.998462, 157.471, 0.998438, 136.711, 0.998450, 123.049, 0.998197, 118.586, 1.000000, 110.676, 0.998299, 109.589, 0.997908, 114.084, 0.997353, 133.841, 0.997787, 136.073, 0.997307, 135.094, 0.997973, 124.931, 0.997487, 112.141, 0.997914, 111.629, 0.998249,  95.394, 0.998676,  83.633, 0.998183, 103.321, 0.997813, 151.209, 0.998217
    96,07/14/2018 06:14:14,31,321.989, 200.010, 0.997799, 199.384, 0.998163, 190.109, 0.998998, 161.654, 0.998695, 158.438, 0.998311, 137.272, 0.998723, 123.623, 0.998614, 119.624, 1.000000, 110.778, 0.998321, 109.931, 0.998366, 114.353, 0.997700, 133.774, 0.997975, 136.488, 0.998095, 135.295, 0.998236, 125.257, 0.998386, 112.112, 0.998753, 111.434, 0.998451,  95.428, 0.999091,  83.930, 0.998938, 103.564, 0.998354, 151.418, 0.998590
    97,07/14/2018 06:19:08,31,322.167, 198.695, 0.998338, 197.497, 0.998339, 187.990, 0.999065, 160.204, 0.998802, 156.996, 0.998621, 136.397, 0.998583, 122.461, 0.998872, 118.329, 1.000000, 110.278, 0.998296, 109.335, 0.998394, 113.600, 0.998104, 133.558, 0.998289, 135.904, 0.998576, 134.502, 0.998354, 124.684, 0.998670, 111.840, 0.998883, 111.220, 0.998722,  95.216, 0.999181,  83.528, 0.998970, 102.949, 0.998467, 151.215, 0.998397
    98,07/14/2018 06:24:04,31,322.290, 197.476, 0.998824, 196.713, 0.999124, 187.486, 0.999567, 159.874, 0.999428, 156.408, 0.999328, 135.877, 0.999374, 122.503, 0.999371, 118.810, 1.000000, 110.111, 0.999220, 109.104, 0.999182, 113.764, 0.999011, 133.160, 0.999061, 135.630, 0.998741, 134.509, 0.999153, 124.527, 0.998665, 111.747, 0.999217, 111.308, 0.999374,  95.062, 0.999365,  83.532, 0.999249, 103.072, 0.999244, 151.134, 0.999473
    99,07/14/2018 06:29:01,31,322.401, 200.300, 0.999402, 199.430, 0.999499, 189.712, 0.999816, 161.370, 0.999818, 158.566, 0.999811, 137.071, 0.999820, 123.304, 0.999879, 119.129, 1.000000, 110.867, 0.999726, 110.010, 0.999711, 114.464, 0.999602, 134.211, 0.999756, 136.410, 0.999677, 135.241, 0.999857, 125.095, 0.999621, 112.356, 0.999866, 111.874, 0.999820,  95.640, 0.999666,  83.736, 0.999956, 103.397, 0.999854, 151.483, 0.999949
   100,07/14/2018 06:34:09,31,322.486, 199.056, 0.999337, 198.361, 0.999315, 188.836, 0.999665, 160.920, 0.999759, 157.281, 0.999379, 136.543, 0.999701, 122.883, 0.999790, 118.806, 1.000000, 110.619, 0.999594, 109.530, 0.999842, 114.157, 0.999376, 133.634, 0.999871, 136.190, 0.999603, 134.944, 0.999730, 124.861, 0.999838, 111.935, 0.999951, 111.271, 0.999842,  95.464, 0.999981,  83.508, 0.999876, 103.258, 0.999472, 151.326, 0.999663
   101,07/14/2018 06:39:04,31,322.552, 199.551, 0.999452, 199.112, 0.999572, 189.776, 0.999809, 161.632, 0.999736, 158.276, 0.999618, 137.279, 0.999673, 123.421, 0.999906, 118.837, 1.000000, 110.948, 0.999850, 109.814, 0.999830, 114.420, 0.999562, 134.097, 0.999844, 136.562, 0.999826, 135.274, 0.999893, 125.221, 0.999827, 112.167, 0.999992, 111.605, 0.999929,  95.697, 0.999805,  83.600, 0.999978, 103.527, 0.999936, 151.585, 0.999970
   102,07/14/2018 06:44:11,31,322.654, 198.813, 0.999430, 197.581, 0.999529, 188.609, 0.999706, 160.901, 0.999695, 157.650, 0.999656, 136.748, 0.999627, 123.379, 0.999779, 118.659, 1.000000, 110.805, 0.999430, 109.636, 0.999836, 114.226, 0.999448, 133.954, 0.999724, 136.321, 0.999788, 135.231, 0.999740, 124.945, 0.999892, 112.158, 0.999704, 111.631, 0.999876,  95.728, 0.999835,  83.718, 0.999740, 103.337, 0.999592, 151.647, 0.999588
