Record,DateTime,50,Azdeg,Eldeg,TkBBK,Ch22.000,Ch22.234,Ch22.500,Ch23.000,Ch23.034,Ch23.500,Ch23.834,Ch24.000,Ch24.500,Ch25.000,Ch25.500,Ch26.000,Ch26.234,Ch26.500,Ch27.000,Ch27.500,Ch28.000,Ch28.500,Ch29.000,Ch29.500,Ch30.000,Ch51.248,Ch51.760,Ch52.280,Ch52.804,Ch53.336,Ch53.848,Ch54.400,Ch54.940,Ch55.500,Ch56.020,Ch56.660,Ch57.288,Ch57.964,Ch58.800,Ch
   689,07/12/18 05:43:45,51,  0.00, 90.00,319.991,, 92.359, 90.027,, 85.108,, 72.533,,, 57.055,,, 45.900,,,, 38.194,,,, 34.089,132.953,149.765,173.469,203.688,238.799,267.851,286.793,293.956,296.858,297.673,298.290,298.623,299.807,299.789,
   691,07/12/18 05:46:03,51,  0.00, 90.00,320.019,, 92.978, 90.433,, 85.704,, 73.136,,, 56.922,,, 45.939,,,, 37.972,,,, 34.141,132.762,149.893,173.035,203.292,238.723,268.828,286.723,294.366,296.784,297.649,298.781,298.934,300.168,299.741,
   693,07/12/18 05:46:42,51,  0.00, 90.00,320.014,, 93.126, 90.140,, 85.833,, 73.058,,, 57.217,,, 46.081,,,, 38.331,,,, 33.889,133.000,149.904,173.064,203.756,237.845,267.787,287.165,293.647,296.483,297.486,298.294,299.409,300.276,299.306,
   695,07/12/18 05:47:22,51,  0.00, 90.00,320.026,, 92.316, 90.304,, 85.117,, 72.792,,, 56.801,,, 45.426,,,, 38.204,,,, 33.885,132.781,150.021,173.068,203.439,239.109,268.093,286.875,293.887,296.479,297.847,298.862,299.693,298.959,299.437,
   697,07/12/18 05:48:01,51,  0.00, 90.00,320.011,, 92.544, 90.197,, 85.679,, 73.071,,, 56.640,,, 45.952,,,, 38.029,,,, 34.284,133.189,149.581,172.711,203.741,237.955,268.059,286.838,294.185,296.695,297.563,298.377,299.145,299.993,299.544,
   699,07/12/18 05:48:41,51,  0.00, 90.00,320.038,, 92.896, 90.035,, 85.332,, 73.002,,, 57.525,,, 46.640,,,, 38.046,,,, 33.959,133.581,150.502,173.673,203.385,238.994,268.110,286.964,294.011,296.646,297.775,298.296,299.264,300.338,299.240,
   701,07/12/18 05:50:59,51,  0.00, 90.00,320.034,, 93.124, 90.410,, 86.211,, 73.376,,, 57.495,,, 46.530,,,, 38.223,,,, 33.827,133.545,150.330,173.281,203.488,238.156,268.219,287.162,294.020,297.239,297.663,298.377,299.634,300.360,299.714,
   703,07/12/18 05:51:38,51,  0.00, 90.00,320.056,, 92.686, 90.460,, 85.797,, 72.764,,, 56.788,,, 45.769,,,, 38.234,,,, 34.277,133.434,150.041,173.518,203.421,237.950,268.264,286.454,294.187,296.700,297.578,298.605,299.191,300.485,299.566,
   705,07/12/18 05:52:17,51,  0.00, 90.00,320.063,, 92.787, 90.213,, 85.760,, 73.561,,, 57.499,,, 46.631,,,, 37.525,,,, 33.941,133.216,150.427,173.591,203.904,238.385,268.357,286.649,293.815,296.809,297.981,298.435,299.132,300.222,299.596,
   707,07/12/18 05:52:57,51,  0.00, 90.00,320.046,, 93.153, 90.595,, 85.857,, 73.413,,, 57.566,,, 46.597,,,, 38.233,,,, 34.259,133.415,150.818,173.099,204.113,239.082,268.125,286.977,294.101,297.107,298.286,299.182,299.092,300.632,299.998,
   709,07/12/18 05:53:36,51,  0.00, 90.00,320.048,, 93.500, 90.478,, 86.112,, 72.984,,, 57.336,,, 46.546,,,, 38.390,,,, 33.847,133.926,150.418,173.797,204.238,238.434,268.291,287.519,294.421,296.369,297.951,298.748,298.315,299.151,299.158,
   711,07/12/18 05:55:54,51,  0.00, 90.00,320.040,, 93.711, 90.330,, 86.374,, 73.741,,, 57.000,,, 46.645,,,, 37.967,,,, 34.312,133.359,150.449,173.429,203.865,238.860,267.930,286.615,294.713,296.658,297.441,298.484,299.593,300.019,299.725,
   713,07/12/18 05:56:33,51,  0.00, 90.00,320.040,, 93.220, 90.189,, 85.532,, 73.724,,, 56.741,,, 46.587,,,, 38.647,,,, 34.088,133.311,149.982,173.006,203.762,238.463,267.981,287.121,293.828,296.546,297.578,298.936,299.678,299.865,299.601,
   715,07/12/18 05:57:13,51,  0.00, 90.00,320.030,, 93.767, 90.363,, 85.689,, 73.109,,, 57.066,,, 46.390,,,, 38.385,,,, 33.830,133.962,150.732,173.659,204.258,238.976,267.854,287.051,293.843,296.338,298.089,298.410,299.224,299.935,299.583,
   717,07/12/18 05:57:52,51,  0.00, 90.00,320.025,, 93.083, 90.922,, 85.743,, 72.883,,, 57.399,,, 46.001,,,, 37.362,,,, 34.155,133.612,150.602,172.965,204.425,238.516,268.093,287.213,294.046,297.380,297.602,298.576,299.528,300.554,299.741,
   719,07/12/18 05:58:31,51,  0.00, 90.00,320.027,, 92.822, 90.850,, 86.223,, 73.735,,, 57.437,,, 46.843,,,, 38.086,,,, 34.377,133.908,150.073,173.324,203.712,238.795,267.782,287.403,294.035,295.862,297.354,298.407,298.838,300.033,299.451,
   721,07/12/18 06:00:49,51,  0.00, 90.00,320.028,, 93.036, 90.542,, 85.824,, 73.472,,, 57.183,,, 46.650,,,, 38.877,,,, 34.053,133.652,150.025,173.397,204.134,238.023,268.060,287.207,294.398,296.313,297.959,297.942,299.218,300.323,299.817,
   723,07/12/18 06:01:28,51,  0.00, 90.00,320.020,, 92.525, 90.250,, 85.045,, 73.235,,, 57.423,,, 46.400,,,, 38.458,,,, 34.200,133.655,149.715,173.249,203.350,238.805,268.380,287.260,294.368,296.380,297.232,298.485,299.173,300.011,299.481,
   725,07/12/18 06:02:08,51,  0.00, 90.00,320.005,, 92.920, 90.495,, 86.018,, 73.091,,, 57.046,,, 46.342,,,, 38.523,,,, 34.554,133.624,150.779,173.385,204.135,238.436,267.888,286.845,294.195,296.756,298.199,298.111,298.890,300.364,299.518,
   727,07/12/18 06:02:46,51,  0.00, 90.00,319.999,, 92.835, 90.461,, 86.488,, 73.561,,, 58.230,,, 46.859,,,, 38.651,,,, 34.456,133.307,150.645,173.242,204.091,238.536,268.286,286.735,293.791,296.826,298.033,298.532,299.270,299.244,299.942,
   729,07/12/18 06:03:26,51,  0.00, 90.00,319.995,, 93.657, 90.551,, 85.956,, 73.517,,, 57.436,,, 46.554,,,, 38.167,,,, 34.227,134.084,149.951,173.376,204.206,238.463,268.122,286.906,294.111,297.034,297.380,298.752,299.213,300.189,299.419,
   731,07/12/18 06:05:44,51,  0.00, 90.00,319.978,, 93.589, 90.575,, 85.826,, 73.775,,, 57.664,,, 46.373,,,, 38.751,,,, 34.552,133.675,151.119,173.370,203.621,238.997,267.932,287.056,294.468,296.611,297.316,298.251,299.431,299.452,299.602,
   733,07/12/18 06:06:25,51,  0.00, 90.00,319.987,, 93.644, 90.702,, 85.663,, 73.249,,, 57.643,,, 46.666,,,, 38.038,,,, 34.125,133.916,149.687,172.782,203.471,238.853,268.112,286.748,293.668,296.202,298.063,298.264,299.474,299.707,299.873,
   735,07/12/18 06:07:04,51,  0.00, 90.00,319.971,, 93.195, 90.206,, 85.717,, 73.561,,, 56.753,,, 46.259,,,, 38.117,,,, 33.614,133.440,150.138,173.100,203.990,238.691,267.705,287.293,293.951,296.594,298.126,298.807,298.505,300.177,298.905,
   737,07/12/18 06:07:43,51,  0.00, 90.00,319.945,, 93.219, 90.538,, 85.994,, 72.970,,, 57.457,,, 46.473,,,, 38.923,,,, 34.202,133.780,150.464,173.325,203.613,238.426,268.257,286.866,293.810,296.686,297.912,298.631,298.993,299.833,299.421,
   739,07/12/18 06:08:23,51,  0.00, 90.00,319.969,, 93.318, 90.220,, 85.182,, 73.045,,, 57.174,,, 45.809,,,, 37.895,,,, 34.099,133.624,149.721,173.589,203.699,238.953,268.709,287.077,294.268,296.400,298.493,298.882,299.097,299.884,299.534,
   741,07/12/18 06:10:42,51,  0.00, 90.00,319.966,, 92.753, 90.567,, 85.985,, 73.095,,, 57.602,,, 46.938,,,, 38.583,,,, 35.066,133.229,150.155,173.288,202.989,238.062,267.489,287.103,294.304,296.968,297.328,298.713,298.894,299.882,299.522,
   743,07/12/18 06:11:21,51,  0.00, 90.00,319.975,, 93.222, 90.301,, 86.163,, 73.418,,, 57.433,,, 46.567,,,, 38.521,,,, 34.298,133.579,150.871,173.677,203.644,238.705,267.584,286.700,294.357,297.375,297.479,298.177,299.260,299.561,299.837,
   745,07/12/18 06:12:00,51,  0.00, 90.00,319.970,, 92.757, 90.271,, 85.414,, 73.324,,, 57.436,,, 46.048,,,, 38.193,,,, 33.702,133.793,149.800,173.544,203.238,238.562,267.923,286.466,294.745,296.751,297.412,298.155,298.874,299.111,299.842,
   747,07/12/18 06:12:39,51,  0.00, 90.00,319.971,, 92.811, 90.112,, 85.428,, 72.982,,, 57.626,,, 46.185,,,, 38.171,,,, 34.710,133.519,150.402,173.041,203.775,238.655,268.224,286.887,294.370,297.096,298.456,298.613,299.627,300.102,299.628,
   749,07/12/18 06:13:20,51,  0.00, 90.00,319.966,, 92.279, 90.247,, 85.201,, 73.318,,, 56.238,,, 45.593,,,, 37.376,,,, 34.075,132.998,150.243,173.286,203.699,238.571,267.906,287.102,294.156,296.546,297.914,298.472,298.235,300.016,299.024,
   751,07/12/18 06:15:38,51,  0.00, 90.00,319.977,, 93.092, 90.180,, 85.698,, 73.407,,, 57.148,,, 45.675,,,, 38.731,,,, 34.059,133.208,150.266,173.069,203.737,239.253,268.078,287.033,294.065,296.351,298.114,298.565,298.882,300.124,299.543,
   753,07/12/18 06:16:18,51,  0.00, 90.00,319.954,, 93.075, 90.297,, 85.732,, 72.596,,, 56.973,,, 45.544,,,, 37.915,,,, 34.114,133.489,150.033,173.118,203.774,238.678,268.476,287.067,294.370,296.388,298.221,298.778,298.972,299.343,299.231,
   755,07/12/18 06:16:57,51,  0.00, 90.00,319.961,, 93.206, 90.355,, 85.234,, 72.810,,, 57.400,,, 46.281,,,, 38.819,,,, 33.754,133.335,150.015,173.348,203.576,238.503,267.965,286.797,294.126,297.174,297.573,298.403,299.124,299.645,299.511,
   757,07/12/18 06:17:36,51,  0.00, 90.00,319.960,, 92.899, 90.259,, 85.388,, 73.041,,, 56.640,,, 46.226,,,, 38.072,,,, 33.957,134.044,150.302,173.316,204.009,238.938,267.833,287.598,294.583,297.324,297.698,298.763,299.364,300.034,299.768,
   759,07/12/18 06:18:16,51,  0.00, 90.00,319.961,, 92.415, 90.118,, 85.074,, 72.891,,, 57.006,,, 45.676,,,, 37.497,,,, 33.644,133.338,150.132,172.915,204.278,238.888,268.136,287.110,294.098,296.786,298.044,298.516,299.120,299.561,299.219,
   761,07/12/18 06:20:33,51,  0.00, 90.00,319.962,, 92.539, 90.007,, 85.560,, 72.605,,, 57.077,,, 45.977,,,, 37.958,,,, 34.046,132.708,150.029,172.999,203.196,238.118,268.014,286.501,294.456,296.837,297.641,298.363,298.796,300.525,299.429,
   763,07/12/18 06:21:13,51,  0.00, 90.00,319.961,, 93.181, 90.457,, 85.639,, 73.484,,, 56.894,,, 45.844,,,, 37.554,,,, 34.123,133.365,150.002,173.671,203.219,238.921,267.656,287.052,293.660,297.070,297.843,298.661,298.907,300.693,299.328,
   765,07/12/18 06:21:52,51,  0.00, 90.00,319.963,, 93.137, 90.447,, 85.805,, 73.304,,, 56.646,,, 46.375,,,, 38.280,,,, 34.398,133.282,150.356,173.073,203.695,238.666,268.120,286.916,293.934,296.415,297.805,298.778,299.267,299.746,299.368,
   767,07/12/18 06:22:31,51,  0.00, 90.00,319.970,, 93.160, 90.420,, 85.791,, 73.270,,, 56.308,,, 46.242,,,, 38.452,,,, 33.909,133.966,150.497,173.354,204.018,238.907,267.756,286.971,294.131,297.584,297.698,298.404,299.604,300.308,299.447,
   769,07/12/18 06:23:10,51,  0.00, 90.00,319.972,, 93.046, 90.316,, 85.968,, 72.853,,, 57.352,,, 46.153,,,, 38.411,,,, 33.866,133.013,150.247,173.267,203.506,238.732,268.102,287.322,294.628,296.234,297.551,298.377,298.947,300.285,299.374,
   771,07/12/18 06:25:28,51,  0.00, 90.00,319.983,, 92.948, 90.269,, 85.575,, 72.884,,, 57.597,,, 46.516,,,, 37.918,,,, 34.013,133.261,150.622,173.143,203.943,239.120,268.470,287.344,294.916,297.264,299.010,299.100,299.203,300.296,299.886,
   773,07/12/18 06:26:07,51,  0.00, 90.00,319.982,, 93.130, 90.914,, 85.518,, 73.258,,, 57.346,,, 46.440,,,, 38.290,,,, 33.749,133.524,150.448,173.591,203.751,238.509,268.233,286.933,294.458,296.849,298.206,298.586,298.972,299.839,299.763,
   775,07/12/18 06:26:47,51,  0.00, 90.00,319.990,, 92.874, 90.819,, 85.777,, 73.037,,, 57.350,,, 46.003,,,, 38.601,,,, 33.631,133.263,150.057,172.982,203.951,238.596,268.162,287.076,294.734,296.784,298.115,298.810,299.108,300.024,299.437,
   777,07/12/18 06:27:26,51,  0.00, 90.00,319.986,, 93.225, 90.454,, 85.864,, 73.343,,, 56.913,,, 46.659,,,, 38.660,,,, 33.629,133.191,150.440,173.297,203.679,238.565,268.393,287.150,294.687,296.931,297.893,298.433,298.800,300.115,299.380,
   779,07/12/18 06:28:05,51,  0.00, 90.00,320.006,, 93.209, 90.346,, 85.562,, 73.648,,, 57.333,,, 45.592,,,, 38.110,,,, 34.173,133.844,150.581,173.722,203.850,238.177,267.771,286.830,293.991,296.347,298.292,298.677,299.536,300.690,299.412,
   781,07/12/18 06:30:23,51,  0.00, 90.00,319.994,, 93.732, 90.811,, 86.047,, 73.809,,, 58.490,,, 46.940,,,, 38.166,,,, 34.378,133.829,150.631,173.487,204.582,238.561,267.791,286.947,293.706,296.348,297.368,298.347,298.676,300.484,299.860,
   783,07/12/18 06:31:11,51,  0.00, 90.00,320.007,, 93.216, 91.018,, 86.066,, 73.745,,, 57.686,,, 46.030,,,, 38.283,,,, 34.188,133.819,150.319,173.263,203.603,238.272,268.302,287.418,294.291,297.026,298.187,299.249,299.169,299.786,299.535,
   785,07/12/18 06:31:50,51,  0.00, 90.00,320.013,, 93.004, 90.497,, 86.148,, 73.294,,, 57.436,,, 45.835,,,, 38.507,,,, 33.816,134.016,150.207,173.175,203.005,238.823,268.271,287.261,294.143,296.870,298.249,298.656,299.780,300.365,298.653,
   787,07/12/18 06:32:30,51,  0.00, 90.00,320.002,, 93.076, 90.377,, 85.520,, 72.876,,, 57.342,,, 46.920,,,, 38.749,,,, 34.050,133.183,150.093,173.028,203.877,238.079,267.938,287.039,294.362,296.631,297.910,298.617,299.260,300.268,299.544,
   789,07/12/18 06:33:10,51,  0.00, 90.00,320.022,, 92.951, 90.190,, 85.757,, 73.059,,, 56.969,,, 46.141,,,, 38.335,,,, 34.062,133.802,150.767,173.492,203.711,238.801,268.031,286.496,293.959,296.868,297.851,298.530,299.481,299.315,299.707,
   791,07/12/18 06:35:28,51,  0.00, 90.00,320.030,, 93.373, 90.528,, 85.007,, 73.514,,, 57.642,,, 46.561,,,, 38.008,,,, 33.877,133.427,150.603,173.894,203.899,239.382,268.792,287.034,294.677,296.467,298.046,298.249,299.471,300.057,299.276,
   793,07/12/18 06:36:07,51,  0.00, 90.00,320.030,, 92.423, 90.632,, 85.480,, 72.588,,, 57.459,,, 46.156,,,, 37.948,,,, 33.734,133.052,150.280,173.614,203.672,238.227,267.809,287.054,294.045,296.509,298.079,298.260,299.675,299.161,299.310,
   795,07/12/18 06:36:47,51,  0.00, 90.00,320.033,, 92.677, 90.201,, 85.637,, 73.190,,, 56.830,,, 46.295,,,, 38.184,,,, 33.672,133.081,149.699,173.158,203.606,238.746,268.046,287.488,294.608,296.751,297.713,298.895,299.292,299.442,299.921,
   797,07/12/18 06:37:26,51,  0.00, 90.00,320.054,, 92.983, 90.354,, 85.353,, 73.305,,, 58.086,,, 46.545,,,, 38.416,,,, 34.472,133.827,150.373,173.444,204.501,238.794,268.213,287.197,294.833,296.800,297.891,298.904,299.667,300.060,299.024,
   799,07/12/18 06:38:05,51,  0.00, 90.00,320.058,, 93.046, 90.307,, 85.621,, 73.490,,, 57.424,,, 46.375,,,, 38.166,,,, 34.210,133.264,150.511,173.786,203.862,238.486,268.390,287.470,294.210,297.240,298.367,298.114,299.293,299.244,299.612,
   801,07/12/18 06:40:23,51,  0.00, 90.00,320.063,, 92.577, 90.200,, 85.773,, 73.556,,, 57.609,,, 46.240,,,, 38.078,,,, 34.894,132.875,150.267,173.336,203.546,238.585,267.873,287.125,294.812,296.163,298.196,298.455,299.438,299.892,299.472,
   803,07/12/18 06:41:11,51,  0.00, 90.00,320.055,, 92.653, 89.741,, 85.223,, 72.606,,, 56.639,,, 46.213,,,, 37.972,,,, 33.823,133.444,150.377,173.224,203.572,238.608,267.868,287.145,294.306,297.405,297.921,298.938,299.395,299.966,300.216,
   805,07/12/18 06:41:50,51,  0.00, 90.00,320.062,, 92.966, 90.184,, 86.026,, 72.414,,, 57.116,,, 46.166,,,, 37.654,,,, 34.101,133.220,150.075,173.485,204.095,238.100,268.286,287.073,294.056,296.736,298.226,298.827,298.826,300.025,299.486,
   807,07/12/18 06:42:29,51,  0.00, 90.00,320.074,, 92.731, 90.487,, 85.265,, 72.972,,, 57.148,,, 46.202,,,, 37.962,,,, 34.276,133.437,150.252,172.845,204.067,239.329,267.965,287.233,294.321,296.924,297.431,298.521,298.931,299.794,300.302,
   809,07/12/18 06:43:08,51,  0.00, 90.00,320.071,, 93.237, 90.755,, 86.354,, 73.336,,, 57.177,,, 46.815,,,, 38.149,,,, 34.265,133.632,151.360,173.590,204.438,238.097,267.994,287.247,293.922,297.625,297.822,298.665,298.922,300.274,299.169,
   811,07/12/18 06:45:26,51,  0.00, 90.00,320.070,, 92.901, 89.818,, 85.565,, 73.764,,, 57.185,,, 46.360,,,, 37.786,,,, 33.673,133.477,150.054,173.065,203.858,239.187,268.023,287.470,294.040,297.578,297.508,298.557,299.498,299.811,299.468,
   813,07/12/18 06:46:06,51,  0.00, 90.00,320.084,, 93.033, 90.620,, 85.637,, 73.164,,, 57.353,,, 45.934,,,, 38.362,,,, 34.034,133.431,150.308,173.598,204.069,239.618,268.205,286.870,294.521,296.683,297.886,298.520,298.989,300.280,299.820,
   815,07/12/18 06:46:46,51,  0.00, 90.00,320.092,, 92.465, 90.396,, 85.661,, 73.497,,, 57.345,,, 46.680,,,, 37.959,,,, 34.270,133.011,150.094,172.957,203.822,238.696,268.314,287.035,294.070,296.968,298.222,298.720,298.921,299.824,299.728,
   817,07/12/18 06:47:26,51,  0.00, 90.00,320.110,, 92.751, 89.760,, 85.881,, 73.333,,, 57.076,,, 45.682,,,, 38.009,,,, 34.247,133.133,149.993,173.165,204.169,238.685,268.120,286.737,293.900,296.938,297.252,298.250,298.884,299.744,299.754,
   819,07/12/18 06:48:05,51,  0.00, 90.00,320.096,, 92.892, 90.545,, 85.618,, 73.827,,, 57.263,,, 46.118,,,, 38.438,,,, 34.446,133.260,149.852,173.342,204.305,238.814,268.239,287.435,294.542,297.174,297.717,298.473,299.591,299.280,299.173,
   821,07/12/18 06:50:23,51,  0.00, 90.00,320.112,, 93.162, 90.608,, 85.924,, 73.149,,, 57.272,,, 46.487,,,, 38.976,,,, 34.151,133.660,150.504,173.744,203.671,239.049,268.287,286.961,294.584,297.418,298.580,298.998,299.388,300.413,299.837,
   823,07/12/18 06:51:19,51,  0.00, 90.00,320.114,, 93.407, 90.607,, 85.925,, 73.839,,, 57.991,,, 46.517,,,, 38.753,,,, 34.247,134.016,150.356,174.163,204.586,238.589,268.067,287.400,294.041,296.851,297.767,298.888,299.462,300.107,299.193,
   825,07/12/18 06:52:00,51,  0.00, 90.00,320.130,, 93.394, 91.064,, 86.045,, 73.159,,, 57.534,,, 46.723,,,, 38.664,,,, 34.314,133.772,150.427,173.095,203.771,239.568,268.417,287.474,294.663,297.777,297.871,299.035,299.393,300.133,299.863,
   827,07/12/18 06:52:39,51,  0.00, 90.00,320.115,, 93.310, 90.572,, 85.724,, 73.363,,, 57.413,,, 46.160,,,, 37.793,,,, 34.272,133.878,150.198,173.323,203.873,238.725,268.043,287.217,294.217,297.162,297.879,299.350,299.053,300.474,299.593,
   829,07/12/18 06:53:18,51,  0.00, 90.00,320.138,, 93.537, 90.785,, 86.480,, 74.090,,, 57.435,,, 46.304,,,, 38.700,,,, 34.750,134.121,150.500,174.065,204.190,239.191,268.553,287.205,293.954,296.627,297.598,298.930,299.944,301.003,299.842,
   831,07/12/18 06:55:36,51,  0.00, 90.00,320.143,, 93.388, 90.445,, 86.453,, 73.658,,, 57.404,,, 46.688,,,, 38.559,,,, 34.099,133.840,149.615,173.762,204.685,238.548,268.429,287.236,294.415,296.849,298.494,298.587,299.988,300.586,300.394,
   833,07/12/18 06:56:16,51,  0.00, 90.00,320.156,, 93.123, 90.697,, 85.515,, 73.180,,, 57.789,,, 46.252,,,, 37.582,,,, 33.787,133.526,150.422,173.267,203.494,239.183,268.180,287.025,294.370,297.328,298.407,298.489,299.753,299.235,299.804,
   835,07/12/18 06:56:55,51,  0.00, 90.00,320.154,, 92.744, 90.815,, 86.134,, 73.612,,, 57.126,,, 46.094,,,, 38.733,,,, 34.723,133.364,149.936,173.082,203.536,238.059,267.669,286.850,294.680,296.654,297.977,298.547,299.263,299.559,299.555,
   837,07/12/18 06:57:34,51,  0.00, 90.00,320.153,, 93.722, 90.605,, 85.890,, 73.349,,, 57.392,,, 46.206,,,, 38.215,,,, 34.325,133.518,150.312,173.634,204.699,238.460,268.654,287.068,294.694,297.019,298.226,298.508,299.528,300.874,299.505,
   839,07/12/18 06:58:13,51,  0.00, 90.00,320.150,, 93.436, 90.312,, 86.244,, 73.244,,, 57.905,,, 46.431,,,, 38.113,,,, 34.829,133.515,150.240,173.382,203.930,239.447,268.509,287.396,294.505,297.207,298.180,299.160,299.030,300.410,300.529,
   841,07/12/18 07:00:30,51,  0.00, 90.00,320.162,, 93.110, 90.455,, 85.378,, 73.538,,, 56.926,,, 46.188,,,, 38.012,,,, 33.886,133.540,150.775,173.028,203.884,239.043,268.166,287.241,294.694,296.705,297.765,299.239,299.625,300.144,299.537,
   843,07/12/18 07:01:11,51,  0.00, 90.00,320.183,, 94.076, 90.938,, 86.084,, 73.361,,, 57.610,,, 46.624,,,, 38.854,,,, 35.027,133.589,150.501,173.622,204.306,238.462,267.855,287.247,295.071,296.835,298.409,298.978,299.469,299.807,299.636,
   845,07/12/18 07:01:50,51,  0.00, 90.00,320.185,, 93.785, 90.460,, 86.183,, 74.052,,, 58.440,,, 46.976,,,, 39.003,,,, 34.458,133.512,150.942,173.606,204.088,239.074,268.096,287.390,294.616,297.976,297.930,298.419,299.000,300.116,299.914,
   847,07/12/18 07:02:29,51,  0.00, 90.00,320.185,, 93.460, 90.566,, 86.063,, 73.630,,, 58.511,,, 46.302,,,, 38.573,,,, 34.215,133.884,150.480,173.705,204.050,239.003,267.466,287.669,294.439,296.944,298.437,298.134,299.474,300.221,299.664,
   849,07/12/18 07:03:10,51,  0.00, 90.00,320.182,, 93.177, 90.209,, 85.955,, 73.119,,, 57.019,,, 46.448,,,, 38.391,,,, 34.516,133.481,150.072,173.474,203.927,238.864,268.697,287.335,294.331,296.965,299.005,299.051,299.132,300.102,299.498,
   851,07/12/18 07:05:27,51,  0.00, 90.00,320.207,, 93.157, 90.324,, 85.556,, 73.690,,, 57.777,,, 46.508,,,, 38.191,,,, 34.276,133.319,149.681,173.109,203.617,239.301,267.859,287.298,294.246,296.806,297.731,297.996,299.960,299.831,300.362,
   853,07/12/18 07:06:06,51,  0.00, 90.00,320.196,, 92.805, 90.324,, 85.207,, 73.373,,, 57.533,,, 46.366,,,, 38.238,,,, 33.827,133.348,150.023,173.430,204.207,238.568,267.728,287.000,294.367,296.357,298.399,298.761,299.710,299.769,299.934,
   855,07/12/18 07:06:46,51,  0.00, 90.00,320.182,, 92.694, 89.934,, 84.881,, 72.823,,, 57.615,,, 46.510,,,, 37.944,,,, 34.203,133.313,149.897,173.567,203.903,239.676,267.918,287.118,295.036,296.698,298.382,299.390,299.014,300.963,299.666,
   857,07/12/18 07:07:24,51,  0.00, 90.00,320.200,, 92.020, 89.550,, 85.489,, 72.774,,, 56.714,,, 45.927,,,, 37.962,,,, 34.002,133.230,150.232,172.759,203.803,238.273,268.280,287.463,294.322,296.882,297.696,298.634,299.597,299.771,300.065,
   859,07/12/18 07:08:04,51,  0.00, 90.00,320.201,, 92.385, 89.297,, 85.280,, 72.648,,, 56.403,,, 45.944,,,, 37.700,,,, 33.777,133.184,149.232,173.645,203.617,239.031,268.186,286.982,295.312,297.289,297.953,298.926,299.800,300.575,299.609,
   861,07/12/18 07:10:22,51,  0.00, 90.00,320.219,, 92.616, 90.044,, 85.611,, 72.954,,, 57.230,,, 46.275,,,, 38.203,,,, 34.680,133.419,150.146,173.187,204.027,238.918,267.824,286.611,293.808,296.979,298.649,298.944,299.953,300.636,300.220,
   863,07/12/18 07:11:02,51,  0.00, 90.00,320.212,, 93.297, 89.798,, 85.864,, 73.252,,, 57.663,,, 46.368,,,, 38.710,,,, 34.253,133.777,150.030,173.579,204.535,238.371,268.253,287.655,293.812,296.859,297.748,299.158,299.680,300.650,299.739,
   865,07/12/18 07:11:41,51,  0.00, 90.00,320.216,, 92.226, 89.608,, 85.033,, 72.953,,, 57.513,,, 45.910,,,, 37.835,,,, 33.735,133.352,149.547,173.516,204.099,238.533,267.928,286.987,294.768,297.590,298.202,298.827,299.462,299.809,300.103,
   867,07/12/18 07:12:20,51,  0.00, 90.00,320.221,, 92.183, 88.932,, 85.067,, 72.746,,, 56.953,,, 46.002,,,, 38.357,,,, 33.632,133.561,150.781,173.227,204.125,238.587,268.393,286.993,294.337,297.392,298.097,298.661,299.185,299.583,299.850,
   869,07/12/18 07:13:00,51,  0.00, 90.00,320.209,, 92.682, 90.087,, 85.469,, 73.309,,, 56.583,,, 46.062,,,, 38.521,,,, 34.304,133.157,149.900,173.597,204.352,239.628,268.496,287.515,294.441,296.972,298.312,299.076,298.835,299.917,299.490,
   871,07/12/18 07:15:17,51,  0.00, 90.00,320.208,, 92.723, 89.492,, 85.259,, 72.757,,, 57.366,,, 46.196,,,, 38.451,,,, 34.093,133.997,150.253,173.901,203.768,238.604,268.063,287.012,294.319,297.677,297.980,298.885,299.319,300.656,299.935,
   873,07/12/18 07:16:01,51,  0.00, 90.00,320.222,, 92.431, 89.924,, 85.528,, 72.850,,, 57.106,,, 45.630,,,, 37.406,,,, 33.766,133.498,150.336,173.284,204.356,237.783,268.235,287.320,294.361,297.049,298.602,299.065,299.235,300.107,300.582,
   875,07/12/18 07:16:51,51,  0.00, 90.00,320.207,, 92.362, 89.915,, 85.520,, 73.215,,, 56.843,,, 46.353,,,, 38.366,,,, 34.192,133.310,150.250,173.579,203.985,238.735,268.395,287.935,294.361,297.183,297.863,299.265,299.597,300.298,299.556,
   877,07/12/18 07:17:43,51,  0.00, 90.00,320.201,, 91.698, 89.915,, 85.301,, 72.051,,, 56.517,,, 46.800,,,, 38.011,,,, 34.236,133.475,150.168,173.581,203.988,239.507,268.339,287.107,294.417,297.219,298.565,298.831,300.331,300.105,300.138,
   879,07/12/18 07:18:39,51,  0.00, 90.00,320.213,, 92.462, 89.494,, 84.776,, 72.519,,, 56.759,,, 45.787,,,, 37.894,,,, 33.974,133.233,149.984,173.109,203.956,238.498,268.724,286.908,294.382,297.260,298.157,298.922,298.831,300.302,299.989,
   881,07/12/18 07:20:59,51,  0.00, 90.00,320.200,, 92.342, 89.527,, 85.058,, 73.171,,, 56.966,,, 46.357,,,, 37.937,,,, 34.059,133.219,150.325,173.166,203.761,239.175,268.559,287.488,294.133,296.855,298.230,298.849,299.395,300.375,300.271,
