Record,DateTime,50,Azdeg,Eldeg,TkBBK,Ch22.000,Ch22.234,Ch22.500,Ch23.000,Ch23.034,Ch23.500,Ch23.834,Ch24.000,Ch24.500,Ch25.000,Ch25.500,Ch26.000,Ch26.234,Ch26.500,Ch27.000,Ch27.500,Ch28.000,Ch28.500,Ch29.000,Ch29.500,Ch30.000,Ch51.248,Ch51.760,Ch52.280,Ch52.804,Ch53.336,Ch53.848,Ch54.400,Ch54.940,Ch55.500,Ch56.020,Ch56.660,Ch57.288,Ch57.964,Ch58.800,Ch
    31,07/12/18 00:19:58,51,  0.00, 90.00,316.670,, 91.689, 89.030,, 84.375,, 72.422,,, 56.865,,, 46.499,,,, 38.819,,,, 34.119,133.235,150.386,173.702,203.378,237.885,266.790,285.461,292.396,293.668,295.730,295.543,295.818,297.248,296.932,
    33,07/12/18 00:20:38,51,  0.00, 90.00,316.667,, 91.974, 88.924,, 84.322,, 72.417,,, 57.516,,, 46.348,,,, 38.116,,,, 34.943,133.979,150.647,173.788,204.247,237.896,266.878,285.245,292.267,294.250,295.399,296.024,297.664,297.402,296.639,
    35,07/12/18 00:21:18,51,  0.00, 90.00,316.712,, 92.214, 89.093,, 85.257,, 72.478,,, 56.754,,, 46.656,,,, 38.091,,,, 34.883,133.799,150.720,173.437,203.907,238.168,267.062,285.597,292.394,294.580,295.486,296.220,296.544,297.059,296.393,
    37,07/12/18 00:21:57,51,  0.00, 90.00,316.732,, 92.321, 89.283,, 85.159,, 73.086,,, 57.562,,, 46.391,,,, 38.746,,,, 35.041,134.319,151.013,173.715,203.807,238.292,267.302,285.328,291.952,294.837,296.176,296.276,296.765,297.129,297.043,
    39,07/12/18 00:22:35,51,  0.00, 90.00,316.760,, 92.870, 89.609,, 84.948,, 72.930,,, 57.670,,, 46.832,,,, 38.966,,,, 34.995,134.482,150.825,173.963,203.952,238.074,266.638,285.075,292.310,294.222,295.886,296.029,296.771,297.421,296.854,
    41,07/12/18 00:24:53,51,  0.00, 90.00,316.868,, 92.839, 90.278,, 85.270,, 74.298,,, 57.787,,, 46.850,,,, 38.597,,,, 34.444,134.184,150.581,173.621,203.838,238.405,266.558,285.334,291.507,294.916,295.279,295.503,296.896,296.746,296.864,
    43,07/12/18 00:25:32,51,  0.00, 90.00,316.899,, 92.815, 89.984,, 85.529,, 73.649,,, 57.570,,, 46.744,,,, 39.219,,,, 35.278,135.117,151.407,173.902,204.416,237.968,266.945,285.366,291.777,294.513,295.251,295.735,295.671,296.569,297.333,
    45,07/12/18 00:26:11,51,  0.00, 90.00,316.923,, 92.753, 90.313,, 85.266,, 73.203,,, 57.993,,, 46.806,,,, 38.558,,,, 35.118,134.861,151.489,173.687,204.333,238.260,266.516,284.992,292.315,294.404,295.515,296.312,296.612,296.518,296.835,
    47,07/12/18 00:26:51,51,  0.00, 90.00,316.952,, 92.596, 90.005,, 85.572,, 72.984,,, 57.965,,, 46.155,,,, 39.087,,,, 34.984,134.010,151.071,173.306,203.982,237.802,267.019,285.540,292.451,294.431,295.759,296.026,296.362,296.867,296.810,
    49,07/12/18 00:27:30,51,  0.00, 90.00,316.976,, 92.899, 90.066,, 85.054,, 73.574,,, 57.205,,, 46.928,,,, 39.320,,,, 34.865,134.823,151.191,174.052,203.743,238.017,266.819,285.702,292.684,294.566,295.267,296.046,296.207,296.704,296.977,
    51,07/12/18 00:29:47,51,  0.00, 90.00,317.072,, 92.138, 89.289,, 85.046,, 72.705,,, 57.047,,, 46.560,,,, 39.330,,,, 34.523,133.551,150.427,173.448,204.121,238.012,267.018,285.482,292.904,294.465,295.561,295.777,296.425,297.692,297.365,
    53,07/12/18 00:30:27,51,  0.00, 90.00,317.088,, 91.945, 89.080,, 84.654,, 72.757,,, 57.792,,, 46.968,,,, 38.903,,,, 34.464,134.800,150.569,174.259,203.691,237.729,267.212,285.558,292.536,294.268,295.937,296.941,297.124,297.417,297.223,
    55,07/12/18 00:31:06,51,  0.00, 90.00,317.135,, 92.499, 89.924,, 84.787,, 73.158,,, 57.646,,, 47.234,,,, 38.963,,,, 35.296,134.932,151.865,174.723,204.534,238.393,267.210,285.699,292.897,294.968,296.183,296.272,296.478,297.450,296.662,
    57,07/12/18 00:31:45,51,  0.00, 90.00,317.144,, 92.361, 89.791,, 85.061,, 73.125,,, 56.770,,, 46.728,,,, 38.580,,,, 34.528,133.973,150.824,173.752,203.429,237.810,266.627,285.504,291.925,295.139,295.975,296.241,296.531,297.383,297.492,
    59,07/12/18 00:32:24,51,  0.00, 90.00,317.142,, 92.174, 89.634,, 84.973,, 73.319,,, 57.679,,, 46.676,,,, 38.405,,,, 34.144,134.313,150.693,173.813,203.757,238.296,267.205,285.384,292.341,293.652,296.056,296.031,296.658,297.213,296.920,
    61,07/12/18 00:34:42,51,  0.00, 90.00,317.224,, 92.636, 89.944,, 85.719,, 73.612,,, 57.869,,, 46.825,,,, 39.138,,,, 35.765,135.348,151.888,174.625,205.322,238.655,267.540,285.290,292.878,294.768,295.551,296.469,296.932,296.761,297.546,
    63,07/12/18 00:35:21,51,  0.00, 90.00,317.233,, 92.187, 89.493,, 84.933,, 73.730,,, 57.502,,, 46.496,,,, 39.070,,,, 34.862,135.283,151.648,174.350,204.778,237.921,267.546,286.321,292.533,295.128,295.898,296.119,296.674,297.695,297.015,
    65,07/12/18 00:36:01,51,  0.00, 90.00,317.264,, 92.589, 89.850,, 85.156,, 73.142,,, 58.035,,, 48.009,,,, 39.382,,,, 35.730,136.069,151.951,175.508,204.817,238.317,267.697,285.691,292.508,295.172,295.393,296.158,296.735,297.212,296.395,
    67,07/12/18 00:36:39,51,  0.00, 90.00,317.287,, 92.774, 90.272,, 85.447,, 73.169,,, 57.464,,, 47.527,,,, 38.855,,,, 35.556,135.450,151.251,174.930,204.078,238.482,267.208,285.583,292.007,294.582,296.099,296.493,297.187,297.762,297.191,
    69,07/12/18 00:37:19,51,  0.00, 90.00,317.309,, 92.799, 89.853,, 86.149,, 73.956,,, 58.664,,, 47.414,,,, 39.572,,,, 35.769,136.679,152.971,175.816,205.105,239.059,268.046,286.083,292.246,294.494,295.143,296.046,296.447,297.309,297.344,
    71,07/12/18 00:39:37,51,  0.00, 90.00,317.384,, 93.503, 90.946,, 86.674,, 75.186,,, 59.005,,, 48.959,,,, 40.517,,,, 37.017,137.309,153.749,175.946,205.647,239.564,267.578,285.205,292.806,294.521,295.430,296.477,297.056,297.048,297.419,
    73,07/12/18 00:40:17,51,  0.00, 90.00,317.385,, 93.522, 91.184,, 86.351,, 74.274,,, 59.224,,, 48.744,,,, 41.250,,,, 36.650,137.944,154.270,176.491,206.375,238.790,267.475,286.036,292.535,294.686,295.206,295.999,296.971,297.422,297.179,
    75,07/12/18 00:41:03,51,  0.00, 90.00,317.437,, 93.328, 89.712,, 85.492,, 73.867,,, 57.152,,, 46.853,,,, 38.661,,,, 35.076,134.615,151.198,173.967,204.221,238.110,266.945,285.473,292.291,294.987,295.290,296.712,296.698,297.935,297.113,
    77,07/12/18 00:41:42,51,  0.00, 90.00,317.486,, 92.254, 89.470,, 85.420,, 73.813,,, 57.542,,, 46.963,,,, 38.852,,,, 34.142,134.336,151.315,173.426,203.876,238.439,267.233,285.533,291.686,294.428,295.215,296.045,296.775,297.555,297.261,
    79,07/12/18 00:42:21,51,  0.00, 90.00,317.495,, 92.341, 90.345,, 85.893,, 73.976,,, 58.205,,, 46.372,,,, 38.865,,,, 35.058,134.734,151.206,173.795,203.641,238.234,267.495,285.515,292.419,294.435,295.545,295.804,296.175,298.024,296.880,
    81,07/12/18 00:44:38,51,  0.00, 90.00,317.609,, 92.403, 89.959,, 85.728,, 73.216,,, 58.126,,, 47.250,,,, 38.912,,,, 34.719,134.368,151.075,174.006,203.678,238.332,267.204,285.451,292.918,295.483,295.754,296.332,296.982,297.251,297.317,
    83,07/12/18 00:45:18,51,  0.00, 90.00,317.637,, 91.978, 90.076,, 85.639,, 73.111,,, 57.519,,, 46.176,,,, 38.872,,,, 34.811,134.517,150.526,173.700,204.076,237.759,267.048,285.897,292.446,294.428,295.577,295.918,296.516,297.165,297.102,
    85,07/12/18 00:45:57,51,  0.00, 90.00,317.669,, 92.667, 90.336,, 85.767,, 73.862,,, 58.132,,, 47.036,,,, 39.295,,,, 35.544,134.291,151.249,173.630,204.028,238.345,267.007,285.317,292.448,294.709,295.478,296.190,296.652,297.653,297.517,
    87,07/12/18 00:46:36,51,  0.00, 90.00,317.693,, 92.775, 90.212,, 85.868,, 74.058,,, 57.759,,, 47.153,,,, 38.818,,,, 34.877,135.061,151.684,174.515,203.986,238.356,267.744,286.047,292.670,294.673,295.801,296.265,296.960,298.129,297.346,
    89,07/12/18 00:47:15,51,  0.00, 90.00,317.732,, 92.134, 90.237,, 84.908,, 72.971,,, 57.817,,, 47.021,,,, 39.293,,,, 34.565,133.962,151.402,173.763,203.619,238.191,266.976,285.361,292.208,294.278,295.698,296.779,297.001,297.633,297.047,
    91,07/12/18 00:49:34,51,  0.00, 90.00,317.853,, 93.676, 91.111,, 86.235,, 74.523,,, 59.013,,, 47.960,,,, 40.523,,,, 35.823,136.122,152.316,175.228,204.719,238.875,267.060,285.440,292.025,295.088,295.797,296.519,296.416,297.220,296.515,
    93,07/12/18 00:50:13,51,  0.00, 90.00,317.889,, 93.054, 90.532,, 85.785,, 73.495,,, 57.931,,, 47.396,,,, 38.957,,,, 34.622,134.608,150.979,173.879,203.953,238.580,266.773,285.745,292.339,295.244,295.340,296.347,296.412,297.631,297.329,
    95,07/12/18 00:50:52,51,  0.00, 90.00,317.911,, 92.637, 90.580,, 85.598,, 74.236,,, 58.016,,, 47.400,,,, 38.303,,,, 35.027,134.110,150.738,174.043,203.718,237.865,267.368,285.449,292.662,295.240,296.173,296.271,296.705,296.890,297.492,
    97,07/12/18 00:51:31,51,  0.00, 90.00,317.940,, 92.696, 90.615,, 86.588,, 74.261,,, 58.567,,, 47.554,,,, 39.983,,,, 35.571,135.276,151.750,174.318,204.715,238.437,267.080,285.811,292.449,294.705,295.951,296.417,296.892,297.408,296.739,
    99,07/12/18 00:52:10,51,  0.00, 90.00,317.969,, 93.453, 90.980,, 86.454,, 74.248,,, 58.452,,, 47.255,,,, 40.114,,,, 35.613,135.794,151.695,174.289,204.544,238.537,267.704,285.860,292.502,295.230,295.574,296.260,297.525,297.419,297.641,
   101,07/12/18 00:54:28,51,  0.00, 90.00,318.087,, 93.374, 90.888,, 86.876,, 74.736,,, 58.734,,, 47.316,,,, 39.540,,,, 35.229,136.128,152.603,174.801,204.489,238.416,267.424,285.173,292.596,294.952,295.417,296.065,296.322,297.437,296.876,
   103,07/12/18 00:55:07,51,  0.00, 90.00,318.114,, 93.822, 91.145,, 86.309,, 74.091,,, 58.350,,, 47.946,,,, 40.341,,,, 35.452,134.958,151.688,174.518,204.527,238.713,267.321,285.354,291.769,294.655,295.972,296.049,296.967,298.093,297.165,
   105,07/12/18 00:55:46,51,  0.00, 90.00,318.150,, 93.859, 91.192,, 86.681,, 74.328,,, 59.027,,, 47.306,,,, 39.672,,,, 35.960,135.910,152.588,174.961,205.113,238.804,267.710,285.191,291.995,294.684,295.512,295.809,296.520,296.413,297.043,
   107,07/12/18 00:56:26,51,  0.00, 90.00,318.181,, 93.577, 90.525,, 85.976,, 74.374,,, 58.392,,, 47.587,,,, 39.740,,,, 36.055,136.102,152.143,175.006,204.754,238.709,267.981,285.504,292.633,294.582,296.149,296.178,296.311,297.424,297.115,
   109,07/12/18 00:57:05,51,  0.00, 90.00,318.195,, 93.520, 90.542,, 86.577,, 74.258,,, 58.664,,, 47.774,,,, 39.526,,,, 35.371,135.529,151.935,174.378,204.666,238.725,266.632,285.624,292.495,294.633,295.934,295.967,296.505,298.007,297.133,
   111,07/12/18 00:59:22,51,  0.00, 90.00,318.284,, 92.926, 90.452,, 85.828,, 73.686,,, 58.162,,, 46.908,,,, 38.982,,,, 35.405,134.987,150.985,174.338,204.286,238.400,267.277,285.168,292.553,294.907,295.594,296.563,296.942,298.253,297.232,
   113,07/12/18 01:00:01,51,  0.00, 90.00,318.296,, 93.313, 90.651,, 85.871,, 73.682,,, 58.835,,, 47.153,,,, 38.717,,,, 35.426,135.242,150.377,174.102,204.407,238.718,266.643,286.443,292.306,295.027,296.011,296.085,296.698,297.859,297.538,
   115,07/12/18 01:00:40,51,  0.00, 90.00,318.317,, 92.425, 90.144,, 86.129,, 73.564,,, 57.958,,, 46.729,,,, 38.798,,,, 34.582,134.241,150.876,173.764,203.850,238.115,267.114,286.038,292.763,295.211,296.613,296.708,297.756,296.875,297.243,
   117,07/12/18 01:01:20,51,  0.00, 90.00,318.333,, 92.813, 90.135,, 85.361,, 73.216,,, 57.854,,, 46.851,,,, 38.602,,,, 34.610,133.924,150.907,173.736,204.146,238.508,268.057,285.618,292.953,295.660,296.264,296.522,296.848,297.763,297.805,
   119,07/12/18 01:01:59,51,  0.00, 90.00,318.332,, 92.547, 90.266,, 85.538,, 73.512,,, 57.659,,, 46.349,,,, 38.794,,,, 34.858,134.315,151.054,174.326,203.841,238.649,267.559,285.631,292.689,294.954,295.505,296.440,297.616,297.264,297.557,
   121,07/12/18 01:04:17,51,  0.00, 90.00,318.398,, 93.161, 89.997,, 85.809,, 73.581,,, 57.764,,, 46.877,,,, 39.389,,,, 34.803,134.429,151.342,173.978,204.214,238.679,267.101,285.633,292.745,294.700,296.089,296.942,297.054,298.634,297.594,
   123,07/12/18 01:04:57,51,  0.00, 90.00,318.421,, 93.129, 90.398,, 86.253,, 73.398,,, 57.916,,, 47.014,,,, 38.965,,,, 34.287,134.020,151.268,173.928,204.534,238.620,267.253,285.401,292.436,294.898,295.677,296.727,297.382,298.407,297.943,
   125,07/12/18 01:05:37,51,  0.00, 90.00,318.422,, 93.075, 90.431,, 85.669,, 73.396,,, 57.247,,, 46.730,,,, 38.739,,,, 34.814,134.161,150.908,173.565,204.212,238.566,267.165,285.889,293.004,295.033,296.506,296.447,297.500,297.303,297.806,
   127,07/12/18 01:06:16,51,  0.00, 90.00,318.442,, 92.974, 90.639,, 85.967,, 73.840,,, 57.816,,, 46.604,,,, 38.031,,,, 34.773,134.408,150.907,173.870,203.327,238.143,267.333,285.480,292.567,295.027,295.761,296.579,297.342,297.396,297.377,
   129,07/12/18 01:06:55,51,  0.00, 90.00,318.442,, 92.559, 90.362,, 85.668,, 73.365,,, 57.528,,, 46.571,,,, 38.541,,,, 34.623,133.649,151.460,173.894,204.205,238.194,267.615,285.698,292.990,294.823,295.796,296.217,296.524,297.157,297.208,
   131,07/12/18 01:09:13,51,  0.00, 90.00,318.493,, 92.941, 90.173,, 86.096,, 73.820,,, 57.257,,, 46.651,,,, 38.982,,,, 34.352,133.213,150.495,173.448,203.628,238.760,267.444,286.206,293.378,295.548,295.898,297.214,297.157,298.238,297.647,
   133,07/12/18 01:09:53,51,  0.00, 90.00,318.512,, 92.633, 89.862,, 85.543,, 72.902,,, 58.091,,, 46.823,,,, 39.236,,,, 34.614,134.096,150.524,173.971,203.871,238.094,267.324,285.745,292.408,294.839,296.255,296.648,296.736,297.865,297.405,
   135,07/12/18 01:10:32,51,  0.00, 90.00,318.534,, 93.026, 90.050,, 85.522,, 73.334,,, 57.792,,, 46.950,,,, 38.397,,,, 34.181,134.460,150.640,173.587,203.996,238.504,267.371,285.876,293.024,295.970,296.001,296.725,296.624,297.379,297.269,
   137,07/12/18 01:11:17,51,  0.00, 90.00,318.562,, 93.144, 89.985,, 85.089,, 73.266,,, 57.491,,, 46.377,,,, 38.348,,,, 34.410,134.456,150.653,173.930,204.757,238.438,267.534,286.186,293.093,295.152,296.636,296.808,297.455,298.220,297.413,
   139,07/12/18 01:11:57,51,  0.00, 90.00,318.543,, 92.956, 90.615,, 85.618,, 73.560,,, 57.438,,, 46.751,,,, 38.363,,,, 35.083,134.202,150.780,173.782,203.330,238.360,267.156,286.098,292.737,295.154,296.021,296.995,297.295,298.551,298.026,
   141,07/12/18 01:14:14,51,  0.00, 90.00,318.615,, 92.932, 90.783,, 85.754,, 74.266,,, 57.750,,, 47.013,,,, 38.473,,,, 34.807,134.560,151.165,173.946,203.982,238.449,267.444,286.175,292.690,295.015,295.759,296.302,297.896,298.667,298.045,
   143,07/12/18 01:14:54,51,  0.00, 90.00,318.635,, 92.982, 90.396,, 85.999,, 73.691,,, 57.850,,, 46.935,,,, 38.296,,,, 34.833,134.308,150.385,173.892,203.685,238.435,267.141,285.504,292.960,295.008,296.068,297.080,297.227,297.444,297.247,
   145,07/12/18 01:15:33,51,  0.00, 90.00,318.633,, 92.919, 90.329,, 86.285,, 73.222,,, 57.347,,, 46.935,,,, 38.574,,,, 34.913,134.776,151.121,173.997,203.905,238.402,267.155,286.076,293.044,295.369,296.550,297.051,296.884,298.265,297.593,
   147,07/12/18 01:16:13,51,  0.00, 90.00,318.654,, 93.126, 90.260,, 85.626,, 73.778,,, 57.423,,, 46.618,,,, 39.066,,,, 34.289,134.580,151.282,173.738,203.994,237.778,267.355,286.201,293.012,295.042,296.133,297.154,297.353,298.204,298.173,
   149,07/12/18 01:16:52,51,  0.00, 90.00,318.668,, 93.012, 90.792,, 85.979,, 73.604,,, 57.860,,, 47.233,,,, 38.874,,,, 34.941,134.646,151.042,174.180,204.556,238.414,266.765,286.230,293.471,295.059,295.884,296.982,297.163,297.576,297.918,
   151,07/12/18 01:19:10,51,  0.00, 90.00,318.743,, 92.965, 90.373,, 85.641,, 74.152,,, 57.636,,, 46.463,,,, 39.196,,,, 34.578,133.992,150.575,173.922,204.235,238.223,266.542,285.700,292.629,295.031,295.793,296.714,297.234,298.093,297.520,
   153,07/12/18 01:19:50,51,  0.00, 90.00,318.761,, 91.881, 90.065,, 85.524,, 73.321,,, 56.734,,, 47.207,,,, 38.020,,,, 34.127,134.402,150.878,173.581,204.071,238.127,266.509,285.272,292.664,295.519,295.882,296.610,296.643,297.788,297.614,
   155,07/12/18 01:20:29,51,  0.00, 90.00,318.788,, 92.294, 89.629,, 85.216,, 72.932,,, 57.078,,, 46.673,,,, 37.952,,,, 34.681,134.192,150.624,173.241,203.065,238.221,267.733,285.777,293.132,295.259,296.553,296.629,297.071,298.240,297.170,
   157,07/12/18 01:21:09,51,  0.00, 90.00,318.797,, 92.500, 89.737,, 85.650,, 72.999,,, 57.278,,, 45.858,,,, 38.441,,,, 35.390,134.496,150.642,173.663,204.195,238.308,267.547,285.950,292.737,295.397,295.695,296.887,296.914,298.141,297.875,
   159,07/12/18 01:21:48,51,  0.00, 90.00,318.808,, 93.227, 90.235,, 85.613,, 73.856,,, 58.032,,, 46.866,,,, 39.108,,,, 34.544,135.013,151.339,174.132,203.853,238.486,267.206,285.867,293.249,295.667,296.344,296.949,296.866,298.735,297.836,
   161,07/12/18 01:24:05,51,  0.00, 90.00,318.887,, 93.426, 91.124,, 86.784,, 73.779,,, 58.088,,, 47.546,,,, 39.077,,,, 35.269,134.200,151.043,173.717,203.986,238.452,266.907,285.811,293.041,295.730,296.252,296.695,297.268,297.802,297.854,
   163,07/12/18 01:24:45,51,  0.00, 90.00,318.922,, 93.222, 90.210,, 86.056,, 73.954,,, 58.245,,, 47.144,,,, 39.256,,,, 34.714,134.501,151.333,173.983,204.408,238.185,267.540,285.621,292.872,295.062,296.233,296.054,296.752,297.262,297.650,
   165,07/12/18 01:25:24,51,  0.00, 90.00,318.936,, 92.458, 90.276,, 85.791,, 73.161,,, 57.538,,, 47.100,,,, 38.355,,,, 34.207,134.130,150.933,174.161,204.211,238.060,267.107,286.086,292.772,294.640,295.813,296.083,296.440,297.670,297.194,
   167,07/12/18 01:26:03,51,  0.00, 90.00,318.968,, 92.499, 90.324,, 85.780,, 73.563,,, 57.740,,, 46.547,,,, 38.639,,,, 34.700,134.076,151.505,173.712,204.152,238.210,267.070,286.244,292.518,295.475,295.840,296.968,296.705,298.086,297.651,
   169,07/12/18 01:26:42,51,  0.00, 90.00,318.986,, 92.303, 90.409,, 85.836,, 73.853,,, 57.838,,, 46.730,,,, 39.166,,,, 34.714,134.500,151.284,174.512,204.123,238.578,267.454,285.788,292.583,294.853,296.072,296.803,297.828,297.239,297.281,
   171,07/12/18 01:29:00,51,  0.00, 90.00,319.090,, 92.879, 90.646,, 86.442,, 73.898,,, 57.846,,, 46.971,,,, 39.280,,,, 35.088,134.559,151.575,174.491,204.026,238.406,267.636,285.950,292.362,295.348,295.963,297.491,297.167,298.613,297.277,
   173,07/12/18 01:29:40,51,  0.00, 90.00,319.092,, 92.125, 89.283,, 85.110,, 73.135,,, 56.971,,, 46.186,,,, 38.418,,,, 34.566,133.625,151.153,173.350,204.102,238.593,267.291,286.001,292.343,295.150,295.732,297.221,296.728,297.804,298.238,
   175,07/12/18 01:30:19,51,  0.00, 90.00,319.110,, 93.085, 90.174,, 85.668,, 73.906,,, 57.342,,, 47.421,,,, 38.982,,,, 34.855,134.316,150.821,173.716,204.082,238.892,267.177,286.005,292.317,295.770,296.697,296.466,297.447,297.902,297.169,
   177,07/12/18 01:31:03,51,  0.00, 90.00,319.130,, 93.335, 90.920,, 86.248,, 74.106,,, 58.115,,, 47.416,,,, 39.280,,,, 35.832,135.685,152.559,175.004,205.255,239.557,267.833,286.306,292.699,296.158,296.443,296.871,297.354,297.791,297.379,
   179,07/12/18 01:31:42,51,  0.00, 90.00,319.166,, 93.953, 91.164,, 87.175,, 74.886,,, 58.817,,, 48.359,,,, 40.272,,,, 36.625,137.829,153.922,176.466,205.825,239.170,267.552,286.291,292.927,295.207,295.550,296.827,296.765,297.351,297.996,
   181,07/12/18 01:34:00,51,  0.00, 90.00,319.212,, 93.130, 90.362,, 85.506,, 73.135,,, 57.395,,, 46.701,,,, 38.811,,,, 34.247,134.036,150.283,173.700,204.000,238.630,266.818,285.670,292.947,294.993,296.726,296.953,297.709,298.068,297.946,
   183,07/12/18 01:34:39,51,  0.00, 90.00,319.226,, 92.844, 90.075,, 85.386,, 73.493,,, 57.780,,, 46.483,,,, 38.958,,,, 34.720,134.560,151.053,173.301,204.279,238.481,267.552,285.830,293.024,295.290,296.599,297.259,297.790,298.780,297.893,
   185,07/12/18 01:35:18,51,  0.00, 90.00,319.230,, 92.447, 89.945,, 85.412,, 73.417,,, 57.467,,, 46.629,,,, 38.641,,,, 34.698,134.473,150.851,174.329,204.125,239.170,267.337,286.229,293.137,295.104,296.069,296.915,297.276,298.488,297.937,
   187,07/12/18 01:35:57,51,  0.00, 90.00,319.236,, 93.024, 90.489,, 85.802,, 73.510,,, 57.975,,, 47.042,,,, 38.514,,,, 34.616,134.059,151.220,173.604,204.223,238.887,267.722,286.244,292.982,295.743,296.137,296.800,297.372,298.443,298.011,
   189,07/12/18 01:36:37,51,  0.00, 90.00,319.262,, 92.573, 90.477,, 85.948,, 72.702,,, 56.809,,, 46.187,,,, 39.085,,,, 34.964,134.447,150.421,174.044,203.798,238.240,267.956,286.165,292.918,294.855,296.170,296.532,297.284,297.768,298.005,
