Record,DateTime,200,TambK,Rh,Presmb,TirK,Rain
    14,07/16/18 00:05:15,201, 305.5640,  67.8900,1013.2500, 256.4300,0
    20,07/16/18 00:05:55,201, 305.5640,  67.1300,1013.2500, 256.5200,0
    26,07/16/18 00:06:34,201, 305.4670,  66.1000,1013.2500, 256.0700,0
    32,07/16/18 00:07:13,201, 305.5640,  67.1000,1013.2500, 256.0900,0
    38,07/16/18 00:07:52,201, 305.5640,  68.7000,1013.1500, 256.8800,0
    44,07/16/18 00:10:10,201, 305.4390,  70.4500,1013.2500, 256.3300,0
    50,07/16/18 00:10:49,201, 305.2560,  73.2100,1013.2500, 255.9700,0
    56,07/16/18 00:11:28,201, 304.9350,  74.1500,1013.2500, 256.3700,0
    62,07/16/18 00:12:07,201, 304.8770,  75.5900,1013.2500, 256.2000,0
    68,07/16/18 00:12:46,201, 304.6110,  75.8100,1013.2500, 256.1100,0
    74,07/16/18 00:15:04,201, 304.1500,  77.2800,1013.2500, 255.8600,0
    80,07/16/18 00:15:43,201, 304.1070,  76.4100,1013.2500, 256.2600,0
    86,07/16/18 00:16:22,201, 304.1620,  77.2800,1013.3500, 256.7200,0
    92,07/16/18 00:17:01,201, 304.0520,  76.8800,1013.3500, 256.0300,0
    98,07/16/18 00:17:40,201, 303.9390,  77.4700,1013.2500, 256.5800,0
   104,07/16/18 00:19:57,201, 304.1350,  76.9900,1013.2500, 256.6400,0
   110,07/16/18 00:20:37,201, 304.2750,  77.8600,1013.2500, 256.2200,0
   116,07/16/18 00:21:16,201, 304.2750,  78.0800,1013.3500, 256.5500,0
   122,07/16/18 00:21:58,201, 304.2050,  76.8100,1013.3500, 256.0400,0
   128,07/16/18 00:22:37,201, 304.0950,  74.5700,1013.3500, 256.6000,0
   134,07/16/18 00:24:54,201, 304.0950,  76.5800,1013.2500, 256.2600,0
   140,07/16/18 00:25:33,201, 304.1930,  75.3800,1013.3500, 256.5300,0
   146,07/16/18 00:26:13,201, 304.2200,  75.5000,1013.2500, 255.9500,0
   152,07/16/18 00:26:52,201, 304.2200,  75.5700,1013.2500, 256.6000,0
   158,07/16/18 00:27:31,201, 304.3020,  76.7100,1013.2500, 256.3300,0
   164,07/16/18 00:29:48,201, 304.2480,  78.0000,1013.3500, 256.7300,0
   170,07/16/18 00:30:28,201, 304.3180,  77.3200,1013.3500, 256.1800,0
   176,07/16/18 00:31:07,201, 304.2050,  76.4200,1013.4500, 256.5000,0
   182,07/16/18 00:31:46,201, 304.2750,  77.1300,1013.3500, 256.6700,0
   188,07/16/18 00:32:26,201, 304.2750,  77.3600,1013.3500, 257.0100,0
   194,07/16/18 00:34:44,201, 304.5020,  76.2000,1013.4500, 257.4500,0
   200,07/16/18 00:35:23,201, 304.5410,  76.5900,1013.3500, 256.3700,0
   206,07/16/18 00:36:02,201, 304.5020,  75.1200,1013.2500, 256.2700,0
   212,07/16/18 00:36:41,201, 304.5410,  76.9900,1013.3500, 256.6500,0
   218,07/16/18 00:37:20,201, 304.4700,  74.7800,1013.3500, 256.5400,0
   224,07/16/18 00:39:39,201, 304.5990,  77.7300,1013.3500, 256.6800,0
   230,07/16/18 00:40:18,201, 304.5410,  74.8400,1013.3500, 256.7300,0
   236,07/16/18 00:40:58,201, 304.6540,  76.5200,1013.3500, 256.5700,0
   242,07/16/18 00:41:37,201, 304.6270,  75.7100,1013.3500, 256.0800,0
   248,07/16/18 00:42:16,201, 304.6110,  75.0300,1013.3500, 256.5100,0
   254,07/16/18 00:44:34,201, 304.5410,  73.8300,1013.3500, 256.2100,0
   260,07/16/18 00:45:13,201, 304.6110,  73.8200,1013.3500, 255.8700,0
   266,07/16/18 00:45:54,201, 304.6270,  75.6100,1013.2500, 256.0500,0
   272,07/16/18 00:46:34,201, 304.4700,  74.3800,1013.4500, 256.0800,0
   278,07/16/18 00:47:13,201, 304.4430,  74.3800,1013.3500, 256.0500,0
   284,07/16/18 00:49:31,201, 304.3880,  71.2000,1013.4500, 256.2500,0
   290,07/16/18 00:50:11,201, 304.6380,  74.9600,1013.4500, 256.6300,0
   296,07/16/18 00:50:51,201, 304.5990,  74.3300,1013.4500, 256.0200,0
   302,07/16/18 00:51:30,201, 304.5560,  72.9300,1013.3500, 256.7500,0
   308,07/16/18 00:52:10,201, 304.7400,  74.8200,1013.4500, 255.9700,0
   314,07/16/18 00:54:27,201, 304.6540,  72.1600,1013.4500, 256.3200,0
   320,07/16/18 00:55:06,201, 304.6540,  72.1200,1013.3500, 256.6400,0
   326,07/16/18 00:55:46,201, 304.7240,  70.4500,1013.3500, 255.8800,0
   332,07/16/18 00:56:25,201, 304.8060,  68.8100,1013.4500, 255.8600,0
