Record,Date/Time,10,Freq,Rcvr,Alpha,dTdG,K1,K2,K3,K4,Tnd
     1,07/16/2018 00:04:33,11, 22.000,0, 0.990420,  -522821.18,  0.55631077E+02, -0.11298425E+01,  0.55395653E-02, -0.79484273E-05, 202.52
     2,07/16/2018 00:04:33,11, 22.234,0, 0.998330,  -526099.25, -0.58891494E+03,  0.61485492E+01, -0.21463852E-01,  0.25050048E-04, 201.80
     3,07/16/2018 00:04:33,11, 22.500,0, 0.998550,  -497896.31, -0.30719799E+02,  0.33228168E+00, -0.14761064E-02,  0.23985674E-05, 194.66
     4,07/16/2018 00:04:33,11, 23.000,0, 0.999350,  -491340.93, -0.26834972E+02,  0.23040528E+00, -0.69130142E-03,  0.74442946E-06, 164.51
     5,07/16/2018 00:04:33,11, 23.034,0, 0.998920,  -471854.14,  0.34570782E+03, -0.35843588E+01,  0.12177431E-01, -0.13545685E-04, 161.93
     6,07/16/2018 00:04:33,11, 23.500,0, 0.998000,  -458488.50, -0.18654943E+03,  0.19420094E+01, -0.67472235E-02,  0.78235354E-05, 139.23
     7,07/16/2018 00:04:33,11, 23.834,0, 0.998760,  -443142.39, -0.70008956E+03,  0.71579588E+01, -0.24371814E-01,  0.27633403E-04, 125.74
     8,07/16/2018 00:04:33,11, 24.000,0, 0.998930,  -425806.91, -0.78894634E+02,  0.79464585E+00, -0.27313362E-02,  0.32044246E-05, 121.57
     9,07/16/2018 00:04:33,11, 24.500,0, 0.996100,  -420555.62, -0.24482681E+03,  0.25028537E+01, -0.85575056E-02,  0.97866030E-05, 112.93
    10,07/16/2018 00:04:33,11, 25.000,0, 0.997900,  -419212.37, -0.21760618E+03,  0.22018348E+01, -0.74555551E-02,  0.84499679E-05, 111.01
    11,07/16/2018 00:04:33,11, 25.500,0, 0.996590,  -350355.50, -0.67040129E+02,  0.56843600E+00, -0.16372826E-02,  0.16355388E-05, 115.69
    12,07/16/2018 00:04:33,11, 26.000,0, 0.997270,  -405048.28,  0.37139994E+01, -0.13398144E+00,  0.69118214E-03, -0.94254786E-06, 135.47
    13,07/16/2018 00:04:33,11, 26.234,0, 0.998570,  -362499.16, -0.19960195E+03,  0.20529035E+01, -0.70823139E-02,  0.81956017E-05, 137.80
    14,07/16/2018 00:04:33,11, 26.500,0, 0.999160,  -381022.94, -0.11743274E+03,  0.11850354E+01, -0.40048155E-02,  0.45339070E-05, 136.17
    15,07/16/2018 00:04:33,11, 27.000,0, 0.997780,  -365182.85, -0.89628384E+02,  0.85141332E+00, -0.27462610E-02,  0.30209960E-05, 126.25
    16,07/16/2018 00:04:33,11, 27.500,0, 0.997640,  -342718.22, -0.46312602E+02,  0.45109653E+00, -0.15122384E-02,  0.17497174E-05, 113.23
    17,07/16/2018 00:04:33,11, 28.000,0, 0.998550,  -387690.38, -0.11710820E+03,  0.12131660E+01, -0.41884467E-02,  0.48193212E-05, 112.69
    18,07/16/2018 00:04:33,11, 28.500,0, 0.996380,  -378648.46, -0.11704098E+03,  0.11771544E+01, -0.39762234E-02,  0.45129605E-05,  96.42
    19,07/16/2018 00:04:33,11, 29.000,0, 0.996600,  -370650.60, -0.80617683E+02,  0.82249638E+00, -0.28337851E-02,  0.32971856E-05,  84.56
    20,07/16/2018 00:04:33,11, 29.500,0, 0.996140,  -381985.85, -0.12757593E+03,  0.12837891E+01, -0.43448930E-02,  0.49482388E-05, 103.93
    21,07/16/2018 00:04:33,11, 30.000,0, 0.998090,  -485519.98, -0.17352383E+03,  0.17292957E+01, -0.58248531E-02,  0.66381658E-05, 153.41
Record,Date/Time,30,TkBB(K),Tnd(K) Ch  22.000,R Ch  22.000,Tnd(K) Ch  22.234,R Ch  22.234,Tnd(K) Ch  22.500,R Ch  22.500,Tnd(K) Ch  23.000,R Ch  23.000,Tnd(K) Ch  23.034,R Ch  23.034,Tnd(K) Ch  23.500,R Ch  23.500,Tnd(K) Ch  23.834,R Ch  23.834,Tnd(K) Ch  24.000,R Ch  24.000,Tnd(K) Ch  24.500,R Ch  24.500,Tnd(K) Ch  25.000,R Ch  25.000,Tnd(K) Ch  25.500,R Ch  25.500,Tnd(K) Ch  26.000,R Ch  26.000,Tnd(K) Ch  26.234,R Ch  26.234,Tnd(K) Ch  26.500,R Ch  26.500,Tnd(K) Ch  27.000,R Ch  27.000,Tnd(K) Ch  27.500,R Ch  27.500,Tnd(K) Ch  28.000,R Ch  28.000,Tnd(K) Ch  28.500,R Ch  28.500,Tnd(K) Ch  29.000,R Ch  29.000,Tnd(K) Ch  29.500,R Ch  29.500,Tnd(K) Ch  30.000,R Ch  30.000
    31,07/16/2018 00:53:52,31,318.125, 199.432, 0.999475, 199.465, 0.999521, 189.422, 0.999751, 161.475, 0.999806, 157.821, 0.999792, 136.463, 0.999641, 123.463, 0.999804, 119.853, 1.000000, 111.162, 0.999589, 109.818, 0.999771, 114.303, 0.999489, 134.165, 0.999668, 136.184, 0.999734, 135.060, 0.999678, 125.201, 0.999832, 112.146, 0.999803, 111.459, 0.999910,  95.353, 0.999860,  83.678, 0.999852, 103.348, 0.999605, 151.288, 0.999663
    32,07/16/2018 00:58:47,31,318.274, 199.533, 0.999581, 199.438, 0.999623, 189.363, 0.999809, 161.544, 0.999930, 158.063, 0.999861, 137.292, 0.999914, 123.626, 0.999924, 120.128, 1.000000, 111.219, 0.999801, 110.096, 0.999940, 114.363, 0.999706, 134.260, 0.999762, 136.418, 0.999740, 135.266, 0.999939, 125.236, 0.999640, 112.255, 0.999776, 111.715, 0.999562,  95.615, 0.999681,  83.926, 0.999929, 103.466, 0.999830, 151.765, 0.999962
    33,07/16/2018 01:03:54,31,318.445, 199.416, 0.999147, 199.339, 0.999353, 188.610, 0.999540, 161.448, 0.999654, 157.589, 0.999335, 137.073, 0.999736, 123.340, 0.999770, 120.018, 1.000000, 110.806, 0.999431, 109.565, 0.999479, 114.226, 0.998988, 133.867, 0.999517, 136.350, 0.999236, 135.139, 0.999482, 125.068, 0.999125, 111.978, 0.999607, 111.535, 0.999545,  95.471, 0.999775,  83.722, 0.999631, 103.397, 0.999469, 151.340, 0.999767
    34,07/16/2018 01:08:52,31,318.624, 199.356, 0.998896, 199.228, 0.999270, 189.174, 0.999552, 161.112, 0.999630, 157.565, 0.999374, 137.021, 0.999562, 123.412, 0.999685, 119.793, 1.000000, 111.057, 0.999357, 109.775, 0.999525, 114.136, 0.999048, 133.952, 0.999501, 136.105, 0.999384, 135.102, 0.999566, 125.023, 0.999381, 111.986, 0.999690, 111.710, 0.999544,  95.551, 0.999797,  83.602, 0.999401, 103.420, 0.999315, 151.354, 0.999563
    35,07/16/2018 01:13:48,31,318.778, 199.072, 0.998571, 198.636, 0.998812, 189.098, 0.999282, 161.111, 0.999473, 158.012, 0.999469, 137.305, 0.999620, 123.506, 0.999610, 120.542, 1.000000, 110.931, 0.999412, 109.889, 0.999251, 114.022, 0.998905, 134.014, 0.999021, 136.298, 0.998956, 135.235, 0.999227, 124.904, 0.998919, 112.189, 0.999400, 111.330, 0.999315,  95.442, 0.999556,  83.785, 0.999292, 103.590, 0.999127, 151.575, 0.999380
    36,07/16/2018 01:18:43,31,318.908, 199.903, 0.998774, 199.592, 0.998893, 189.921, 0.999509, 161.404, 0.999611, 158.289, 0.999200, 137.300, 0.999444, 124.032, 0.999644, 120.748, 1.000000, 111.293, 0.999261, 109.998, 0.999218, 114.435, 0.998926, 134.488, 0.999186, 136.651, 0.998984, 135.370, 0.999236, 125.291, 0.998863, 112.475, 0.999380, 111.671, 0.999117,  95.558, 0.999183,  83.943, 0.999231, 103.435, 0.998913, 151.590, 0.999205
    37,07/16/2018 01:23:39,31,319.010, 199.113, 0.999596, 198.689, 0.999386, 189.230, 0.999777, 160.786, 0.999869, 157.710, 0.999682, 136.687, 0.999868, 123.164, 0.999799, 120.221, 1.000000, 110.591, 0.999624, 109.622, 0.999771, 113.937, 0.999617, 133.831, 0.999601, 135.971, 0.999623, 134.863, 0.999613, 124.820, 0.999662, 112.126, 0.999796, 111.342, 0.999810,  95.408, 0.999694,  83.646, 0.999773, 103.401, 0.999700, 151.449, 0.999710
    38,07/16/2018 01:28:34,31,319.061, 199.740, 0.998748, 199.034, 0.998796, 189.275, 0.999564, 161.329, 0.999590, 158.097, 0.999320, 137.179, 0.999458, 123.603, 0.999621, 120.121, 1.000000, 110.944, 0.999168, 109.854, 0.999274, 114.271, 0.998701, 134.286, 0.999250, 136.225, 0.999163, 135.034, 0.999220, 125.151, 0.999166, 112.273, 0.999484, 111.725, 0.999216,  95.468, 0.999710,  83.780, 0.999147, 103.437, 0.999230, 151.733, 0.999367
    39,07/16/2018 01:33:28,31,319.093, 198.733, 0.999272, 198.796, 0.999087, 188.497, 0.999595, 160.944, 0.999637, 157.488, 0.999368, 136.538, 0.999484, 123.202, 0.999662, 119.951, 1.000000, 110.748, 0.999258, 109.532, 0.999557, 114.111, 0.998881, 133.641, 0.999172, 135.985, 0.999406, 134.926, 0.999337, 124.837, 0.999607, 112.183, 0.999615, 111.399, 0.999791,  95.378, 0.999844,  83.533, 0.999663, 103.194, 0.999026, 151.255, 0.999356
    40,07/16/2018 01:38:24,31,319.073, 198.933, 0.999540, 199.248, 0.999363, 189.194, 0.999394, 161.283, 0.999191, 157.785, 0.999337, 137.026, 0.999082, 123.264, 0.998932, 120.005, 1.000000, 110.956, 0.998814, 109.657, 0.999220, 114.222, 0.998717, 133.996, 0.999233, 136.135, 0.999169, 135.258, 0.999095, 125.154, 0.999532, 112.164, 0.999062, 111.515, 0.998909,  95.503, 0.999003,  83.788, 0.998822, 103.459, 0.998773, 151.459, 0.999128
    41,07/16/2018 01:43:22,31,319.053, 199.895, 0.999701, 199.715, 0.999762, 190.161, 0.999825, 161.842, 0.999892, 158.393, 0.999803, 137.618, 0.999809, 123.764, 0.999776, 120.829, 1.000000, 111.429, 0.999752, 110.231, 0.999912, 114.580, 0.999647, 134.611, 0.999784, 136.685, 0.999769, 135.551, 0.999791, 125.199, 0.999772, 112.431, 0.999489, 111.766, 0.999592,  95.763, 0.999562,  84.019, 0.999665, 103.592, 0.999822, 151.785, 0.999840
    42,07/16/2018 01:48:17,31,319.081, 199.506, 0.999441, 200.153, 0.999672, 190.184, 0.999852, 161.785, 0.999950, 158.333, 0.999841, 137.459, 0.999848, 123.744, 0.999976, 120.561, 1.000000, 111.238, 0.999925, 109.984, 0.999989, 114.581, 0.999788, 134.467, 0.999977, 136.480, 0.999894, 135.382, 0.999939, 125.173, 0.999747, 112.360, 0.999967, 111.631, 0.999945,  95.582, 0.999748,  83.849, 0.999921, 103.585, 0.999920, 151.766, 0.999992
    43,07/16/2018 01:53:12,31,319.132, 198.523, 0.999212, 198.113, 0.999247, 188.139, 0.999625, 160.379, 0.999596, 157.072, 0.999541, 136.540, 0.999490, 122.780, 0.999760, 120.191, 1.000000, 110.395, 0.999343, 109.397, 0.999819, 113.776, 0.999083, 133.399, 0.999577, 135.849, 0.999573, 134.693, 0.999576, 124.705, 0.999821, 111.893, 0.999809, 111.118, 0.999840,  95.272, 0.999950,  83.590, 0.999784, 103.158, 0.999601, 150.987, 0.999302
    44,07/16/2018 01:58:06,31,319.214, 199.448, 0.998963, 199.526, 0.998931, 189.427, 0.999318, 161.478, 0.999610, 158.061, 0.999361, 137.422, 0.999600, 123.409, 0.999603, 120.636, 1.000000, 110.748, 0.999243, 109.891, 0.999366, 114.447, 0.999096, 133.995, 0.999255, 136.351, 0.999225, 135.103, 0.999317, 125.177, 0.999368, 112.213, 0.999458, 111.626, 0.999567,  95.349, 0.999583,  83.804, 0.999541, 103.370, 0.999095, 151.390, 0.999348
    45,07/16/2018 02:03:07,31,319.320, 199.918, 0.998515, 199.432, 0.998726, 189.742, 0.999095, 161.808, 0.999294, 157.974, 0.999045, 137.435, 0.999286, 123.594, 0.999324, 120.808, 1.000000, 110.985, 0.999154, 110.055, 0.999057, 114.436, 0.998392, 134.132, 0.998721, 136.345, 0.998588, 135.410, 0.998840, 125.452, 0.999035, 112.532, 0.999494, 111.514, 0.999207,  95.656, 0.999412,  83.750, 0.999177, 103.466, 0.999297, 151.655, 0.999300
    46,07/16/2018 02:08:01,31,319.410, 199.102, 0.998527, 199.288, 0.998890, 188.972, 0.999562, 161.125, 0.999232, 157.733, 0.999109, 137.161, 0.999259, 123.375, 0.999319, 120.973, 1.000000, 110.815, 0.999181, 109.968, 0.999091, 114.244, 0.998917, 133.947, 0.998959, 136.273, 0.998849, 135.232, 0.999086, 125.147, 0.998795, 112.106, 0.999192, 111.507, 0.999285,  95.463, 0.999552,  83.810, 0.999195, 103.462, 0.998941, 151.228, 0.999009
    47,07/16/2018 02:13:02,31,319.504, 199.153, 0.999680, 198.951, 0.999608, 189.209, 0.999834, 161.425, 0.999939, 157.718, 0.999836, 136.858, 0.999870, 123.389, 0.999892, 120.769, 1.000000, 110.877, 0.999727, 109.861, 0.999965, 114.351, 0.999586, 134.168, 0.999912, 136.253, 0.999756, 135.067, 0.999845, 125.061, 0.999819, 112.266, 0.999830, 111.673, 0.999864,  95.501, 0.999811,  83.618, 0.999842, 103.432, 0.999812, 151.576, 0.999881
    48,07/16/2018 02:17:57,31,319.593, 199.162, 0.998922, 198.820, 0.998973, 188.985, 0.999371, 161.115, 0.999503, 157.433, 0.999291, 136.938, 0.999528, 123.209, 0.999545, 120.138, 1.000000, 110.817, 0.999020, 109.609, 0.999309, 114.259, 0.998833, 134.038, 0.999395, 136.033, 0.999017, 134.910, 0.999217, 124.898, 0.999027, 112.227, 0.999485, 111.648, 0.999281,  95.463, 0.999614,  83.647, 0.999085, 103.592, 0.999287, 151.462, 0.999091
    49,07/16/2018 02:22:51,31,319.655, 199.225, 0.999292, 198.999, 0.999325, 189.197, 0.999728, 161.325, 0.999838, 157.981, 0.999533, 137.018, 0.999585, 123.399, 0.999840, 121.014, 1.000000, 110.974, 0.999505, 109.870, 0.999665, 114.354, 0.999465, 134.135, 0.999620, 136.318, 0.999535, 135.223, 0.999740, 125.242, 0.999686, 112.170, 0.999802, 111.532, 0.999815,  95.523, 0.999923,  83.649, 0.999744, 103.256, 0.999738, 151.463, 0.999837
    50,07/16/2018 02:27:45,31,319.666, 198.658, 0.999573, 198.044, 0.999506, 188.856, 0.999727, 160.650, 0.999731, 156.802, 0.999630, 136.304, 0.999592, 122.743, 0.999680, 120.230, 1.000000, 110.516, 0.999584, 109.366, 0.999736, 113.898, 0.999335, 133.868, 0.999808, 135.856, 0.999586, 134.968, 0.999459, 124.731, 0.999715, 112.003, 0.999767, 111.392, 0.999652,  95.335, 0.999876,  83.644, 0.999818, 103.258, 0.999515, 151.299, 0.999409
    51,07/16/2018 02:32:41,31,319.660, 198.179, 0.999639, 197.783, 0.999478, 188.109, 0.999670, 159.980, 0.999768, 156.724, 0.999653, 136.132, 0.999620, 122.581, 0.999790, 119.967, 1.000000, 110.249, 0.999468, 109.241, 0.999749, 113.848, 0.999436, 133.645, 0.999713, 135.603, 0.999680, 134.876, 0.999707, 124.576, 0.999684, 111.963, 0.999802, 111.302, 0.999744,  95.299, 0.999745,  83.573, 0.999772, 103.076, 0.999516, 151.276, 0.999619
    52,07/16/2018 02:37:35,31,319.637, 198.728, 0.999686, 198.516, 0.999714, 188.897, 0.999819, 160.681, 0.999596, 157.460, 0.999688, 136.502, 0.999430, 123.020, 0.999647, 120.531, 1.000000, 110.484, 0.999355, 109.554, 0.999791, 113.862, 0.999326, 133.477, 0.999556, 135.912, 0.999742, 134.920, 0.999331, 124.702, 0.999836, 111.984, 0.999711, 111.304, 0.999799,  95.304, 0.999866,  83.483, 0.999489, 103.198, 0.999475, 151.146, 0.999438
    53,07/16/2018 02:42:31,31,319.610, 198.069, 0.999694, 197.581, 0.999743, 187.622, 0.999792, 160.044, 0.999866, 156.823, 0.999855, 136.191, 0.999715, 122.414, 0.999836, 119.995, 1.000000, 110.442, 0.999706, 109.147, 0.999867, 113.891, 0.999513, 133.452, 0.999847, 135.800, 0.999519, 134.556, 0.999762, 124.729, 0.999917, 111.830, 0.999900, 111.395, 0.999865,  95.171, 0.999924,  83.401, 0.999785, 103.112, 0.999491, 150.905, 0.999711
    54,07/16/2018 02:47:25,31,319.581, 198.755, 0.999807, 198.906, 0.999778, 188.995, 0.999938, 160.845, 0.999991, 157.488, 0.999891, 136.637, 0.999936, 123.521, 0.999969, 120.050, 1.000000, 110.659, 0.999906, 109.672, 0.999943, 114.293, 0.999802, 134.012, 0.999901, 136.174, 0.999823, 134.761, 0.999891, 124.905, 0.999737, 112.134, 0.999782, 111.521, 0.999805,  95.516, 0.999541,  83.675, 0.999917, 103.312, 0.999938, 151.694, 0.999964
    55,07/16/2018 02:52:30,31,319.592, 198.757, 0.999589, 198.535, 0.999602, 189.050, 0.999720, 161.127, 0.999700, 157.460, 0.999692, 136.799, 0.999570, 123.139, 0.999826, 120.569, 1.000000, 110.636, 0.999474, 109.665, 0.999840, 113.917, 0.999411, 133.687, 0.999704, 136.123, 0.999763, 135.245, 0.999712, 125.166, 0.999882, 112.117, 0.999795, 111.369, 0.999920,  95.587, 0.999935,  83.661, 0.999804, 103.268, 0.999724, 151.464, 0.999718
    56,07/16/2018 02:57:24,31,319.587, 198.959, 0.999807, 198.875, 0.999548, 188.749, 0.999393, 160.997, 0.999498, 157.633, 0.999579, 136.993, 0.999380, 123.249, 0.999320, 120.075, 1.000000, 110.754, 0.999357, 109.577, 0.999706, 114.108, 0.999409, 134.100, 0.999710, 136.131, 0.999762, 135.005, 0.999499, 125.121, 0.999711, 112.077, 0.999485, 111.415, 0.999636,  95.433, 0.999549,  83.702, 0.999676, 103.275, 0.999203, 151.395, 0.999415
    57,07/16/2018 03:02:19,31,319.599, 199.499, 0.999627, 199.212, 0.999450, 189.628, 0.999401, 161.519, 0.999669, 157.925, 0.999570, 137.259, 0.999499, 123.743, 0.999464, 120.382, 1.000000, 111.048, 0.999281, 109.935, 0.999687, 114.413, 0.999477, 134.142, 0.999606, 136.393, 0.999529, 135.352, 0.999655, 125.151, 0.999648, 112.352, 0.999232, 111.650, 0.999443,  95.602, 0.999088,  83.838, 0.999514, 103.259, 0.999621, 151.578, 0.999230
