Record,Date/Time,10,Tamb(K),Rh(%),Pres(mb),Tir(K),Rain,Az(deg),El(deg),TkBB(K), Ch  22.234, Ch  23.034, Ch  23.834, Ch  26.234, Ch  30.000, Ch  51.248, Ch  52.280, Ch  53.848, Ch  54.940, Ch  56.660, Ch  57.288, Ch  58.800, Ch 
Record,Date/Time,40,Tamb(K),Rh(%),Pres(mb),Tir(K),Rain
Record,Date/Time,50,Az(deg),El(deg),TkBB(K), Ch  22.000, Ch  22.234, Ch  22.500, Ch  23.000, Ch  23.034, Ch  23.500, Ch  23.834, Ch  24.000, Ch  24.500, Ch  25.000, Ch  25.500, Ch  26.000, Ch  26.234, Ch  26.500, Ch  27.000, Ch  27.500, Ch  28.000, Ch  28.500, Ch  29.000, Ch  29.500, Ch  30.000, Ch  51.248, Ch  51.760, Ch  52.280, Ch  52.804, Ch  53.336, Ch  53.848, Ch  54.400, Ch  54.940, Ch  55.500, Ch  56.020, Ch  56.660, Ch  57.288, Ch  57.964, Ch  58.800, Ch 
Record,Date/Time,80,ID,SNR,Tamb(K),Rh(%),Pres(mb),Tir(K),Rain,Az(deg),El(deg),TkBB(K), Ch  22.234, Ch  23.034, Ch  23.834, Ch  26.234, Ch  30.000, Ch  51.248, Ch  52.280, Ch  53.848, Ch  54.940, Ch  56.660, Ch  57.288, Ch  58.800, Ch 
     1,07/16/18 00:05:14,51,  0.00, 90.00,316.904,, 78.875, 75.370,, 72.274,, 62.649,,, 49.440,,, 39.668,,,, 33.523,,,, 30.101,129.282,146.273,170.154,201.150,236.859,267.605,286.053,293.636,295.728,296.914,297.735,297.983,298.431,298.418,
     2,07/16/18 00:05:15,41, 305.5640,  67.8900,1013.2500, 256.4300,0
     3,07/16/18 00:05:53,51,  0.00, 90.00,316.921,, 78.885, 74.962,, 72.153,, 62.818,,, 49.443,,, 40.115,,,, 33.789,,,, 29.589,129.327,145.660,169.741,200.916,237.003,266.800,286.340,294.123,295.578,296.394,297.655,298.337,299.013,298.184,
     4,07/16/18 00:05:55,41, 305.5640,  67.1300,1013.2500, 256.5200,0
     5,07/16/18 00:06:32,51,  0.00, 90.00,316.940,, 78.588, 75.491,, 71.998,, 62.974,,, 49.430,,, 40.276,,,, 32.922,,,, 29.747,128.683,146.237,169.820,201.522,237.041,267.681,286.199,294.042,296.511,297.439,297.659,298.618,298.651,298.343,
     6,07/16/18 00:06:34,41, 305.4670,  66.1000,1013.2500, 256.0700,0
     7,07/16/18 00:07:11,51,  0.00, 90.00,316.964,, 78.183, 74.997,, 72.151,, 61.638,,, 48.297,,, 40.085,,,, 33.315,,,, 29.848,128.479,145.580,169.853,201.548,237.343,267.285,286.505,293.425,296.523,297.357,297.344,298.006,298.816,298.286,
     8,07/16/18 00:07:13,41, 305.5640,  67.1000,1013.2500, 256.0900,0
     9,07/16/18 00:07:51,51,  0.00, 90.00,316.971,, 77.960, 74.780,, 72.482,, 62.312,,, 49.019,,, 40.097,,,, 33.113,,,, 30.036,128.733,146.066,169.516,201.843,237.198,267.619,286.651,293.806,296.274,297.068,297.522,298.128,299.353,298.338,
    10,07/16/18 00:07:52,41, 305.5640,  68.7000,1013.1500, 256.8800,0
    11,07/16/18 00:10:08,51,  0.00, 90.00,317.058,, 77.942, 75.073,, 71.796,, 62.144,,, 48.789,,, 39.394,,,, 33.333,,,, 29.653,128.316,146.236,169.772,200.232,237.016,267.722,286.868,293.755,296.503,296.933,298.186,298.959,298.947,298.764,
    12,07/16/18 00:10:10,41, 305.4390,  70.4500,1013.2500, 256.3300,0
    13,07/16/18 00:10:47,51,  0.00, 90.00,317.075,, 78.157, 74.829,, 71.675,, 61.517,,, 48.937,,, 39.965,,,, 32.490,,,, 30.580,128.467,145.534,169.304,201.882,237.307,267.275,286.396,294.344,296.133,296.746,297.125,297.936,298.930,298.566,
    14,07/16/18 00:10:49,41, 305.2560,  73.2100,1013.2500, 255.9700,0
    15,07/16/18 00:11:26,51,  0.00, 90.00,317.094,, 78.240, 74.425,, 71.455,, 62.070,,, 48.364,,, 39.928,,,, 32.337,,,, 29.284,128.158,145.593,169.709,201.036,236.807,266.916,286.544,293.656,295.896,297.515,298.139,297.866,298.489,298.744,
    16,07/16/18 00:11:28,41, 304.9350,  74.1500,1013.2500, 256.3700,0
    17,07/16/18 00:12:06,51,  0.00, 90.00,317.110,, 77.752, 74.635,, 71.664,, 61.853,,, 48.454,,, 39.258,,,, 33.151,,,, 29.519,128.597,145.998,169.779,201.333,237.293,266.983,286.286,293.720,297.017,297.533,298.093,297.886,299.460,298.611,
    18,07/16/18 00:12:07,41, 304.8770,  75.5900,1013.2500, 256.2000,0
    19,07/16/18 00:12:45,51,  0.00, 90.00,317.122,, 78.093, 75.095,, 71.764,, 62.039,,, 49.367,,, 40.106,,,, 32.870,,,, 29.850,128.908,145.925,169.739,201.323,237.084,267.313,286.790,294.165,296.516,297.038,297.556,297.695,299.079,298.506,
    20,07/16/18 00:12:46,41, 304.6110,  75.8100,1013.2500, 256.1100,0
    21,07/16/18 00:15:03,51,  0.00, 90.00,317.192,, 78.700, 75.039,, 71.410,, 62.507,,, 49.322,,, 40.108,,,, 33.160,,,, 29.688,128.468,145.351,169.543,201.280,236.846,267.028,286.658,293.496,296.462,297.573,297.699,297.927,299.273,298.806,
    22,07/16/18 00:15:04,41, 304.1500,  77.2800,1013.2500, 255.8600,0
    23,07/16/18 00:15:41,51,  0.00, 90.00,317.195,, 78.331, 75.700,, 72.240,, 62.035,,, 49.420,,, 40.135,,,, 32.823,,,, 29.625,128.270,145.254,169.593,200.939,236.732,266.841,286.347,293.282,296.095,296.751,297.539,298.490,298.060,298.671,
    24,07/16/18 00:15:43,41, 304.1070,  76.4100,1013.2500, 256.2600,0
    25,07/16/18 00:16:21,51,  0.00, 90.00,317.248,, 77.773, 74.767,, 71.641,, 62.077,,, 48.974,,, 39.837,,,, 32.760,,,, 29.172,129.103,145.587,169.328,200.926,237.099,266.782,286.399,293.768,296.167,297.428,297.601,298.449,299.159,298.839,
    26,07/16/18 00:16:22,41, 304.1620,  77.2800,1013.3500, 256.7200,0
    27,07/16/18 00:17:00,51,  0.00, 90.00,317.252,, 78.522, 75.083,, 72.009,, 61.579,,, 49.239,,, 39.414,,,, 33.719,,,, 30.111,128.488,145.603,169.576,201.412,236.813,267.347,286.700,293.298,296.480,297.011,298.548,298.054,299.039,298.622,
    28,07/16/18 00:17:01,41, 304.0520,  76.8800,1013.3500, 256.0300,0
    29,07/16/18 00:17:39,51,  0.00, 90.00,317.280,, 78.209, 75.115,, 71.383,, 61.837,,, 48.611,,, 39.678,,,, 33.290,,,, 29.745,128.539,146.167,169.594,201.553,236.532,267.288,286.290,294.003,296.321,296.890,297.927,298.245,298.720,298.147,
    30,07/16/18 00:17:40,41, 303.9390,  77.4700,1013.2500, 256.5800,0
    31,07/16/18 00:19:56,51,  0.00, 90.00,317.322,, 78.399, 75.764,, 72.297,, 62.592,,, 48.307,,, 39.916,,,, 33.761,,,, 30.106,128.657,145.523,170.071,201.263,237.007,267.448,286.564,293.526,295.986,297.294,297.714,298.153,298.701,297.959,
    32,07/16/18 00:19:57,41, 304.1350,  76.9900,1013.2500, 256.6400,0
    33,07/16/18 00:20:35,51,  0.00, 90.00,317.353,, 78.273, 75.624,, 72.118,, 62.749,,, 49.637,,, 39.922,,,, 33.394,,,, 29.499,128.712,146.133,169.458,201.481,236.635,267.523,287.443,293.926,295.658,297.383,297.365,298.042,298.854,298.118,
    34,07/16/18 00:20:37,41, 304.2750,  77.8600,1013.2500, 256.2200,0
    35,07/16/18 00:21:14,51,  0.00, 90.00,317.365,, 78.325, 75.469,, 71.910,, 62.316,,, 49.274,,, 39.870,,,, 32.991,,,, 29.129,128.974,146.220,170.081,201.209,237.378,267.506,287.060,293.620,295.968,297.415,297.653,298.173,298.825,298.807,
    36,07/16/18 00:21:16,41, 304.2750,  78.0800,1013.3500, 256.5500,0
    37,07/16/18 00:21:56,51,  0.00, 90.00,317.367,, 77.783, 75.507,, 71.834,, 62.232,,, 48.759,,, 40.211,,,, 33.683,,,, 29.366,128.767,145.959,170.016,201.239,237.449,267.349,286.910,293.470,296.397,296.723,297.547,298.036,299.013,298.921,
    38,07/16/18 00:21:58,41, 304.2050,  76.8100,1013.3500, 256.0400,0
    39,07/16/18 00:22:35,51,  0.00, 90.00,317.381,, 77.656, 75.029,, 71.836,, 62.008,,, 48.830,,, 40.334,,,, 33.199,,,, 29.922,128.588,145.718,169.644,201.098,237.068,267.599,286.619,293.664,296.425,296.975,297.679,298.277,299.068,298.736,
    40,07/16/18 00:22:37,41, 304.0950,  74.5700,1013.3500, 256.6000,0
    41,07/16/18 00:24:53,51,  0.00, 90.00,317.443,, 77.987, 75.638,, 71.831,, 62.156,,, 49.747,,, 39.524,,,, 33.696,,,, 29.531,129.253,145.165,169.944,200.985,237.382,267.092,286.152,294.145,296.391,296.951,297.703,298.183,298.966,298.601,
    42,07/16/18 00:24:54,41, 304.0950,  76.5800,1013.2500, 256.2600,0
    43,07/16/18 00:25:32,51,  0.00, 90.00,317.451,, 78.320, 75.700,, 71.824,, 62.017,,, 49.141,,, 39.851,,,, 33.581,,,, 29.977,128.742,145.535,169.449,201.109,236.571,267.408,286.792,293.751,296.643,297.071,297.901,297.864,299.126,299.081,
    44,07/16/18 00:25:33,41, 304.1930,  75.3800,1013.3500, 256.5300,0
    45,07/16/18 00:26:11,51,  0.00, 90.00,317.486,, 78.087, 75.637,, 72.224,, 62.195,,, 48.956,,, 39.895,,,, 33.080,,,, 29.430,129.063,145.982,169.383,201.465,237.025,267.517,287.090,293.994,296.357,296.963,297.790,297.763,299.340,299.259,
    46,07/16/18 00:26:13,41, 304.2200,  75.5000,1013.2500, 255.9500,0
    47,07/16/18 00:26:50,51,  0.00, 90.00,317.489,, 78.191, 75.093,, 71.960,, 62.312,,, 49.219,,, 40.104,,,, 32.636,,,, 29.702,129.373,145.672,170.236,201.462,237.230,267.032,286.500,294.249,296.226,297.498,297.950,298.654,298.798,298.761,
    48,07/16/18 00:26:52,41, 304.2200,  75.5700,1013.2500, 256.6000,0
    49,07/16/18 00:27:29,51,  0.00, 90.00,317.498,, 78.731, 75.639,, 71.682,, 61.748,,, 48.850,,, 39.927,,,, 33.160,,,, 29.904,128.224,145.705,170.392,201.421,237.276,267.386,286.550,294.172,296.610,296.930,298.114,298.117,298.978,298.186,
