Record,DateTime,300,Int.Vaporcm,Int.Liquidmm,CloudBasekm
   259,07/16/18 00:44:38,301,  4.174,  0.104,  7.750,
   265,07/16/18 00:45:18,301,  4.135,  0.123,  7.750,
   271,07/16/18 00:45:59,301,  4.130,  0.113,  7.500,
   277,07/16/18 00:46:38,301,  4.185,  0.111,  7.750,
   283,07/16/18 00:47:17,301,  4.168,  0.114,  7.750,
   289,07/16/18 00:49:35,301,  4.168,  0.115,  7.750,
   295,07/16/18 00:50:15,301,  4.144,  0.114,  7.500,
   301,07/16/18 00:50:55,301,  4.178,  0.116,  7.750,
   307,07/16/18 00:51:34,301,  4.164,  0.109,  7.500,
   313,07/16/18 00:52:14,301,  4.160,  0.117,  7.750,
   319,07/16/18 00:54:31,301,  4.164,  0.116,  7.750,
   325,07/16/18 00:55:11,301,  4.171,  0.119,  7.500,
   331,07/16/18 00:55:50,301,  4.132,  0.137,  7.750,
   337,07/16/18 00:56:29,301,  4.134,  0.131,  7.750,
   343,07/16/18 00:57:08,301,  4.145,  0.126,  7.750,
   349,07/16/18 00:59:26,301,  4.151,  0.127,  7.750,
   355,07/16/18 01:00:05,301,  4.151,  0.117,  7.750,
   361,07/16/18 01:00:45,301,  4.188,  0.103,  7.750,
   367,07/16/18 01:01:24,301,  4.116,  0.137,  7.750,
   373,07/16/18 01:02:04,301,  4.115,  0.148,  7.750,
   379,07/16/18 01:04:35,301,  4.141,  0.139,  7.750,
   385,07/16/18 01:05:14,301,  4.172,  0.129,  7.750,
   391,07/16/18 01:05:53,301,  4.174,  0.139,  7.750,
   397,07/16/18 01:06:33,301,  4.175,  0.117,  7.750,
   403,07/16/18 01:07:13,301,  4.171,  0.146,  7.750,
   409,07/16/18 01:09:31,301,  4.147,  0.133,  7.500,
   415,07/16/18 01:10:11,301,  4.161,  0.122,  7.750,
   421,07/16/18 01:10:50,301,  4.124,  0.128,  7.500,
   427,07/16/18 01:11:30,301,  4.129,  0.138,  7.750,
   433,07/16/18 01:12:09,301,  4.154,  0.136,  7.750,
   439,07/16/18 01:14:26,301,  4.119,  0.144,  7.750,
   445,07/16/18 01:15:06,301,  4.159,  0.126,  7.750,
   451,07/16/18 01:15:44,301,  4.159,  0.122,  7.750,
   457,07/16/18 01:16:23,301,  4.153,  0.127,  7.750,
   463,07/16/18 01:17:04,301,  4.145,  0.140,  7.750,
   469,07/16/18 01:19:22,301,  4.123,  0.136,  7.750,
   475,07/16/18 01:20:01,301,  4.113,  0.138,  7.750,
   481,07/16/18 01:20:40,301,  4.140,  0.119,  7.750,
   487,07/16/18 01:21:20,301,  4.095,  0.131,  7.750,
   493,07/16/18 01:22:00,301,  4.113,  0.136,  7.750,
   499,07/16/18 01:24:18,301,  4.152,  0.127,  7.500,
   505,07/16/18 01:24:57,301,  4.143,  0.126,  7.500,
   511,07/16/18 01:25:36,301,  4.166,  0.120,  7.500,
   517,07/16/18 01:26:15,301,  4.110,  0.141,  7.750,
   523,07/16/18 01:26:55,301,  4.151,  0.136,  7.750,
   529,07/16/18 01:29:13,301,  4.198,  0.123,  7.750,
   535,07/16/18 01:29:52,301,  4.162,  0.115,  7.750,
   541,07/16/18 01:30:32,301,  4.152,  0.123,  7.750,
   547,07/16/18 01:31:11,301,  4.166,  0.118,  7.750,
   553,07/16/18 01:31:50,301,  4.158,  0.133,  7.750,
   559,07/16/18 01:34:08,301,  4.219,  0.114,  7.500,
   565,07/16/18 01:34:47,301,  4.186,  0.130,  7.750,
   571,07/16/18 01:35:26,301,  4.185,  0.132,  7.750,
   577,07/16/18 01:36:06,301,  4.196,  0.117,  7.500,
   583,07/16/18 01:36:46,301,  4.186,  0.125,  7.500,
   589,07/16/18 01:39:03,301,  4.158,  0.132,  7.500,
   595,07/16/18 01:39:44,301,  4.143,  0.134,  7.750,
   601,07/16/18 01:40:25,301,  4.174,  0.130,  7.750,
   607,07/16/18 01:41:04,301,  4.183,  0.121,  7.500,
   613,07/16/18 01:41:44,301,  4.207,  0.119,  7.500,
   619,07/16/18 01:44:01,301,  4.219,  0.131,  7.500,
   625,07/16/18 01:44:40,301,  4.214,  0.130,  7.500,
   631,07/16/18 01:45:20,301,  4.181,  0.141,  7.500,
   637,07/16/18 01:45:59,301,  4.166,  0.139,  7.500,
   643,07/16/18 01:46:38,301,  4.189,  0.145,  7.500,
   649,07/16/18 01:48:56,301,  4.200,  0.128,  7.500,
   655,07/16/18 01:49:35,301,  4.150,  0.145,  7.500,
   661,07/16/18 01:50:14,301,  4.182,  0.131,  7.500,
   667,07/16/18 01:50:54,301,  4.122,  0.151,  7.500,
   673,07/16/18 01:51:33,301,  4.142,  0.141,  7.500,
   679,07/16/18 01:53:50,301,  4.179,  0.153,  7.500,
   685,07/16/18 01:54:29,301,  4.208,  0.142,  7.500,
   691,07/16/18 01:55:09,301,  4.245,  0.136,  7.500,
   697,07/16/18 01:55:48,301,  4.221,  0.147,  7.500,
   703,07/16/18 01:56:28,301,  4.257,  0.138,  7.250,
   709,07/16/18 01:58:45,301,  4.252,  0.149,  7.250,
   715,07/16/18 01:59:25,301,  4.275,  0.134,  7.500,
   721,07/16/18 02:00:05,301,  4.252,  0.146,  7.250,
   727,07/16/18 02:00:48,301,  4.216,  0.151,  7.250,
   733,07/16/18 02:01:27,301,  4.216,  0.152,  7.500,
   739,07/16/18 02:03:46,301,  4.236,  0.146,  7.250,
   745,07/16/18 02:04:25,301,  4.247,  0.138,  7.250,
   751,07/16/18 02:05:04,301,  4.202,  0.154,  7.250,
   757,07/16/18 02:05:43,301,  4.219,  0.151,  7.500,
   763,07/16/18 02:06:23,301,  4.211,  0.155,  7.500,
   769,07/16/18 02:08:40,301,  4.216,  0.140,  7.500,
   775,07/16/18 02:09:21,301,  4.184,  0.153,  7.500,
   781,07/16/18 02:10:01,301,  4.200,  0.150,  7.250,
   787,07/16/18 02:10:45,301,  4.208,  0.151,  7.500,
   793,07/16/18 02:11:24,301,  4.247,  0.139,  7.250,
   799,07/16/18 02:13:41,301,  4.230,  0.147,  7.250,
   805,07/16/18 02:14:21,301,  4.189,  0.157,  7.250,
   811,07/16/18 02:15:00,301,  4.213,  0.152,  7.500,
   817,07/16/18 02:15:39,301,  4.212,  0.149,  7.250,
   823,07/16/18 02:16:18,301,  4.223,  0.133,  7.250,
   829,07/16/18 02:18:36,301,  4.213,  0.157,  7.250,
   835,07/16/18 02:19:15,301,  4.189,  0.153,  7.500,
   841,07/16/18 02:19:54,301,  4.243,  0.137,  7.500,
   847,07/16/18 02:20:34,301,  4.211,  0.151,  7.500,
   853,07/16/18 02:21:13,301,  4.233,  0.142,  7.250,
   859,07/16/18 02:23:30,301,  4.217,  0.130,  7.500,
   865,07/16/18 02:24:10,301,  4.198,  0.128,  7.500,
   871,07/16/18 02:24:49,301,  4.188,  0.133,  7.500,
   877,07/16/18 02:25:28,301,  4.185,  0.133,  7.500,
   883,07/16/18 02:26:07,301,  4.182,  0.134,  7.500,
   889,07/16/18 02:28:24,301,  4.226,  0.132,  7.250,
   895,07/16/18 02:29:03,301,  4.190,  0.132,  7.500,
   901,07/16/18 02:29:43,301,  4.187,  0.132,  7.500,
   907,07/16/18 02:30:22,301,  4.192,  0.125,  7.500,
   913,07/16/18 02:31:02,301,  4.165,  0.140,  7.500,
   919,07/16/18 02:33:19,301,  4.182,  0.137,  7.500,
   925,07/16/18 02:33:59,301,  4.180,  0.141,  7.500,
   931,07/16/18 02:34:38,301,  4.175,  0.141,  7.500,
   937,07/16/18 02:35:17,301,  4.198,  0.132,  7.500,
   943,07/16/18 02:35:56,301,  4.213,  0.123,  7.500,
   949,07/16/18 02:38:14,301,  4.160,  0.134,  7.500,
   955,07/16/18 02:38:54,301,  4.162,  0.129,  7.500,
   961,07/16/18 02:39:33,301,  4.184,  0.117,  7.500,
   967,07/16/18 02:40:13,301,  4.172,  0.125,  7.500,
   973,07/16/18 02:40:52,301,  4.160,  0.133,  7.500,
   979,07/16/18 02:43:10,301,  4.145,  0.132,  7.500,
   985,07/16/18 02:43:49,301,  4.173,  0.131,  7.500,
   991,07/16/18 02:44:28,301,  4.129,  0.135,  7.500,
   997,07/16/18 02:45:07,301,  4.147,  0.142,  7.750,
  1003,07/16/18 02:45:46,301,  4.123,  0.138,  7.750,
  1009,07/16/18 02:48:04,301,  4.103,  0.144,  7.500,
  1015,07/16/18 02:48:44,301,  4.077,  0.153,  7.750,
  1021,07/16/18 02:49:23,301,  4.154,  0.128,  7.750,
  1027,07/16/18 02:50:03,301,  4.096,  0.144,  7.750,
  1033,07/16/18 02:50:51,301,  4.094,  0.141,  7.750,
  1039,07/16/18 02:53:09,301,  4.129,  0.132,  7.750,
  1045,07/16/18 02:53:48,301,  4.104,  0.130,  7.500,
  1051,07/16/18 02:54:27,301,  4.140,  0.134,  7.500,
  1057,07/16/18 02:55:07,301,  4.131,  0.143,  7.500,
  1063,07/16/18 02:55:46,301,  4.160,  0.122,  7.750,
  1069,07/16/18 02:58:03,301,  4.148,  0.116,  7.750,
  1075,07/16/18 02:58:42,301,  4.091,  0.150,  7.750,
  1081,07/16/18 02:59:21,301,  4.070,  0.149,  7.750,
  1087,07/16/18 03:00:00,301,  4.094,  0.148,  7.750,
  1093,07/16/18 03:00:40,301,  4.101,  0.144,  7.750,
  1099,07/16/18 03:02:58,301,  4.115,  0.141,  7.750,
  1105,07/16/18 03:03:37,301,  4.075,  0.142,  7.750,
  1111,07/16/18 03:04:16,301,  4.102,  0.139,  7.750,
  1117,07/16/18 03:04:56,301,  4.092,  0.137,  7.750,
  1123,07/16/18 03:05:35,301,  4.137,  0.117,  7.750,
  1129,07/16/18 03:07:53,301,  4.096,  0.129,  7.750,
  1135,07/16/18 03:08:32,301,  4.098,  0.117,  7.750,
  1141,07/16/18 03:09:11,301,  4.055,  0.141,  7.750,
  1147,07/16/18 03:09:50,301,  4.022,  0.134,  8.000,
  1153,07/16/18 03:10:30,301,  4.038,  0.141,  8.000,
  1159,07/16/18 03:12:47,301,  3.997,  0.132,  8.000,
  1165,07/16/18 03:13:27,301,  3.980,  0.146,  8.000,
  1171,07/16/18 03:14:06,301,  3.998,  0.127,  8.000,
  1177,07/16/18 03:14:46,301,  3.974,  0.141,  8.250,
  1183,07/16/18 03:15:24,301,  4.019,  0.130,  8.000,
  1189,07/16/18 03:17:42,301,  3.986,  0.122,  8.000,
  1195,07/16/18 03:18:22,301,  3.958,  0.129,  8.000,
  1201,07/16/18 03:19:00,301,  3.988,  0.133,  8.000,
  1207,07/16/18 03:19:39,301,  3.979,  0.142,  8.000,
  1213,07/16/18 03:20:19,301,  3.960,  0.144,  8.000,
  1219,07/16/18 03:22:42,301,  4.038,  0.120,  8.000,
  1225,07/16/18 03:23:21,301,  4.007,  0.134,  8.000,
  1231,07/16/18 03:24:00,301,  4.000,  0.140,  8.000,
  1237,07/16/18 03:24:39,301,  4.021,  0.127,  8.000,
  1243,07/16/18 03:25:18,301,  3.988,  0.133,  8.000,
  1249,07/16/18 03:27:36,301,  3.964,  0.126,  8.000,
  1255,07/16/18 03:28:17,301,  3.992,  0.116,  8.000,
  1261,07/16/18 03:28:56,301,  3.954,  0.140,  8.000,
  1267,07/16/18 03:29:35,301,  3.980,  0.135,  8.250,
  1273,07/16/18 03:30:14,301,  3.954,  0.128,  8.000,
  1279,07/16/18 03:32:33,301,  3.925,  0.129,  8.250,
  1285,07/16/18 03:33:12,301,  3.865,  0.139,  8.250,
  1291,07/16/18 03:33:52,301,  3.895,  0.124,  8.250,
  1297,07/16/18 03:34:31,301,  3.925,  0.120,  8.250,
  1303,07/16/18 03:35:10,301,  3.863,  0.135,  8.250,
  1309,07/16/18 03:37:27,301,  3.875,  0.119,  8.250,
  1315,07/16/18 03:38:07,301,  3.873,  0.124,  8.250,
  1321,07/16/18 03:38:46,301,  3.871,  0.124,  8.250,
  1327,07/16/18 03:39:25,301,  3.872,  0.130,  8.250,
  1333,07/16/18 03:40:04,301,  3.868,  0.121,  8.250,
  1339,07/16/18 03:42:23,301,  3.873,  0.113,  8.250,
  1345,07/16/18 03:43:02,301,  3.817,  0.122,  8.250,
  1351,07/16/18 03:43:41,301,  3.871,  0.124,  8.250,
  1357,07/16/18 03:44:20,301,  3.848,  0.122,  8.250,
  1363,07/16/18 03:45:00,301,  3.821,  0.129,  8.500,
  1369,07/16/18 03:47:18,301,  3.848,  0.110,  8.250,
  1375,07/16/18 03:47:57,301,  3.826,  0.120,  8.250,
  1381,07/16/18 03:48:36,301,  3.843,  0.118,  8.500,
  1387,07/16/18 03:49:15,301,  3.838,  0.122,  8.250,
  1393,07/16/18 03:49:54,301,  3.837,  0.116,  8.250,
  1399,07/16/18 03:52:12,301,  3.824,  0.129,  8.250,
  1405,07/16/18 03:52:51,301,  3.831,  0.106,  8.250,
  1411,07/16/18 03:53:31,301,  3.827,  0.109,  8.500,
  1417,07/16/18 03:54:10,301,  3.827,  0.125,  8.500,
  1423,07/16/18 03:54:49,301,  3.803,  0.124,  8.250,
  1429,07/16/18 03:57:07,301,  3.818,  0.110,  8.500,
  1435,07/16/18 03:57:46,301,  3.818,  0.112,  8.500,
  1441,07/16/18 03:58:25,301,  3.793,  0.104,  8.500,
  1447,07/16/18 03:59:04,301,  3.766,  0.119,  8.500,
  1453,07/16/18 03:59:43,301,  3.813,  0.113,  8.500,
  1459,07/16/18 04:02:20,301,  3.820,  0.091,  8.500,
  1465,07/16/18 04:02:59,301,  3.748,  0.099,  8.500,
  1471,07/16/18 04:03:39,301,  3.735,  0.108,  8.500,
  1477,07/16/18 04:04:18,301,  3.769,  0.104,  8.750,
  1483,07/16/18 04:04:56,301,  3.748,  0.110,  8.500,
  1489,07/16/18 04:07:14,301,  3.773,  0.108,  8.500,
  1495,07/16/18 04:07:53,301,  3.782,  0.105,  8.500,
  1501,07/16/18 04:08:33,301,  3.788,  0.111,  8.500,
  1507,07/16/18 04:09:12,301,  3.778,  0.122,  8.500,
  1513,07/16/18 04:09:51,301,  3.776,  0.116,  8.500,
  1519,07/16/18 04:12:09,301,  3.796,  0.098,  8.500,
  1525,07/16/18 04:12:48,301,  3.782,  0.104,  8.500,
  1531,07/16/18 04:13:27,301,  3.722,  0.113,  8.500,
  1537,07/16/18 04:14:07,301,  3.741,  0.118,  8.500,
  1543,07/16/18 04:14:46,301,  3.769,  0.115,  8.500,
  1549,07/16/18 04:17:03,301,  3.823,  0.109,  8.500,
  1555,07/16/18 04:17:42,301,  3.775,  0.123,  8.250,
  1561,07/16/18 04:18:22,301,  3.755,  0.125,  8.500,
  1567,07/16/18 04:19:01,301,  3.786,  0.120,  8.500,
  1573,07/16/18 04:19:41,301,  3.807,  0.122,  8.250,
  1579,07/16/18 04:21:58,301,  3.822,  0.109,  8.250,
  1585,07/16/18 04:22:38,301,  3.802,  0.117,  8.500,
  1591,07/16/18 04:23:17,301,  3.808,  0.106,  8.250,
  1597,07/16/18 04:23:56,301,  3.847,  0.103,  8.250,
  1603,07/16/18 04:24:36,301,  3.844,  0.115,  8.250,
  1609,07/16/18 04:26:53,301,  3.816,  0.106,  8.500,
  1615,07/16/18 04:27:32,301,  3.830,  0.106,  8.250,
  1621,07/16/18 04:28:11,301,  3.806,  0.113,  8.500,
  1627,07/16/18 04:28:51,301,  3.807,  0.114,  8.250,
  1633,07/16/18 04:29:30,301,  3.767,  0.114,  8.500,
  1639,07/16/18 04:31:48,301,  3.806,  0.120,  8.250,
  1645,07/16/18 04:32:27,301,  3.773,  0.108,  8.250,
  1651,07/16/18 04:33:07,301,  3.773,  0.117,  8.500,
  1657,07/16/18 04:33:45,301,  3.749,  0.122,  8.500,
  1663,07/16/18 04:34:25,301,  3.794,  0.120,  8.500,
  1669,07/16/18 04:36:46,301,  3.730,  0.115,  8.500,
  1675,07/16/18 04:37:26,301,  3.728,  0.107,  8.500,
  1681,07/16/18 04:38:05,301,  3.746,  0.108,  8.500,
  1687,07/16/18 04:38:44,301,  3.738,  0.117,  8.500,
  1693,07/16/18 04:39:23,301,  3.704,  0.130,  8.500,
  1699,07/16/18 04:41:41,301,  3.716,  0.122,  8.500,
  1705,07/16/18 04:42:20,301,  3.728,  0.116,  8.500,
  1711,07/16/18 04:42:59,301,  3.751,  0.105,  8.500,
  1717,07/16/18 04:43:38,301,  3.757,  0.102,  8.500,
  1723,07/16/18 04:44:18,301,  3.756,  0.118,  8.500,
  1729,07/16/18 04:46:37,301,  3.755,  0.108,  8.500,
  1735,07/16/18 04:47:16,301,  3.726,  0.122,  8.500,
  1741,07/16/18 04:47:56,301,  3.723,  0.122,  8.500,
  1747,07/16/18 04:48:35,301,  3.728,  0.120,  8.500,
  1753,07/16/18 04:49:14,301,  3.746,  0.116,  8.250,
  1759,07/16/18 04:51:32,301,  3.769,  0.091,  8.250,
  1765,07/16/18 04:52:11,301,  3.692,  0.118,  8.500,
  1771,07/16/18 04:52:50,301,  3.710,  0.107,  8.500,
  1777,07/16/18 04:53:29,301,  3.744,  0.115,  8.750,
  1783,07/16/18 04:54:08,301,  3.741,  0.108,  8.500,
  1789,07/16/18 04:56:26,301,  3.701,  0.116,  8.500,
  1795,07/16/18 04:57:05,301,  3.645,  0.132,  8.750,
  1801,07/16/18 04:57:45,301,  3.684,  0.108,  8.500,
  1807,07/16/18 04:58:24,301,  3.696,  0.112,  8.750,
  1813,07/16/18 04:59:03,301,  3.666,  0.116,  8.750,
  1819,07/16/18 05:01:22,301,  3.684,  0.116,  8.750,
  1825,07/16/18 05:02:01,301,  3.619,  0.147,  8.750,
  1831,07/16/18 05:02:40,301,  3.639,  0.130,  8.750,
  1837,07/16/18 05:03:19,301,  3.611,  0.143,  8.750,
  1843,07/16/18 05:03:58,301,  3.650,  0.131,  8.500,
  1849,07/16/18 05:06:16,301,  3.642,  0.120,  8.750,
  1855,07/16/18 05:06:55,301,  3.631,  0.133,  8.750,
  1861,07/16/18 05:07:34,301,  3.641,  0.133,  8.750,
  1867,07/16/18 05:08:13,301,  3.628,  0.145,  8.750,
  1873,07/16/18 05:08:53,301,  3.686,  0.127,  8.500,
  1879,07/16/18 05:11:11,301,  3.645,  0.133,  8.500,
  1885,07/16/18 05:11:50,301,  3.611,  0.146,  8.750,
  1891,07/16/18 05:12:30,301,  3.617,  0.133,  8.750,
  1897,07/16/18 05:13:11,301,  3.630,  0.135,  8.750,
  1903,07/16/18 05:13:51,301,  3.630,  0.133,  8.750,
  1909,07/16/18 05:16:09,301,  3.640,  0.124,  8.750,
  1915,07/16/18 05:16:47,301,  3.622,  0.143,  8.750,
  1921,07/16/18 05:17:26,301,  3.664,  0.132,  8.750,
  1927,07/16/18 05:18:06,301,  3.688,  0.126,  8.500,
  1933,07/16/18 05:18:45,301,  3.681,  0.122,  8.500,
  1939,07/16/18 05:21:04,301,  3.665,  0.127,  8.750,
  1945,07/16/18 05:21:43,301,  3.688,  0.112,  8.500,
  1951,07/16/18 05:22:25,301,  3.648,  0.136,  8.500,
  1957,07/16/18 05:23:05,301,  3.666,  0.129,  8.750,
  1963,07/16/18 05:23:44,301,  3.673,  0.126,  8.500,
  1969,07/16/18 05:26:02,301,  3.683,  0.136,  8.750,
  1975,07/16/18 05:26:42,301,  3.672,  0.141,  8.500,
  1981,07/16/18 05:27:22,301,  3.736,  0.122,  8.500,
  1987,07/16/18 05:28:01,301,  3.681,  0.144,  8.750,
  1993,07/16/18 05:28:41,301,  3.701,  0.133,  8.750,
  1999,07/16/18 05:30:59,301,  3.743,  0.125,  8.500,
  2005,07/16/18 05:31:40,301,  3.744,  0.130,  8.500,
  2011,07/16/18 05:32:20,301,  3.730,  0.121,  8.500,
  2017,07/16/18 05:33:00,301,  3.696,  0.135,  8.500,
  2023,07/16/18 05:33:40,301,  3.685,  0.141,  8.500,
  2029,07/16/18 05:35:58,301,  3.653,  0.138,  8.500,
  2035,07/16/18 05:36:38,301,  3.676,  0.130,  8.500,
  2041,07/16/18 05:37:17,301,  3.698,  0.118,  8.500,
  2047,07/16/18 05:37:57,301,  3.666,  0.137,  8.500,
  2053,07/16/18 05:38:36,301,  3.705,  0.125,  8.500,
  2059,07/16/18 05:40:54,301,  3.666,  0.122,  8.750,
  2065,07/16/18 05:41:33,301,  3.622,  0.125,  8.750,
  2071,07/16/18 05:42:12,301,  3.577,  0.142,  8.750,
  2077,07/16/18 05:42:52,301,  3.640,  0.118,  8.750,
  2083,07/16/18 05:43:31,301,  3.621,  0.136,  8.750,
  2089,07/16/18 05:45:49,301,  3.631,  0.116,  8.750,
  2095,07/16/18 05:46:29,301,  3.585,  0.137,  8.750,
  2101,07/16/18 05:47:09,301,  3.561,  0.140,  8.750,
  2107,07/16/18 05:47:48,301,  3.544,  0.145,  8.750,
  2113,07/16/18 05:48:28,301,  3.624,  0.117,  8.750,
  2119,07/16/18 05:50:46,301,  3.644,  0.137,  8.750,
  2125,07/16/18 05:51:26,301,  3.648,  0.131,  8.750,
  2131,07/16/18 05:52:06,301,  3.572,  0.138,  8.750,
  2137,07/16/18 05:52:45,301,  3.609,  0.138,  8.500,
  2143,07/16/18 05:53:25,301,  3.662,  0.124,  8.500,
  2149,07/16/18 05:55:43,301,  3.636,  0.113,  8.750,
  2155,07/16/18 05:56:22,301,  3.681,  0.105,  8.500,
  2161,07/16/18 05:57:02,301,  3.607,  0.119,  8.750,
  2167,07/16/18 05:57:41,301,  3.647,  0.112,  8.750,
  2173,07/16/18 05:58:21,301,  3.604,  0.137,  8.500,
  2179,07/16/18 06:00:40,301,  3.649,  0.117,  8.750,
  2185,07/16/18 06:01:19,301,  3.619,  0.113,  8.750,
  2191,07/16/18 06:02:00,301,  3.625,  0.114,  8.750,
  2197,07/16/18 06:02:39,301,  3.630,  0.119,  8.500,
  2203,07/16/18 06:03:19,301,  3.659,  0.108,  8.500,
  2209,07/16/18 06:05:39,301,  3.646,  0.113,  8.750,
  2215,07/16/18 06:06:19,301,  3.667,  0.111,  8.500,
  2221,07/16/18 06:06:58,301,  3.643,  0.116,  8.750,
  2227,07/16/18 06:07:37,301,  3.620,  0.114,  8.750,
  2233,07/16/18 06:08:17,301,  3.646,  0.107,  8.750,
  2239,07/16/18 06:10:35,301,  3.613,  0.116,  8.750,
  2245,07/16/18 06:11:15,301,  3.616,  0.121,  8.750,
  2251,07/16/18 06:11:55,301,  3.662,  0.107,  8.500,
  2257,07/16/18 06:12:34,301,  3.670,  0.099,  8.500,
  2263,07/16/18 06:13:13,301,  3.608,  0.123,  8.750,
  2269,07/16/18 06:15:31,301,  3.681,  0.106,  8.500,
  2275,07/16/18 06:16:10,301,  3.684,  0.101,  8.500,
  2281,07/16/18 06:16:50,301,  3.696,  0.093,  8.500,
  2287,07/16/18 06:17:29,301,  3.677,  0.102,  8.500,
  2293,07/16/18 06:18:09,301,  3.672,  0.103,  8.500,
  2299,07/16/18 06:20:29,301,  3.657,  0.111,  8.500,
  2305,07/16/18 06:21:08,301,  3.653,  0.116,  8.500,
  2311,07/16/18 06:21:47,301,  3.702,  0.096,  8.500,
  2317,07/16/18 06:22:26,301,  3.649,  0.105,  8.500,
  2323,07/16/18 06:23:07,301,  3.680,  0.079,  8.750,
  2329,07/16/18 06:25:25,301,  3.610,  0.118,  8.750,
  2335,07/16/18 06:26:04,301,  3.610,  0.119,  8.750,
  2341,07/16/18 06:26:44,301,  3.627,  0.110,  8.750,
  2347,07/16/18 06:27:25,301,  3.638,  0.112,  8.750,
  2353,07/16/18 06:28:04,301,  3.631,  0.107,  8.750,
  2359,07/16/18 06:30:22,301,  3.636,  0.117,  8.750,
  2365,07/16/18 06:31:02,301,  3.687,  0.107,  8.750,
  2371,07/16/18 06:31:41,301,  3.667,  0.115,  8.500,
  2377,07/16/18 06:32:21,301,  3.644,  0.123,  8.500,
  2383,07/16/18 06:33:00,301,  3.637,  0.138,  8.500,
  2389,07/16/18 06:35:18,301,  3.655,  0.114,  8.750,
  2395,07/16/18 06:35:57,301,  3.645,  0.135,  8.500,
  2401,07/16/18 06:36:37,301,  3.624,  0.129,  8.750,
  2407,07/16/18 06:37:17,301,  3.634,  0.125,  8.500,
  2413,07/16/18 06:37:56,301,  3.613,  0.125,  8.500,
  2419,07/16/18 06:40:13,301,  3.618,  0.129,  8.750,
  2425,07/16/18 06:40:53,301,  3.622,  0.114,  8.750,
  2431,07/16/18 06:41:33,301,  3.622,  0.112,  8.750,
  2437,07/16/18 06:42:13,301,  3.613,  0.115,  8.750,
  2443,07/16/18 06:42:52,301,  3.603,  0.126,  8.750,
  2449,07/16/18 06:45:09,301,  3.637,  0.112,  8.750,
  2455,07/16/18 06:45:48,301,  3.638,  0.110,  8.750,
  2461,07/16/18 06:46:28,301,  3.614,  0.107,  8.750,
  2467,07/16/18 06:47:07,301,  3.591,  0.121,  8.750,
  2473,07/16/18 06:47:47,301,  3.586,  0.132,  8.750,
  2479,07/16/18 06:50:05,301,  3.646,  0.118,  8.750,
  2485,07/16/18 06:50:44,301,  3.621,  0.119,  8.750,
  2491,07/16/18 06:51:24,301,  3.632,  0.126,  8.500,
  2497,07/16/18 06:52:03,301,  3.617,  0.128,  8.750,
