Record,DateTime,300,Int.Vaporcm,Int.Liquidmm,CloudBasekm
    19,07/05/18 00:05:19,301,  8.737,  7.018,  1.200,
    25,07/05/18 00:05:58,301,  8.572,  6.861,  1.100,
    31,07/05/18 00:06:37,301,  8.464,  7.382,  1.200,
    37,07/05/18 00:07:16,301,  8.546,  7.468,  1.200,
    43,07/05/18 00:07:55,301,  8.544,  7.341,  1.200,
    49,07/05/18 00:08:55,301,  8.423,  7.647,  1.100,
    55,07/05/18 00:09:34,301,  8.445,  7.998,  1.100,
    61,07/05/18 00:10:13,301,  8.376,  8.251,  1.100,
    67,07/05/18 00:10:52,301,  8.371,  8.374,  1.100,
    73,07/05/18 00:11:31,301,  8.427,  8.731,  1.200,
    79,07/05/18 00:12:31,301,  8.677,  8.420,  1.200,
    85,07/05/18 00:13:10,301,  8.796,  8.238,  1.200,
    91,07/05/18 00:13:49,301,  8.733,  8.145,  0.000,
    97,07/05/18 00:14:28,301,  8.768,  8.176,  1.200,
   103,07/05/18 00:15:08,301,  8.652,  7.937,  1.100,
   109,07/05/18 00:16:08,301,  8.667,  7.980,  1.200,
   115,07/05/18 00:16:47,301,  8.779,  7.607,  1.100,
   121,07/05/18 00:17:26,301,  8.739,  7.615,  1.100,
   127,07/05/18 00:18:05,301,  8.479,  8.028,  1.100,
   133,07/05/18 00:18:44,301,  8.316,  8.822,  1.100,
   139,07/05/18 00:19:44,301,  8.104,  9.163,  0.700,
   145,07/05/18 00:20:23,301,  7.977,  9.384,  1.100,
   151,07/05/18 00:21:02,301,  7.892,  9.696,  0.400,
   157,07/05/18 00:21:41,301,  7.975,  9.875,  0.350,
   163,07/05/18 00:22:20,301,  7.985,  9.542,  0.400,
   169,07/05/18 00:23:19,301,  8.123,  9.564,  1.200,
   175,07/05/18 00:23:59,301,  8.281,  9.654,  0.350,
   181,07/05/18 00:24:38,301,  8.459,  9.464,  0.700,
   187,07/05/18 00:25:18,301,  8.529,  9.411,  0.700,
