Record,DateTime,200,TambK,Rh,Presmb,TirK,Rain
    14,07/05/18 00:05:15,201, 297.0450,  97.9200,1002.8500, 295.4800,1
    20,07/05/18 00:05:54,201, 297.0990,  97.9200,1002.9500, 296.0500,1
    26,07/05/18 00:06:33,201, 297.0990,  97.9200,1002.8500, 294.6900,1
    32,07/05/18 00:07:12,201, 297.1270,  97.9200,1002.8500, 294.8100,1
    38,07/05/18 00:07:51,201, 297.1420,  97.9200,1002.8500, 294.3100,1
    44,07/05/18 00:08:51,201, 297.2240,  97.9200,1002.9500, 295.1800,1
    50,07/05/18 00:09:30,201, 297.2240,  97.9200,1002.8500, 296.5000,1
    56,07/05/18 00:10:09,201, 297.1700,  97.9200,1002.9500, 295.4900,1
    62,07/05/18 00:10:48,201, 297.1700,  97.9200,1002.8500, 295.0900,1
    68,07/05/18 00:11:27,201, 297.2240,  97.9200,1002.8500, 294.1500,1
    74,07/05/18 00:12:27,201, 297.2400,  97.9200,1002.8500, 295.1100,1
    80,07/05/18 00:13:06,201, 297.2240,  97.9200,1002.8500, 295.3900,1
    86,07/05/18 00:13:45,201, 297.2670,  97.9200,1002.9500, 296.8800,1
    92,07/05/18 00:14:24,201, 297.2670,  97.9200,1002.9500, 295.7500,1
    98,07/05/18 00:15:04,201, 297.3100,  97.9200,1002.8500, 295.6100,1
   104,07/05/18 00:16:04,201, 297.2400,  97.9200,1002.8500, 294.7400,1
   110,07/05/18 00:16:43,201, 297.2670,  97.9200,1002.8500, 296.1800,1
   116,07/05/18 00:17:22,201, 297.2670,  97.9200,1002.8500, 295.7700,1
   122,07/05/18 00:18:01,201, 297.2400,  97.9200,1002.8500, 295.6200,1
   128,07/05/18 00:18:40,201, 297.2400,  97.9200,1002.9500, 295.2500,1
   134,07/05/18 00:19:40,201, 297.2670,  97.9200,1002.8500, 295.0900,1
   140,07/05/18 00:20:19,201, 297.2950,  97.9200,1002.9500, 294.7400,1
   146,07/05/18 00:20:58,201, 297.2950,  97.9200,1002.9500, 295.1600,1
   152,07/05/18 00:21:37,201, 297.3260,  97.9200,1002.8500, 295.7600,1
