Record,DateTime,50,Azdeg,Eldeg,TkBBK,Ch22.000,Ch22.234,Ch22.500,Ch23.000,Ch23.034,Ch23.500,Ch23.834,Ch24.000,Ch24.500,Ch25.000,Ch25.500,Ch26.000,Ch26.234,Ch26.500,Ch27.000,Ch27.500,Ch28.000,Ch28.500,Ch29.000,Ch29.500,Ch30.000,Ch51.248,Ch51.760,Ch52.280,Ch52.804,Ch53.336,Ch53.848,Ch54.400,Ch54.940,Ch55.500,Ch56.020,Ch56.660,Ch57.288,Ch57.964,Ch58.800,Ch
     1,07/05/18 00:05:13,51,  0.00, 90.00,308.830,,203.663,204.910,,204.150,,197.607,,,191.799,,,192.337,,,,195.166,,,,199.496,260.181,264.685,269.490,276.266,283.423,289.742,293.735,295.771,296.285,297.098,296.964,296.121,296.874,297.320,
     3,07/05/18 00:05:53,51,  0.00, 90.00,308.829,,202.394,202.066,,200.623,,194.581,,,187.972,,,188.897,,,,191.747,,,,196.676,258.829,262.840,269.051,275.937,282.770,289.039,291.784,293.101,294.970,296.850,297.119,297.232,297.327,297.065,
     5,07/05/18 00:06:31,51,  0.00, 90.00,308.812,,205.568,205.492,,204.339,,198.780,,,193.277,,,194.378,,,,197.361,,,,203.294,263.095,266.777,272.586,278.576,285.031,290.510,293.856,295.188,296.540,296.658,296.698,296.619,296.589,296.630,
     7,07/05/18 00:07:10,51,  0.00, 90.00,308.820,,205.859,207.660,,205.924,,201.230,,,194.846,,,196.188,,,,199.734,,,,204.713,264.671,267.301,271.783,278.434,284.411,290.195,294.297,297.208,298.242,296.286,296.539,296.871,297.217,298.094,
     9,07/05/18 00:07:50,51,  0.00, 90.00,308.787,,206.917,205.682,,204.732,,199.649,,,193.422,,,194.510,,,,197.999,,,,203.216,260.478,266.867,271.720,277.685,285.245,289.209,292.871,295.554,296.339,296.463,296.937,297.760,297.452,297.380,
    11,07/05/18 00:08:49,51,  0.00, 90.00,308.783,,208.493,207.410,,206.677,,201.033,,,195.539,,,196.774,,,,200.511,,,,205.514,265.441,266.171,272.530,279.250,284.927,289.678,293.602,295.061,295.104,295.214,295.984,296.676,297.190,297.087,
    13,07/05/18 00:09:28,51,  0.00, 90.00,308.776,,209.848,210.155,,209.664,,204.758,,,199.687,,,200.851,,,,204.399,,,,209.874,268.179,269.683,274.022,280.091,286.127,290.674,293.504,294.252,296.788,296.660,296.984,297.252,299.823,298.978,
    15,07/05/18 00:10:07,51,  0.00, 90.00,308.770,,212.244,211.772,,210.938,,206.413,,,201.304,,,202.948,,,,206.071,,,,212.151,269.708,272.474,276.111,281.011,287.223,291.405,294.475,295.903,296.385,296.221,296.451,297.410,297.475,297.004,
    17,07/05/18 00:10:46,51,  0.00, 90.00,308.766,,213.463,212.744,,212.271,,207.198,,,201.959,,,203.474,,,,206.790,,,,212.618,268.965,271.857,275.968,280.983,285.908,289.620,291.099,294.590,296.070,295.853,296.581,297.219,297.505,297.172,
    19,07/05/18 00:11:25,51,  0.00, 90.00,308.762,,216.511,216.588,,215.916,,211.563,,,206.533,,,208.703,,,,212.024,,,,217.234,271.146,273.428,277.668,282.025,287.505,291.298,294.862,295.514,295.600,296.601,296.892,297.206,298.043,296.986,
    21,07/05/18 00:12:25,51,  0.00, 90.00,308.750,,217.826,217.271,,216.155,,211.149,,,206.412,,,207.680,,,,211.277,,,,216.185,269.163,271.697,275.305,282.227,289.867,293.340,295.912,296.800,296.155,297.453,297.011,297.326,298.044,298.276,
    23,07/05/18 00:13:04,51,  0.00, 90.00,308.768,,216.053,216.417,,215.888,,210.656,,,205.463,,,206.672,,,,209.744,,,,213.860,267.419,270.304,274.341,279.986,286.054,292.390,295.370,295.811,296.970,296.920,296.697,297.014,296.962,297.482,
    25,07/05/18 00:13:43,51,  0.00, 90.00,308.757,,216.095,215.501,,214.551,,209.077,,,203.138,,,204.374,,,,208.226,,,,212.966,265.977,270.180,274.842,280.045,285.739,290.895,294.526,295.514,297.207,297.392,297.245,296.628,296.435,297.357,
    27,07/05/18 00:14:23,51,  0.00, 90.00,308.750,,215.934,215.989,,215.245,,209.522,,,204.580,,,206.207,,,,208.813,,,,213.126,265.968,268.981,275.104,279.469,285.608,291.038,294.253,295.636,297.270,297.249,296.940,297.523,298.411,297.400,
    29,07/05/18 00:15:02,51,  0.00, 90.00,308.733,,211.475,212.580,,211.498,,206.424,,,200.122,,,201.762,,,,205.035,,,,209.898,264.587,268.740,273.476,279.174,285.004,288.772,292.543,296.078,295.852,296.743,297.348,297.008,297.869,297.994,
    31,07/05/18 00:16:02,51,  0.00, 90.00,308.758,,212.852,213.111,,211.786,,207.005,,,200.986,,,202.069,,,,205.664,,,,209.570,265.754,269.220,273.754,276.564,282.087,290.215,293.991,295.508,296.427,296.375,297.151,297.245,298.109,297.252,
    33,07/05/18 00:16:41,51,  0.00, 90.00,308.769,,210.376,210.570,,209.746,,204.679,,,197.950,,,200.024,,,,202.472,,,,207.213,262.918,266.893,271.934,279.652,288.115,290.834,293.921,295.426,296.521,296.888,296.001,297.853,299.466,297.254,
    35,07/05/18 00:17:20,51,  0.00, 90.00,308.748,,209.266,209.899,,209.055,,203.782,,,198.111,,,198.533,,,,201.413,,,,205.724,264.218,267.616,272.783,278.403,284.994,290.155,293.880,295.575,295.883,296.701,296.866,296.748,296.553,297.245,
    37,07/05/18 00:17:59,51,  0.00, 90.00,308.748,,211.437,210.821,,210.286,,204.996,,,199.227,,,200.462,,,,203.788,,,,209.120,268.086,271.355,275.753,281.297,286.769,290.321,294.121,295.593,296.189,296.908,296.262,297.423,298.943,298.039,
    39,07/05/18 00:18:39,51,  0.00, 90.00,308.752,,216.022,215.538,,215.307,,210.493,,,205.792,,,207.808,,,,211.524,,,,216.777,272.167,276.114,280.483,283.596,287.730,291.875,293.999,295.222,297.217,296.749,296.760,297.155,298.451,297.215,
    41,07/05/18 00:19:38,51,  0.00, 90.00,308.759,,217.184,216.097,,216.036,,211.737,,,206.480,,,209.166,,,,213.208,,,,219.153,276.686,278.709,281.203,285.164,289.538,292.661,294.858,295.485,295.659,295.320,296.702,297.297,297.215,296.261,
    43,07/05/18 00:20:18,51,  0.00, 90.00,308.749,,217.861,216.637,,215.803,,211.746,,,208.041,,,209.742,,,,213.993,,,,221.353,277.542,281.312,283.751,285.336,290.048,293.198,294.679,295.803,296.838,296.302,297.361,296.758,297.587,296.763,
    45,07/05/18 00:20:57,51,  0.00, 90.00,308.740,,219.814,218.198,,217.874,,214.448,,,210.127,,,212.748,,,,217.922,,,,224.393,279.939,281.455,283.162,283.010,288.781,293.118,294.580,295.737,296.923,296.473,296.651,295.808,294.784,296.052,
    47,07/05/18 00:21:36,51,  0.00, 90.00,308.746,,218.663,220.227,,220.352,,216.259,,,212.894,,,214.882,,,,220.216,,,,226.314,280.536,282.692,285.488,288.162,290.491,293.905,295.763,295.661,296.231,296.475,296.770,296.986,297.373,296.805,
    49,07/05/18 00:22:15,51,  0.00, 90.00,308.756,,219.577,217.934,,218.074,,213.758,,,209.379,,,211.852,,,,217.568,,,,223.502,278.169,280.236,283.312,286.613,290.257,292.207,295.108,295.831,296.731,297.240,296.357,297.009,298.356,297.362,
    51,07/05/18 00:23:14,51,  0.00, 90.00,308.744,,219.553,219.586,,219.730,,215.328,,,211.338,,,213.537,,,,218.085,,,,223.667,279.090,281.087,283.458,287.120,290.158,293.108,295.248,297.514,297.834,296.842,297.379,297.791,298.207,297.378,
    53,07/05/18 00:23:53,51,  0.00, 90.00,308.764,,222.901,221.389,,222.588,,217.838,,,214.439,,,215.812,,,,220.475,,,,226.055,278.471,280.291,280.617,283.865,290.228,293.745,295.495,296.391,296.751,296.635,297.503,296.905,296.832,297.503,
    55,07/05/18 00:24:33,51,  0.00, 90.00,308.766,,223.747,222.739,,222.403,,217.903,,,213.681,,,215.699,,,,219.637,,,,224.276,276.729,279.920,282.881,285.547,290.292,294.140,295.343,296.592,297.848,300.171,299.893,297.315,298.002,297.662,
    57,07/05/18 00:25:12,51,  0.00, 90.00,308.740,,221.940,223.299,,223.034,,218.638,,,213.723,,,216.280,,,,219.977,,,,224.372,274.973,277.509,281.238,285.262,289.841,293.244,295.214,296.317,296.891,297.592,297.747,297.415,297.857,298.450,
    59,07/05/18 00:25:51,51,  0.00, 90.00,308.772,,226.462,227.211,,227.017,,222.819,,,217.310,,,219.371,,,,222.493,,,,226.440,273.772,277.009,280.466,286.326,291.528,293.771,295.912,296.332,295.865,296.747,297.817,296.045,294.859,297.430,
    61,07/05/18 00:26:51,51,  0.00, 90.00,308.776,,224.013,225.022,,224.053,,219.301,,,213.699,,,215.070,,,,217.780,,,,221.827,269.194,273.067,277.408,281.968,288.018,291.980,295.376,297.408,297.972,297.899,297.838,298.361,299.010,297.846,
    63,07/05/18 00:27:30,51,  0.00, 90.00,308.757,,225.702,225.455,,224.718,,220.104,,,214.155,,,215.803,,,,218.081,,,,221.779,269.866,272.648,276.937,282.060,287.954,291.988,295.329,298.349,298.710,297.090,297.407,297.753,297.422,297.574,
    65,07/05/18 00:28:09,51,  0.00, 90.00,308.773,,221.003,222.290,,221.488,,216.264,,,210.229,,,212.182,,,,214.939,,,,218.761,268.489,271.652,278.735,282.413,286.046,292.579,294.967,296.238,296.853,297.605,297.592,297.544,298.765,298.979,
    67,07/05/18 00:28:48,51,  0.00, 90.00,308.790,,215.647,216.413,,214.816,,210.313,,,204.024,,,204.934,,,,207.096,,,,210.989,265.650,268.231,273.221,278.969,285.371,291.360,294.514,296.019,296.794,296.666,297.169,298.130,298.762,297.477,
    69,07/05/18 00:29:27,51,  0.00, 90.00,308.778,,208.921,209.954,,209.020,,203.087,,,196.311,,,196.848,,,,199.518,,,,203.662,258.787,260.459,265.777,275.938,283.437,288.964,294.249,295.709,296.883,297.546,297.980,297.015,298.243,296.982,
    71,07/05/18 00:30:27,51,  0.00, 90.00,308.786,,205.784,205.693,,204.729,,198.183,,,191.038,,,191.155,,,,193.717,,,,197.956,252.906,258.732,265.000,272.611,280.792,288.582,293.263,295.920,296.256,296.314,297.339,297.710,297.479,297.208,
    73,07/05/18 00:31:06,51,  0.00, 90.00,308.796,,206.147,207.409,,205.882,,199.629,,,192.378,,,192.733,,,,194.965,,,,198.663,255.378,259.891,265.928,273.777,282.465,288.791,293.036,295.439,296.154,296.140,296.915,297.549,297.876,297.445,
    75,07/05/18 00:31:45,51,  0.00, 90.00,308.804,,205.291,205.432,,204.018,,197.804,,,189.934,,,190.683,,,,192.798,,,,196.168,256.532,260.109,265.991,273.444,282.316,288.694,293.042,295.760,297.288,297.197,296.810,297.250,296.707,297.487,
    77,07/05/18 00:32:25,51,  0.00, 90.00,308.783,,202.133,202.517,,201.098,,194.559,,,187.507,,,188.612,,,,190.088,,,,194.119,254.852,259.169,264.990,273.245,281.681,288.835,292.984,296.149,296.268,295.835,296.766,295.996,295.485,296.660,
    79,07/05/18 00:33:04,51,  0.00, 90.00,308.826,,199.526,199.250,,197.857,,191.210,,,183.352,,,183.609,,,,185.619,,,,189.635,251.887,255.745,263.007,272.918,282.174,287.555,290.065,293.303,296.596,296.484,296.743,297.021,296.637,296.774,
    81,07/05/18 00:34:04,51,  0.00, 90.00,308.817,,194.870,195.299,,194.180,,186.814,,,178.617,,,178.195,,,,180.041,,,,184.126,244.923,250.314,257.954,267.221,277.633,287.201,292.691,294.787,293.475,293.123,295.887,296.472,296.913,297.589,
    83,07/05/18 00:34:44,51,  0.00, 90.00,308.815,,196.937,196.898,,194.985,,188.821,,,181.062,,,180.357,,,,182.713,,,,186.392,247.157,252.214,259.449,268.221,279.424,287.520,293.100,295.143,295.687,296.385,296.760,296.815,297.450,296.538,
    85,07/05/18 00:35:23,51,  0.00, 90.00,308.815,,197.633,198.860,,197.653,,191.160,,,183.732,,,183.658,,,,185.668,,,,189.422,247.312,250.326,259.845,268.947,278.055,287.053,292.991,295.600,296.381,295.884,296.668,297.390,297.219,297.019,
    87,07/05/18 00:36:03,51,  0.00, 90.00,308.843,,200.867,201.483,,199.618,,193.715,,,186.184,,,186.576,,,,188.352,,,,191.983,250.679,254.553,260.385,270.408,281.212,288.148,292.639,294.850,295.660,296.872,296.875,297.021,297.092,296.449,
    89,07/05/18 00:36:42,51,  0.00, 90.00,308.836,,202.389,202.564,,201.195,,195.396,,,187.969,,,187.868,,,,189.714,,,,193.161,247.487,252.827,259.528,268.706,278.589,287.627,293.940,295.879,296.033,296.423,297.319,297.406,297.049,296.396,
    91,07/05/18 00:37:42,51,  0.00, 90.00,308.840,,203.992,204.387,,202.978,,196.625,,,189.106,,,189.716,,,,191.704,,,,195.135,250.040,255.503,262.381,271.398,280.816,288.353,292.494,295.191,296.956,296.861,297.497,297.625,298.016,297.520,
    93,07/05/18 00:38:21,51,  0.00, 90.00,308.830,,205.166,205.722,,204.281,,198.150,,,191.475,,,191.238,,,,193.375,,,,196.352,250.601,255.059,260.467,268.460,279.891,288.257,293.092,294.057,293.968,296.490,296.515,297.445,297.773,297.161,
    95,07/05/18 00:39:01,51,  0.00, 90.00,308.846,,205.927,206.793,,204.949,,199.062,,,192.248,,,192.219,,,,193.951,,,,197.684,251.887,256.885,263.468,272.483,281.497,288.233,293.632,296.536,298.048,297.210,297.299,297.339,298.485,297.984,
    97,07/05/18 00:39:40,51,  0.00, 90.00,308.851,,201.134,201.570,,199.787,,193.329,,,185.968,,,185.265,,,,187.403,,,,190.535,248.454,251.637,257.738,265.384,278.291,287.228,292.376,294.310,295.621,296.912,297.008,296.821,297.706,296.804,
    99,07/05/18 00:40:20,51,  0.00, 90.00,308.851,,194.856,195.113,,193.304,,185.993,,,177.850,,,177.129,,,,178.565,,,,181.785,241.970,247.052,255.163,265.034,277.193,287.152,292.808,294.805,296.074,296.800,297.671,297.132,297.202,296.871,
   101,07/05/18 00:41:19,51,  0.00, 90.00,308.843,,189.106,186.787,,184.872,,177.239,,,168.550,,,167.350,,,,167.867,,,,171.306,235.005,241.041,250.367,261.341,273.917,284.874,291.875,293.924,294.913,295.747,295.696,296.729,297.283,296.297,
   103,07/05/18 00:41:59,51,  0.00, 90.00,308.847,,184.378,183.790,,181.556,,173.244,,,164.387,,,162.180,,,,163.596,,,,166.712,233.906,240.099,252.020,263.737,272.897,284.347,292.122,294.333,294.987,295.982,295.601,296.964,296.867,296.854,
   105,07/05/18 00:42:38,51,  0.00, 90.00,308.844,,182.805,181.741,,179.570,,171.156,,,162.194,,,160.662,,,,161.987,,,,165.322,235.353,239.789,249.319,262.529,274.484,284.692,291.679,294.481,295.746,297.102,296.270,296.162,296.542,296.478,
   107,07/05/18 00:43:18,51,  0.00, 90.00,308.853,,180.011,179.658,,177.823,,169.126,,,159.906,,,157.710,,,,158.660,,,,161.800,231.423,237.218,246.444,259.303,272.371,283.209,290.059,294.033,295.304,295.137,295.587,295.746,295.592,296.722,
   109,07/05/18 00:43:57,51,  0.00, 90.00,308.839,,179.963,178.790,,176.274,,168.136,,,158.753,,,156.662,,,,157.331,,,,160.341,226.917,233.775,244.695,257.002,270.677,283.097,290.698,294.102,295.040,295.647,296.086,296.009,296.511,296.171,
   111,07/05/18 00:44:57,51,  0.00, 90.00,308.862,,180.547,179.777,,178.276,,169.693,,,159.944,,,157.518,,,,158.514,,,,160.678,225.460,233.606,243.723,258.258,274.000,283.041,290.480,293.573,294.622,299.251,297.591,296.959,296.346,296.406,
   113,07/05/18 00:45:37,51,  0.00, 90.00,308.851,,183.688,183.031,,181.000,,172.768,,,163.817,,,162.149,,,,162.676,,,,165.468,227.574,234.095,244.545,256.835,271.229,281.900,288.049,293.163,294.811,296.567,296.290,296.372,296.902,296.725,
   115,07/05/18 00:46:16,51,  0.00, 90.00,308.851,,184.346,183.407,,181.833,,173.333,,,164.252,,,161.969,,,,161.886,,,,165.614,228.419,234.072,244.270,258.180,272.034,282.958,291.120,293.753,294.193,295.748,296.332,296.008,296.315,296.502,
   117,07/05/18 00:46:54,51,  0.00, 90.00,308.857,,182.757,182.079,,180.267,,171.682,,,162.878,,,160.157,,,,160.659,,,,163.683,224.200,230.429,243.075,256.769,271.478,283.515,291.131,294.059,294.737,294.156,295.525,297.546,297.154,296.736,
   119,07/05/18 00:47:34,51,  0.00, 90.00,308.846,,181.930,181.876,,180.426,,171.345,,,161.767,,,160.173,,,,160.612,,,,163.012,225.693,233.764,241.354,253.413,268.008,281.816,290.796,294.311,295.124,296.158,296.330,296.400,296.410,294.816,
   121,07/05/18 00:48:34,51,  0.00, 90.00,308.833,,183.135,183.397,,180.669,,173.033,,,163.173,,,161.694,,,,162.517,,,,164.874,225.031,232.491,243.676,256.228,272.005,283.720,290.861,291.990,292.327,294.580,295.770,296.045,296.585,296.593,
   123,07/05/18 00:49:13,51,  0.00, 90.00,308.838,,183.610,183.480,,181.129,,172.731,,,163.935,,,162.320,,,,163.355,,,,165.551,230.429,236.978,246.815,258.311,272.562,283.025,290.351,293.631,295.409,295.914,295.559,296.110,297.156,296.561,
   125,07/05/18 00:49:52,51,  0.00, 90.00,308.845,,182.153,182.247,,179.940,,171.629,,,162.555,,,160.632,,,,161.098,,,,163.824,229.523,236.753,247.138,261.114,274.134,284.760,291.456,294.133,295.794,294.170,294.941,297.288,299.122,297.419,
   127,07/05/18 00:50:31,51,  0.00, 90.00,308.828,,180.090,179.784,,177.555,,168.730,,,159.250,,,157.477,,,,157.822,,,,160.778,225.593,231.702,242.643,255.696,270.908,282.544,290.968,294.049,295.294,295.752,295.710,294.548,295.638,296.399,
   129,07/05/18 00:51:10,51,  0.00, 90.00,308.831,,179.175,179.350,,177.084,,168.682,,,159.000,,,156.760,,,,158.448,,,,161.525,227.602,235.488,245.070,256.566,270.829,283.540,291.529,294.200,294.667,295.327,295.992,296.459,296.861,296.467,
   131,07/05/18 00:52:10,51,  0.00, 90.00,308.822,,178.706,178.378,,176.492,,168.039,,,158.553,,,156.837,,,,157.359,,,,161.136,227.984,233.674,243.645,254.128,268.456,282.967,288.377,290.300,293.474,294.559,295.810,296.587,297.713,296.289,
   133,07/05/18 00:52:49,51,  0.00, 90.00,308.805,,177.260,177.237,,174.524,,166.727,,,156.646,,,154.804,,,,156.573,,,,159.223,226.495,232.638,243.480,256.251,270.296,283.139,290.856,294.105,293.206,292.394,295.972,295.863,296.127,296.645,
   135,07/05/18 00:53:28,51,  0.00, 90.00,308.811,,177.208,176.688,,174.371,,166.170,,,156.044,,,154.771,,,,155.449,,,,159.294,228.172,234.254,243.736,255.385,270.902,283.067,290.641,293.025,291.802,295.155,296.284,296.535,296.224,296.525,
   137,07/05/18 00:54:07,51,  0.00, 90.00,308.807,,176.706,176.689,,174.825,,166.522,,,157.066,,,154.934,,,,156.097,,,,159.972,230.662,237.981,245.144,256.958,271.269,282.848,290.745,293.815,294.294,292.811,294.805,296.652,296.195,296.729,
   139,07/05/18 00:54:47,51,  0.00, 90.00,308.805,,176.931,176.913,,174.802,,166.437,,,156.647,,,155.102,,,,155.974,,,,159.587,228.750,235.284,245.186,257.580,270.940,282.722,290.372,293.913,295.334,295.359,295.552,296.789,297.031,296.342,
   141,07/05/18 00:55:47,51,  0.00, 90.00,308.813,,178.392,178.621,,176.455,,168.779,,,159.159,,,157.609,,,,158.970,,,,162.975,229.924,236.743,247.203,259.556,272.000,283.190,291.588,292.265,292.614,295.770,295.436,294.248,295.842,296.372,
   143,07/05/18 00:56:26,51,  0.00, 90.00,308.794,,180.092,179.917,,178.129,,170.222,,,161.135,,,159.774,,,,161.157,,,,165.178,233.791,241.014,249.014,260.878,274.167,284.275,291.124,294.654,295.893,296.095,295.911,296.313,295.069,295.659,
   145,07/05/18 00:57:05,51,  0.00, 90.00,308.803,,178.627,178.733,,176.749,,168.168,,,159.135,,,158.051,,,,159.192,,,,162.758,230.505,240.268,249.323,259.350,269.917,281.733,290.486,294.199,295.761,296.274,296.652,296.694,296.276,296.725,
   147,07/05/18 00:57:45,51,  0.00, 90.00,308.805,,177.751,177.438,,175.433,,167.229,,,157.399,,,155.521,,,,156.574,,,,160.337,226.616,233.338,242.522,256.170,271.416,282.327,289.090,293.724,294.425,295.889,296.790,296.592,296.534,296.855,
   149,07/05/18 00:58:24,51,  0.00, 90.00,308.798,,178.218,177.704,,175.679,,166.938,,,157.325,,,155.124,,,,156.181,,,,159.840,226.306,233.235,243.069,255.978,270.591,282.534,290.455,293.222,294.831,295.787,295.986,296.162,297.110,297.324,
   151,07/05/18 00:59:24,51,  0.00, 90.00,308.789,,176.498,176.570,,173.577,,165.582,,,155.245,,,153.389,,,,153.671,,,,156.717,224.881,231.361,239.058,253.849,270.477,281.190,289.312,292.930,295.133,295.884,295.225,295.892,296.861,297.790,
   153,07/05/18 01:00:03,51,  0.00, 90.00,308.820,,177.076,176.940,,174.637,,166.335,,,156.719,,,154.684,,,,155.053,,,,158.804,224.701,232.223,242.458,258.686,273.279,282.793,291.589,295.582,296.099,294.668,295.974,296.672,297.730,296.728,
   155,07/05/18 01:00:46,51,  0.00, 90.00,308.800,,178.905,179.057,,176.161,,168.933,,,159.462,,,157.214,,,,158.437,,,,162.452,229.117,236.086,245.694,258.001,271.564,283.126,290.645,293.229,294.566,292.598,294.099,297.018,297.161,295.631,
   157,07/05/18 01:01:27,51,  0.00, 90.00,308.790,,179.579,179.440,,177.313,,169.042,,,159.966,,,158.736,,,,160.008,,,,163.559,230.947,239.077,248.205,258.303,271.843,283.700,291.186,293.597,294.777,295.890,295.590,296.394,296.734,296.352,
   159,07/05/18 01:02:07,51,  0.00, 90.00,308.816,,181.171,180.878,,178.879,,170.951,,,161.841,,,160.945,,,,162.140,,,,166.540,234.678,241.333,250.764,261.692,273.527,284.130,290.850,293.776,295.711,294.927,294.128,295.697,296.548,295.738,
   161,07/05/18 01:03:06,51,  0.00, 90.00,308.812,,180.689,180.791,,178.515,,171.096,,,162.157,,,160.784,,,,161.897,,,,166.329,235.659,242.205,250.894,261.000,273.368,283.214,291.167,292.056,292.402,294.971,296.026,296.598,297.574,296.299,
   163,07/05/18 01:03:44,51,  0.00, 90.00,308.829,,180.480,180.458,,178.369,,170.527,,,161.576,,,160.033,,,,161.797,,,,166.254,235.887,241.483,250.756,263.100,275.057,283.909,290.707,295.128,295.003,295.346,296.872,297.526,296.927,296.954,
   165,07/05/18 01:04:24,51,  0.00, 90.00,308.821,,179.454,179.027,,177.246,,169.337,,,159.500,,,158.117,,,,159.658,,,,164.218,233.380,239.760,248.813,260.105,272.673,283.880,291.277,293.324,294.166,295.520,295.372,295.852,296.544,297.115,
   167,07/05/18 01:05:04,51,  0.00, 90.00,308.837,,177.596,177.673,,175.406,,167.712,,,158.489,,,156.708,,,,157.543,,,,161.868,234.655,240.686,249.687,260.461,273.331,283.131,289.923,294.599,295.796,295.183,296.914,297.438,297.094,296.697,
   169,07/05/18 01:05:42,51,  0.00, 90.00,308.832,,175.420,175.675,,173.173,,164.815,,,155.165,,,153.643,,,,154.301,,,,157.619,226.882,234.066,243.602,256.049,270.251,282.409,290.002,293.366,295.138,296.185,295.664,295.521,296.692,295.937,
   171,07/05/18 01:06:42,51,  0.00, 90.00,308.860,,171.700,170.974,,168.911,,159.907,,,149.097,,,146.935,,,,146.625,,,,150.021,218.966,226.541,237.154,252.263,268.035,281.503,290.567,293.606,293.910,296.023,295.460,295.675,296.968,296.285,
   173,07/05/18 01:07:21,51,  0.00, 90.00,308.855,,169.567,169.253,,166.570,,157.635,,,146.993,,,144.243,,,,143.448,,,,146.595,216.567,223.562,234.531,246.852,264.932,281.396,290.306,293.466,295.523,296.434,296.212,295.917,296.818,296.284,
   175,07/05/18 01:08:01,51,  0.00, 90.00,308.864,,167.739,167.211,,164.794,,155.703,,,144.627,,,141.598,,,,140.953,,,,143.855,214.941,222.372,233.953,250.077,265.798,280.312,289.464,293.273,295.414,294.539,294.555,295.410,296.508,296.240,
   177,07/05/18 01:08:40,51,  0.00, 90.00,308.882,,166.718,166.374,,164.335,,154.840,,,143.470,,,140.753,,,,140.371,,,,143.200,214.470,221.241,233.600,248.045,265.127,280.573,289.233,293.213,295.037,295.464,295.502,295.983,296.364,296.897,
   179,07/05/18 01:09:20,51,  0.00, 90.00,308.889,,167.439,167.062,,164.989,,155.403,,,144.978,,,141.828,,,,141.994,,,,144.809,216.091,223.130,234.463,250.060,266.445,280.764,289.847,293.294,295.407,295.552,295.994,295.467,295.565,296.506,
   181,07/05/18 01:10:20,51,  0.00, 90.00,308.909,,168.437,168.555,,166.535,,157.175,,,146.494,,,143.505,,,,143.578,,,,146.710,215.295,221.906,235.235,250.091,267.022,280.173,289.545,293.025,295.453,295.284,295.578,295.561,296.744,296.602,
   183,07/05/18 01:10:59,51,  0.00, 90.00,308.947,,168.125,168.564,,165.439,,156.482,,,145.447,,,142.517,,,,142.570,,,,144.711,216.768,222.472,235.028,250.049,266.021,279.937,289.842,293.845,294.648,295.784,296.484,296.571,296.363,296.402,
   185,07/05/18 01:11:39,51,  0.00, 90.00,308.929,,166.258,165.995,,162.821,,154.109,,,142.964,,,139.702,,,,139.128,,,,141.959,211.934,220.133,232.093,247.534,265.371,280.490,290.652,294.046,295.384,298.698,297.149,296.332,297.505,297.482,
   187,07/05/18 01:12:18,51,  0.00, 90.00,308.952,,164.901,164.538,,162.232,,152.791,,,141.349,,,138.069,,,,137.797,,,,139.925,210.677,218.780,231.141,247.394,264.508,279.501,288.696,289.941,292.471,295.554,295.771,297.105,296.740,297.832,
   189,07/05/18 01:12:57,51,  0.00, 90.00,308.976,,162.281,162.175,,158.720,,149.108,,,137.414,,,133.676,,,,133.359,,,,135.312,206.726,216.164,228.510,244.602,263.913,280.165,290.133,293.592,292.312,295.255,296.993,296.145,298.849,298.105,
   191,07/05/18 01:13:57,51,  0.00, 90.00,309.005,,159.240,159.129,,155.902,,146.001,,,133.644,,,129.816,,,,128.492,,,,130.415,205.988,214.823,227.461,244.045,263.989,279.091,288.476,292.916,293.736,294.726,295.728,296.521,297.759,296.786,
   193,07/05/18 01:14:36,51,  0.00, 90.00,309.030,,156.156,155.051,,152.108,,141.624,,,129.393,,,124.805,,,,124.040,,,,125.073,203.381,214.138,228.121,243.096,262.760,281.511,290.467,293.035,294.555,294.840,295.542,296.600,296.323,296.191,
   195,07/05/18 01:15:16,51,  0.00, 90.00,309.053,,153.984,153.016,,149.490,,138.973,,,126.779,,,121.661,,,,120.357,,,,121.625,202.710,210.724,224.646,241.675,261.295,278.310,290.961,293.342,291.625,294.620,297.228,295.385,293.822,295.788,
   197,07/05/18 01:15:55,51,  0.00, 90.00,309.077,,153.262,152.107,,148.430,,138.138,,,125.806,,,120.981,,,,119.296,,,,121.434,203.589,213.626,226.062,243.324,264.278,279.454,289.245,293.966,296.670,295.123,295.320,296.089,296.248,296.716,
   199,07/05/18 01:16:34,51,  0.00, 90.00,309.108,,150.834,149.865,,146.250,,135.316,,,122.022,,,117.542,,,,115.080,,,,117.445,202.165,209.837,223.005,241.850,260.508,277.134,289.194,292.714,292.583,293.376,295.475,295.451,295.270,295.214,
   201,07/05/18 01:17:34,51,  0.00, 90.00,309.116,,146.445,145.579,,141.586,,130.302,,,116.788,,,111.354,,,,108.888,,,,110.232,197.293,206.405,220.985,240.614,260.149,277.363,289.405,294.102,294.484,292.915,295.475,297.524,295.287,295.783,
   203,07/05/18 01:18:13,51,  0.00, 90.00,309.140,,144.310,142.779,,138.658,,127.322,,,113.589,,,107.592,,,,104.845,,,,106.194,194.753,204.657,220.065,239.804,259.262,276.658,288.824,293.274,294.918,295.047,295.479,296.093,296.118,296.175,
   205,07/05/18 01:18:52,51,  0.00, 90.00,309.166,,142.864,141.853,,137.710,,125.976,,,112.346,,,106.600,,,,103.506,,,,104.660,191.678,204.190,219.800,238.248,259.092,276.418,288.416,290.312,292.548,295.437,295.159,295.994,296.702,297.141,
